Iteration	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	V	Yr
77	587.4016	581.6247	5.776915	5.968479	0.0161859	-0.0004356639	0.004575118	0.9943371	0.9033627	1	0.01216983	42.82414	0.004574972	-0.0769332
78	587.7318	581.9107	5.821101	8.85573	0.01327733	-0.01097617	0.004815284	0.9856514	0.8822136	1	0.01130788	52.2053	0.004814292	-0.7649616
79	587.0327	581.2644	5.768306	6.632645	0.01535239	0.006143593	0.004583533	0.9926082	0.8981184	1	0.01186323	45.14915	0.004583282	0.8311416
80	587.6902	581.8649	5.825253	9.378882	0.01289867	-0.008504005	0.004887643	0.9838051	0.8787626	1	0.0112289	53.73789	0.004886361	-0.525104
81	585.7807	579.9286	5.852085	11.81713	0.01147382	-0.02111325	0.005155054	0.9744625	0.8637602	1	0.01087641	60.41119	0.005151692	-0.8267545
82	587.2049	581.4094	5.795433	8.966042	0.01319478	0.006328777	0.004795288	0.9852677	0.881478	1	0.01124925	52.53193	0.004794247	0.4295843
83	587.9534	582.1583	5.795056	8.387692	0.01364528	-0.00691194	0.004626934	0.9872435	0.8853848	1	0.01123707	50.79757	0.004626181	-0.5418369
84	584.1793	578.4091	5.770136	4.015239	0.01973705	-0.01391256	0.004456113	0.9981801	0.9207477	1	0.01326277	35.11909	0.004456098	-7.644477
85	587.0401	581.2193	5.82082	6.303374	0.01574923	-0.00846155	0.004868003	0.9934889	0.9006843	1	0.01238283	44.01151	0.004867796	-1.299548
86	585.3159	579.6921	5.623757	7.376497	0.01455523	-0.005914082	0.003882807	0.990463	0.8925425	1	0.01063157	47.62188	0.003882454	-0.6201206
87	586.2427	580.3967	5.846003	12.51224	0.01114436	-0.01150957	0.005172675	0.9716263	0.859754	1	0.01073742	62.19714	0.005168511	-0.4056429
88	587.2966	581.505	5.791667	5.729965	0.01651987	-0.006313351	0.004627734	0.9949105	0.9053158	1	0.01236524	41.95839	0.004627614	-1.240466
89	586.1836	580.4333	5.750316	4.665227	0.01831001	-0.002958565	0.004404017	0.9971281	0.9145714	1	0.01269942	37.85619	0.004403981	-1.030189
90	586.6036	580.7853	5.81832	6.94226	0.01500515	-0.02006751	0.004736325	0.9917405	0.8957621	1	0.01192219	46.19396	0.004736002	-2.429637
91	587.492	581.6605	5.83147	10.08474	0.0124345	-0.004966824	0.005033622	0.9812149	0.8742484	1	0.01118844	55.74385	0.005031845	-0.2644017
92	587.943	582.167	5.776042	7.419174	0.01451314	0.0001335351	0.004563676	0.9903338	0.8922311	1	0.01150941	47.75999	0.004563249	0.01381469
93	587.6834	581.9269	5.756511	6.359353	0.0156796	-0.01275447	0.004365039	0.9933423	0.9002435	1	0.01169975	44.20693	0.004364846	-1.915754
94	586.1044	580.3904	5.713988	5.857394	0.01633891	0.008284763	0.004301599	0.9946074	0.9042675	1	0.01185609	42.42309	0.004301474	1.536329
95	585.835	580.0438	5.791178	5.167661	0.01739649	0.0002977016	0.004702066	0.9961543	0.910086	1	0.01279058	39.84407	0.004701996	0.07741071
96	587.2804	581.5403	5.740063	5.429804	0.01697093	-0.0121029	0.004293324	0.9955939	0.9078318	1	0.0120716	40.84321	0.004293241	-2.746829
97	587.4156	581.6455	5.770095	8.17401	0.01382355	-0.01238643	0.004430315	0.9879501	0.8868609	1	0.01106731	50.14247	0.004429672	-1.027927
98	587.1067	581.2857	5.820918	7.400232	0.01453177	0.0007332877	0.00502243	0.9903912	0.8923692	1	0.01208179	47.69873	0.005021966	0.07631456
99	585.5655	579.7605	5.804997	7.400232	0.01453177	0.0112072	0.005069916	0.9903912	0.8923692	1	0.01213877	47.69873	0.005069447	1.166353
100	587.7428	581.9492	5.793592	7.364237	0.01456738	-0.01369003	0.004573497	0.9905	0.8926321	1	0.0115433	47.58213	0.004573084	-1.441057
101	585.2655	579.6705	5.595002	4.373855	0.01891035	-0.01253155	0.003794017	0.9976296	0.9172833	1	0.01197883	36.65439	0.003793996	-5.286656
102	587.0429	581.2425	5.800411	6.115979	0.01598917	-0.0004412269	0.004762939	0.9939696	0.9021742	1	0.01234143	43.35103	0.004762766	-0.0731669
103	586.9669	581.1694	5.797427	10.15238	0.01239254	0.002399728	0.004743545	0.9809612	0.8738237	1	0.01084293	55.93263	0.004741825	0.1260438
104	586.8297	581.0265	5.803187	7.255142	0.01467692	0.006162148	0.004895244	0.9908269	0.8934327	1	0.01198725	47.22702	0.004894832	0.6717608
105	587.932	582.1748	5.757216	6.561444	0.01543568	-0.001301858	0.004439323	0.9928024	0.8986679	1	0.01170675	44.90553	0.004439093	-0.180875
106	586.7855	581.1132	5.672362	4.936971	0.01779863	-0.01034962	0.004032245	0.9966181	0.9121172	1	0.01198069	38.94385	0.004032199	-3.060342
107	587.8507	582.119	5.731769	6.936381	0.01501152	-0.006340526	0.004274196	0.9917573	0.8958064	1	0.01132804	46.17434	0.004273906	-0.7692339
108	587.0754	581.2497	5.825662	10.77421	0.01202509	0.001512785	0.005091052	0.9785883	0.8699807	1	0.01106529	57.64175	0.005088718	0.07065237
109	587.6609	581.8436	5.817392	9.430654	0.01286289	-0.007934426	0.004805714	0.9836188	0.8784262	1	0.01111894	53.88735	0.004804424	-0.4843629
110	587.3253	581.4982	5.82713	7.14816	0.01478674	-0.005723384	0.004983161	0.9911433	0.8942236	1	0.01213958	46.87627	0.00498277	-0.6462206
111	588.0983	582.3362	5.762103	6.799468	0.01516236	-0.006918675	0.00442443	0.9921453	0.8968423	1	0.01158316	45.71498	0.004424157	-0.8808378
112	586.1263	580.3293	5.796921	7.345964	0.01458556	-0.02351598	0.004554652	0.990555	0.8927658	1	0.01152668	47.52283	0.004554245	-2.489793
113	586.6684	580.8403	5.828088	8.430936	0.01361002	-0.0210351	0.004813551	0.9870989	0.8850883	1	0.01144662	50.92917	0.00481275	-1.630491
114	587.3717	581.5725	5.799185	9.262591	0.0129801	-0.01058238	0.004623622	0.9842212	0.8795216	1	0.01095583	53.40074	0.004622471	-0.6706722
115	584.5189	578.7439	5.77501	4.205646	0.01928495	-0.003276036	0.004556007	0.9978971	0.9188899	1	0.01325612	35.94239	0.004555986	-1.557859
116	587.2105	581.4834	5.727155	6.59244	0.01539925	-0.01473122	0.004218369	0.9927182	0.8984283	1	0.01139822	45.01174	0.004218146	-2.023007
117	587.1757	581.3642	5.811502	6.581697	0.01541185	-0.0009902114	0.004865632	0.9927474	0.8985113	1	0.0122465	44.97496	0.004865376	-0.1365321
118	587.9212	582.1235	5.797692	7.051475	0.01488811	-0.01108699	0.004622206	0.9914257	0.8949433	1	0.01173166	46.55708	0.004621866	-1.293049
119	586.7968	580.9708	5.826041	7.220001	0.01471273	-0.01882065	0.004816276	0.9909313	0.8936919	1	0.01190467	47.11209	0.00481588	-2.075333
120	585.2055	579.3826	5.822932	14.97786	0.01016137	-0.001410491	0.005904729	0.9611513	0.8462952	1	0.01095446	68.21398	0.005895817	-0.03630727
121	584.4711	578.6433	5.827862	11.52087	0.01162297	-0.01487875	0.006026856	0.9756514	0.8655004	1	0.01183638	59.636	0.006023283	-0.611072
122	582.9755	577.1209	5.854583	12.1749	0.01130083	-0.0363666	0.005155564	0.9730105	0.8616852	1	0.01079464	61.33597	0.005151808	-1.347437
123	587.576	581.7919	5.784118	7.965661	0.01400416	0.004087152	0.004665802	0.988626	0.8883183	1	0.01143159	49.49581	0.004665198	0.3593429
124	586.3958	580.5853	5.810521	7.113833	0.0148225	-0.0219927	0.004660285	0.991244	0.8944786	1	0.0117539	46.76319	0.004659928	-2.511716
125	587.5048	581.7574	5.747361	5.456099	0.01692994	-0.008671483	0.004345267	0.9955358	0.9076087	1	0.01212972	40.9421	0.00434518	-1.942429
126	587.5746	581.758	5.81652	6.880345	0.01507272	-0.01145967	0.004781365	0.991917	0.8962292	1	0.01200568	45.98687	0.004781052	-1.417753
127	587.047	581.3413	5.705737	7.453445	0.0144796	0.001227207	0.004203051	0.9902296	0.8919817	1	0.01103254	47.87062	0.00420265	0.1256052
128	587.9281	582.1182	5.809824	7.679798	0.01426369	-0.01080557	0.004717593	0.9895315	0.8903482	1	0.01160089	48.59523	0.004717076	-1.032201
129	586.6891	580.9323	5.756862	7.035239	0.01490534	0.009140159	0.004540234	0.9914728	0.8950646	1	0.01163389	46.50327	0.004539904	1.07188
130	587.3215	581.5173	5.804147	6.859213	0.01509599	-0.01624087	0.00463943	0.9919769	0.896389	1	0.01183527	45.91598	0.004639131	-2.024269
131	585.6616	579.8228	5.838834	6.554454	0.01544393	-0.007314281	0.00522119	0.9928214	0.898722	1	0.01269927	44.88154	0.005220921	-1.0189
132	583.6719	577.8784	5.793481	8.296127	0.01372084	0.01992489	0.005285928	0.9875479	0.8860151	1	0.01204387	50.51784	0.005285109	1.600123
133	587.5104	581.7175	5.792889	9.086993	0.01310597	-0.008484914	0.004594414	0.9848435	0.8806764	1	0.01097399	52.88789	0.004593358	-0.5598188
134	587.4105	581.6073	5.803177	9.400013	0.01288403	-0.009720301	0.004660453	0.9837292	0.8786252	1	0.0109586	53.79893	0.004659219	-0.5974061
135	587.8466	582.0365	5.810157	6.972691	0.01497226	-0.006573555	0.004769118	0.9916533	0.8955334	1	0.01195027	46.29542	0.004768786	-0.7875592
136	587.1948	581.4837	5.711105	7.604736	0.01433423	-0.004297916	0.00419229	0.9897649	0.8908872	1	0.01096296	48.35609	0.004191851	-0.4199206
137	584.1794	578.5811	5.598273	6.225892	0.01584713	0.01011747	0.003886034	0.9936895	0.9012977	1	0.01109797	43.73961	0.003885879	1.603266
138	586.4576	580.6058	5.851794	11.53149	0.01161752	-0.01449602	0.005372838	0.975609	0.8654377	1	0.0111731	59.66395	0.005369642	-0.5943182
139	587.6067	581.7781	5.828559	9.711506	0.01267375	-0.004014685	0.005008032	0.9825979	0.876616	1	0.01126681	54.69158	0.005006516	-0.2307007
140	586.457	580.7437	5.713241	6.532422	0.01547001	0.008292343	0.004294126	0.992881	0.8988927	1	0.01152651	44.80586	0.004293908	1.16482
141	586.0089	580.2847	5.724199	7.91786	0.01404658	-0.01750753	0.004191874	0.9887792	0.8886552	1	0.01085187	49.34632	0.004191347	-1.560281
142	586.8333	581.0561	5.777241	9.069285	0.01311886	0.007878617	0.004657615	0.9849058	0.8807934	1	0.01105465	52.83591	0.004656553	0.5219631
143	587.8261	582.0128	5.813347	9.069285	0.01311886	-0.006269126	0.004786542	0.9849058	0.8807934	1	0.0112066	52.83591	0.004785451	-0.4153334
144	586.6836	580.8359	5.847713	8.541245	0.01352128	-0.01332562	0.005263204	0.9867277	0.8843353	1	0.01193024	51.26342	0.005262277	-1.004018
145	585.9579	580.2637	5.694141	7.194785	0.01473858	-0.0172774	0.004078238	0.9910059	0.8938782	1	0.01096425	47.02945	0.004077908	-1.92097
146	587.1831	581.4141	5.768942	6.592088	0.01539967	0.005099417	0.00457558	0.9927191	0.898431	1	0.01187118	45.01054	0.004575337	0.7003841
147	588.1062	582.3153	5.790878	7.032024	0.01490876	-0.005493127	0.004617427	0.9914821	0.8950887	1	0.01173372	46.49261	0.004617092	-0.6448915
148	587.3718	581.5384	5.833402	7.599622	0.01433907	-0.008424425	0.005028402	0.9897808	0.8909241	1	0.01200855	48.33976	0.005027876	-0.8243692
149	584.4114	578.5538	5.857516	13.76659	0.01061241	-0.0269683	0.005567901	0.9663673	0.8527722	1	0.01087096	65.3148	0.005561603	-0.8018467
150	585.7152	579.8849	5.830232	13.51941	0.01071154	-0.002723518	0.005790969	0.9674163	0.8541246	1	0.01113824	64.71032	0.005784821	-0.08358533
151	586.3262	580.4852	5.84104	12.72419	0.01104916	-0.004420103	0.005510686	0.9707496	0.8585528	1	0.01103526	62.73303	0.005505971	-0.1511128
152	587.3221	581.6277	5.694433	6.917531	0.01503203	-0.002630184	0.004136783	0.9918112	0.8959484	1	0.01115206	46.11136	0.004136505	-0.3211927
153	587.1239	581.3735	5.750322	6.710462	0.01526287	0.006046499	0.004466289	0.9923937	0.8975212	1	0.01167633	45.41394	0.00446603	0.7949317
154	586.9198	581.227	5.692825	5.194299	0.01735179	-0.0002923187	0.004152376	0.9960989	0.9098544	1	0.01200426	39.94673	0.004152313	-0.0749325
155	587.9386	582.1716	5.766954	6.265926	0.01579632	-0.00891767	0.004442705	0.9935861	0.9009803	1	0.01184723	43.8803	0.004442522	-1.390373
156	586.2984	580.634	5.664341	4.579613	0.01848046	-0.01101766	0.004004945	0.9972804	0.9153593	1	0.01216661	37.50704	0.004004915	-4.051232
157	587.0371	581.3029	5.734189	4.968971	0.01774119	-0.006243117	0.004298485	0.9965555	0.9118327	1	0.01234992	39.06995	0.004298434	-1.812476
158	587.8486	582.1012	5.747382	7.071226	0.01486724	-0.009507804	0.004330926	0.9913683	0.8947959	1	0.01134803	46.62246	0.004330604	-1.101497
159	586.5105	580.8598	5.650686	6.89284	0.01505901	-0.004449897	0.003973192	0.9918815	0.8961347	1	0.01093913	46.02874	0.00397293	-0.5481194
160	588.0155	582.238	5.77747	7.878391	0.0140819	-0.003193395	0.004539036	0.9889052	0.8889342	1	0.01130648	49.22255	0.004538477	-0.2878285
161	587.4662	581.6541	5.81204	9.889147	0.01255822	-0.002690282	0.004814714	0.9819432	0.8754839	1	0.01099675	55.1947	0.004813145	-0.1489902
162	587.4177	581.6824	5.735345	6.100194	0.01600989	0.002071036	0.004352202	0.9940094	0.9023007	1	0.01180494	43.29495	0.004352046	0.3457129
163	587.1745	581.3712	5.803306	7.840935	0.01411567	-0.01804607	0.004616564	0.9890243	0.8891995	1	0.01141629	49.10482	0.004616008	-1.644185
164	586.1944	580.427	5.767392	7.752873	0.01419599	0.01258461	0.004660602	0.9893025	0.8898258	1	0.01150321	48.82696	0.004660069	1.176411
165	587.9503	582.1762	5.774192	7.650305	0.01429128	-0.009175947	0.00447491	0.9896235	0.8905597	1	0.01130948	48.5014	0.004474429	-0.8842974
166	586.9685	581.1236	5.844908	9.248298	0.01299022	-0.009135824	0.005308462	0.9842722	0.8796152	1	0.01174377	53.35917	0.005307149	-0.5808693
167	586.5462	580.7743	5.771854	9.92892	0.01253277	-0.002962071	0.004496408	0.9817958	0.8752317	1	0.01061626	55.30677	0.004494918	-0.1627132
168	585.9313	580.2652	5.66602	4.289951	0.01909445	-0.004684291	0.004037038	0.9977651	0.9180807	1	0.01241652	36.30098	0.004037018	-2.095935
169	587.5206	581.7909	5.729772	6.496346	0.01551301	-0.01260635	0.004238037	0.9929782	0.8991728	1	0.01146688	44.68166	0.004237828	-1.795314
170	582.4265	576.6182	5.808319	4.695396	0.01825106	-0.02568679	0.00465858	0.9970735	0.9142955	1	0.01304025	37.97847	0.00465854	-8.777318
171	585.9442	580.1049	5.839278	13.70674	0.01063617	-0.003706158	0.005577953	0.9666218	0.8530986	1	0.01089294	65.16885	0.005571739	-0.1110353
172	586.1055	580.456	5.649518	4.489167	0.01866579	-0.01079768	0.0039577	0.9974369	0.9161996	1	0.01215513	37.13463	0.003957674	-4.212659
173	588.0991	582.3106	5.788469	7.752399	0.01419643	-0.003511734	0.004613228	0.989304	0.8898292	1	0.01144477	48.82546	0.004612701	-0.3283232
174	587.4482	581.7085	5.739689	5.432129	0.01696729	-0.003515835	0.004338071	0.9955887	0.907812	1	0.01213304	40.85196	0.004337986	-0.7970137
175	587.6373	581.8494	5.787921	8.726877	0.01337571	-0.008758891	0.004559531	0.9860955	0.8830785	1	0.01104418	51.82133	0.00455865	-0.6299341
176	587.2785	581.4721	5.806458	9.867245	0.0125723	0.002342444	0.004834728	0.9820243	0.8756229	1	0.01102576	55.13289	0.004833166	0.1303117
177	584.6528	579.0279	5.624869	6.194956	0.01588673	0.01040773	0.003970197	0.9937688	0.9015436	1	0.01123151	43.63058	0.003970043	1.670271
