Iteration	Replicate_ID	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	V	Yr
3293	1	429.5228	425.6118	3.911059	22.65561	0.008168538	-0.03086453	0.01456497	0.9265443	0.8095411	1	0.0154256	84.85572	0.01448638	-0.4201788
3294	0	428.1017	424.099	4.002748	17.70245	0.009314929	-0.03240106	0.01418279	0.9490809	0.8325102	1	0.01625495	74.4125	0.01414602	-0.636324
3295	1	428.4947	425.31	3.184685	44.79572	0.005498035	-0.004682239	0.0176296	0.8275153	0.7239606	1	0.01392323	126.0718	0.01710511	-0.02714582
3296	0	428.7124	425.1558	3.556634	29.41157	0.007070121	-0.0706952	0.01583605	0.8956457	0.7811668	1	0.01496414	98.03895	0.01566359	-0.677454
3297	1	428.2486	425.1212	3.127428	40.01374	0.005898933	0.02600514	0.01749365	0.848261	0.7409369	1	0.0143662	117.5038	0.01709087	0.1713808
3298	0	428.2066	425.1354	3.071228	38.97008	0.005994856	-0.07585921	0.01780896	0.852843	0.7447248	1	0.01461247	115.6237	0.01742331	-0.5154986
3299	1	429.1295	425.9895	3.139997	33.43442	0.006567514	-0.02300871	0.01758826	0.8774585	0.7654025	1	0.01519942	105.5418	0.01732415	-0.1877627
3300	0	429.2679	425.7581	3.509796	35.8422	0.006303988	-0.04368508	0.01624306	0.8666889	0.7562794	1	0.01431056	109.9538	0.01595439	-0.3276927
3301	1	426.4221	422.8766	3.545421	40.8992	0.005820099	-0.08249333	0.01600748	0.8443887	0.7377478	1	0.01365028	119.0954	0.01561986	-0.5301244
3302	0	427.0009	423.9914	3.009441	40.11914	0.005889429	0.05057562	0.01764016	0.8477994	0.7405562	1	0.01441461	117.6934	0.01723152	0.3322957
3303	1	426.5969	424.3309	2.265937	41.41871	0.005774883	-0.01926448	0.02114539	0.8421233	0.7358868	1	0.01562768	120.0279	0.02061834	-0.1220223
3304	0	428.155	424.9564	3.198541	45.65739	0.005431733	0.00192346	0.01756446	0.8238208	0.7209621	1	0.01381343	127.6107	0.01701927	0.01091763
3305	1	428.1214	425.0148	3.106572	47.34695	0.00530633	0.0008022717	0.01797162	0.8166152	0.7151315	1	0.01381038	130.6265	0.01736723	0.004374798
3306	0	426.818	423.5503	3.267704	35.26105	0.006365385	-0.1018884	0.01672673	0.8692797	0.7584621	1	0.01459261	108.8932	0.01644091	-0.7794382
3307	1	428.5708	425.0278	3.543011	23.69699	0.00797159	-0.02821938	0.01593398	0.9217713	0.8049776	1	0.01593858	86.95219	0.01583647	-0.3607291
3308	0	427.8104	424.4717	3.338678	33.17213	0.006597753	-0.08704533	0.01658094	0.8786373	0.7664096	1	0.01479168	105.0581	0.01633672	-0.7172328
3309	1	428.9641	425.5019	3.462269	38.1881	0.006068979	-0.004996269	0.01641856	0.8562887	0.7475843	1	0.01411693	114.2115	0.01607946	-0.03476601
3310	0	428.7327	425.0799	3.652828	22.94864	0.008111867	-0.01876049	0.01550556	0.9252016	0.8082489	1	0.01586058	85.44854	0.01541881	-0.2508138
3311	1	429.6602	426.1345	3.525777	33.18681	0.006596051	-0.0192673	0.0161301	0.8785713	0.7663531	1	0.01458732	105.0852	0.01589227	-0.1586717
3312	0	429.5532	425.9048	3.64847	28.31758	0.007223146	-0.008146104	0.01555818	0.9006274	0.7855831	1	0.01499193	95.96195	0.01540454	-0.08197531
3313	1	427.5601	424.091	3.46905	25.80967	0.007606548	-0.07921397	0.01604527	0.9120892	0.7959492	1	0.01562364	91.12506	0.01592127	-0.9010724
3314	0	428.0192	424.1543	3.864861	22.36921	0.00822492	0.01274922	0.01456117	0.9278563	0.8108103	1	0.01547672	84.27404	0.01448538	0.1767198
3315	1	427.951	424.3257	3.625258	30.49171	0.006926431	0.02907238	0.01540583	0.8907409	0.7768637	1	0.01460872	100.0728	0.01522192	0.2660867
3316	0	429.6615	426.0485	3.612979	31.70533	0.00677298	-0.01511201	0.0157683	0.8852481	0.7720924	1	0.01461495	102.3401	0.01556067	-0.1316929
3317	1	424.8754	421.9227	2.952738	37.34564	0.006151116	-0.1266863	0.01760201	0.8600128	0.7506862	1	0.01471543	112.6864	0.01725707	-0.904985
3318	0	426.1738	423.2955	2.8783	50.48438	0.005088156	0.05055008	0.01843511	0.8033695	0.704464	1	0.01369677	136.2276	0.01772234	0.2570816
3319	1	425.5852	424.3285	1.25668	72.15236	0.003942095	-0.04364125	0.026763	0.7163717	0.6351235	1	0.014526	175.8322	0.02461005	-0.1538678
3320	0	425.8521	422.8202	3.031945	29.01024	0.007125346	0.04087041	0.01745668	0.8974717	0.78278	1	0.01577244	97.2791	0.01727317	0.3986257
3321	1	426.0747	423.8831	2.191626	46.87877	0.00534049	0.05298884	0.02096703	0.8186067	0.7167408	1	0.01496491	129.7909	0.02027714	0.2921213
3322	0	429.6715	425.7449	3.926613	26.34988	0.007519762	-0.04071741	0.01454424	0.9096163	0.7936859	1	0.01478981	92.17675	0.01442542	-0.4504952
3323	1	429.2723	426.0541	3.21816	38.84258	0.006006806	-0.03951521	0.01741275	0.8534041	0.7451898	1	0.0144634	115.3936	0.01703855	-0.2695519
3324	0	427.7224	423.6424	4.080083	31.99665	0.006737321	-0.0124339	0.01402798	0.8839326	0.7709567	1	0.01374853	102.8817	0.013839	-0.1071266
3325	1	426.4995	424.232	2.267468	46.15397	0.005394258	-0.08271898	0.0210696	0.8216976	0.7192418	1	0.01507679	128.4972	0.02039976	-0.4639253
3326	0	427.0799	423.646	3.433913	24.32914	0.007857791	0.01771076	0.0161348	0.9188733	0.8022452	1	0.01592381	88.21146	0.01602861	0.2183098
3327	1	428.2299	425.7085	2.52139	45.49166	0.005444358	-0.003921261	0.02021034	0.8245303	0.7215375	1	0.01483458	127.3148	0.01958807	-0.02234723
3328	0	426.5385	423.9696	2.568937	49.35201	0.005164829	0.05682974	0.01950503	0.80813	0.7082912	1	0.01419437	134.2053	0.01878697	0.2961888
3329	1	425.8409	423.9949	1.84599	53.51526	0.004893374	0.04748585	0.02268843	0.7907377	0.6943391	1	0.01490121	141.6501	0.02169489	0.2269203
3330	0	428.4174	425.8688	2.548674	46.77372	0.005348216	-0.02496828	0.02021169	0.8190541	0.7171026	1	0.0147035	129.6034	0.01954994	-0.1379876
3331	1	427.7767	424.655	3.121668	49.81462	0.005133234	-0.02810648	0.01808249	0.8061825	0.7067246	1	0.0136251	135.0313	0.01740321	-0.1450152
3332	0	429.1368	425.0911	4.04567	27.3032	0.007372407	-0.04724206	0.01410255	0.9052572	0.7897335	1	0.01442011	94.01911	0.01397596	-0.4986351
3333	1	429.6794	426.1664	3.513061	31.66669	0.006777743	-0.01597582	0.0161422	0.8854227	0.7722433	1	0.01479241	102.2681	0.01593029	-0.1394326
3334	0	428.9716	425.6077	3.363914	27.84131	0.007292303	-0.02894309	0.01665635	0.9028	0.7875249	1	0.01558609	95.05189	0.01649898	-0.2977684
3335	1	429.6055	426.0316	3.5739	33.36509	0.006575477	-0.03392343	0.01596754	0.87777	0.7656685	1	0.01449098	105.414	0.01572899	-0.2775377
3336	0	429.5999	425.6154	3.984465	22.7027	0.008159361	-0.0358758	0.01429366	0.9263285	0.809333	1	0.01527266	84.95116	0.01421608	-0.48697
3337	1	426.1226	424.2395	1.883132	55.13816	0.0047948	0.04665676	0.02261732	0.7840391	0.6889844	1	0.01472722	144.5623	0.02156247	0.2160426
3338	0	429.0951	424.8351	4.259949	19.47049	0.008858878	-0.0437507	0.01323628	0.9410897	0.8240429	1	0.01531395	78.24322	0.01319035	-0.742667
3339	1	427.8382	425.2563	2.58191	50.87827	0.005062003	-0.06373493	0.02013254	0.8017188	0.7031386	1	0.01427662	136.9314	0.01934102	-0.3214371
3340	0	428.2686	423.9803	4.288373	22.07528	0.008283838	-0.06317881	0.01308185	0.9292023	0.8121196	1	0.01472195	83.67465	0.01301628	-0.8923848
3341	1	428.6236	425.2477	3.375845	42.23964	0.005704929	-0.02350369	0.01689582	0.8385533	0.7329608	1	0.01388448	121.4997	0.01645543	-0.1455817
3342	0	429.5857	425.8244	3.761345	24.68982	0.007794676	-0.02908308	0.0151398	0.9172199	0.8006983	1	0.01536293	88.92572	0.01503606	-0.3513295
3343	1	429.3825	426.2138	3.168693	35.94529	0.006293235	-0.02040426	0.01752771	0.8662299	0.7558934	1	0.01485301	110.1416	0.01721406	-0.1525323
3344	0	429.146	424.9835	4.162501	25.97787	0.007579262	-0.02466811	0.01366857	0.9113191	0.7952426	1	0.01439428	91.45313	0.01356107	-0.2781671
3345	1	428.1772	424.5688	3.608341	22.60138	0.008179137	-0.05341976	0.01564174	0.9267928	0.8097809	1	0.015996	84.74576	0.01555791	-0.7297061
3346	0	428.8068	424.4367	4.370077	17.71832	0.00931055	-0.02955635	0.01282626	0.9490096	0.8324327	1	0.01545442	74.4475	0.01279292	-0.5796448
3347	1	428.6923	424.884	3.808232	30.26035	0.006956624	-0.06565688	0.01494685	0.8917903	0.7777808	1	0.01442079	99.63845	0.01477183	-0.6067562
3348	0	429.0651	424.716	4.349074	20.4326	0.008634542	-0.03895013	0.01292134	0.9367102	0.8195683	1	0.01493786	80.27608	0.01286959	-0.6154252
3349	1	429.5733	425.5981	3.975224	23.02983	0.008096343	-0.04085321	0.01432579	0.9248295	0.807892	1	0.01523066	85.61237	0.01424484	-0.5434737
3350	0	428.4171	424.0722	4.344884	20.52413	0.008613974	-0.05862918	0.01288085	0.9362927	0.8191471	1	0.01489666	80.46775	0.01282857	-0.9202904
3351	1	429.2147	425.334	3.880752	30.78384	0.00688875	-0.04085321	0.01477637	0.889417	0.7757093	1	0.0142682	100.6202	0.01459568	-0.3694347
3352	0	429.5873	426.1605	3.426814	34.57036	0.006440133	-0.03464867	0.01653985	0.872366	0.7610718	1	0.01459581	107.6293	0.01627041	-0.271469
3353	1	429.1177	425.721	3.396745	34.82877	0.006411936	0.00646427	0.01652961	0.8712104	0.7600934	1	0.01455931	108.1026	0.01625544	0.05019248
3354	0	424.6846	421.4798	3.204752	49.51044	0.005153966	0.05112322	0.01713929	0.8074627	0.7077543	1	0.01329175	134.4881	0.01650393	0.2655237
3355	1	427.7055	425.0609	2.644636	38.33141	0.006055245	0.006764347	0.01946189	0.8556564	0.7470589	1	0.0153523	114.4705	0.0190564	0.04686283
3356	0	424.8329	421.1883	3.644566	23.41007	0.008024637	0.05000993	0.01498105	0.9230866	0.806227	1	0.01550596	86.37739	0.01489242	0.6502107
3357	1	429.4431	426.0266	3.416494	32.95977	0.006622471	-0.04744672	0.01652766	0.8795924	0.7672269	1	0.01479554	104.6659	0.01628804	-0.3940509
3358	0	427.1696	423.249	3.920614	31.77814	0.006764026	0.02247931	0.01439485	0.8849192	0.7718082	1	0.01395472	102.4755	0.01420421	0.195335
3359	1	428.5993	425.5339	3.065404	39.64177	0.005932738	-0.06475317	0.01792225	0.8498919	0.7422833	1	0.01458273	116.8343	0.01751842	-0.4313769
3360	0	428.5563	424.2804	4.275814	16.93368	0.009533913	-0.03401074	0.01317043	0.9525232	0.8363017	1	0.01584713	72.70332	0.01314074	-0.7163663
3361	1	429.3542	425.616	3.738158	32.5417	0.006671764	-0.03935388	0.01533684	0.8814747	0.7688413	1	0.01430551	103.8926	0.01512138	-0.3320295
3362	0	429.252	425.5483	3.703634	30.33738	0.006946537	0.001891536	0.01533455	0.8914409	0.7774752	1	0.01459603	99.78313	0.01515383	0.01742401
3363	1	428.6879	425.9923	2.695585	45.70236	0.005428317	-0.02712242	0.01960582	0.8236283	0.7208061	1	0.01458949	127.691	0.01899594	-0.1537799
3364	0	429.5375	425.6532	3.884261	28.12169	0.007251396	-0.01250756	0.01469831	0.9015207	0.7863803	1	0.01460022	95.5881	0.01455576	-0.127007
3365	1	427.2165	423.3787	3.837855	34.96903	0.006396747	0.01668744	0.01480784	0.8705836	0.7595633	1	0.01376387	108.3593	0.01455983	0.1289438
3366	0	429.262	425.573	3.689062	33.63564	0.006544531	-0.04150895	0.01553563	0.876555	0.7646318	1	0.01425997	105.9124	0.01529888	-0.3362545
3367	1	428.7931	425.3091	3.484053	37.45152	0.006140659	0.004137108	0.01627083	0.8595441	0.7502951	1	0.01413603	112.8783	0.01594984	0.02945485
3368	0	427.988	424.4051	3.582844	27.63507	0.007322752	0.02558838	0.0155554	0.9037415	0.7883695	1	0.0150936	94.65665	0.01541127	0.2658297
3369	1	428.1201	425.224	2.896063	34.2597	0.006474408	-0.04817963	0.01851316	0.8737567	0.7622514	1	0.01548301	107.0596	0.01821811	-0.3816411
3370	0	428.9295	425.3077	3.621818	32.10276	0.006724441	0.01018146	0.01561328	0.8834538	0.7705439	1	0.01449073	103.0788	0.0154012	0.08735987
3371	1	429.4913	425.8304	3.660925	33.29824	0.006583175	-0.02071846	0.01563118	0.8780704	0.7659251	1	0.01434592	105.2907	0.01539879	-0.1699215
3372	0	429.172	425.327	3.844987	23.58878	0.00799149	-0.05441282	0.01477608	0.9222673	0.8054481	1	0.01536769	86.73566	0.0146868	-0.6999993
3373	1	428.7936	425.27	3.5236	39.06876	0.005985641	-0.0325583	0.01627078	0.852409	0.7443653	1	0.01395644	115.8017	0.01591636	-0.2205981
3374	0	428.5065	425.7635	2.743034	42.52467	0.005681058	-0.04877595	0.01930467	0.8373167	0.7319491	1	0.0148102	122.0102	0.01879376	-0.2998215
3375	1	428.918	425.7594	3.158596	31.7618	0.006766034	-0.01640891	0.0174715	0.884993	0.771872	1	0.01537614	102.4451	0.01724041	-0.1426776
3376	0	426.6343	422.8359	3.79841	21.15301	0.008476052	-0.08690099	0.01470774	0.9334213	0.8162733	1	0.01579009	81.77712	0.01464254	-1.305236
3377	1	429.3517	426.1944	3.157245	38.5421	0.006035177	-0.03056075	0.01764121	0.8547275	0.7462875	1	0.01459232	114.8512	0.01726891	-0.2103685
3378	0	426.5772	421.8174	4.759715	13.28008	0.01081006	-0.03024924	0.01133691	0.9684264	0.8554447	1	0.01565584	64.12057	0.01132561	-0.9580563
3379	1	428.1093	424.5624	3.546814	22.60528	0.008178374	-0.02035708	0.0158966	0.9267749	0.8097637	1	0.01612503	84.75367	0.01581137	-0.2780068
3380	0	428.3135	424.3531	3.960356	18.61598	0.009071635	-0.02364828	0.01433989	0.9449629	0.8280935	1	0.01612987	76.40819	0.01429646	-0.429679
3381	1	426.5871	423.5911	2.996003	46.11239	0.005397376	-0.09626222	0.01808917	0.8218752	0.7193857	1	0.01397384	128.423	0.01751523	-0.5404202
3382	0	429.4568	425.259	4.197757	21.87322	0.00832498	-0.02770679	0.01349752	0.9301273	0.8130237	1	0.0149911	83.26112	0.01343162	-0.3965321
3383	1	428.2013	425.1455	3.055828	44.80933	0.005496975	0.01728895	0.01797357	0.8274568	0.7239131	1	0.01405704	126.0961	0.01743847	0.1002007
3384	0	429.1228	425.1676	3.955279	28.98725	0.007128541	-0.048449	0.0144569	0.8975764	0.7828726	1	0.01435664	97.23549	0.01430524	-0.4730257
3385	1	428.0613	425.555	2.506355	55.07038	0.004798842	-0.02742082	0.02067721	0.7843179	0.6892072	1	0.01408735	144.4405	0.01971534	-0.1271354
3386	0	428.2258	424.4856	3.74026	25.70211	0.007624127	-0.07736473	0.0150551	0.9125818	0.7964019	1	0.01515137	90.91496	0.01494005	-0.8849958
3387	1	427.6124	423.7208	3.891607	32.04028	0.006732018	0.01758903	0.01455067	0.8837357	0.7707869	1	0.01399681	102.9628	0.01435398	0.1512849
3388	0	428.5922	424.9077	3.684482	36.32665	0.006253812	-0.04701704	0.01559141	0.8645335	0.7544688	1	0.01396465	110.836	0.01530529	-0.347075
3389	1	427.8962	423.7388	4.157444	22.48514	0.008201976	0.01275556	0.01348225	0.9273253	0.8102958	1	0.01487152	84.50978	0.01341104	0.1755158
3390	0	428.0837	424.4353	3.648484	30.82455	0.006883536	0.0264148	0.01535224	0.8892325	0.7755486	1	0.01453807	100.6964	0.01516387	0.2384707
3391	1	428.9771	424.5876	4.389496	19.24119	0.008914657	-0.03471909	0.01276507	0.9421308	0.8251225	1	0.01508617	77.75366	0.01272232	-0.599958
3392	0	428.5014	425.8092	2.692213	42.71702	0.005665065	-0.001580211	0.0194489	0.8364829	0.7312675	1	0.01484448	122.3547	0.01892888	-0.009663892
3393	1	428.5901	424.7596	3.830419	26.32586	0.007523569	-0.07197175	0.0147693	0.9097262	0.7937862	1	0.01490757	92.13011	0.01464894	-0.7972611
3394	0	426.9974	424.1012	2.896246	44.86669	0.005492512	-0.09447156	0.01845709	0.8272105	0.723713	1	0.01423908	126.1986	0.01790603	-0.5467436
3395	1	427.7019	423.4657	4.236236	28.45609	0.007203329	-0.04771002	0.01340871	0.8999959	0.7850206	1	0.01389873	96.22595	0.01327461	-0.4770806
3396	0	427.422	425.3763	2.045701	55.96394	0.004746055	-0.007347958	0.02251683	0.7806477	0.6862766	1	0.01461958	146.047	0.02143342	-0.03349844
3397	1	429.7055	426.0548	3.650712	31.08213	0.006850768	-0.0178656	0.01562489	0.8880662	0.7745344	1	0.01463164	101.178	0.01542912	-0.1596086
3398	0	427.3974	424.9336	2.463708	55.36178	0.004781508	0.02648622	0.02054425	0.7831195	0.68825	1	0.0140166	144.9641	0.01957791	0.1221236
3399	1	428.6999	424.2448	4.455078	18.02097	0.009228117	-0.03756117	0.01250988	0.9476481	0.8309597	1	0.01519491	75.11253	0.01247559	-0.7174749
3400	0	427.7217	425.428	2.293665	54.15926	0.004853806	0.01195336	0.02131524	0.7880742	0.6922089	1	0.01438472	142.8049	0.02035792	0.05640353
3401	1	424.2901	421.3748	2.915286	28.699	0.007168893	-0.1085692	0.017842	0.898889	0.7840365	1	0.01599421	96.68817	0.01765959	-1.073763
3402	0	426.5795	424.3343	2.245251	41.85909	0.005737133	-0.0163876	0.02123293	0.8402068	0.7343149	1	0.01560873	120.8177	0.02069077	-0.102555
3403	1	427.2848	423.1397	4.145124	18.2506	0.009166871	-0.07401935	0.01351194	0.9466131	0.8298489	1	0.01573926	75.61437	0.01347343	-1.386471
3404	0	427.8086	424.738	3.070589	38.27892	0.006060267	-0.0847401	0.01771965	0.855888	0.7472512	1	0.01465509	114.3757	0.01735164	-0.5880154
3405	1	426.4077	422.7218	3.685884	25.14691	0.007716495	0.04058347	0.01497377	0.9151252	0.7987502	1	0.01520164	89.82668	0.0148659	0.4781566
3406	0	428.6184	425.7701	2.848231	46.92899	0.005336806	-0.04232141	0.01904307	0.8183929	0.716568	1	0.01425687	129.8805	0.01841501	-0.2330383
3407	1	427.9239	424.936	2.987846	35.43551	0.006346812	-0.07519936	0.01804928	0.8685013	0.7578055	1	0.01513641	109.2119	0.01773717	-0.571864
3408	0	429.2364	425.9972	3.239122	39.89895	0.005909321	-0.01490281	0.01733752	0.8487641	0.741352	1	0.01431454	117.2973	0.01694097	-0.09854015
3409	1	427.5082	424.8342	2.673979	37.94991	0.006091956	0.01908391	0.01924043	0.8573404	0.748459	1	0.0153109	113.7807	0.01884885	0.1337723
3410	0	429.1265	425.467	3.659513	25.45927	0.007664186	-0.004697004	0.01546255	0.9136941	0.7974267	1	0.01539532	90.43976	0.01534737	-0.05442273
3411	1	425.1457	423.4623	1.683462	58.22032	0.004617408	0.06841621	0.02320192	0.7714395	0.6789331	1	0.01463781	150.1161	0.02198985	0.2993352
3412	0	427.2287	422.9834	4.245339	15.93923	0.009839166	-0.0623514	0.01319823	0.9569369	0.8413168	1	0.01611581	70.44776	0.01317376	-1.447909
3413	1	428.5873	425.3198	3.267508	28.04204	0.00726296	-0.02184152	0.01701093	0.901884	0.7867051	1	0.0157194	95.4359	0.01684717	-0.2226092
3414	0	428.9213	424.6635	4.257784	20.79419	0.00855403	-0.0529555	0.01322955	0.9350603	0.8179087	1	0.01504433	81.03165	0.01317376	-0.815456
3415	1	428.0867	424.5447	3.541997	25.37611	0.007678026	0.0133166	0.01578399	0.914075	0.7977785	1	0.01556855	90.27674	0.01566746	0.1549794
3416	0	428.8545	424.8089	4.045662	27.86447	0.007288901	-0.004819535	0.01406624	0.9026942	0.7874302	1	0.01431974	95.09625	0.01393306	-0.04952981
3417	1	429.6511	425.95	3.701069	28.24234	0.007233965	-0.01146779	0.01537481	0.9009704	0.7858891	1	0.01491448	95.81843	0.01522404	-0.1158016
3418	0	426.0948	422.9304	3.16435	24.77654	0.00777969	-0.06782641	0.01724543	0.9168225	0.8003277	1	0.01638073	89.09701	0.01712612	-0.8154414
3419	1	429.7653	426.023	3.742341	26.65755	0.007471418	-0.03289332	0.01523599	0.9082088	0.7924047	1	0.0150887	92.77318	0.01510761	-0.3583493
3420	0	428.6199	424.6746	3.945342	19.61529	0.008824128	-0.04594283	0.01439299	0.9404317	0.8233638	1	0.01593773	78.55135	0.01434192	-0.7712635
3421	1	429.7704	426.1518	3.618626	30.41759	0.00693607	-0.03295041	0.01575046	0.8910771	0.7771573	1	0.01478149	99.93371	0.01556359	-0.3025112
3422	0	429.7197	426.0663	3.653396	27.38346	0.007360323	-0.02881662	0.01557445	0.9048906	0.7894031	1	0.01514153	94.17347	0.01543357	-0.3029838
3423	1	426.0311	421.8013	4.22981	26.63659	0.007474687	0.02473511	0.01315355	0.9083046	0.7924918	1	0.01402275	92.7326	0.01304296	0.2697531
3424	0	428.7844	424.395	4.389442	17.83044	0.009279779	-0.02729674	0.01275369	0.9485055	0.8318857	1	0.01538515	74.69436	0.01271987	-0.5300908
3425	1	429.3538	425.5752	3.778596	31.7981	0.006761577	-0.0404415	0.01517255	0.8848291	0.7717303	1	0.01432413	102.5127	0.0149713	-0.3511433
3426	0	427.1687	423.3196	3.849063	26.8332	0.00744416	-0.09114233	0.01454423	0.9074055	0.7916757	1	0.01471527	93.11288	0.01441954	-0.9843169
3427	1	428.5508	424.8307	3.720056	29.71223	0.007029415	0.01736075	0.01515317	0.8942791	0.7799635	1	0.01459575	98.60667	0.0149838	0.164213
3428	0	428.8836	424.8777	4.005871	26.27054	0.007532354	-0.06118831	0.01418374	0.9099794	0.7940172	1	0.01461759	92.02265	0.0140688	-0.6797146
3429	1	429.0415	425.0881	3.953427	27.37626	0.007361405	-0.05793014	0.0144073	0.9049235	0.7894327	1	0.0145642	94.15963	0.01427706	-0.6093001
3430	0	427.9983	423.6693	4.328955	15.51508	0.009977785	-0.03458615	0.01296459	0.9588034	0.8434967	1	0.01608465	69.46904	0.01294259	-0.8395383
3431	1	429.7588	425.993	3.765728	29.51048	0.007056667	-0.02939899	0.01518968	0.895196	0.7807705	1	0.01464162	98.22585	0.01502284	-0.2805141
3432	0	428.2126	424.6614	3.551253	22.67675	0.008164414	-0.03458615	0.01589211	0.9264474	0.8094476	1	0.01610899	84.89858	0.01580613	-0.4702235
3433	1	427.6094	422.9314	4.678086	17.6877	0.009319002	-0.03430474	0.01167151	0.9491471	0.8325823	1	0.01474902	74.37998	0.01164132	-0.6745882
3434	0	429.648	426.0606	3.58742	30.69247	0.006900482	-0.04251172	0.01586157	0.8898309	0.7760699	1	0.01479544	100.4491	0.01566906	-0.3858771
3435	1	429.6056	426.166	3.439633	30.55288	0.006918501	-0.02494195	0.01641468	0.8904636	0.7766217	1	0.01507083	100.1875	0.01621773	-0.2277047
3436	0	429.76	426.0212	3.738808	26.52072	0.007492823	-0.03077837	0.01524715	0.9088347	0.7929738	1	0.01511583	92.50815	0.01512043	-0.3376104
3437	1	427.5942	425.0389	2.555356	42.00954	0.005724356	0.02238982	0.01977668	0.8395528	0.7337791	1	0.01504718	121.0874	0.01926756	0.1395463
3438	0	429.2976	425.0361	4.261549	21.6302	0.008375169	-0.02516704	0.01325664	0.9312393	0.8141153	1	0.01490145	82.76217	0.01319396	-0.3660089
3439	1	426.1308	423.3238	2.807063	29.04632	0.007120338	-0.03346094	0.0187698	0.8973075	0.7826346	1	0.01634915	97.3475	0.01857186	-0.3258362
3440	0	428.7495	424.6138	4.135729	22.76647	0.008146978	-0.06218376	0.01365926	0.9260363	0.8090514	1	0.01491856	85.08029	0.01358454	-0.8407338
3441	1	429.438	425.9944	3.443581	36.59521	0.006226377	-0.02486028	0.01651405	0.8633403	0.7534685	1	0.01434034	111.3243	0.01620564	-0.1819137
3442	0	428.9782	424.8709	4.107257	21.68987	0.008362775	-0.05739521	0.01377672	0.9309663	0.8138469	1	0.0151797	82.88483	0.01371106	-0.8314087
3443	1	429.222	425.9869	3.235065	37.86863	0.00609984	-0.002342125	0.01725426	0.8576994	0.7487579	1	0.0145085	113.6337	0.01690487	-0.016459
3444	0	425.9231	421.8708	4.052278	15.69225	0.009919232	-0.06970061	0.01386571	0.9580251	0.8425831	1	0.01658537	69.87912	0.01384128	-1.660529
3445	1	428.3617	425.5813	2.78034	39.01105	0.005991026	0.004347668	0.01897341	0.8526628	0.7445755	1	0.01507781	115.6976	0.01856153	0.02950828
3446	0	428.7546	424.7761	3.978428	19.49045	0.008854066	-0.02319013	0.01428001	0.9409991	0.8239492	1	0.01590196	78.28575	0.0142303	-0.3930467
3447	1	429.2426	425.5292	3.713429	33.64519	0.006543445	-0.01496067	0.01542765	0.8765121	0.7645953	1	0.01420915	105.93	0.01519239	-0.1211509
3448	0	428.2565	423.8118	4.44473	19.46627	0.008859897	-0.01008043	0.01252002	0.9411089	0.8240627	1	0.0148947	78.23422	0.0124766	-0.1711707
3449	1	427.1409	423.9146	3.226274	34.76371	0.006419009	-0.0973634	0.01692542	0.8715013	0.7603395	1	0.01474072	107.9835	0.01664595	-0.7576992
3450	0	428.1176	423.827	4.290588	16.06189	0.00980006	-0.02593967	0.01310732	0.9563952	0.8406911	1	0.01602826	70.72887	0.0130824	-0.5948816
3451	1	429.0095	425.7803	3.229226	30.66252	0.006904339	-0.02036461	0.01719559	0.8899666	0.7761882	1	0.01540936	100.393	0.0169874	-0.1850767
3452	0	429.4836	425.647	3.83662	23.43122	0.008020695	-0.03812626	0.01484483	0.9229896	0.8061347	1	0.01543152	86.41984	0.01475679	-0.4950794
3453	1	428.3428	425.4597	2.883109	43.09615	0.005633819	0.02031304	0.01856129	0.8348416	0.7299268	1	0.01446174	123.0333	0.01805499	0.1229912
3454	0	429.3538	425.6436	3.710215	33.48088	0.006562191	-0.02278797	0.01545447	0.8772498	0.7652245	1	0.01424185	105.6274	0.01522161	-0.1856452
3455	1	426.301	423.2655	3.035553	55.5245	0.004771879	0.005610037	0.0184786	0.782451	0.6877162	1	0.01327988	145.2566	0.01760405	0.02578746
3456	0	429.4615	426.2274	3.234112	36.97075	0.006188461	-0.02024943	0.0173028	0.8616739	0.7520739	1	0.01463405	112.0064	0.01697173	-0.1463891
3457	1	426.4185	424.5157	1.902877	71.55126	0.003967742	0.01145804	0.0237572	0.7186874	0.6369663	1	0.01373044	174.6956	0.02187713	0.04073062
3458	0	428.3037	425.8224	2.481235	48.59426	0.005217416	-0.02537786	0.02053841	0.8113283	0.7108665	1	0.0146395	132.8526	0.01980731	-0.134508
3459	1	428.7274	425.9382	2.789239	42.48291	0.005684542	-0.04053207	0.01914362	0.8374978	0.7320971	1	0.01475281	121.9355	0.0186381	-0.2494247
3460	0	428.9905	425.2549	3.735591	23.34277	0.008037209	-0.01036749	0.01517959	0.9233951	0.8065209	1	0.0156206	86.24227	0.01509051	-0.1353371
3461	1	428.9871	425.7452	3.241901	41.63644	0.005756154	-0.01161462	0.01735854	0.8411753	0.735109	1	0.01413637	120.4185	0.01692067	-0.07312859
3462	0	428.5662	425.1774	3.388729	37.80684	0.00610585	0.01513631	0.01655668	0.8579725	0.7489853	1	0.01421918	113.5218	0.0162227	0.1065732
3463	1	427.9921	424.2934	3.698682	37.53421	0.006132519	-0.05412641	0.01553937	0.8591781	0.7499899	1	0.01380547	113.0281	0.01523121	-0.3843608
3464	0	426.6992	422.4293	4.26993	18.81348	0.009021252	0.01626655	0.01300585	0.9440694	0.8271506	1	0.01531855	76.83492	0.01296516	0.2908342
