Iteration	Replicate_ID	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	theta	V	Yr
2268	0	669.3746	663.643	5.731642	0.7689756	0.04510154	-0.01849419	0.005509441	0.9999995	0.965318	1	0.02229279	15.36859	-0.2254828	0.005509441	377608.9
2269	1	667.3547	664.0436	3.311072	0.6147976	0.05044076	-0.01770376	0.005246943	0.9999999	0.9689891	1	0.02300695	13.74181	-0.8638363	0.005246943	8506207
2270	0	669.1164	663.45	5.666402	0.4701857	0.05767837	-0.0165263	0.005456523	1	0.9728805	1	0.02508878	12.01745	-0.258527	0.005456523	2.459551e+07
2271	1	667.8947	662.2925	5.602169	0.7309969	0.04625832	-0.01105787	0.005887295	0.9999996	0.9661853	1	0.02333823	14.98427	-0.2927537	0.005887295	743812.4
2272	0	667.5552	661.917	5.638185	0.8078251	0.04400368	-0.01968086	0.006236322	0.9999992	0.9644527	1	0.02342738	15.75203	0.2099003	0.006236322	-294866
2273	1	667.479	661.8864	5.592667	0.4012878	0.06243379	-0.01623327	0.005169628	1	0.9749461	1	0.02540706	11.10212	-0.2927537	0.005169628	1.285064e+08
2274	0	664.8157	661.6799	3.135759	0.7241145	0.04647764	-0.02391803	0.005078733	0.9999996	0.9663449	1	0.02172775	14.91356	-0.8917474	0.005078733	2457893
2275	1	669.2401	663.4713	5.768849	0.4882362	0.05660212	-0.02316585	0.005254861	1	0.9723648	1	0.02439001	12.24596	-0.186553	0.005254861	1.177197e+07
2276	0	668.4573	662.9187	5.538639	0.4779714	0.05720668	-0.02199171	0.005886797	1	0.9726568	1	0.02595242	12.11654	-0.3211188	0.005886797	2.614649e+07
2277	1	668.3689	662.9619	5.406953	0.4503937	0.05893205	-0.01918695	0.005809602	1	0.9734574	1	0.0261676	11.7618	-0.3774929	0.005809602	5.436655e+07
2278	0	668.6374	663.3181	5.319338	0.433691	0.06005615	-0.01906573	0.005524113	1	0.9739542	1	0.02575876	11.54165	-0.4121987	0.005524113	8.544112e+07
2279	1	667.4495	661.7361	5.713458	0.6248394	0.0500338	-0.009475742	0.005433698	0.9999999	0.9687369	1	0.02331817	13.85358	0.1763924	0.005433698	-1640618
2280	0	669.4407	663.6127	5.827994	0.6057455	0.05081624	-0.01706634	0.00590575	0.9999999	0.9692183	1	0.02449931	13.64027	-0.1173879	0.00590575	1137151
2281	1	669.0982	663.5227	5.575517	0.5826952	0.05181159	-0.01377765	0.005433698	0.9999999	0.9698096	1	0.02372882	13.37823	0.2549311	0.005433698	-4186798
2282	0	669.1477	663.4046	5.743058	0.6401611	0.04943141	-0.02409474	0.00548058	0.9999999	0.9683559	1	0.02327715	14.0224	-0.2154284	0.00548058	1393060
2283	1	667.3233	664.2046	3.118691	0.5679885	0.05247807	-0.0171218	0.005582263	0.9999999	0.9701931	1	0.02420522	13.20832	0.8405286	0.005582263	-1.65361e+07
2284	0	667.4574	661.6292	5.828278	0.4738039	0.05745772	-0.01289661	0.005827183	1	0.9727763	1	0.02587727	12.0636	0.05407936	0.005827183	-6343469
2285	1	669.2591	663.5178	5.741346	0.487007	0.0566735	-0.01918001	0.005122444	1	0.9723996	1	0.02409593	12.23053	0.1491287	0.005122444	-1.240646e+07
2286	0	664.4966	660.4386	4.058001	0.5595631	0.05287168	-0.008931561	0.005911517	1	0.970415	1	0.02500207	13.10999	0.6735545	0.005911517	-1.492308e+07
2287	1	669.0059	663.3068	5.699119	0.6225792	0.05012454	-0.01279669	0.005577417	0.9999999	0.9687935	1	0.02364595	13.8285	0.1870189	0.005577417	-1815636
2288	0	669.1394	664.1017	5.037744	0.5033602	0.0557453	-0.01876475	0.005423351	1	0.97194	1	0.02458968	12.43418	-0.5031245	0.005423351	2.653712e+07
2289	1	669.1879	663.5016	5.686257	0.5535932	0.053156	-0.01488753	0.005251726	1	0.9705732	1	0.02362883	13.03987	-0.2465039	0.005251726	5546299
2290	0	667.0662	661.3612	5.704999	0.3369338	0.0681358	-0.02229667	0.00544219	1	0.9770427	1	0.02723263	10.17302	0.1743717	0.00544219	-5.655848e+08
2291	1	667.0173	663.0673	3.949951	0.4976988	0.05606146	-0.01993998	0.00593503	1	0.9720983	1	0.02579637	12.36406	0.6947453	0.00593503	-4.332023e+07
2292	0	667.9501	662.7532	5.196925	0.7278336	0.04635874	-0.02382926	0.005366265	0.9999996	0.9662586	1	0.02230575	14.95181	0.4037099	0.005366265	-1165732
2293	1	668.9283	663.2593	5.668976	0.4883348	0.0565964	-0.01904779	0.005853603	1	0.972362	1	0.02574074	12.24719	0.1987266	0.005853603	-1.566193e+07
2294	0	669.7622	663.9857	5.776457	0.6723372	0.04823409	-0.0155008	0.005603702	0.9999998	0.9675704	1	0.02325035	14.37048	0.1326525	0.005603702	-735656.2
2295	1	669.1075	663.7096	5.397886	0.5070157	0.05554398	-0.01793182	0.005726361	1	0.9718383	1	0.02522161	12.47925	0.3289142	0.005726361	-1.781866e+07
2296	0	669.2375	663.4214	5.816144	0.5219331	0.05474447	-0.01462119	0.00538472	1	0.971427	1	0.02428101	12.6615	-0.1405833	0.00538472	5011739
2297	1	668.7907	663.8021	4.988632	0.7291079	0.04631821	-0.02009625	0.005501781	0.9999996	0.966229	1	0.02257577	14.9649	-0.5198691	0.005501781	1345145
2298	0	667.8717	662.4271	5.444685	0.8649887	0.04252482	-0.01540199	0.005373583	0.9999988	0.9632165	1	0.02137806	16.29983	0.316424	0.005373583	-265643.6
2299	1	668.3075	662.9096	5.397932	0.7563107	0.0454776	-0.01452703	0.005249265	0.9999995	0.9656048	1	0.02185058	15.24151	-0.3865276	0.005249265	765323
2300	0	667.7822	662.7044	5.077823	0.6039576	0.05089141	-0.02012357	0.006143129	0.9999999	0.9692637	1	0.0250053	13.62012	0.4309776	0.006143129	-5237595
2301	1	668.7819	663.3748	5.407089	0.4330351	0.06010161	-0.02054405	0.005512859	1	0.9739739	1	0.02574225	11.53292	0.3254273	0.005512859	-7.629197e+07
2302	0	667.9775	663.6036	4.373832	0.5470237	0.05347423	-0.01488904	0.00562871	1	0.9707483	1	0.02453532	12.96226	0.6117396	0.00562871	-1.661201e+07
2303	1	668.7036	663.1954	5.50819	0.4305866	0.06027225	-0.02160128	0.005241584	1	0.9740476	1	0.02513651	11.50027	-0.3363755	0.005241584	7.33039e+07
2304	0	666.3801	661.1149	5.265175	1.00608	0.03943042	-0.0160242	0.005487771	0.9999966	0.9603298	1	0.02080313	17.579	0.383181	0.005487771	-118853.7
2305	1	668.9884	663.1401	5.848328	0.6528297	0.04894944	-0.01732168	0.006058135	0.9999998	0.9680444	1	0.02435333	14.16047	-0.05295428	0.006058135	222390.9
2306	0	667.855	661.9835	5.871574	0.9588582	0.04038969	-0.01650454	0.005677088	0.9999975	0.961272	1	0.02141475	17.16149	0.009745094	0.005677088	-10619.62
2307	1	668.5337	662.8534	5.680309	0.5116754	0.05529048	-0.01493805	0.005837893	1	0.9717092	1	0.02540787	12.53646	0.1918024	0.005837893	-9794297
2308	0	668.7635	662.9295	5.83399	0.7161877	0.04673414	-0.01482469	0.005164807	0.9999997	0.9665296	1	0.02197147	14.83171	-0.1190627	0.005164807	320451.9
2309	1	666.3021	660.4514	5.850691	0.7613227	0.04532766	-0.02764467	0.00605002	0.9999995	0.965491	1	0.02341936	15.29193	0.01479496	0.00605002	-83225.69
2310	0	667.9977	662.5511	5.446609	0.5024193	0.05579747	-0.01642837	0.005994042	1	0.9719663	1	0.02586319	12.42256	-0.3586208	0.005994042	1.906335e+07
2311	1	668.1423	662.4594	5.68281	0.5214963	0.05476739	-0.01216702	0.005493031	1	0.971439	1	0.02452912	12.6562	-0.248835	0.005493031	9485716
2312	0	669.2832	664.3308	4.952395	0.6335114	0.04969017	-0.01798277	0.005565939	0.9999999	0.9685207	1	0.02351903	13.94938	-0.5285867	0.005565939	4038156
2313	1	668.5497	662.698	5.851676	0.5378776	0.05392696	-0.02620909	0.005620798	1	0.9709939	1	0.02462164	12.85344	0.03719479	0.005620798	-1942566
2314	0	668.5448	662.9939	5.550836	0.5076325	0.05551022	-0.02009882	0.005973666	1	0.9718212	1	0.02575265	12.48684	0.2593653	0.005973666	-1.420294e+07
2315	1	669.2749	663.5054	5.769568	0.4636821	0.05808145	-0.01768102	0.005574244	1	0.9730687	1	0.02544642	11.93405	0.1313697	0.005574244	-1.72318e+07
2316	0	668.1461	663.231	4.915114	0.6415663	0.04937725	-0.02388814	0.005776949	0.9999999	0.9683212	1	0.02388514	14.03778	0.4834794	0.005776949	-3630630
2317	1	668.7971	662.9444	5.852723	0.729067	0.04631951	-0.02360743	0.005757435	0.9999996	0.96623	1	0.02309466	14.96448	-0.0970702	0.005757435	197808.1
2318	0	665.3594	661.0084	4.351083	0.7027538	0.04717871	-0.008962448	0.005225255	0.9999997	0.966845	1	0.02220454	14.69195	0.6164016	0.005225255	-2216083
2319	1	669.6944	664.0665	5.627938	0.6989882	0.04730562	-0.01677836	0.005566689	0.9999997	0.9669339	1	0.02294932	14.65253	-0.2856589	0.005566689	992271
2320	0	669.0789	663.6235	5.455371	0.6946434	0.04745333	-0.01785251	0.005907114	0.9999997	0.9670369	1	0.02367751	14.60692	0.306336	0.005907114	-1254222
2321	1	669.3897	663.5365	5.853178	0.4700227	0.05768837	-0.01826575	0.005651723	1	0.9728852	1	0.02553581	12.01537	0.01800888	0.005651723	-3698541
2322	0	669.4925	664.3271	5.165392	0.6152779	0.05042106	-0.01812136	0.005399328	0.9999999	0.968977	1	0.02333409	13.74717	0.4119906	0.005399328	-4296805
2323	1	669.057	663.9025	5.154413	0.5742143	0.05219281	-0.0221072	0.005693356	0.9999999	0.9700301	1	0.02437836	13.28051	-0.468848	0.005693356	7862801
2324	0	667.823	662.4313	5.391715	0.5144384	0.0551418	-0.02641858	0.005693938	1	0.9716329	1	0.02505889	12.57027	-0.3868942	0.005693938	1.628484e+07
2325	1	669.561	663.9398	5.621127	0.5945509	0.05129242	-0.01644424	0.005253706	0.9999999	0.969504	1	0.02321531	13.51364	-0.2854456	0.005253706	3550434
2326	0	669.2742	663.645	5.629154	0.652096	0.04897697	-0.02306142	0.005624608	0.9999998	0.9680623	1	0.02347238	14.15251	0.2304085	0.005624608	-1595945
2327	1	668.5187	663.2123	5.306355	0.6044882	0.05086906	-0.0250109	0.005501089	0.9999999	0.9692503	1	0.02365736	13.6261	0.3661651	0.005501089	-4509503
2328	0	668.6642	663.0879	5.576235	0.6120107	0.05055547	-0.01245816	0.005391887	0.9999999	0.9690595	1	0.02334906	13.71063	0.2545957	0.005391887	-2784975
2329	1	669.6209	664.2904	5.330544	0.6498862	0.04906017	-0.01760067	0.005522006	0.9999998	0.9681165	1	0.02327705	14.12851	0.3575537	0.005522006	-2425779
2330	0	669.9977	664.1308	5.866832	0.60378	0.05089889	-0.01590684	0.005478753	0.9999999	0.9692683	1	0.0236162	13.61812	-0.04680705	0.005478753	359631.7
2331	1	668.2667	662.8259	5.440797	0.7632084	0.04527163	-0.01936741	0.005184041	0.9999995	0.9654483	1	0.02166518	15.31085	-0.3697966	0.005184041	675006.2
2332	0	667.6228	662.4375	5.185292	0.6288276	0.04987488	-0.02269428	0.006123629	0.9999999	0.9686373	1	0.02471499	13.89772	-0.4529989	0.006123629	3610087
2333	1	666.7544	661.9116	4.842812	0.6612943	0.04863515	-0.02604983	0.005963143	0.9999998	0.9678379	1	0.02408395	14.25198	0.5005141	0.005963143	-2972286
2334	0	669.8212	664.2915	5.529758	0.5368889	0.05397659	-0.01937311	0.005500229	1	0.9710206	1	0.02436734	12.84163	0.2766381	0.005500229	-9214219
2335	1	669.8264	663.9969	5.829472	0.7043934	0.04712377	-0.01669309	0.005466188	0.9999997	0.9668063	1	0.02269746	14.70908	0.08126053	0.005466188	-341072.5
2336	0	667.8808	662.1998	5.681021	0.8154261	0.04379811	-0.01798883	0.006185513	0.9999992	0.9642859	1	0.02327719	15.82596	0.1860621	0.006185513	-245408.2
2337	1	669.2834	663.4238	5.859583	0.5610838	0.05279999	-0.02356332	0.005758077	1	0.9703748	1	0.02465873	13.12779	-0.0621248	0.005758077	824071.6
2338	0	669.5354	664.0674	5.467978	0.5776207	0.05203868	-0.01590961	0.005547013	0.9999999	0.9699414	1	0.02402745	13.31985	0.3033916	0.005547013	-5349655
2339	1	669.4648	663.7282	5.736586	0.6935647	0.04749022	-0.02181862	0.005650326	0.9999997	0.9670625	1	0.02316615	14.59558	0.1654532	0.005650326	-733111.5
2340	0	669.3712	663.9182	5.452924	0.6368494	0.04955977	-0.02232461	0.00556193	0.9999999	0.9684379	1	0.02347969	13.98608	-0.3658413	0.00556193	2605825
2341	1	664.1941	659.4505	4.743552	0.7326784	0.04620521	-0.01545706	0.004696999	0.9999996	0.9661464	1	0.02083391	15.00149	0.5172065	0.004696999	-1382811
2342	0	668.6104	663.1111	5.499301	0.7143582	0.04679394	-0.02271059	0.005320358	0.9999997	0.9665724	1	0.02231414	14.81275	0.292825	0.005320358	-988751.7
2343	1	669.5926	663.8447	5.747987	0.5378885	0.05392641	-0.01750472	0.005192443	1	0.9709936	1	0.02366473	12.85358	-0.2024998	0.005192443	5666885
2344	0	669.6308	663.9123	5.718497	0.6665384	0.04844345	-0.02014435	0.005780502	0.9999998	0.9677106	1	0.02366548	14.30838	-0.2287395	0.005780502	1107470
2345	1	669.825	663.9909	5.834107	0.490773	0.05645564	-0.02091925	0.005398807	1	0.9722931	1	0.0246898	12.27773	-0.1180475	0.005398807	6677940
2346	0	667.9249	662.0682	5.856722	0.3816691	0.06401831	-0.0240081	0.005554476	1	0.9755662	1	0.02666789	10.82733	-0.04105932	0.005554476	1.314979e+07
2347	1	669.4203	663.6168	5.803473	0.6859362	0.04775356	-0.02227239	0.005415088	0.9999998	0.9672441	1	0.02274158	14.51509	0.1112861	0.005415088	-568757.6
2348	0	668.9404	663.1055	5.834944	0.7106841	0.04691475	-0.02038769	0.005160532	0.9999997	0.9666584	1	0.02200477	14.77461	-0.1206856	0.005160532	326663.8
2349	1	668.4657	662.7664	5.699285	0.6545792	0.04888398	-0.02557057	0.005636082	0.9999998	0.9680016	1	0.02347399	14.17943	-0.2444189	0.005636082	1337599
2350	0	667.2281	661.9136	5.31458	0.3748113	0.06460131	-0.01996368	0.005707288	1	0.9757867	1	0.02715505	10.72961	0.3568918	0.005707288	-3.501647e+08
2351	1	664.8527	662.6578	2.194881	0.6203028	0.05021642	-0.01178802	0.005782496	0.9999999	0.9688506	1	0.02409881	13.8032	-1.029391	0.005782496	9522126
2352	0	666.7831	660.9596	5.823476	0.3249377	0.06938212	-0.02285376	0.005452997	1	0.9774551	1	0.02750783	9.990285	0.06149964	0.005452997	-3.613126e+08
2353	1	669.1511	663.3776	5.773543	0.429806	0.06032696	-0.02045863	0.005411005	1	0.9740711	1	0.0255511	11.48984	-0.1814136	0.005411005	3.814403e+07
2354	0	667.6992	661.9961	5.703106	0.741424	0.04593189	-0.02599116	0.005516177	0.9999996	0.965945	1	0.02251082	15.09076	0.1904627	0.005516177	-514911.5
2355	1	668.5691	664.1957	4.373369	0.6121549	0.05054952	-0.0210196	0.005411005	0.9999999	0.9690559	1	0.02338904	13.71224	-0.6676202	0.005411005	6730264
2356	0	667.7608	662.2995	5.461269	0.5557039	0.05305495	-0.0123192	0.005166771	1	0.9705172	1	0.02341465	13.0647	-0.3564762	0.005166771	7979269
2357	1	668.5277	663.0583	5.469323	0.563219	0.0526998	-0.01312509	0.005683276	1	0.9703185	1	0.02447478	13.15275	-0.3552716	0.005683276	7081348
2358	0	669.5789	663.9296	5.649232	0.5979471	0.05114654	-0.0152072	0.005606886	0.9999999	0.9694171	1	0.02394881	13.55218	-0.2712135	0.005606886	3224983
2359	1	667.4186	661.7312	5.687364	0.5642048	0.05265374	-0.02712963	0.005896904	1	0.9702925	1	0.02491963	13.16425	-0.2438102	0.005896904	4419058
2360	0	668.3728	663.3637	5.009057	0.6420923	0.04935702	-0.02226672	0.00589307	0.9999999	0.9683082	1	0.02411905	14.04354	-0.5104926	0.00589307	3471139
2361	1	668.1341	662.3445	5.789656	0.5709533	0.05234165	-0.01742634	0.006186302	0.9999999	0.9701154	1	0.02544804	13.24275	-0.1424312	0.006186302	2307333
2362	0	668.8832	663.8672	5.015915	0.6965127	0.04738961	-0.01572206	0.005704609	0.9999997	0.9669925	1	0.02325249	14.62656	-0.5104926	0.005704609	1875577
2363	1	669.7436	663.8832	5.860392	0.6484503	0.04911445	-0.01949293	0.005833716	0.9999998	0.9681517	1	0.02393824	14.1129	-0.0575181	0.005833716	250177.8
2364	0	664.3126	660.3946	3.918023	0.7276511	0.04636455	-0.02344132	0.006461521	0.9999996	0.9662628	1	0.02447797	14.94994	0.6949233	0.006461521	-1962342
2365	1	666.9141	661.1573	5.756802	0.3995702	0.06256783	-0.01877439	0.004861348	1	0.9749998	1	0.02466431	11.07833	-0.1679832	0.004861348	7.23769e+07
2366	0	666.9012	661.2442	5.657055	0.5552583	0.05307624	-0.02362284	0.004801053	1	0.970529	1	0.02257529	13.05946	0.1928066	0.004801053	-5052165
2367	1	666.8875	661.0177	5.869771	0.675018	0.04813822	-0.02870093	0.005487916	0.9999998	0.9675058	1	0.02298602	14.3991	-0.06058071	0.005487916	153521.4
2368	0	665.4354	660.2644	5.171024	0.8263202	0.04350844	-0.01079253	0.006386641	0.9999991	0.9640481	1	0.02357426	15.93133	-0.45066	0.006386641	482235.6
2369	1	669.7527	664.1367	5.616046	0.5849107	0.05171338	-0.01610181	0.005464806	0.9999999	0.9697523	1	0.02377409	13.40363	-0.2896715	0.005464806	4130795
2370	0	669.363	663.7118	5.651163	0.6295009	0.0498482	-0.01401322	0.005550415	0.9999999	0.9686205	1	0.02352353	13.90516	-0.270879	0.005550415	2136703
2371	1	667.6666	662.1465	5.520125	0.499435	0.05596392	-0.02581861	0.005089734	1	0.9720497	1	0.02386803	12.38561	-0.330146	0.005089734	1.78804e+07
2372	0	664.6458	659.449	5.196838	0.6292706	0.04985732	-0.02449581	0.004694917	0.9999999	0.9686263	1	0.02163682	13.90262	-0.441786	0.004694917	3481308
2373	1	664.2322	661.6728	2.559397	0.9391008	0.04081235	-0.01346603	0.006003058	0.9999978	0.9616731	1	0.02213589	16.98376	-0.9782108	0.006003058	446757.7
2374	0	661.3483	660.9701	0.3781344	0.4377374	0.05977793	-0.01842441	0.004757294	1	0.973833	1	0.02384874	11.59537	1.193972	0.004757294	-2.410732e+08
2375	1	668.8877	663.0979	5.789799	0.4319257	0.06017874	-0.02269061	0.00525909	1	0.9740073	1	0.02515891	11.51814	-0.1638938	0.00525909	3.191475e+07
2376	0	667.2158	661.3763	5.839473	0.4826784	0.05692706	-0.01404394	0.006054724	1	0.9725225	1	0.02625557	12.17606	-0.004928487	0.006054724	-728649
2377	1	668.629	662.898	5.730974	0.635513	0.04961185	-0.02208492	0.006042695	0.9999999	0.968471	1	0.02448629	13.9714	0.155466	0.006042695	-1369463
2378	0	666.6128	660.9865	5.626269	0.7162809	0.0467311	-0.007703425	0.005707998	0.9999997	0.9665274	1	0.02309723	14.83267	-0.282044	0.005707998	842567.5
2379	1	669.3082	663.7357	5.572575	0.5262948	0.05451715	-0.01948194	0.005800945	1	0.9713079	1	0.02514959	12.7143	0.2532992	0.005800945	-1.009266e+07
2380	0	666.4104	661.7463	4.664065	0.6537832	0.04891373	-0.02577332	0.00511507	0.9999998	0.968021	1	0.02236949	14.17081	-0.6004779	0.00511507	3546151
2381	1	667.6646	662.6379	5.026685	0.5148327	0.05512068	-0.01298928	0.005308685	1	0.9716221	1	0.02419166	12.57508	-0.5051073	0.005308685	2.208232e+07
2382	0	668.3227	662.5318	5.790933	0.6083084	0.05070908	-0.01275844	0.005945228	0.9999999	0.9691532	1	0.02455512	13.66909	0.1035466	0.005945228	-1273932
2383	1	667.7583	662.2888	5.469581	0.8028501	0.04413981	-0.01922956	0.005158437	0.9999993	0.9645624	1	0.02133975	15.70345	-0.358059	0.005158437	454534.6
2384	0	668.1312	662.9538	5.177392	0.6681355	0.04838552	-0.01197925	0.005409218	0.9999998	0.9676719	1	0.02287915	14.32551	0.4078337	0.005409218	-2187967
2385	1	667.7153	661.8404	5.874932	0.8523851	0.04283805	-0.02398138	0.005729231	0.9999989	0.9634855	1	0.02215532	16.18064	-0.02257453	0.005729231	-1244.892
2386	0	668.5798	662.7678	5.812031	0.6032781	0.05092006	-0.022121	0.006071646	0.9999999	0.969281	1	0.02486639	13.61246	-0.1285219	0.006071646	1246754
2387	1	668.9866	663.1763	5.810246	0.7283457	0.04634244	-0.01274723	0.005517318	0.9999996	0.9662467	1	0.02261353	14.95707	-0.1560445	0.005517318	388685.1
2388	0	669.2593	663.6674	5.591923	0.5402321	0.05380932	-0.01637013	0.005752477	1	0.9709305	1	0.02488119	12.88155	-0.2986354	0.005752477	8328876
2389	1	665.2664	661.6601	3.6063	0.5960761	0.05122675	-0.01076657	0.005942664	0.9999999	0.969465	1	0.02467482	13.53096	0.7571616	0.005942664	-9925023
2390	0	668.9006	663.1756	5.724992	0.5858295	0.0516728	-0.02427328	0.005784355	0.9999999	0.9697285	1	0.0244497	13.41416	0.168211	0.005784355	-2868987
2391	1	668.4479	663.906	4.541969	0.5576336	0.05296307	-0.022575	0.005616516	1	0.970466	1	0.02439131	13.08737	0.5754491	0.005616516	-1.346388e+07
2392	0	666.014	662.1266	3.887358	0.5064925	0.05557266	-0.01284805	0.005157816	1	0.9718529	1	0.023943	12.47281	-0.7613356	0.005157816	3.880645e+07
2393	1	667.3747	662.5867	4.787995	0.5973709	0.0511712	-0.02644604	0.005437484	0.9999999	0.9694318	1	0.02358994	13.54565	-0.5718576	0.005437484	6925070
2394	0	668.37	662.7282	5.641763	0.4685125	0.05778127	-0.01690803	0.005037702	1	0.9729288	1	0.02412819	11.99605	-0.2647154	0.005037702	2.602787e+07
2395	1	669.1341	663.3067	5.827403	0.7463111	0.04578126	-0.01420909	0.00539678	0.9999996	0.9658329	1	0.02222932	15.14041	-0.1376603	0.00539678	279866.7
2396	0	669.0739	663.2252	5.848753	0.7895957	0.04450874	-0.02018906	0.005806073	0.9999993	0.9648561	1	0.02273416	15.57328	-0.1029997	0.005806073	124993.6
2397	1	669.0183	664.0259	4.992369	0.6352543	0.04962195	-0.02178691	0.005457159	0.9999999	0.9684774	1	0.02327208	13.96856	0.4636767	0.005457159	-3756526
2398	0	667.9819	662.5616	5.420367	0.5702553	0.05237367	-0.01340833	0.005936277	0.9999999	0.9701336	1	0.0249361	13.23465	-0.3713002	0.005936277	6673919
2399	1	668.2703	662.435	5.835264	0.638471	0.04949679	-0.01901498	0.004912485	0.9999999	0.9683977	1	0.02205231	14.00388	-0.08415994	0.004912485	484323.4
2400	0	670.1696	664.3498	5.819852	0.5738147	0.05221098	-0.02017414	0.005464419	0.9999999	0.9700406	1	0.02388735	13.27589	0.08849609	0.005464419	-1923775
2401	1	669.1455	663.4217	5.723887	0.5493422	0.05336127	-0.020025	0.005042286	1	0.9706864	1	0.02319753	12.98971	-0.21574	0.005042286	5004426
2402	0	666.735	662.4448	4.2902	0.6691836	0.04834761	-0.01130426	0.005853668	0.9999998	0.9676466	1	0.02379121	14.33674	-0.6828637	0.005853668	3457858
2403	1	667.593	662.644	4.949079	0.5698214	0.0523936	-0.01473025	0.006017325	0.9999999	0.970145	1	0.02511053	13.22961	-0.5236421	0.006017325	9550781
2404	0	668.7656	662.9635	5.802046	0.508394	0.05546863	-0.02352815	0.005082724	1	0.9718001	1	0.02374581	12.4962	0.09319888	0.005082724	-5853962
2405	1	665.9538	660.4558	5.498008	0.3444304	0.06739022	-0.01683472	0.005697413	1	0.9767888	1	0.02771101	10.28557	0.2830128	0.005697413	-6.794553e+08
2406	0	668.0265	662.2952	5.731297	0.4847412	0.0568058	-0.0135243	0.005192834	1	0.9724639	1	0.02428922	12.20205	0.1570578	0.005192834	-1.311718e+07
2407	1	669.7431	663.9491	5.794035	0.6395001	0.04945695	-0.01563401	0.005697413	0.9999999	0.9683723	1	0.02373928	14.01516	-0.1681029	0.005697413	1119193
2408	0	666.7339	661.0423	5.691605	0.7146985	0.0467828	-0.02667312	0.006084638	0.9999997	0.9665644	1	0.02386028	14.81628	-0.2376962	0.006084638	658904.4
2409	1	668.72	663.5472	5.172743	0.6395001	0.04945695	-0.01408253	0.005739102	0.9999999	0.9683723	1	0.02382597	14.01516	0.4081505	0.005739102	-3099388
2410	0	668.8583	663.4349	5.423473	0.6455036	0.04922643	-0.01671853	0.005964407	0.9999999	0.9682242	1	0.02423248	14.08079	-0.3714252	0.005964407	2418752
2411	1	667.7409	663.8522	3.888727	0.51638	0.05503804	-0.0164411	0.005365478	1	0.9715795	1	0.02430249	12.59397	-0.7627659	0.005365478	3.261603e+07
2412	0	669.1606	663.7312	5.429388	0.6691516	0.04834877	-0.016505	0.005854613	0.9999998	0.9676473	1	0.02379342	14.3364	0.3172458	0.005854613	-1719117
2413	1	668.9983	663.1471	5.851166	0.4271694	0.06051285	-0.01879664	0.005267455	1	0.9741508	1	0.02524871	11.45455	0.01207253	0.005267455	-7763414
2414	0	668.2628	663.3177	4.945009	0.6691516	0.04834877	-0.01289454	0.005666343	0.9999998	0.9676473	1	0.02340772	14.3364	0.4753823	0.005666343	-2515065
2415	1	667.2461	661.4831	5.76303	0.6039946	0.05088985	-0.01614497	0.004793766	0.9999999	0.9692628	1	0.02208864	13.62054	0.1108512	0.004793766	-1473778
2416	0	668.8304	664.1678	4.66263	0.5171834	0.05499527	-0.01859683	0.00550232	1	0.9715574	1	0.02460088	12.60376	-0.6012385	0.00550232	2.511698e+07
2417	1	669.4336	663.6865	5.747076	0.6704755	0.04830101	-0.01798122	0.005903717	0.9999998	0.9676154	1	0.02388118	14.35057	-0.2036379	0.005903717	941811.3
2418	0	669.6182	663.9795	5.638706	0.5834477	0.05177817	-0.01743166	0.005766644	0.9999999	0.9697901	1	0.02443711	13.38686	-0.2750276	0.005766644	3970995
2419	1	669.5097	663.6437	5.866067	0.7258793	0.0464211	-0.01591142	0.005802435	0.9999996	0.9663039	1	0.02321014	14.93173	-0.03278658	0.005802435	46938.38
2420	0	668.273	662.6491	5.623918	0.5728023	0.0522571	-0.01486207	0.006028744	0.9999999	0.970067	1	0.02510158	13.26417	-0.2750276	0.006028744	4674079
2421	1	669.6607	663.7929	5.867758	0.7258793	0.0464211	-0.01679858	0.005760165	0.9999996	0.9663039	1	0.02312545	14.93173	-0.01636441	0.005760165	-1207.659
2422	0	668.3807	662.6288	5.751941	0.7398693	0.04598013	-0.0245386	0.005686572	0.9999996	0.9659807	1	0.02286785	15.07493	-0.2094293	0.005686572	446661.1
2423	1	667.173	664.2154	2.95754	0.5552113	0.05307849	-0.0190766	0.005293986	1	0.9705302	1	0.0237064	13.05891	-0.9197448	0.005293986	2.103962e+07
2424	0	665.4549	662.1168	3.338051	0.75005	0.04566701	-0.02087188	0.006214151	0.9999995	0.9657475	1	0.02382359	15.17829	-0.8557909	0.006214151	1824901
2425	1	664.489	659.1819	5.307086	0.6854388	0.04777089	-0.02864692	0.006319119	0.9999998	0.967256	1	0.02457112	14.50982	-0.407013	0.006319119	1620217
2426	0	669.5033	663.6396	5.863707	0.721055	0.04657614	-0.01456025	0.005660491	0.9999997	0.966416	1	0.02296274	14.88202	0.01343267	0.005660491	-81818.37
2427	1	665.9303	660.5074	5.422915	0.3124695	0.07075283	-0.0223595	0.005246566	1	0.9778919	1	0.02724736	9.796741	0.3136837	0.005246566	-2.230799e+09
2428	0	667.0965	661.2271	5.869376	0.8173714	0.04374596	-0.008876476	0.005472158	0.9999992	0.9642433	1	0.0218808	15.84483	-0.008552062	0.005472158	-383.7258
