Iteration	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	V	Yr
48	358.9066	355.1942	3.712404	8.3798	0.01365175	-0.05733575	0.01514281	0.9872698	0.885439	1	0.02033351	50.77351	0.01514036	-4.503927
49	359.3111	355.4225	3.888609	9.641792	0.01271994	-0.04708694	0.01453711	0.9828529	0.877063	1	0.01923077	54.49297	0.01453284	-2.746062
50	357.3786	353.5527	3.825893	6.286026	0.01577099	-0.04745321	0.01475125	0.993534	0.9008213	1	0.02157044	43.95077	0.01475064	-7.338872
51	356.3372	352.4178	3.919464	5.714767	0.01654185	-0.03279231	0.01442529	0.9949461	0.9054416	1	0.02184587	41.90263	0.01442493	-6.488568
52	358.4207	354.8701	3.55062	10.97008	0.01191573	-0.0731486	0.01565892	0.9778266	0.8687918	1	0.01931774	58.17076	0.01565122	-3.29894
53	358.5693	354.5487	4.020657	7.796027	0.01415646	-0.05635651	0.01401385	0.9891665	0.8895185	1	0.01991916	48.96331	0.01401221	-5.202062
54	358.947	355.0633	3.883704	10.46199	0.01220557	-0.05365202	0.01453819	0.9797887	0.8718969	1	0.01883863	56.78939	0.01453225	-2.654551
55	357.3034	353.2329	4.070536	6.728224	0.01524266	-0.02429724	0.01387121	0.9923444	0.8973854	1	0.02056376	45.47417	0.0138704	-3.173776
56	357.1336	353.5862	3.547472	9.113837	0.0130865	-0.005342063	0.01574554	0.9847488	0.8804992	1	0.02030044	52.96659	0.01574188	-0.3502723
57	356.7762	352.9661	3.810069	6.572296	0.0154229	-0.02290325	0.01482387	0.992773	0.8985839	1	0.0213835	44.94274	0.01482309	-3.169113
58	357.2949	353.3575	3.937436	7.795383	0.01415705	-0.01417896	0.01434245	0.9891685	0.8895231	1	0.02015176	48.96128	0.01434077	-1.309053
59	358.2008	354.2467	3.954041	10.92031	0.01194325	-0.05796274	0.01426476	0.9780208	0.869093	1	0.01845901	58.03674	0.01425787	-2.637164
60	357.7716	353.6081	4.163484	9.216852	0.01301255	-0.0576876	0.01348922	0.984384	0.8798214	1	0.01873655	53.2676	0.01348593	-3.694138
61	358.8423	354.9203	3.922016	9.070784	0.01311777	-0.05916628	0.01436885	0.9849005	0.8807835	1	0.01941583	52.84031	0.01436557	-3.918433
62	358.7311	355.1755	3.555514	13.20939	0.01083965	-0.05861746	0.01573636	0.9687237	0.8558366	1	0.01847034	63.94552	0.01572097	-1.874181
63	359.2469	356.0151	3.231825	14.3043	0.01040538	-0.04384023	0.01698643	0.9640663	0.849867	1	0.01880161	66.61428	0.01696449	-1.220032
64	358.2178	354.0906	4.127202	7.134872	0.01480055	-0.03514152	0.01366916	0.9911823	0.8943222	1	0.02011522	46.83253	0.01366809	-3.985343
65	356.7923	352.5103	4.281955	8.458792	0.01358745	-0.02202977	0.01309712	0.9870055	0.8848977	1	0.01886566	51.01377	0.01309491	-1.695315
66	358.3074	354.976	3.331343	10.25218	0.01233137	-0.01544824	0.01658417	0.9805852	0.8731997	1	0.02022402	56.21008	0.01657791	-0.795695
67	357.9924	353.8771	4.115352	9.513177	0.01280646	-0.02724455	0.01372167	0.9833207	0.8778917	1	0.01874706	54.1248	0.01371786	-1.633432
68	356.0086	353.4138	2.594801	24.61542	0.00780759	-0.0271868	0.01950054	0.9175609	0.8010167	1	0.01745005	88.77863	0.01936801	-0.3297806
69	356.0515	353.6788	2.372657	18.05869	0.00921798	0.0123471	0.02009142	0.9474782	0.8307768	1	0.0192459	75.19513	0.020036	0.2350852
70	359.243	356.0712	3.171768	14.24444	0.01042787	-0.03359396	0.01722063	0.9643237	0.850188	1	0.01895123	66.47062	0.01719871	-0.9416329
71	359.4789	355.7941	3.684744	10.21506	0.01235402	-0.05330955	0.01526821	0.9807253	0.8734314	1	0.01942286	56.10704	0.01526254	-2.765775
72	356.7153	352.5701	4.14526	8.798668	0.01332064	-0.07252661	0.01347084	0.9858486	0.8825959	1	0.01894414	52.03559	0.01346814	-5.125046
73	356.6769	352.3012	4.375728	6.061414	0.01606111	-0.05052164	0.01271854	0.9941067	0.9026122	1	0.02021257	43.15685	0.0127181	-8.572689
74	357.6635	353.6261	4.037402	6.402346	0.01562675	-0.03453849	0.01399581	0.9932289	0.8999063	1	0.02091454	44.35645	0.01399517	-5.10086
75	359.6042	356.1215	3.482658	10.42201	0.01222926	-0.03948475	0.01604575	0.9799411	0.8721442	1	0.01981048	56.67942	0.01603929	-1.968439
76	353.0108	350.9689	2.041935	12.67095	0.01107286	-0.05410045	0.02145248	0.9709704	0.8588537	1	0.02179634	62.59877	0.0214344	-1.863629
77	356.0712	354.1095	1.96176	20.2298	0.008680578	-0.02245863	0.02187667	0.9376347	0.8205042	1	0.01948857	79.85035	0.02179158	-0.3601143
78	356.1994	354.174	2.025395	24.94126	0.007751425	-0.02832144	0.0217072	0.9160675	0.799625	1	0.01834458	89.4219	0.02155428	-0.3374313
79	355.9914	353.8596	2.131753	18.88629	0.009002866	-0.07477474	0.02104088	0.9437397	0.826804	1	0.01946424	76.99184	0.02097428	-1.329085
80	358.1069	353.8963	4.210586	7.242037	0.01469024	-0.04871414	0.01333987	0.9908659	0.8935293	1	0.01979727	47.18419	0.01333876	-5.33319
81	356.2569	352.0207	4.23618	5.382957	0.0170447	-0.03801525	0.01325673	0.9956965	0.9082306	1	0.02125827	40.66643	0.01325649	-8.833667
82	358.6704	354.622	4.048398	8.292877	0.01372354	-0.03161056	0.01396448	0.9875587	0.8860375	1	0.01957765	50.50788	0.01396232	-2.540769
83	359.2802	355.9337	3.346488	10.41575	0.01223298	-0.03490151	0.0165518	0.9799649	0.872183	1	0.02012351	56.66217	0.01654516	-1.742022
84	359.0541	355.2115	3.842559	10.44164	0.01221761	-0.05493049	0.01468417	0.9798663	0.8720227	1	0.01894231	56.73344	0.01467821	-2.728285
85	359.0626	355.6423	3.420365	12.79461	0.01101804	-0.06066326	0.01622203	0.9704572	0.8581557	1	0.01890688	62.91021	0.01620787	-2.053404
86	357.4131	354.2647	3.148362	17.48552	0.009375331	-0.007180797	0.01727971	0.9500546	0.8335729	1	0.01800017	73.93309	0.01723661	-0.1437729
87	355.4175	353.0463	2.371145	20.27532	0.00867019	0.02396797	0.02001914	0.9374273	0.8202938	1	0.01863168	79.94602	0.01994076	0.3830419
88	357.0141	354.2224	2.791652	18.10921	0.00920445	0.005630097	0.01855036	0.9472506	0.8305321	1	0.0184795	75.30566	0.01849875	0.1067329
89	356.6511	353.0524	3.598663	16.31435	0.009720901	-0.05287103	0.01562101	0.9552778	0.8394097	1	0.01742701	71.30483	0.01558977	-1.182211
90	357.7629	353.8782	3.884736	10.72056	0.01205555	-0.01248067	0.01454285	0.9787958	0.8703081	1	0.0187255	57.49609	0.01453631	-0.5885953
91	359.6291	356.1917	3.437425	10.88185	0.01196464	-0.04408498	0.01620686	0.9781706	0.8693261	1	0.01969311	57.93299	0.01619914	-2.01952
92	355.7698	351.3847	4.385061	5.259596	0.01724364	-0.0482548	0.01268607	0.9959617	0.9092891	1	0.02091669	40.19727	0.01268587	-11.94925
93	355.082	351.0026	4.079401	4.89914	0.01786727	-0.03651798	0.01383171	0.9966915	0.9124548	1	0.02223218	38.79424	0.01383156	-11.03776
94	358.3326	354.2568	4.075801	6.968356	0.01497693	-0.04872054	0.01383435	0.9916657	0.8955659	1	0.02035663	46.28098	0.01383339	-5.845793
95	358.7374	355.6449	3.092512	11.2683	0.01175462	-0.03164085	0.0174978	0.9766548	0.8670005	1	0.02028201	58.96809	0.01748826	-1.355345
96	356.8262	353.5001	3.32605	9.761641	0.01264083	-0.08431696	0.01639108	0.9824138	0.8762955	1	0.02035666	54.834	0.01638601	-4.794493
97	358.6779	355.8489	2.829038	15.03959	0.01013979	-0.04918924	0.01848087	0.9608825	0.8459715	1	0.01935935	68.3591	0.01845259	-1.257474
98	358.4714	354.9837	3.487694	14.83154	0.01021301	-0.03107068	0.0160563	0.9617874	0.847065	1	0.01810984	67.86901	0.01603285	-0.8131003
99	359.0263	355.4825	3.543856	9.188893	0.0130325	-0.05796863	0.01576245	0.9844833	0.880005	1	0.02026939	53.18606	0.01575865	-3.735882
100	358.0773	354.7664	3.310939	10.35508	0.0122692	-0.07366322	0.01653514	0.9801956	0.8725592	1	0.02014314	56.49488	0.01652866	-3.719536
101	359.5018	356.1535	3.348216	10.98736	0.01190622	-0.03922453	0.01654445	0.9777591	0.8686874	1	0.01984852	58.21722	0.01653626	-1.763624
102	358.0501	354.3445	3.7056	7.046326	0.01489357	-0.04741384	0.0151962	0.9914406	0.8949818	1	0.02127561	46.54003	0.01519509	-5.539413
103	358.23	354.8207	3.409296	8.82631	0.01329961	-0.06250965	0.01623422	0.9857532	0.8824106	1	0.02078022	52.11786	0.01623093	-4.387612
104	359.1535	355.9086	3.244849	11.6553	0.0115546	-0.057757	0.01687769	0.9751135	0.8647083	1	0.01974918	59.98883	0.01686723	-2.320815
105	358.8983	355.3654	3.532875	9.120691	0.01308154	-0.05962564	0.01579497	0.9847246	0.880454	1	0.02032843	52.98667	0.01579128	-3.903386
106	358.9908	355.2319	3.75889	11.28035	0.01174824	-0.05636558	0.01498915	0.9766071	0.8669286	1	0.01876678	59.00009	0.01498095	-2.409521
107	358.9786	355.7358	3.242848	10.26007	0.01232657	-0.04264935	0.01692528	0.9805554	0.8731505	1	0.02042697	56.23196	0.01691888	-2.193382
108	358.2281	354.228	4.000146	8.077665	0.01390621	-0.02331558	0.01413424	0.9882643	0.8875326	1	0.01982693	49.84444	0.01413229	-1.986722
109	356.8013	353.6843	3.116958	8.685592	0.01340769	-0.06040026	0.01732529	0.9862369	0.8833569	1	0.02155421	51.69774	0.01732201	-4.388578
110	358.247	355.1552	3.091715	10.72926	0.0120506	-0.02477039	0.0174935	0.9787622	0.8702549	1	0.02053325	57.51974	0.01748561	-1.166335
111	357.85	354.1203	3.729742	11.56616	0.01159981	-0.0735276	0.01500139	0.9754705	0.8652331	1	0.01865546	59.75506	0.01499236	-2.997515
112	359.5978	355.9497	3.648096	10.07699	0.01243934	-0.03588653	0.01543942	0.9812439	0.8742971	1	0.01959878	55.72219	0.01543398	-1.913321
113	359.2695	355.5124	3.757067	10.27087	0.01232001	-0.05609631	0.01499234	0.9805146	0.8730831	1	0.01922008	56.2619	0.01498664	-2.878893
114	358.8232	355.8784	2.944809	13.6722	0.01064996	-0.02830153	0.01806158	0.9667685	0.8532873	1	0.01961403	65.08451	0.01804164	-0.8516485
115	357.7424	355.0614	2.681023	14.95469	0.0101695	-0.06738654	0.01895425	0.9612521	0.846417	1	0.01963442	68.15943	0.0189258	-1.739104
116	356.7961	354.2123	2.583711	14.25814	0.01042271	-0.07646834	0.01925347	0.9642648	0.8501145	1	0.02003364	66.50353	0.01922888	-2.139862
117	358.5823	355.8133	2.768977	14.96748	0.01016501	-0.03893181	0.01872778	0.9611965	0.8463498	1	0.01951246	68.18954	0.01869958	-1.003306
118	357.8406	354.7646	3.076033	11.45221	0.01165834	-0.01102682	0.01752208	0.9759251	0.8659067	1	0.02021278	59.45507	0.01751193	-0.4580218
119	358.422	354.8285	3.593528	9.873147	0.0125685	-0.07178755	0.01550563	0.9820025	0.8755854	1	0.01974247	55.14956	0.01550061	-3.988744
120	359.6886	356.1469	3.541692	11.09394	0.01184805	-0.04321437	0.01582575	0.9773417	0.8680451	1	0.01936514	58.50307	0.01581763	-1.907218
121	358.7119	355.7122	2.999734	11.80261	0.011481	-0.04179011	0.01783806	0.974521	0.863845	1	0.02023852	60.37341	0.01782648	-1.64018
122	356.774	353.6931	3.080937	8.586682	0.01348522	-0.04736883	0.01750774	0.9865738	0.8840264	1	0.02172997	51.40051	0.01750459	-3.5281
123	356.6729	353.6906	2.982281	16.50487	0.009662315	0.01239673	0.01777306	0.9544324	0.8384483	1	0.01853261	71.73717	0.01773615	0.2720516
124	358.0393	354.9358	3.103541	11.92267	0.011422	-0.07430998	0.01730631	0.9740359	0.8631451	1	0.01988329	60.68528	0.01729464	-2.862032
125	358.1972	354.9365	3.260715	13.75798	0.01061582	-0.07430998	0.01673448	0.9664039	0.8528191	1	0.01884941	65.29381	0.01671559	-2.211865
126	359.3272	355.8539	3.473304	12.4935	0.01115289	-0.02762572	0.01609367	0.9717036	0.8598607	1	0.01894682	62.14956	0.01608078	-0.9762984
127	358.241	354.8803	3.360665	16.08433	0.009792955	-0.03124456	0.01653408	0.9562961	0.8405769	1	0.01799542	70.78019	0.0165025	-0.7149145
128	359.3769	355.6776	3.699295	10.98241	0.01190894	-0.05260155	0.01522082	0.9777785	0.8687173	1	0.01904017	58.20392	0.01521331	-2.367143
129	358.9705	355.45	3.520505	13.21119	0.0108389	-0.02531096	0.01592166	0.9687161	0.8558266	1	0.01857812	63.94997	0.01590608	-0.8090742
130	358.2188	354.4	3.818788	11.13072	0.01182816	-0.06673182	0.01471668	0.9771972	0.8678241	1	0.01865858	58.60144	0.01470903	-2.926473
131	355.7529	352.1764	3.576566	13.40167	0.01075969	0.01235728	0.01555251	0.967914	0.8547727	1	0.01829427	64.42074	0.01553649	0.3851296
132	359.2034	355.4299	3.773515	10.52247	0.01217	-0.028306	0.0149812	0.9795575	0.8715236	1	0.01909562	56.9554	0.01497494	-1.384665
133	356.6908	353.3766	3.314155	18.46477	0.009110725	-0.05331336	0.0166873	0.9456463	0.8288183	1	0.01743751	76.08035	0.016638	-0.9808602
134	359.4512	355.8951	3.556056	9.954267	0.01251663	-0.05348063	0.0157391	0.9817016	0.8750713	1	0.01984946	55.37809	0.01573383	-2.922694
135	357.5422	354.5459	2.996301	14.19709	0.01044576	0.001880768	0.01777447	0.9645271	0.8504424	1	0.01927007	66.35682	0.01775211	0.05301984
136	356.9522	353.0279	3.924276	13.26524	0.01081625	-0.0501484	0.01441473	0.9684889	0.8555269	1	0.01765861	64.08386	0.01440041	-1.59145
137	358.9832	355.6025	3.380717	9.43708	0.01285847	-0.04900037	0.01639706	0.9835957	0.8783845	1	0.0205349	53.90587	0.01639264	-2.98704
138	357.6138	355.0407	2.573168	14.05752	0.01049898	-0.03991912	0.01946004	0.9651254	0.8511942	1	0.02021437	66.02046	0.01943637	-1.144648
139	357.6293	353.6123	4.016997	11.58643	0.01158948	-0.05073057	0.01406417	0.9753894	0.8651136	1	0.01805527	59.8083	0.01405565	-2.061329
140	358.7046	355.4896	3.214922	10.2317	0.01234385	-0.05478222	0.0169938	0.9806625	0.8733275	1	0.02048262	56.15326	0.01698744	-2.832956
141	358.9647	355.7494	3.215304	10.88128	0.01196495	-0.03012982	0.01703968	0.9781728	0.8693295	1	0.02019302	57.93146	0.01703157	-1.380377
142	359.6191	355.9931	3.62596	10.87619	0.01196779	-0.04752174	0.01550519	0.9781926	0.8693604	1	0.01926463	57.91771	0.01549782	-2.179154
143	359.1641	355.6278	3.536286	9.506616	0.01281092	-0.05743646	0.015794	0.9833444	0.8779341	1	0.02011645	54.10595	0.01578962	-3.448485
144	356.0482	353.7616	2.286576	25.80946	0.007606582	-0.03632377	0.02070484	0.9120902	0.7959501	1	0.01774785	91.12466	0.02054483	-0.4131935
145	359.5784	356.1776	3.400791	11.06871	0.01186174	-0.04742035	0.01633499	0.9774406	0.8681969	1	0.0196856	58.43553	0.01632668	-2.102026
146	359.13	355.1506	3.979354	8.587927	0.01348424	-0.04007748	0.0142136	0.9865696	0.884018	1	0.01957854	51.40426	0.01421104	-2.984091
147	358.5014	354.7432	3.758155	7.353115	0.01457844	-0.04007748	0.01501944	0.9905335	0.8927134	1	0.02092654	47.54604	0.0150181	-4.23362
148	358.871	355.0518	3.819183	7.759061	0.01419031	-0.03712694	0.01480075	0.9892831	0.8897817	1	0.02049522	48.84653	0.01479905	-3.464327
149	357.7827	354.0993	3.683465	13.54634	0.01070061	-0.01593778	0.01530619	0.9673023	0.8539767	1	0.01809893	64.77639	0.01528983	-0.4874284
150	359.0525	355.8362	3.216246	13.1853	0.01084979	-0.06037154	0.01698007	0.9688249	0.8559704	1	0.01919532	63.88578	0.01696357	-1.936529
151	356.7692	352.5585	4.210649	10.38155	0.01225336	-0.05501731	0.01333143	0.980095	0.8723949	1	0.01807511	56.56792	0.01332615	-2.764001
152	358.9524	355.1322	3.820206	8.136755	0.01385534	-0.05501731	0.01475592	0.9880719	0.8871202	1	0.02022119	50.02743	0.01475382	-4.612419
153	358.0091	353.7639	4.245206	7.658762	0.01428335	-0.03781328	0.01323503	0.9895971	0.890499	1	0.01944431	48.52832	0.0132336	-3.634889
154	359.1536	355.286	3.86755	8.351993	0.01367459	-0.03572123	0.014627	0.9873625	0.8856302	1	0.02000091	50.68868	0.01462466	-2.826598
155	356.9686	352.9597	4.008952	8.000948	0.01397308	-0.07532469	0.01394858	0.9885125	0.8880702	1	0.01974358	49.6059	0.01394673	-6.557091
156	359.3422	356.0548	3.287405	13.45697	0.010737	-0.03094907	0.01678707	0.9676804	0.854468	1	0.01898645	64.55689	0.01676953	-0.9575941
157	354.1794	350.9135	3.265899	22.27403	0.00824388	-0.03207208	0.01694551	0.9282922	0.8112336	1	0.01671507	84.08021	0.01685838	-0.4472608
158	355.7537	353.3949	2.358787	15.60376	0.009948356	0.005178049	0.02017284	0.958414	0.8430388	1	0.0200343	69.67455	0.02013795	0.1245142
159	358.6571	355.3193	3.337808	10.61088	0.01211853	-0.01809129	0.01656889	0.9792184	0.8709798	1	0.02003949	57.19728	0.01656173	-0.8705454
160	356.8891	354.6681	2.220994	20.60696	0.008595472	-0.01612489	0.02085808	0.9359148	0.8187666	1	0.01893595	80.64097	0.02077242	-0.2516166
161	357.7415	355.1132	2.628318	13.70116	0.0106384	-0.04601226	0.01923672	0.9666455	0.8531291	1	0.02023106	65.15523	0.01921532	-1.379493
162	358.6271	355.7073	2.919828	12.48799	0.0111554	-0.03961658	0.01814383	0.9717263	0.8598921	1	0.02011973	62.13555	0.01812932	-1.401183
163	358.7155	355.7684	2.947068	12.50184	0.01114909	-0.04704177	0.01802748	0.9716692	0.8598132	1	0.02004944	62.17073	0.01801301	-1.660448
164	358.2907	355.6114	2.679344	14.96865	0.0101646	-0.03837681	0.01906664	0.9611914	0.8463436	1	0.0196878	68.1923	0.01903792	-0.9888732
165	358.329	355.4137	2.915317	13.88125	0.01056729	-0.0148121	0.01814885	0.9658787	0.8521485	1	0.0195849	65.59364	0.01812772	-0.4341019
166	358.0901	353.8546	4.235483	7.935184	0.01403116	-0.03913297	0.0132706	0.9887238	0.888533	1	0.01929777	49.40055	0.01326891	-3.470406
167	359.3147	355.8712	3.443512	12.74342	0.01104064	-0.05353729	0.01616695	0.9706699	0.8584443	1	0.01889409	62.78145	0.01615304	-1.825333
168	358.9267	355.4849	3.44175	14.11248	0.01047793	-0.02931632	0.01622047	0.96489	0.8508977	1	0.01843675	66.15307	0.01620048	-0.8349852
169	356.4549	352.7546	3.700312	8.270626	0.0137421	-0.004147729	0.01517513	0.9876323	0.8861912	1	0.02042245	50.43967	0.01517281	-0.3353665
170	357.6746	355.0157	2.658886	15.41965	0.01000972	-0.06865639	0.01903355	0.9592218	0.8439907	1	0.01952028	69.24738	0.0190019	-1.683655
171	359.2271	355.572	3.655117	9.483015	0.012827	-0.02782367	0.01541079	0.9834298	0.8780868	1	0.01988337	54.03812	0.01540656	-1.679142
172	356.1918	353.6041	2.587724	11.40949	0.01168049	-0.04808144	0.01937063	0.9760951	0.86616	1	0.02127245	59.34228	0.01935956	-2.01136
173	356.9119	354.5747	2.337218	22.71713	0.008156556	-0.02315825	0.02045431	0.9262624	0.8092693	1	0.01826673	84.98037	0.0203431	-0.3140631
174	351.3928	350.2341	1.158665	28.62029	0.007180008	0.05498665	0.0245457	0.8992476	0.784355	1	0.01877436	96.53849	0.02429653	0.5457603
175	355.4499	353.6093	1.840628	21.13205	0.008480556	-0.009324639	0.02232667	0.933517	0.8163685	1	0.01945983	81.7337	0.02222799	-0.1402561
176	358.4979	354.9478	3.550087	10.97357	0.01191381	-0.07220544	0.01566743	0.977813	0.8687707	1	0.01932142	58.18015	0.01565971	-3.254403
177	358.8187	355.8851	2.933583	14.92904	0.01017852	-0.05300026	0.01807543	0.9613637	0.8465517	1	0.01918234	68.09903	0.01804844	-1.371774
