Iteration	Replicate_ID	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	theta	V	Yr
5654	0	597.3188	593.1326	4.186217	13.5196	0.01071146	-0.02482584	0.01313372	0.9674155	0.8541235	1	0.01677387	64.71079	0.2073147	0.01311977	-6.916947
5655	1	593.8297	590.888	2.941764	30.73801	0.006894629	0.04403991	0.01731323	0.8896246	0.7758901	1	0.0154511	100.5344	-0.2977182	0.0171023	2.798607
5656	0	598.2836	593.861	4.422603	15.04327	0.01013851	-0.02876341	0.01297452	0.9608665	0.8459522	1	0.01621989	68.36773	0.02206736	0.01295465	-1.276838
5657	1	597.1121	593.3544	3.757755	21.29851	0.008444957	0.001223795	0.01535554	0.9327562	0.8156133	1	0.01610447	82.07824	-0.121923	0.01528611	1.709425
5658	0	596.5918	592.6094	3.98239	15.88267	0.009857344	0.001823446	0.0125513	0.9571864	0.841606	1	0.01573038	70.31785	0.3585914	0.01252829	-7.974462
5659	1	596.2947	592.6856	3.609041	20.76463	0.008560537	0.008692771	0.01554382	0.9351952	0.8180439	1	0.01631339	80.97006	-0.207573	0.01547854	3.129615
5660	0	597.5806	593.9542	3.626453	16.50647	0.009661828	-0.01524527	0.01331909	0.9544253	0.8384403	1	0.01604286	71.74079	0.4147082	0.01329142	-9.019335
5661	1	597.0021	592.6242	4.377875	19.43973	0.008866307	-0.007049272	0.01287547	0.9412295	0.8241874	1	0.01511012	78.17766	0.1194641	0.012831	-2.033202
5662	0	598.018	593.8155	4.202477	16.28567	0.009729807	-0.04155208	0.01314519	0.955405	0.8395549	1	0.01599376	71.23956	-0.2498922	0.01311904	4.421932
5663	1	595.6746	591.9605	3.714105	12.36666	0.01121112	-0.04936585	0.01180307	0.9722254	0.8605845	1	0.01626811	61.82674	0.4990153	0.01179396	-19.24499
5664	0	595.8582	592.9412	2.917016	14.68547	0.01026531	-0.05297269	0.0127971	0.9624209	0.8478369	1	0.01620902	67.52323	-0.6779898	0.01277903	15.95405
5665	1	594.2781	590.2181	4.059959	11.4649	0.01165177	0.004575851	0.01180083	0.9758746	0.8658315	1	0.01658316	59.48856	0.3956306	0.01179396	-15.81361
5666	0	594.7112	591.8549	2.856311	18.70436	0.009048998	0.01556162	0.01515705	0.9445632	0.8276711	1	0.01656238	76.59933	0.4850205	0.01511047	-7.983343
5667	1	596.8726	592.7653	4.107339	21.50577	0.008401173	-0.0482003	0.01354757	0.9318085	0.8146762	1	0.01508745	82.506	-0.2459377	0.01348458	2.653797
5668	0	593.6175	589.1909	4.426531	15.87948	0.009858373	-0.01498029	0.01105957	0.9572005	0.8416224	1	0.01476681	70.3105	-0.3977859	0.01103931	8.546374
5669	1	597.6771	593.7866	3.890447	23.11428	0.008080276	-0.007981372	0.01478478	0.9244424	0.8075213	1	0.01545737	85.78262	-0.163378	0.01470037	1.893287
5670	0	596.8148	591.9877	4.827084	13.38787	0.01076537	-0.01738398	0.01144373	0.9679722	0.8548488	1	0.01569688	64.38673	-0.01385318	0.01143199	-0.1240949
5671	1	594.4028	591.7011	2.701624	31.99706	0.006737271	0.01749099	0.01635187	0.8839308	0.7709551	1	0.01484365	102.8825	-0.5060142	0.01613158	4.00427
5672	0	597.7392	593.7972	3.941986	20.93064	0.008524157	-0.04253759	0.01408749	0.9344372	0.8172855	1	0.01549735	81.31563	-0.2609482	0.01402694	3.070369
5673	1	592.6064	591.784	0.8224113	21.17382	0.008471586	-0.05081764	0.01648769	0.9333261	0.8161788	1	0.01671388	81.82023	-0.8827299	0.01641439	11.59461
5674	0	595.6522	592.3492	3.303051	27.68234	0.007315745	-0.006393326	0.01492609	0.9035256	0.7881757	1	0.01477806	94.74731	-0.4430233	0.01478717	4.082841
5675	1	595.35	590.9959	4.354098	17.80806	0.009285901	0.01628962	0.0125211	0.9486062	0.8319948	1	0.01524924	74.64512	0.1813548	0.01248803	-3.030418
5676	0	594.8876	591.5363	3.351237	31.5919	0.006786984	-0.02809785	0.01556992	0.8857606	0.7725356	1	0.01453773	102.1289	0.3191214	0.01536672	-2.720279
5677	1	597.0631	593.3565	3.706625	18.15289	0.009192798	-0.0329472	0.01496628	0.9470537	0.8303209	1	0.01658807	75.40111	0.2056949	0.01492432	-4.301555
5678	0	596.7195	593.2234	3.496143	17.31998	0.009422148	-0.05698732	0.01362331	0.9507964	0.8343876	1	0.01602253	73.56573	-0.4794087	0.01359032	8.10577
5679	1	598.0184	594.08	3.938377	20.4273	0.008635738	-0.01956256	0.01484995	0.9367344	0.8195927	1	0.01601501	80.26496	-0.05114438	0.01479051	0.4480497
5680	0	597.9307	593.9013	4.029343	18.12605	0.009199954	-0.008495914	0.01365956	0.9471747	0.8304507	1	0.01585354	75.34246	-0.2712368	0.01362144	4.702533
5681	1	597.3197	593.1703	4.149398	20.4273	0.008635738	0.004506385	0.01379568	0.9367344	0.8195927	1	0.01543605	80.26496	-0.1455266	0.01374046	2.225951
5682	0	597.6843	593.8133	3.87095	18.12605	0.009199954	-0.0463126	0.01366278	0.9471747	0.8304507	1	0.01585541	75.34246	0.2931652	0.01362465	-6.13326
5683	1	596.3026	592.626	3.676591	21.62409	0.008376442	-0.06096451	0.01392394	0.9312672	0.8141429	1	0.01527305	82.7496	-0.393428	0.01385816	4.443618
5684	0	597.4546	593.8203	3.634379	18.60947	0.009073309	-0.0256585	0.01319472	0.9449924	0.8281247	1	0.01547383	76.39409	-0.478965	0.01315479	7.761825
5685	1	596.2507	592.7006	3.550092	21.62409	0.008376442	0.005590613	0.01590211	0.9312672	0.8141429	1	0.01632196	82.7496	-0.1836031	0.01582699	2.568996
5686	0	598.1548	593.7236	4.43126	16.99364	0.009516329	-0.02074337	0.01281437	0.9522556	0.8360034	1	0.01561703	72.83766	0.08373995	0.01278516	-2.104651
5687	1	597.9464	593.5604	4.386072	18.93702	0.008990113	-0.01813518	0.01311996	0.9435099	0.8265629	1	0.01535903	77.10105	-0.08429361	0.01307809	1.086857
5688	0	597.3169	592.929	4.38787	17.68026	0.009321059	-0.00966401	0.01260745	0.9491806	0.8326187	1	0.01533067	74.36357	0.1673281	0.01257489	-3.315434
5689	1	596.124	593.2801	2.843857	13.97905	0.01052923	-0.03559162	0.01221842	0.9654611	0.8516184	1	0.01604061	65.83074	0.6719705	0.01220385	-19.81398
5690	0	595.9195	591.9421	3.977355	12.31773	0.01123382	-0.02918437	0.01328483	0.9724262	0.8608646	1	0.01727654	61.70184	0.2902663	0.01327473	-11.29503
5691	1	597.7146	593.2438	4.470825	13.41439	0.01075446	-0.01936714	0.01248485	0.9678603	0.8547026	1	0.01638706	64.45207	0.1267451	0.01247195	-4.419414
5692	0	596.7091	593.0056	3.703501	24.7383	0.00778629	-0.02772604	0.01434509	0.9169977	0.8004911	1	0.01494624	89.02149	-0.3520693	0.01424627	3.555575
5693	1	593.9313	593.9239	0.007425137	16.50074	0.009663575	-0.0322271	0.01294638	0.9544508	0.8384691	1	0.01581823	71.72782	1.074968	0.01291952	-23.23268
5694	0	593.4603	593.2734	0.1869154	23.77594	0.007957147	0.005716951	0.01491067	0.9214093	0.8046348	1	0.01540431	87.11001	-1.037231	0.01481857	12.2334
5695	1	597.7718	593.3033	4.468485	13.83472	0.01058553	-0.01894722	0.0123312	0.9660771	0.8524013	1	0.0161575	65.4806	0.1612872	0.01231701	-5.15178
5696	0	597.5464	593.4552	4.091259	17.52858	0.009363255	-0.04999215	0.01419828	0.9498614	0.8333615	1	0.01630596	74.02844	0.01492094	0.01416259	-1.279752
5697	1	595.4791	590.724	4.755063	10.03098	0.01246815	-0.01894722	0.01169106	0.9814158	0.8745868	1	0.0170743	55.59342	0.01248957	0.01168702	-1.679099
5698	0	594.5371	592.2595	2.27763	30.2483	0.006958205	-0.04745544	0.01797995	0.891845	0.7778287	1	0.01581823	99.61581	0.4583403	0.01776963	-4.218242
5699	1	597.5124	594.0931	3.419278	19.34798	0.008888564	-0.02475962	0.01367081	0.9416461	0.8246191	1	0.01558935	77.98191	-0.5054562	0.01362426	7.732152
5700	0	595.6895	593.5927	2.096862	26.32835	0.007523175	-0.01857588	0.01629574	0.9097149	0.7937758	1	0.01565859	92.13493	0.6088074	0.01616291	-6.340103
5701	1	596.8985	592.9135	3.985039	23.5068	0.008006653	-0.05793335	0.01459057	0.9226432	0.8058052	1	0.01528539	86.57141	-0.08672405	0.01450326	0.2854563
5702	0	596.1299	593.0727	3.057132	22.84073	0.008132619	-0.05278421	0.01590234	0.9256961	0.808724	1	0.01608276	85.2305	0.3767196	0.01581454	-5.403646
5703	1	595.5842	592.5224	3.061853	32.24117	0.006707726	-0.01335395	0.01817766	0.8828294	0.7700061	1	0.01561607	103.3356	-0.1311308	0.0179281	0.8740436
5704	0	598.0707	593.9157	4.154942	18.11865	0.009201929	-0.0413951	0.01347773	0.947208	0.8304865	1	0.01574936	75.32629	-0.2255225	0.01344017	3.262271
5705	1	595.2749	592.1698	3.105079	18.13812	0.009196734	-0.05965424	0.01511076	0.9471203	0.8303923	1	0.01667151	75.36884	0.4223334	0.01506851	-8.692461
5706	0	595.4706	593.0333	2.437297	14.06393	0.01049652	-0.0187555	0.01202962	0.965098	0.8511596	1	0.01589145	66.03593	0.756255	0.01201497	-21.44907
5707	1	597.7977	593.642	4.155662	16.37388	0.009702491	-0.04641047	0.01317691	0.9550139	0.8391088	1	0.01599055	71.44013	0.2160028	0.01315024	-5.6172
5708	0	596.2354	592.6258	3.609563	25.43531	0.007668168	-0.008377392	0.01440639	0.9138038	0.797528	1	0.01486409	90.3928	-0.3810359	0.01429935	3.942341
5709	1	595.5366	591.6697	3.866829	19.70679	0.008802355	-0.001907252	0.01263447	0.9400157	0.8229357	1	0.01491396	78.74565	0.3942981	0.012589	-6.210854
5710	0	596.6599	593.4771	3.182804	24.81139	0.00777369	-0.0036094	0.01507532	0.9166628	0.8001789	1	0.01530953	89.16579	0.4103985	0.01497062	-4.557463
5711	1	596.2381	592.6502	3.587869	12.31861	0.01123341	-0.03942415	0.01218558	0.9724226	0.8608596	1	0.01654603	61.70409	-0.5622011	0.01217632	18.39451
5712	0	595.7586	592.4497	3.308931	16.91027	0.009540802	-0.03827846	0.01505555	0.9526277	0.8364183	1	0.01694945	72.65083	-0.4213577	0.01502176	7.665204
5713	1	596.7279	591.8759	4.852017	12.05363	0.01135862	-0.03473783	0.01130974	0.9735046	0.8623854	1	0.01602892	61.02386	0.0236631	0.0113018	-2.180528
5714	0	596.9446	594.087	2.857592	18.02666	0.009226586	-0.03519311	0.01409906	0.9476225	0.8309321	1	0.01612986	75.12499	0.5645916	0.01406038	-10.8866
5715	1	596.5983	592.6423	3.95601	16.03576	0.009808357	-0.01069202	0.0145378	0.9565107	0.8408243	1	0.01688739	70.66904	0.09405358	0.0145103	-2.314485
5716	0	597.5054	592.8697	4.635737	12.99	0.01093298	-0.02767433	0.0118529	0.9696429	0.8570591	1	0.01609891	63.39967	-0.1823717	0.01184197	4.913553
5717	1	598.121	594.0854	4.03565	18.28133	0.009158758	-0.02307322	0.01432043	0.9464745	0.8297008	1	0.01619613	75.68135	-0.135009	0.0142794	1.956252
5718	0	595.974	592.5031	3.470892	15.42612	0.01000755	-0.03372801	0.01186169	0.9591935	0.8439572	1	0.01540821	69.26242	-0.6130514	0.01184194	13.58378
5719	1	595.0703	591.0973	3.972967	26.59341	0.007481434	-0.05918862	0.01433701	0.9085022	0.7926713	1	0.0146466	92.64898	-0.1931715	0.01421698	1.271157
5720	0	597.933	593.7208	4.212212	16.35907	0.009707064	-0.01106414	0.01370261	0.9550796	0.8391836	1	0.01631025	71.40647	0.0499808	0.01367496	-1.308977
5721	1	596.7386	592.3661	4.372486	18.94817	0.008987318	0.001547048	0.01283819	0.9434594	0.8265099	1	0.01519085	77.12503	-0.1781201	0.01279715	2.999545
5722	0	596.9595	592.7181	4.241383	16.29248	0.009727689	0.007691969	0.01346756	0.9553748	0.8395204	1	0.01618693	71.25507	0.06836508	0.01344075	-1.291249
5723	1	598.0244	593.5257	4.49869	14.14239	0.01046652	-0.02207331	0.01251129	0.9647618	0.8507366	1	0.01618331	66.22515	0.09379506	0.01249575	-3.194351
5724	0	597.0195	593.476	3.543554	24.55699	0.00781777	-0.002561281	0.01502518	0.9178288	0.801267	1	0.01532732	88.66303	-0.3366215	0.01492373	3.728794
5725	1	597.8109	593.3624	4.448464	15.12023	0.0101118	-0.03713689	0.01233654	0.9605309	0.8455494	1	0.01579523	68.54832	0.1751	0.01231733	-5.202197
5726	0	594.4325	591.9318	2.500667	22.70305	0.008159293	-0.04189175	0.01693776	0.9263269	0.8093314	1	0.01662529	84.95187	0.4655438	0.01684582	-6.422123
5727	1	597.3062	593.7309	3.575297	14.71013	0.01025643	-0.03235018	0.01273155	0.962314	0.8477063	1	0.01616046	67.58172	-0.5291102	0.01271347	12.65246
5728	0	596.4621	592.2267	4.235411	14.04902	0.01050224	-0.05179769	0.01363564	0.9651618	0.8512401	1	0.01692364	65.99992	0.009023597	0.01361909	-1.736799
5729	1	597.7592	593.2192	4.539989	15.56216	0.009962133	-0.00989185	0.01247886	0.9585967	0.8432535	1	0.01576807	69.57819	0.04004725	0.01245746	-1.166116
5730	0	598.0347	593.9662	4.068541	16.6334	0.009623332	-0.03684263	0.01368939	0.953861	0.8378024	1	0.01623191	72.02778	0.1906761	0.01366025	-4.740489
5731	1	597.2073	592.7667	4.44067	12.43487	0.0111797	-0.02075303	0.01247733	0.971945	0.8601948	1	0.01670286	62.00053	0.1524964	0.01246751	-6.022864
5732	0	596.7841	592.5169	4.267196	13.40232	0.01075942	-0.02866545	0.01357879	0.9679112	0.8547691	1	0.01709385	64.42235	-0.04393004	0.0135648	0.4317686
5733	1	598.2691	594.1243	4.144861	17.37667	0.009406042	-0.03213837	0.01384835	0.9505425	0.8341082	1	0.01614052	73.6917	-0.1526073	0.01381448	2.283199
5734	0	594.9407	593.2082	1.732541	23.40108	0.008026312	-0.05245663	0.01584277	0.9231278	0.8062663	1	0.01594735	86.35936	-0.7558883	0.01574915	8.394771
5735	1	597.9322	593.4322	4.499993	16.04205	0.009806358	-0.03446838	0.01245585	0.9564829	0.8407922	1	0.01562988	70.68345	-0.164581	0.01243226	2.825341
5736	0	597.8529	593.4546	4.398343	14.27323	0.01041704	-0.02335973	0.01233173	0.9642	0.8500336	1	0.01602873	66.53975	-0.2621223	0.01231592	6.407219
5737	1	598.0494	593.9133	4.136127	19.21448	0.008921216	-0.04446833	0.0139659	0.942252	0.8252486	1	0.01578562	77.6965	0.06688892	0.01391933	-1.861441
5738	0	595.4236	592.1781	3.245545	11.70154	0.01153136	-0.02068655	0.01166945	0.9749278	0.8644368	1	0.01640515	60.10977	-0.6732233	0.01166211	25.35313
5739	1	594.4891	591.4473	3.041806	26.40333	0.007511308	0.03291724	0.01684093	0.9093718	0.793463	1	0.01590581	92.28049	0.2625245	0.01670261	-2.270983
5740	0	595.9846	591.9071	4.077454	17.20683	0.009454513	0.01985179	0.01364167	0.9513029	0.8349464	1	0.01606084	73.31389	-0.2157425	0.01360932	4.622206
5741	1	597.0827	593.5819	3.500788	27.03354	0.007413365	-0.02677237	0.01608724	0.9064895	0.7908462	1	0.01544413	93.49966	-0.2173705	0.01594657	1.820884
5742	0	596.6129	594.1193	2.493604	20.61784	0.008593049	-0.02971162	0.01412478	0.9358652	0.8187166	1	0.01558043	80.6637	0.6436389	0.01406668	-9.855348
5743	1	596.1465	593.5088	2.63778	21.54766	0.008392396	-0.03703925	0.01567329	0.9316169	0.8144873	1	0.01621952	82.59229	0.517998	0.0156	-7.598583
5744	0	595.2427	590.5679	4.674814	11.8469	0.01145914	-0.0275628	0.01075925	0.9743423	0.8635865	1	0.01570298	60.48861	0.2722466	0.01075217	-11.41273
5745	1	596.5527	592.8775	3.67521	14.8424	0.01020916	-0.01771279	0.01399442	0.9617402	0.8470078	1	0.01690392	67.89466	-0.3906197	0.01397394	9.356093
5746	0	597.134	594.0546	3.07943	18.45963	0.009112061	-0.02721613	0.0134029	0.9456695	0.8288429	1	0.01562869	76.0692	-0.6110802	0.01336334	10.13545
5747	1	595.4684	591.93	3.538372	16.0774	0.009795146	-0.03157893	0.01175582	0.9563267	0.8406121	1	0.01517564	70.76435	-0.6039732	0.0117334	12.5023
5748	0	598.1092	594.1964	3.912893	18.92772	0.008992448	-0.02429381	0.0143069	0.943552	0.8266071	1	0.01604083	77.08104	-0.2432636	0.01426131	3.635879
5749	1	597.0788	593.931	3.147819	20.725	0.008569285	-0.03363335	0.01393212	0.9353761	0.8182254	1	0.0154524	80.8874	0.5063741	0.01387394	-7.849788
5750	0	594.9411	592.788	2.15308	30.45872	0.006930718	0.00157044	0.01659939	0.8908906	0.7769944	1	0.01516876	100.0109	-0.6330102	0.01640178	5.182991
5751	1	597.5409	593.5348	4.006104	14.74364	0.0102444	-0.03363335	0.0134349	0.9621688	0.8475291	1	0.01659111	67.6611	0.2602717	0.01341567	-7.508582
5752	0	595.5979	593.6707	1.927161	24.41151	0.007843264	-0.04233693	0.01547772	0.9184957	0.8018912	1	0.01558177	88.37483	0.6854213	0.0153749	-8.243654
5753	1	597.1632	594.0945	3.068625	16.47242	0.009672224	-0.02809082	0.01350065	0.9545765	0.8386117	1	0.01616053	71.66368	0.5522421	0.0134728	-12.22381
5754	0	596.0692	592.712	3.357219	25.34189	0.007683739	0.003638615	0.01679864	0.9142318	0.7979233	1	0.01606713	90.20962	0.09974622	0.01667507	-1.020804
5755	1	596.8156	592.8852	3.930413	16.73508	0.009592797	-0.03181417	0.0148083	0.9534085	0.837293	1	0.01685545	72.25705	0.0342895	0.01477616	-1.384503
5756	0	596.5343	593.3716	3.162685	15.9004	0.009851636	-0.03345526	0.01415166	0.9571082	0.8415153	1	0.01669833	70.35858	0.4844731	0.01412563	-11.59076
5757	1	596.6743	592.2307	4.443583	16.97459	0.009521906	-0.00638552	0.01221746	0.9523407	0.8360982	1	0.01525342	72.795	-0.2497104	0.0121897	4.855794
5758	0	594.2314	593.5562	0.6752246	19.00209	0.008973829	-0.001034532	0.01366341	0.9432151	0.826254	1	0.0156597	77.24096	0.9611095	0.01361935	-15.98254
5759	1	597.5278	593.4292	4.098633	14.56374	0.01030947	-0.02651483	0.01226567	0.9629476	0.8484827	1	0.01590299	67.23403	0.3500015	0.01224883	-9.81172
5760	0	597.6287	593.1986	4.430035	13.32269	0.01079233	-0.03143278	0.01216648	0.968247	0.8552088	1	0.01620522	64.22591	0.2136991	0.01215421	-7.506261
5761	1	597.7394	594.1657	3.573708	17.82251	0.009281946	-0.01899067	0.01375669	0.9485412	0.8319244	1	0.01598054	74.67692	0.3957905	0.01372026	-7.664663
5762	0	596.5636	592.4595	4.104039	14.10561	0.01048055	-0.03293107	0.01396184	0.9649194	0.8509348	1	0.01710718	66.13651	-0.1576286	0.01394466	3.396975
5763	1	596.623	592.6683	3.954711	17.82251	0.009281946	-0.04284338	0.01250391	0.9485412	0.8319244	1	0.01523552	74.67692	-0.4327004	0.0124708	7.143401
5764	0	597.9997	594.0801	3.91962	18.88219	0.009003898	-0.01358626	0.01382364	0.9437582	0.8268235	1	0.01577762	76.98302	-0.3084143	0.01377991	4.93374
5765	1	596.9383	592.5498	4.388504	13.97671	0.01053014	-0.05031995	0.01211949	0.9654711	0.851631	1	0.01597623	65.82508	-0.2913255	0.01210505	6.688496
5766	0	597.3816	593.8953	3.486232	24.5201	0.007824216	-0.02133073	0.01547039	0.9179979	0.8014251	1	0.01555916	88.58999	0.2599942	0.01536637	-3.17071
5767	1	597.2836	592.8924	4.391257	17.51311	0.009367591	-0.02346189	0.01240717	0.9499308	0.8334375	1	0.01524633	73.99418	-0.2576032	0.01237607	4.418755
5768	0	595.7151	592.5455	3.169547	33.91535	0.006512888	-0.02805531	0.01794024	0.8753	0.763563	1	0.01528678	106.427	-0.07074161	0.01766127	0.2715704
5769	1	597.104	593.3363	3.767686	19.77304	0.008786681	-0.03818312	0.0153786	0.9397144	0.8226263	1	0.0164394	78.88613	0.06088485	0.01532271	-1.582426
5770	0	596.8888	593.2818	3.607052	25.44098	0.007667224	0.00301904	0.01607109	0.9137778	0.797504	1	0.01569845	90.40393	-0.05744344	0.01595161	0.6437972
5771	1	591.8982	590.525	1.373208	40.93483	0.005816974	-0.03883052	0.01798898	0.8442332	0.7376199	1	0.01446661	119.1594	0.6808757	0.01755251	-3.939534
5772	0	597.8822	593.7084	4.173861	17.88301	0.009265448	-0.00749887	0.01331342	0.9482691	0.8316298	1	0.01570699	74.8099	-0.2389595	0.01327779	4.235362
5773	1	593.4081	590.2752	3.132864	29.43946	0.007066322	-0.08925314	0.01580122	0.8955189	0.781055	1	0.01494366	98.09165	-0.3964336	0.01562873	2.543625
5774	0	595.2389	590.503	4.735874	12.78034	0.01102433	-0.0308722	0.01081701	0.9705165	0.8582361	1	0.01544346	62.87433	-0.2901426	0.01080761	8.503614
5775	1	595.7374	592.1679	3.569536	26.24876	0.007535821	-0.07232205	0.01581844	0.9100791	0.7941083	1	0.01544052	91.98031	-0.1800623	0.01569053	1.018104
5776	0	597.9376	593.3457	4.591882	16.11773	0.009782399	-0.02481707	0.0123722	0.9561484	0.8404069	1	0.01555826	70.85656	-0.0346294	0.01234841	0.1891327
5777	1	595.2161	592.3254	2.890718	21.29802	0.008445062	-0.02367605	0.01648799	0.9327584	0.8156155	1	0.01668784	82.07722	-0.4379557	0.01641344	5.72311
5778	0	595.2586	591.8232	3.435342	18.24118	0.009169361	-0.07591613	0.01401273	0.9466556	0.8298944	1	0.01603046	75.59384	0.4016444	0.01397285	-8.550754
5779	1	597.343	593.3753	3.967655	19.52736	0.008845187	0.005500778	0.01431536	0.9408314	0.8237759	1	0.01591364	78.36433	0.130342	0.01426524	-1.97958
5780	0	597.3517	592.8987	4.452963	15.5971	0.00995056	-0.0513164	0.01249595	0.9584433	0.8430732	1	0.0157697	69.65911	0.1321128	0.01247437	-4.281838
5781	1	597.6053	593.7532	3.852023	24.12466	0.007894148	-0.009070366	0.01510089	0.9198106	0.803126	1	0.01544077	87.80519	0.05683545	0.01500379	-0.7650417
5782	0	597.2778	593.041	4.236808	14.29867	0.01040749	-0.02896641	0.01369546	0.9640905	0.8498972	1	0.01688404	66.60079	-0.006717513	0.0136778	-0.6263009
5783	1	594.8985	593.0544	1.844063	24.90929	0.00775689	-0.00776405	0.01667631	0.916214	0.7997612	1	0.01608455	89.3589	-0.6925788	0.01655924	7.480804
5784	0	596.1018	592.7533	3.34851	12.40682	0.01119259	-0.03141199	0.01263877	0.9720604	0.8603549	1	0.01682026	61.92912	0.5385048	0.01262891	-19.85967
5785	1	593.3695	591.8169	1.552558	28.30942	0.007224317	0.01766353	0.01769054	0.9006645	0.7856163	1	0.01598762	95.9464	-0.6925788	0.01751597	6.457359
5786	0	596.3171	591.4786	4.838503	11.13939	0.01182348	-0.037289	0.01126557	0.9771631	0.867772	1	0.01632166	58.62462	-0.1211642	0.0112597	3.551624
5787	1	596.7674	593.2006	3.56679	25.07996	0.007727824	0.006194795	0.01597321	0.9154319	0.7990347	1	0.0157123	89.695	0.1049963	0.01585898	-1.063311
5788	0	597.9704	594.1794	3.791032	21.25504	0.008454216	-0.0235698	0.01456453	0.9329549	0.8158103	1	0.01569278	81.98835	-0.2776178	0.01449906	3.511593
5789	1	596.3564	591.7829	4.573485	15.74686	0.009901374	0.003815294	0.01212994	0.9577848	0.8423024	1	0.01549858	70.00515	0.1007428	0.01210832	-2.195288
5790	0	595.6788	592.3686	3.310188	18.82861	0.009017422	-0.008855169	0.01565351	0.9440008	0.8270785	1	0.01680204	76.86756	-0.360337	0.01560442	5.91622
5791	1	595.2388	591.1221	4.116779	15.28044	0.01005683	0.01768878	0.01380967	0.9598312	0.8447137	1	0.01666622	68.92306	0.08597278	0.01378739	-1.613953
5792	0	598.0062	593.8738	4.132494	20.9062	0.008529488	-0.01368885	0.01397456	0.9345488	0.817397	1	0.01543994	81.26481	0.07780555	0.01391469	-1.320097
5793	1	596.678	592.5908	4.08723	17.64663	0.009330369	0.01217141	0.01414836	0.9493316	0.8327831	1	0.01624866	74.28936	-0.0140611	0.01411204	0.5036679
5794	0	597.7264	594.135	3.591415	20.74295	0.00856532	-0.01630943	0.01463739	0.9352942	0.8181432	1	0.01583502	80.92484	0.3060726	0.01457611	-4.676202
5795	1	595.0375	590.3255	4.712006	15.00238	0.01015278	-0.03182487	0.01110789	0.9610445	0.8461666	1	0.01501839	68.27165	0.2099708	0.01109104	-5.997006
5796	0	597.4103	593.2782	4.13208	16.9229	0.009537085	-0.01471559	0.01257208	0.9525714	0.8363554	1	0.01548554	72.67915	0.3060726	0.0125438	-6.457523
5797	1	597.9236	594.0689	3.854697	22.43212	0.00821245	-0.02259747	0.01471395	0.9275682	0.810531	1	0.01554591	84.402	-0.2146969	0.01463676	2.437444
5798	0	598.2477	594.0219	4.225804	17.35135	0.009413225	-0.03704921	0.01334885	0.9506559	0.834233	1	0.0158528	73.63546	0.144786	0.01331634	-3.540259
5799	1	595.5144	591.4398	4.074601	22.68316	0.008163166	-0.06898316	0.0137703	0.9264181	0.8094193	1	0.01499395	84.91156	-0.2095627	0.01369574	1.700955
5800	0	597.5811	593.6835	3.897541	18.27614	0.009160127	-0.03137731	0.01475837	0.9464979	0.8297258	1	0.01644315	75.67004	0.1045179	0.01471613	-2.43548
5801	1	597.0497	592.5334	4.516271	11.90982	0.01142827	-0.02587918	0.01234211	0.9740879	0.8632199	1	0.01679577	60.65196	-0.1734616	0.01233382	5.522049
5802	0	596.8186	592.8687	3.949911	19.28399	0.008904176	0.01177609	0.01458233	0.9419366	0.8249206	1	0.01611482	77.84518	0.05736753	0.01453317	-0.7278333
5803	1	594.5119	590.954	3.557883	13.36755	0.01077376	-0.03564283	0.01103731	0.9680579	0.854961	1	0.01542163	64.33662	-0.6407879	0.01102605	18.30429
5804	0	596.825	593.2352	3.589717	23.11119	0.008080861	-0.04494651	0.01606216	0.9244565	0.8075348	1	0.01611187	85.7764	0.06166634	0.0159705	-1.349612
5805	1	597.3118	592.9773	4.33444	13.85815	0.01057634	-0.03581884	0.01195798	0.9659773	0.852274	1	0.01590419	65.53753	0.2874248	0.01194414	-9.213392
5806	0	596.7718	593.29	3.481811	26.4158	0.007509339	-0.03312853	0.01518674	0.9093147	0.793411	1	0.01510248	92.30468	-0.3530054	0.01506185	3.174324
5807	1	597.1035	593.0705	4.033004	14.39323	0.01037223	-0.04936811	0.01298173	0.9636835	0.8493913	1	0.01641033	66.82723	0.2973583	0.01296461	-9.249982
5808	0	596.7726	592.9451	3.827574	16.27157	0.009734194	-0.0164605	0.0122488	0.9554674	0.8396263	1	0.01544229	71.20745	0.4394335	0.01222451	-9.797886
5809	1	597.7739	593.9825	3.791487	23.66251	0.007977918	-0.02681348	0.01525648	0.9219294	0.8051275	1	0.01560224	86.88322	0.09081494	0.01516349	-1.415877
5810	0	597.0927	593.2604	3.832365	13.77166	0.0106104	-0.03745145	0.01302549	0.9663457	0.8527445	1	0.01662562	65.32715	-0.4263003	0.01301073	11.12791
5811	1	597.0045	593.0328	3.971701	24.94474	0.007750831	-0.007386468	0.01454485	0.9160516	0.7996102	1	0.01501564	89.42875	-0.1505139	0.01444235	1.554431
5812	0	595.3699	591.6199	3.750054	27.45843	0.007349079	-0.03745145	0.01447363	0.9045481	0.7890948	1	0.01458546	94.31755	-0.3191388	0.01434176	2.631954
5813	1	597.9827	593.62	4.362693	18.11973	0.009201642	-0.01262388	0.01307834	0.9472032	0.8304813	1	0.015514	75.32864	-0.134121	0.01304188	2.1671
5814	0	597.583	593.5502	4.032772	16.22143	0.009749833	-0.04749017	0.01359529	0.9556895	0.8398804	1	0.016282	71.09324	0.2217121	0.01356859	-5.853649
