Iteration	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	theta	V	Yr
60	667.2864	662.1459	5.140535	0.5857889	0.0516746	-0.02137317	0.004863072	0.9999999	0.9697296	1	0.02241862	13.41369	-0.4652975	0.004863072	6620509
61	668.9481	663.1524	5.795669	0.436966	0.05983066	-0.01831648	0.005618988	1	0.973856	1	0.02593021	11.58515	0.104713	0.005618988	-2.48791e+07
62	669.5471	663.7177	5.829366	0.5250245	0.05458306	-0.02349192	0.00545564	1	0.9713426	1	0.02440432	12.69894	-0.1288678	0.00545564	3981829
63	666.6132	661.1829	5.430236	0.4537021	0.05871678	-0.01167345	0.005416224	1	0.9733601	1	0.02521996	11.80492	-0.3693623	0.005416224	5.066402e+07
64	669.4449	664.3304	5.114521	0.5699813	0.05238626	-0.01832273	0.005562959	0.9999999	0.9701408	1	0.02414219	13.23147	-0.4813762	0.005562959	8669774
65	667.4978	661.6854	5.812411	0.5887529	0.05154436	-0.01832273	0.006333941	0.9999999	0.9696531	1	0.02555304	13.44759	0.03552286	0.006333941	-770286.6
66	669.0874	663.6551	5.432298	0.6197239	0.05023987	-0.02354875	0.005472667	0.9999999	0.9688651	1	0.02344978	13.79675	-0.3740822	0.005472667	3304762
67	669.502	663.7888	5.713205	0.5320645	0.05422075	-0.01728429	0.005739484	1	0.9711511	1	0.02494791	12.7838	-0.2286238	0.005739484	7112556
68	666.4289	663.0362	3.392664	0.5701346	0.05237921	-0.02531194	0.005665185	0.9999999	0.9701368	1	0.02436136	13.23325	0.7962697	0.005665185	-1.534792e+07
69	667.2998	661.4947	5.805122	0.7255704	0.04643098	-0.01837718	0.004885465	0.9999996	0.9663111	1	0.02129962	14.92855	-0.1348864	0.004885465	325096.4
70	667.3155	661.6563	5.659153	0.3500335	0.06684868	-0.02255804	0.005497859	1	0.9766007	1	0.02711179	10.3689	0.2042792	0.005497859	-4.323116e+08
71	668.3236	664.1916	4.132078	0.596914	0.05119078	-0.01638277	0.005438019	0.9999999	0.9694435	1	0.02359561	13.54047	0.6625016	0.005438019	-8673893
72	668.9819	663.1422	5.839711	0.4151249	0.06138444	-0.02082175	0.005366882	1	0.9745178	1	0.02566878	11.2919	-0.09961614	0.005366882	2.618301e+07
73	669.2154	663.5941	5.621284	0.6631696	0.04856634	-0.0228128	0.005694767	0.9999998	0.9677923	1	0.0235191	14.27217	-0.2882769	0.005694767	1465861
74	669.5444	664.1782	5.366123	0.5232671	0.05467464	-0.02034238	0.005357196	1	0.9713906	1	0.02420342	12.67767	-0.3970011	0.005357196	1.465558e+07
75	668.7952	663.399	5.396139	0.5217318	0.05475503	-0.01767009	0.005071828	1	0.9714326	1	0.02356727	12.65906	-0.381081	0.005071828	1.450816e+07
76	668.4202	664.0731	4.347085	0.6144023	0.05045698	-0.01767009	0.005259581	0.9999999	0.9689991	1	0.02303834	13.73739	-0.6723365	0.005259581	6615614
77	666.8343	663.1366	3.697665	0.7942319	0.04437864	-0.01487099	0.005839721	0.9999993	0.9647531	1	0.02276659	15.61894	-0.7979993	0.005839721	1133899
78	669.7061	663.9003	5.80577	0.6575901	0.04877194	-0.02070747	0.005306812	0.9999998	0.9679281	1	0.02275186	14.21201	-0.1600971	0.005306812	821976.2
79	669.4994	664.3502	5.149148	0.625267	0.05001669	-0.01783093	0.005505701	0.9999999	0.9687262	1	0.02346815	13.85832	-0.4716025	0.005505701	3983500
80	666.425	660.7259	5.699122	0.6674643	0.04840984	-0.02836037	0.005239797	0.9999998	0.9676882	1	0.02252367	14.31831	-0.2432947	0.005239797	1128930
81	668.1384	662.3147	5.823674	0.3829324	0.06391261	-0.01877655	0.005523085	1	0.9755258	1	0.02657046	10.84523	0.0674972	0.005523085	-6.43235e+07
82	667.1731	662.6353	4.537761	0.4189159	0.06110605	-0.024221	0.005287751	1	0.9744017	1	0.025421	11.34335	-0.6286773	0.005287751	1.837565e+08
83	669.1349	663.5798	5.555042	0.4582422	0.05842519	-0.02165302	0.005549012	1	0.9732271	1	0.02546378	11.86384	-0.3174779	0.005549012	3.817238e+07
84	669.244	663.3797	5.864261	0.7507376	0.04564609	-0.01936182	0.005896555	0.9999995	0.9657318	1	0.02320149	15.18525	-0.0266117	0.005896555	15740.61
85	666.3098	660.7788	5.531052	0.4254254	0.06063676	-0.02321374	0.004773942	1	0.9742036	1	0.02406144	11.43114	-0.3100082	0.004773942	7.504124e+07
86	668.1372	662.7281	5.409065	0.6132633	0.05050382	-0.02454116	0.005160636	0.9999999	0.9690279	1	0.0228312	13.72465	-0.3803069	0.005160636	3649353
87	669.4386	663.6634	5.775156	0.5009574	0.05587883	-0.01786307	0.0057203	1	0.9720071	1	0.02528413	12.40447	0.1257318	0.0057203	-8210354
88	667.4453	663.1913	4.254001	0.7588834	0.04540045	-0.01763132	0.005976975	0.9999995	0.9655464	1	0.02329624	15.26741	-0.6904354	0.005976975	1350453
89	668.8943	664.1458	4.74849	0.581361	0.05187101	-0.02157826	0.005581423	0.9999999	0.9698442	1	0.024063	13.3629	0.5268578	0.005581423	-8709131
90	665.0968	661.7324	3.364441	0.6170128	0.05035013	-0.02723738	0.005243062	0.9999999	0.9689333	1	0.02297776	13.76654	0.8010196	0.005243062	-8088752
91	668.5198	662.777	5.742835	0.4306498	0.06026783	-0.02430283	0.005306159	1	0.9740457	1	0.02528995	11.50111	0.15161	0.005306159	-4.09083e+07
92	666.905	662.8756	4.029476	0.7056584	0.04708151	-0.01990526	0.005087163	0.9999997	0.9667765	1	0.02188659	14.72228	0.6815494	0.005087163	-2409683
93	667.7228	662.0896	5.63318	0.3873483	0.06354726	-0.01720777	0.005294178	1	0.9753851	1	0.02593956	10.90759	-0.27307	0.005294178	1.697376e+08
94	669.3647	663.5978	5.766918	0.4583544	0.05841803	-0.02208468	0.005448656	1	0.9732238	1	0.02523093	11.86529	-0.1894027	0.005448656	2.15409e+07
95	667.5259	663.4575	4.06845	0.5571175	0.0529876	-0.02102605	0.005908134	1	0.9704797	1	0.0250223	13.08131	-0.7272029	0.005908134	1.602397e+07
96	669.3715	664.1913	5.180182	0.6127088	0.05052666	-0.01711476	0.005344191	0.9999999	0.9690419	1	0.02323894	13.71844	-0.4612859	0.005344191	4589590
97	669.9088	664.1402	5.768678	0.6763082	0.04809228	-0.0170249	0.005628922	0.9999998	0.9674748	1	0.02326833	14.41286	0.1395645	0.005628922	-743085.8
98	666.7421	663.1667	3.575395	0.4723166	0.05754811	-0.01723016	0.005126993	1	0.9728191	1	0.02429192	12.04466	0.7628596	0.005126993	-7.605022e+07
99	668.9328	664.0426	4.890226	0.5660872	0.05256613	-0.02227339	0.005544768	0.9999999	0.970243	1	0.02414403	13.18619	0.4905902	0.005544768	-1.017065e+07
100	668.7386	663.0423	5.69622	0.5664908	0.0525474	-0.01318338	0.005717234	0.9999999	0.9702324	1	0.02451227	13.19089	-0.2399433	0.005717234	4470055
101	666.9828	661.6766	5.306259	0.515839	0.05506689	-0.01386112	0.004939515	1	0.9715943	1	0.02332397	12.58737	-0.4100883	0.004939515	1.747642e+07
102	666.1645	661.8391	4.325481	0.409301	0.06181961	-0.01544026	0.005661535	1	0.9746972	1	0.02645728	11.21242	0.6201789	0.005661535	-2.427349e+08
103	667.2788	661.4432	5.835584	0.7885003	0.04453964	-0.01656327	0.004977867	0.9999993	0.9648805	1	0.02105765	15.56248	0.04843277	0.004977867	-99078.35
104	668.5117	663.5914	4.920298	0.6087705	0.05068984	-0.02163371	0.005866541	0.9999999	0.9691415	1	0.02438746	13.67428	0.4806081	0.005866541	-5467494
105	668.9434	663.2546	5.688745	0.7376251	0.04605002	-0.01780988	0.005213116	0.9999996	0.9660323	1	0.02191183	15.05205	0.1950546	0.005213116	-525858.5
106	668.3524	662.4963	5.85605	0.8843119	0.04205764	-0.01781777	0.005929896	0.9999985	0.9628079	1	0.02233372	16.48088	-0.07814755	0.005929896	41597.41
107	669.5103	664.0655	5.44484	0.5499138	0.05333354	-0.02044093	0.005244421	1	0.9706712	1	0.02365179	12.99646	0.3116345	0.005244421	-8416209
108	669.2603	663.4754	5.784889	0.5450048	0.05357319	-0.02311815	0.005768243	1	0.9708024	1	0.02486054	12.93832	0.1189564	0.005768243	-3887454
109	666.8	664.3002	2.499813	0.563021	0.05270907	-0.01995985	0.005364799	1	0.9703237	1	0.02378123	13.15043	0.9333794	0.005364799	-1.978963e+07
110	669.031	663.1767	5.854307	0.8048135	0.04408593	-0.02056005	0.005656764	0.9999992	0.964519	1	0.0223331	15.72264	0.04799914	0.005656764	-90400.87
111	668.0919	662.6075	5.48439	0.8048135	0.04408593	-0.02104844	0.005314363	0.9999992	0.964519	1	0.02164665	15.72264	-0.35442	0.005314363	439577.4
112	665.739	660.6576	5.081327	1.058046	0.03844991	-0.01440231	0.005608042	0.9999954	0.9593182	1	0.02076674	18.02727	-0.4946297	0.005608042	104507.5
113	669.987	664.1542	5.832837	0.6756229	0.04811666	-0.01796999	0.0056638	0.9999998	0.9674913	1	0.02334623	14.40555	-0.1278304	0.0056638	525415.2
114	668.2694	662.9251	5.344295	0.6902983	0.04760245	-0.02446173	0.005421521	0.9999998	0.9671401	1	0.02271905	14.56117	-0.4081671	0.005421521	1556951
115	668.4799	662.9014	5.578463	0.5045017	0.05568219	-0.01374803	0.005341864	1	0.9719082	1	0.02439044	12.44827	-0.3053861	0.005341864	1.565922e+07
116	669.9295	664.0843	5.845202	0.5545964	0.0531079	-0.02211713	0.005481503	1	0.9705465	1	0.02412928	13.05168	-0.1068111	0.005481503	1997144
117	669.3426	663.4847	5.857984	0.6471105	0.04916527	-0.01495948	0.005861523	0.9999999	0.9681846	1	0.02400764	14.09831	-0.05293896	0.005861523	253969.2
118	669.6985	663.8928	5.805793	0.7267308	0.0463939	-0.0172928	0.005699419	0.9999996	0.9662841	1	0.02299645	14.94048	-0.1601609	0.005699419	393948.2
119	665.5375	660.4128	5.124718	0.4011692	0.06244301	-0.01482784	0.004940132	1	0.9749498	1	0.02483855	11.10048	0.4138483	0.004940132	-1.998054e+08
120	667.7878	662.1382	5.649563	0.7094551	0.04695536	-0.02220691	0.006185489	0.9999997	0.9666873	1	0.02410153	14.76183	0.2043379	0.006185489	-747483.5
121	669.2912	663.5743	5.716846	0.5546242	0.05310657	-0.01764433	0.005877563	1	0.9705458	1	0.02498548	13.052	0.1688157	0.005877563	-4394985
122	668.4725	662.6501	5.822379	0.686619	0.04772981	-0.01991557	0.00501468	0.9999998	0.9672278	1	0.0218792	14.52231	0.07070939	0.00501468	-383006.9
123	669.7093	663.9569	5.752412	0.6483374	0.04911873	-0.01694164	0.005784516	0.9999998	0.9681545	1	0.02383812	14.11167	0.1482059	0.005784516	-1088035
124	668.5417	662.7397	5.801978	0.4113997	0.06166173	-0.02368761	0.005425442	1	0.9746324	1	0.02586666	11.24112	-0.1531571	0.005425442	4.700949e+07
125	667.5133	662.1371	5.376279	0.5517109	0.0532466	-0.01097291	0.005459491	1	0.9706233	1	0.02411221	13.01768	-0.3922832	0.005459491	9399170
126	668.6038	662.8695	5.734356	0.7579647	0.04542795	-0.01280356	0.00584595	0.9999995	0.9655672	1	0.02304646	15.25816	-0.2153191	0.00584595	410079
127	666.3148	660.5522	5.762598	0.5250133	0.05458364	-0.02857348	0.005063522	1	0.9713429	1	0.02351108	12.69881	-0.1862229	0.005063522	5958192
128	669.3094	663.4497	5.859716	0.5785152	0.05199844	-0.02299941	0.005814351	0.9999999	0.9699181	1	0.02459013	13.33015	-0.05541615	0.005814351	536176.5
129	667.4994	663.5855	3.913882	0.4664115	0.05791126	-0.01857288	0.005618826	1	0.9729895	1	0.02551052	11.96913	-0.7576363	0.005618826	8.09192e+07
130	668.1394	662.613	5.526485	0.66314	0.04856742	-0.01094368	0.005632373	0.9999998	0.967793	1	0.02339016	14.27185	-0.3321642	0.005632373	1774355
131	668.8623	663.0064	5.855976	0.6085973	0.05069705	-0.02442203	0.005829576	0.9999999	0.9691459	1	0.02431223	13.67234	-0.07264471	0.005829576	526172.3
132	669.6518	663.9556	5.696265	0.7018257	0.0472099	-0.02007189	0.005658122	0.9999997	0.9668669	1	0.0231136	14.68224	-0.2463848	0.005658122	810012.3
133	666.767	661.3768	5.390212	0.4640266	0.05805989	-0.01835658	0.004773949	1	0.9730587	1	0.02354464	11.93849	-0.3719992	0.004773949	4.060387e+07
134	667.8565	663.2707	4.585878	0.4849784	0.05679191	-0.01835658	0.005824575	1	0.9724572	1	0.02572115	12.20503	-0.6171176	0.005824575	4.583874e+07
135	666.5341	662.659	3.87513	0.7149207	0.04677553	-0.02500536	0.005579122	0.9999997	0.9665592	1	0.02284585	14.81858	-0.7673395	0.005579122	2312504
136	668.0341	662.1933	5.840795	0.4287564	0.06040076	-0.01894015	0.00592511	1	0.9741028	1	0.02675373	11.4758	-0.07127598	0.00592511	1.269891e+07
137	668.5788	663.1076	5.471187	0.8439242	0.04305226	-0.01721403	0.005645132	0.9999989	0.9636672	1	0.02204703	16.10013	-0.359798	0.005645132	324621.2
138	668.8613	662.9899	5.871355	0.8202029	0.04367039	-0.01889368	0.00540405	0.9999991	0.9641814	1	0.02172542	15.87225	0.01003249	0.00540405	-33397.25
139	669.5917	663.9537	5.63795	0.5943961	0.05129909	-0.02205261	0.005671633	0.9999999	0.969508	1	0.02412259	13.51188	0.2237613	0.005671633	-3251324
140	668.5632	663.5526	5.010622	0.4516045	0.05885299	-0.02153624	0.005323113	1	0.9734217	1	0.02503122	11.7776	-0.5098222	0.005323113	7.223983e+07
141	665.9234	660.5878	5.335607	0.8139308	0.04383832	-0.02763851	0.005633673	0.9999992	0.9643186	1	0.0222248	15.81144	-0.4122153	0.005633673	468506.8
142	666.9109	662.5755	4.335337	0.5168185	0.05501468	-0.02431589	0.005045312	1	0.9715674	1	0.02356125	12.59931	0.6177125	0.005045312	-2.784933e+07
143	665.8563	663.2231	2.633136	0.7447703	0.04582859	-0.0226333	0.005616631	0.9999996	0.9658682	1	0.0226893	15.12478	-0.9695965	0.005616631	2179514
144	669.4453	663.7915	5.653798	0.7148345	0.04677835	-0.02096239	0.005602581	0.9999997	0.9665612	1	0.02289452	14.81769	0.2181148	0.005602581	-745439.7
145	665.8492	662.1107	3.738524	0.6727442	0.0482195	-0.01704044	0.006280688	0.9999998	0.9675606	1	0.02461104	14.37483	-0.784968	0.006280688	3795402
146	668.9483	663.3041	5.644205	0.5205944	0.05481481	-0.01432732	0.00555663	1	0.9714637	1	0.0246814	12.64525	-0.2720668	0.00555663	1.048805e+07
147	668.5809	662.8144	5.766545	0.7882161	0.04454767	-0.01240327	0.00555663	0.9999993	0.9648868	1	0.02225017	15.55967	0.1429006	0.00555663	-237349.7
148	669.6539	664.1216	5.532336	0.6780603	0.0480301	-0.01789792	0.005684452	0.9999998	0.9674327	1	0.0233677	14.43152	0.2767	0.005684452	-1370487
149	668.7135	662.8827	5.830811	0.6785109	0.04801415	-0.01872509	0.006124252	0.9999998	0.9674219	1	0.0242508	14.43631	0.04081151	0.006124252	-275559.1
150	667.7064	661.905	5.801379	0.4720181	0.05756631	-0.02560813	0.005907518	1	0.9728277	1	0.02607965	12.04085	0.09189598	0.005907518	-1.15222e+07
151	668.7012	662.9411	5.760091	0.4780536	0.05720176	-0.02144604	0.005898075	1	0.9726545	1	0.02597615	12.11759	0.1326071	0.005898075	-1.344452e+07
152	667.6885	663.6953	3.993108	0.6248751	0.05003237	-0.02163944	0.005824214	0.9999999	0.968736	1	0.02414122	13.85398	0.6887752	0.005824214	-6267813
153	668.1572	663.1331	5.024088	0.5176065	0.05497279	-0.0142962	0.005662053	1	0.9715457	1	0.0249503	12.60891	-0.506091	0.005662053	2.104887e+07
154	667.0109	661.1885	5.822315	0.3998551	0.06254554	-0.02335691	0.004887251	1	0.9749908	1	0.02472552	11.08228	0.02678921	0.004887251	-2.41517e+07
155	668.5002	663.5662	4.933978	0.6049899	0.05084797	-0.02143678	0.005885325	0.9999999	0.9692375	1	0.02446454	13.63176	-0.5309686	0.005885325	5834442
156	668.444	663.2095	5.234516	0.8088991	0.04397446	-0.01981776	0.005538749	0.9999992	0.9644291	1	0.02207095	15.7625	0.3922596	0.005538749	-524336.5
157	668.4487	662.6332	5.81545	0.6379287	0.04951783	-0.02335441	0.005076568	0.9999999	0.9684112	1	0.02242234	13.99793	0.0839061	0.005076568	-802813.4
158	668.4819	663.0302	5.451681	0.7086638	0.04698157	-0.02046015	0.005141197	0.9999997	0.9667059	1	0.02197915	14.7536	0.3097011	0.005141197	-1098531
159	669.4468	663.5995	5.847369	0.468597	0.05777606	-0.01951197	0.005657312	1	0.9729263	1	0.02556784	11.99713	0.03368881	0.005657312	-5578519
160	670.0384	664.3163	5.722099	0.6421869	0.04935338	-0.01775583	0.0055147	0.9999999	0.9683059	1	0.02333106	14.04457	0.1745184	0.0055147	-1365423
161	665.5554	660.3654	5.190006	0.4557748	0.05858312	-0.01194116	0.005966416	1	0.9732993	1	0.02643979	11.83186	0.3960331	0.005966416	-5.53697e+07
162	669.8127	664.0804	5.732286	0.6349423	0.04963415	-0.01613436	0.005378226	0.9999999	0.9684852	1	0.023106	13.96513	0.1663035	0.005378226	-1417220
163	669.6344	664.1497	5.484701	0.5495013	0.05335355	-0.0197868	0.005667428	1	0.9706822	1	0.02459176	12.99159	0.2956961	0.005667428	-8046992
164	665.7574	660.3923	5.365104	1.046896	0.03865414	-0.01115145	0.005977072	0.9999957	0.9595332	1	0.02149598	17.93203	-0.3963326	0.005977072	89478.02
165	666.27	660.7183	5.551731	0.4880513	0.05661284	-0.02197174	0.004688306	1	0.97237	1	0.02303989	12.24364	0.241964	0.004688306	-1.908174e+07
