Iteration	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	theta	V	Yr
2016	597.603	593.0267	4.576313	15.86552	0.009862876	-0.04572541	0.01239902	0.9572621	0.8416939	1	0.01563905	70.2784	-0.04014644	0.01237637	-0.1706856
2017	597.3568	592.8334	4.523449	17.40607	0.009397721	-0.03672798	0.01240688	0.9504107	0.8339635	1	0.01527065	73.75695	0.1007232	0.01237637	-2.67107
2018	596.5434	593.8875	2.65589	16.2611	0.009737452	-0.03672798	0.01366857	0.9555138	0.8396793	1	0.01631545	71.18363	-0.6873983	0.01364152	13.93894
2019	598.4096	594.2182	4.191442	17.83725	0.009277919	-0.02456657	0.01373412	0.9484749	0.8318526	1	0.01596396	74.70934	-0.1352562	0.01369766	2.01301
2020	597.1636	593.2777	3.885938	23.26909	0.008051033	-0.03246766	0.01411238	0.9237328	0.8068431	1	0.01507443	86.09419	-0.2939893	0.01403029	3.135029
2021	596.6075	592.8098	3.797743	18.64345	0.009064584	-0.04023477	0.01271258	0.9448387	0.8279622	1	0.01518119	76.46762	0.4124545	0.01267389	-7.794194
2022	595.111	591.1662	3.944843	17.80326	0.009287215	-0.07828559	0.014589	0.9486278	0.8320182	1	0.01646154	74.63456	-0.009250308	0.0145505	-1.353076
2023	597.7396	593.9683	3.771361	22.61572	0.00817633	-0.0249923	0.01542309	0.926727	0.8097175	1	0.01588108	84.77485	0.05250555	0.01534029	-1.005154
2024	597.1907	593.4202	3.770491	26.62461	0.007476557	-0.03694659	0.01555539	0.9083594	0.7925416	1	0.01525128	92.70941	-0.02555745	0.01542475	-0.149838
2025	596.619	593.0083	3.610774	19.44509	0.008865011	-0.01026899	0.01547826	0.9412051	0.8241622	1	0.01656593	78.1891	-0.2325911	0.01542475	3.548726
2026	596.4077	592.3749	4.032824	23.22127	0.008060037	-0.03567447	0.01362797	0.923952	0.8070524	1	0.01482174	85.99801	0.2296197	0.01354916	-3.25889
2027	595.9172	592.081	3.836123	18.36945	0.009135599	-0.07296525	0.01376099	0.9460768	0.8292764	1	0.01585654	75.87321	0.2799164	0.01372098	-6.264232
2028	597.4854	593.1347	4.350729	17.07464	0.009492713	-0.04865542	0.01276096	0.9518939	0.8356012	1	0.0155651	73.01887	0.1616399	0.01273143	-4.209846
2029	596.8203	593.2124	3.607897	17.57343	0.009350726	-0.05580678	0.01411655	0.9496602	0.8331416	1	0.01624807	74.12763	0.3447851	0.01408077	-7.612973
2030	597.02	593.7463	3.273751	23.57386	0.007994244	-0.00619692	0.01545614	0.9223357	0.8055131	1	0.01572006	86.70578	0.3447851	0.01536291	-4.174436
2031	598.0419	594.0872	3.954708	16.70983	0.009600356	-0.02157273	0.01329797	0.9535209	0.8374194	1	0.01597906	72.20015	0.300927	0.01326924	-6.637676
2032	597.4589	593.1865	4.272458	14.88027	0.01019573	-0.04418366	0.01238301	0.9615757	0.8468083	1	0.01589049	67.98405	0.2635342	0.01236473	-7.744886
2033	590.4845	586.3809	4.103675	9.132981	0.01307266	-0.00339104	0.01281533	0.9846812	0.880373	1	0.01830467	53.02265	0.2823924	0.01281232	-18.37337
2034	597.9516	593.4758	4.475793	14.21502	0.01043897	-0.03913592	0.01279051	0.9644501	0.850346	1	0.01634134	66.39995	-0.02767827	0.01277434	-0.3499758
2035	597.7579	593.526	4.231956	18.90457	0.008998266	-0.02167465	0.0130611	0.9436569	0.8267171	1	0.01533148	77.0312	-0.2509451	0.01301963	3.818239
2036	597.2949	593.5771	3.717803	18.56531	0.009084683	-0.04116588	0.01477667	0.945192	0.8283361	1	0.01638544	76.29844	0.2264191	0.01473228	-4.655804
2037	597.4653	593.8695	3.595741	20.40557	0.00864064	-0.04309145	0.0147913	0.9368334	0.8196928	1	0.01598789	80.21943	-0.339465	0.01473228	4.352473
2038	596.8131	593.0278	3.785322	20.45447	0.008629615	0.001922985	0.01356149	0.9366105	0.8194675	1	0.01529905	80.32191	0.3359299	0.01350699	-4.933186
2039	597.2766	593.5561	3.720455	22.61686	0.008176108	-0.04907023	0.01534935	0.9267218	0.8097124	1	0.01584285	84.77716	0.1235807	0.01526693	-2.232523
2040	597.5576	594.0893	3.468293	21.66352	0.008368243	-0.02009014	0.01445276	0.9310869	0.8139654	1	0.01555276	82.83067	0.372058	0.01438412	-5.318412
2041	597.9745	593.6637	4.310807	15.58582	0.009954292	-0.02009014	0.0126007	0.9584928	0.8431314	1	0.01583863	69.633	0.2179359	0.01257899	-5.516642
2042	597.3902	593.4186	3.971558	14.68393	0.01026587	-0.03646057	0.01347805	0.9624276	0.847845	1	0.01663514	67.51958	-0.3249069	0.01345902	7.352168
2043	597.7884	593.8964	3.892017	19.26756	0.008908195	-0.03870159	0.01468086	0.9420111	0.8249981	1	0.01617281	77.81006	-0.1834978	0.01463149	2.313468
2044	597.8667	593.9207	3.945951	23.24649	0.008055285	-0.01510916	0.01485072	0.9238364	0.806942	1	0.01546782	86.04875	-0.03147408	0.01476457	0.1833912
2045	593.9207	588.9405	4.980233	12.32878	0.01122868	-0.007758961	0.01057372	0.9723809	0.8608013	1	0.01540966	61.73007	-0.1553906	0.01056565	5.18988
2046	595.4378	591.4868	3.950998	13.93906	0.01054475	-0.01377034	0.0142728	0.965632	0.8518349	1	0.01734953	65.73387	-0.2146592	0.01425594	5.630567
2047	598.267	594.2018	4.065181	19.84408	0.008769953	-0.02263534	0.01404588	0.9393912	0.822295	1	0.01569597	79.03659	0.129553	0.01399428	-2.381442
2048	597.6643	593.2626	4.401619	13.51827	0.010712	-0.03680613	0.0127859	0.9674211	0.8541308	1	0.01655069	64.70753	-0.1710897	0.01277233	3.95071
2049	596.0054	592.7641	3.241291	23.19845	0.008064342	-0.05722946	0.0160976	0.9240566	0.8071523	1	0.01611314	85.9521	0.2845589	0.01600476	-4.216007
2050	594.9638	592.7014	2.26249	18.13299	0.009198101	-0.0159114	0.01534026	0.9471434	0.8304171	1	0.01679889	75.35764	0.6223507	0.0152974	-11.453
2051	596.8439	594.216	2.627855	18.27377	0.009160752	-0.02957552	0.01398648	0.9465086	0.8297372	1	0.01600791	75.66488	0.6223507	0.01394646	-11.56514
2052	597.6603	593.4407	4.219527	17.51054	0.009368309	-0.05362558	0.01362189	0.9499423	0.83345	1	0.01597586	73.98851	-0.1148492	0.01358775	1.108213
2053	597.3528	593.2914	4.06136	24.22354	0.007876514	-0.01673641	0.01440232	0.9193574	0.8026997	1	0.01506254	88.00177	-0.07415377	0.01430866	0.6378438
2054	596.9002	592.7798	4.120457	15.13383	0.0101071	-0.01360835	0.01412006	0.9604716	0.8454783	1	0.01689455	68.58019	-0.006817334	0.01409799	-0.1786183
2055	597.4277	592.9263	4.501447	13.28772	0.01080688	-0.01258435	0.0126819	0.9683943	0.8554024	1	0.01655607	64.13946	-0.03479018	0.01266923	0.6677987
2056	598.0018	593.6335	4.368254	19.041	0.008964129	-0.03143951	0.01317656	0.9430387	0.8260695	1	0.01536987	77.32454	-0.0941634	0.01313381	1.007004
2057	596.9898	593.4525	3.537288	25.95098	0.007583608	-0.04384319	0.01591743	0.9114422	0.7953555	1	0.0155378	91.40072	-0.2161186	0.0157926	1.729226
2058	597.4794	593.6452	3.834216	18.85757	0.009010105	-0.03166989	0.01496064	0.9438697	0.8269407	1	0.01641931	76.92997	0.114943	0.0149135	-2.497068
2059	598.0491	593.7426	4.306522	14.56189	0.01031015	-0.02694492	0.01287711	0.9629556	0.8484925	1	0.01629508	67.22962	0.1756136	0.01285944	-5.292377
2060	597.5896	593.0473	4.542347	14.28243	0.01041358	-0.007803898	0.01251382	0.9641604	0.8499842	1	0.01614396	66.56182	-0.04615271	0.01249775	1.02386
2061	595.891	592.1769	3.714127	14.69202	0.01026295	-0.009935115	0.01420079	0.9623925	0.8478022	1	0.01707291	67.53877	0.2967348	0.01418071	-7.857758
2062	598.3368	593.9927	4.34414	16.79128	0.009576033	-0.01674303	0.0132436	0.9531582	0.837012	1	0.01592615	72.38354	-0.09402166	0.01321454	1.555757
2063	593.8299	589.7879	4.042045	17.07933	0.009491349	0.03768705	0.01378599	0.9518729	0.8355779	1	0.016177	73.02936	-0.1760588	0.01375406	4.265218
2064	595.9958	592.3004	3.695345	20.3302	0.008657705	0.01840182	0.01381643	0.9371771	0.8200404	1	0.01546729	80.06131	0.3335491	0.0137619	-4.682888
2065	596.5379	593.1095	3.42838	25.90519	0.007591022	-0.009233894	0.01681052	0.9116519	0.7955477	1	0.01597555	91.31144	-0.01132357	0.01667931	0.01232921
2066	594.0395	591.2524	2.787108	36.0739	0.006279878	0.02713134	0.01879968	0.8656575	0.7554124	1	0.01536618	110.3759	-0.2017811	0.01846039	1.502166
2067	587.9335	587.6493	0.2842807	61.12923	0.004460608	-0.07025408	0.02327601	0.7596918	0.6695785	1	0.01441008	155.393	-0.7185307	0.02193186	1.979158
2068	591.1947	589.9721	1.222536	40.51029	0.005854444	0.003611367	0.02143574	0.8460878	0.7391458	1	0.01584262	118.3968	0.5170439	0.02092795	-2.818835
2069	590.0083	588.3074	1.700894	31.76402	0.006765761	0.007243644	0.02067546	0.884983	0.7718633	1	0.01672634	102.4493	-0.474853	0.02040195	3.716672
2070	594.856	591.8962	2.959846	28.21825	0.007237437	-0.03437199	0.01818251	0.9010803	0.7859871	1	0.01622312	95.77247	0.1570503	0.01800459	-1.778077
2071	595.4402	592.4826	2.95762	27.4583	0.007349099	-0.02526256	0.01768633	0.9045487	0.7890953	1	0.01612319	94.3173	0.2366473	0.01752519	-2.507265
2072	593.6265	590.9215	2.705063	32.17031	0.006716271	-0.009109402	0.01952399	0.883149	0.7702813	1	0.01619434	103.2042	-0.136718	0.0192574	0.9553447
2073	595.3672	591.8186	3.548595	21.30647	0.008443264	-0.06566843	0.01606568	0.9327198	0.8155772	1	0.01647099	82.09469	-0.127824	0.01599296	0.7960077
2074	597.1429	593.3022	3.840699	21.97452	0.008304288	0.007994693	0.01501428	0.9296636	0.81257	1	0.01579132	83.46859	-0.1223638	0.01494	1.730992
2075	596.8498	592.7787	4.071126	21.69607	0.008361489	-0.06307803	0.01422881	0.9309379	0.813819	1	0.01542556	82.89758	-0.08087867	0.01416094	0.1768697
2076	598.4092	594.1678	4.241339	18.68526	0.009053876	-0.02883764	0.01364851	0.9446496	0.8277623	1	0.01572081	76.55806	-0.09618407	0.01360669	1.120545
2077	595.1269	593.6625	1.464424	26.13916	0.007553322	-0.02207957	0.01557421	0.9105807	0.7945667	1	0.01533865	91.7672	-0.8211893	0.01544968	8.115472
2078	596.6583	593.7129	2.945343	14.7486	0.01024262	-0.03026252	0.01321227	0.9621473	0.8475029	1	0.01645164	67.67285	0.5970988	0.01319334	-15.97665
2079	597.0778	594.0095	3.068252	21.04229	0.008499913	-0.03570208	0.01421043	0.9339271	0.8167767	1	0.01554268	81.54756	-0.5621178	0.01414839	7.405082
2080	597.5249	593.5325	3.992402	16.73994	0.009591346	-0.01285139	0.01420725	0.9533869	0.8372687	1	0.01650858	72.26798	-0.1996694	0.01417638	3.808174
2081	597.8785	593.6001	4.278375	14.63679	0.01028291	-0.03481364	0.01254337	0.9626316	0.8480948	1	0.01606128	67.40771	-0.2967644	0.01252586	6.713198
2082	597.9208	593.4047	4.516072	13.52151	0.01071069	-0.02768368	0.01256955	0.9674074	0.854113	1	0.01640905	64.71548	-0.1019841	0.0125562	2.177688
2083	593.7881	591.131	2.657183	10.49941	0.01218353	-0.0196112	0.01136145	0.9796457	0.8716659	1	0.01663866	56.89214	-0.8017047	0.01135674	37.62238
2084	597.8193	593.3581	4.461229	13.84521	0.01058142	-0.01727824	0.01262347	0.9660324	0.8523443	1	0.01634467	65.50609	-0.1545807	0.0126089	3.887585
2085	598.0324	593.5179	4.514454	16.99522	0.009515867	-0.02958433	0.01263772	0.9522486	0.8359956	1	0.01550863	72.8412	-0.07733655	0.0126089	0.9226804
2086	596.6028	591.9705	4.632274	11.08122	0.01185495	-0.03145001	0.01181636	0.9773916	0.8681216	1	0.01673812	58.46903	0.136904	0.01181032	-7.309615
2087	598.3674	593.9404	4.42706	16.55534	0.009646956	-0.02660104	0.01293115	0.9542082	0.8381945	1	0.01579533	71.85139	0.04378139	0.01290403	-1.493227
2088	597.1469	593.532	3.614905	24.51699	0.007824759	-0.04394137	0.01586426	0.9180121	0.8014384	1	0.01575652	88.58384	0.1028668	0.01575762	-1.687741
2089	597.4897	593.699	3.790654	25.20358	0.007706939	-0.01177717	0.01537867	0.9148655	0.7985097	1	0.01539627	89.93806	-0.09869368	0.01526721	0.9222381
2090	598.0155	594.1389	3.876581	19.03189	0.008966397	-0.01550376	0.01420195	0.94308	0.8261126	1	0.01595871	77.30499	0.2249927	0.01415593	-4.000173
2091	596.4989	592.8624	3.636477	17.73029	0.009307252	-0.06198352	0.01409623	0.9489558	0.8323742	1	0.01619859	74.47388	-0.3872576	0.0140595	5.985141
2092	594.6926	591.873	2.81955	25.3072	0.007689542	-0.07559361	0.01522401	0.9143908	0.7980703	1	0.01530135	90.14154	0.4918779	0.01511244	-6.136747
2093	594.8087	591.8427	2.966014	31.21406	0.006834126	-0.03623484	0.01868634	0.8874692	0.774016	1	0.01598154	101.4244	-0.02447926	0.01844971	-0.1289447
2094	593.7525	591.5692	2.183278	32.72196	0.006650406	-0.06355476	0.0184053	0.8806628	0.7681443	1	0.01564626	104.2263	-0.5056263	0.01814318	3.198763
2095	594.4068	592.0374	2.369455	26.16735	0.007548811	-0.04883667	0.01750823	0.9104517	0.7944487	1	0.01625831	91.82204	0.4619486	0.01736784	-5.242071
2096	595.0479	592.0548	2.993053	24.91631	0.00775569	-0.03287748	0.01745268	0.9161819	0.7997313	1	0.01645342	89.37273	-0.2988498	0.01733007	2.874358
2097	593.1744	590.1975	2.976888	40.95019	0.005815627	-0.04418345	0.01781749	0.8441662	0.7375648	1	0.01439582	119.187	0.2433277	0.0173848	-1.601658
2098	597.3547	593.2146	4.140099	22.38329	0.008222125	-0.04735972	0.01407928	0.9277918	0.8107478	1	0.01521589	84.30268	0.003180947	0.01400587	-0.6967491
2099	595.2797	591.2088	4.070969	20.82974	0.008546221	0.02096947	0.01330211	0.9348979	0.8177462	1	0.01507864	81.1057	0.2248331	0.01324573	-2.906615
2100	597.0403	593.4889	3.551468	22.75905	0.008148417	-0.05232789	0.01504862	0.9260703	0.8090842	1	0.01566029	85.06526	0.2731405	0.01496637	-4.129266
2101	597.0649	593.8877	3.177235	17.97371	0.009240859	-0.01211585	0.01335748	0.9478609	0.831189	1	0.01571207	75.00896	0.534749	0.01332117	-9.953827
2102	595.6948	592.1034	3.591467	12.26044	0.01126056	-0.04684639	0.01182413	0.9726609	0.8611932	1	0.01631847	61.55532	0.5292463	0.01181529	-20.54286
2103	595.0387	591.3392	3.699484	19.35755	0.008886236	-0.07414413	0.01538828	0.9416027	0.824574	1	0.01653747	78.00234	-0.1386533	0.0153358	0.9660068
2104	595.4134	592.3557	3.057743	14.38699	0.01037454	-0.0144799	0.01404748	0.9637103	0.8494246	1	0.01707256	66.81231	0.5175555	0.01402898	-14.14324
2105	597.6949	593.2095	4.485392	16.48697	0.009667779	-0.04120284	0.01249639	0.9545119	0.8385385	1	0.01554428	71.69663	0.111582	0.01247053	-3.247207
2106	595.2067	591.85	3.356699	32.43324	0.00668469	-0.01547493	0.01601481	0.8819635	0.7692612	1	0.01463243	103.6917	0.266706	0.01579169	-2.123918
2107	595.169	593.5031	1.665941	25.8167	0.007605404	-0.04183024	0.01598505	0.9120571	0.7959197	1	0.01559312	91.13878	0.7102334	0.01586142	-7.84149
2108	597.2377	593.6184	3.619272	21.84764	0.008330226	-0.0206999	0.01572791	0.9302443	0.8131383	1	0.01618747	83.20869	0.1305396	0.01565138	-2.037592
2109	594.8821	591.5908	3.291258	25.19144	0.007708984	-0.07297083	0.01469943	0.9149211	0.7985612	1	0.01505441	89.9142	-0.4513603	0.01459303	3.996154
2110	595.6065	592.1794	3.427108	26.54356	0.00748924	-0.07195155	0.01606378	0.9087302	0.7928787	1	0.01551164	92.5524	0.1850266	0.01592997	-2.630562
2111	595.1005	592.0543	3.046175	22.15964	0.008266817	-0.009798685	0.01324575	0.928816	0.8117432	1	0.01479866	83.84693	-0.6287495	0.01317864	8.066339
2112	593.6443	589.4715	4.172833	9.658749	0.01270866	-0.03379244	0.01055693	0.982791	0.8769541	1	0.01638075	54.54134	-0.517235	0.01055381	27.57517
2113	594.6576	591.7201	2.937504	11.06395	0.01186433	-0.02237495	0.01231246	0.9774593	0.8682255	1	0.01709263	58.42277	0.647888	0.0123062	-29.08781
2114	596.1512	591.6238	4.527365	11.07876	0.01185628	-0.02290129	0.01245442	0.9774012	0.8681364	1	0.01718506	58.46244	0.0722833	0.01244806	-4.139655
2115	597.6549	594.063	3.591909	16.90671	0.009541852	-0.02192089	0.01379707	0.9526436	0.8364361	1	0.0162265	72.64283	0.3860132	0.01376613	-8.228111
2116	596.3704	592.7641	3.606315	23.90445	0.007933783	-0.06092659	0.01601657	0.9208202	0.8040778	1	0.0159419	87.36654	-0.07442075	0.01591616	0.09600339
2117	596.7662	593.0641	3.702141	19.5674	0.008835581	-0.03211798	0.01558052	0.9406494	0.8235882	1	0.01659295	78.44953	-0.1338811	0.01552564	1.58073
2118	597.9962	593.679	4.317213	19.21192	0.008921845	-0.03305259	0.01326788	0.9422636	0.8252607	1	0.01538661	77.69102	0.08156309	0.01322365	-1.903592
2119	597.7383	593.7638	3.974499	19.90864	0.008754824	-0.04728842	0.01460725	0.9390974	0.8219942	1	0.01599274	79.17317	0.04994363	0.01455307	-1.546574
2120	597.3737	593.7066	3.66712	17.75172	0.009301354	-0.04728842	0.01405309	0.9488594	0.8322696	1	0.01616866	74.52111	0.3326416	0.01401633	-7.096493
2121	595.7233	591.3629	4.360477	17.76136	0.009298704	0.01975291	0.01288354	0.9488161	0.8322225	1	0.01547903	74.54234	0.08923812	0.01284978	-1.268322
2122	597.7639	593.5314	4.232529	21.24676	0.008455983	-0.0130758	0.01375186	0.9329928	0.8158478	1	0.01525028	81.97122	-0.02738356	0.01369011	0.186142
2123	597.5279	594.2306	3.297344	18.622	0.009070088	-0.02771297	0.0138088	0.9449357	0.8280647	1	0.015827	76.42122	0.4744983	0.01376693	-8.645951
2124	597.0667	593.023	4.043687	19.65037	0.008815763	0.01150395	0.01433419	0.9402723	0.8231996	1	0.0158976	78.62588	-0.02566996	0.01428305	0.5967193
2125	597.1366	592.8093	4.327369	15.672	0.009925874	-0.0009805275	0.01255221	0.9581141	0.8426872	1	0.01578554	69.83235	0.2075684	0.01253019	-4.771406
2126	597.8042	593.5827	4.221431	18.79406	0.009026174	-0.0009558944	0.013692	0.9441573	0.8272432	1	0.01572173	76.79302	-0.08028721	0.0136493	1.340334
2127	595.8851	593.3914	2.493658	18.64218	0.009064909	-0.01899089	0.0150878	0.9448444	0.8279682	1	0.01653902	76.46488	0.5874389	0.01504191	-10.40746
2128	597.636	593.808	3.82806	23.92239	0.007930536	-0.03490196	0.01497439	0.9207379	0.8040002	1	0.01541136	87.40231	0.1289508	0.01488031	-1.938278
2129	597.6342	593.1583	4.47594	16.45475	0.009677632	-0.03405867	0.01235312	0.954655	0.8387008	1	0.01546279	71.62363	-0.2090707	0.01232772	3.650493
2130	592.7902	587.9689	4.821359	16.60839	0.009630885	-0.02081698	0.01093885	0.9539723	0.837928	1	0.01451557	71.97128	0.1689783	0.01091568	-3.954523
2131	597.8346	593.5922	4.242469	20.69241	0.008576493	-0.03009404	0.0135687	0.9355249	0.8183746	1	0.01525594	80.81942	0.07986478	0.0135123	-1.625581
2132	592.6036	588.8273	3.776315	20.88735	0.008533604	-0.104338	0.01421828	0.9346349	0.817483	1	0.01557775	81.22561	0.2067238	0.01415753	-4.552109
2133	596.1294	591.6788	4.450612	14.98242	0.01015977	-0.06507425	0.01236961	0.9611314	0.8462713	1	0.01585385	68.2247	0.1446903	0.01235092	-5.252078
2134	595.3701	590.819	4.551102	12.48851	0.01115517	-0.006227922	0.01118891	0.9717242	0.8598891	1	0.01579963	62.13688	0.2748761	0.01117997	-9.666626
2135	597.089	592.6638	4.425215	16.73725	0.009592148	-0.05886838	0.01283983	0.9533988	0.8372821	1	0.01569469	72.26193	-0.1044947	0.01281195	0.874586
2136	595.4313	590.662	4.769336	9.891209	0.0125569	-0.0227902	0.01135332	0.9819356	0.8754708	1	0.01688564	55.20051	0.1204297	0.01134961	-7.807864
2137	593.481	589.094	4.386969	14.56915	0.0103075	-0.08579645	0.01247653	0.9629242	0.8484539	1	0.01603757	67.24689	-0.190308	0.01245938	2.628555
2138	597.4408	592.9074	4.533397	13.83609	0.010585	-0.04432979	0.01215418	0.9660713	0.8523939	1	0.01604069	65.48393	0.1432335	0.01214019	-5.384926
2139	598.302	593.891	4.410978	17.27421	0.009435203	-0.03078193	0.01300036	0.9510013	0.8346135	1	0.01566276	73.46394	0.0412516	0.01296914	-1.428861
2140	597.3021	593.0153	4.286786	12.74876	0.01103827	-0.02563872	0.01215685	0.9706477	0.8584142	1	0.01638235	62.79489	0.2856554	0.01214638	-10.31978
2141	597.6827	593.3063	4.376403	15.23931	0.01007086	-0.00545261	0.0130654	0.960011	0.8449279	1	0.0162222	68.82701	-0.1021698	0.01304451	2.316423
2142	597.3165	593.935	3.381522	21.69939	0.008360801	-0.03078057	0.0142081	0.9309227	0.8138041	1	0.0154137	82.9044	0.4215101	0.0141403	-6.126097
2143	597.0474	594.0981	2.949324	18.27354	0.009160814	-0.03786822	0.01396387	0.9465096	0.8297383	1	0.01599502	75.66437	-0.6057896	0.01392391	10.01148
2144	597.1906	593.3469	3.843771	25.27785	0.00769446	-0.01757102	0.01478593	0.9145252	0.7981947	1	0.01508441	90.08393	0.1594309	0.01467791	-1.911378
2145	595.6189	591.6184	4.000496	14.54454	0.01031648	-0.02654477	0.01138066	0.9630306	0.8485847	1	0.01532373	67.18831	0.4545804	0.0113651	-12.55955
2146	598.1679	594.084	4.08391	17.24758	0.009442821	-0.017233	0.01369009	0.9511205	0.834745	1	0.01607937	73.40467	-0.2356893	0.01365738	4.233596
2147	597.7392	593.5851	4.154096	16.08546	0.009792597	-0.03704181	0.01398336	0.9562911	0.8405711	1	0.01654892	70.78278	-0.07417044	0.01395665	0.7752817
2148	596.2167	592.4207	3.795951	13.72994	0.01062694	-0.03003795	0.01381153	0.9665232	0.852972	1	0.01713326	65.22546	0.3081579	0.01379605	-9.794228
2149	593.1805	589.5926	3.58794	10.17925	0.01237598	-0.04669674	0.01075231	0.9808601	0.8736554	1	0.01631382	56.00746	0.5933766	0.01074837	-32.84851
2150	593.7644	588.8516	4.912874	13.42929	0.01074834	-0.06344263	0.01100097	0.9677974	0.8546204	1	0.01537804	64.48877	-0.02352813	0.01098956	-1.263007
2151	595.4619	592.4061	3.055878	14.12969	0.01047136	-0.0106505	0.0118313	0.9648162	0.850805	1	0.01574102	66.19456	-0.7033423	0.01181665	18.98448
2152	596.8188	592.7977	4.021018	17.84648	0.009275401	-0.0623995	0.01422466	0.9484334	0.8318076	1	0.01624435	74.72962	-0.1486785	0.01418684	1.524479
2153	597.7648	594.0712	3.693679	21.77987	0.008344167	-0.02179624	0.01443052	0.9305545	0.8134425	1	0.01551842	83.06967	-0.3425887	0.01436093	4.276752
2154	597.4805	593.432	4.048506	23.75875	0.007960287	-0.01229715	0.01442309	0.9214881	0.8047094	1	0.01515334	87.07566	0.02873194	0.01433418	-0.4938526
2155	597.6771	593.4889	4.188142	21.98668	0.008301814	-0.03552402	0.01391843	0.9296079	0.8125157	1	0.01520186	83.49346	-0.06360844	0.01384946	0.3353629
2156	597.4534	593.7272	3.726143	21.98668	0.008301814	-0.0345357	0.01557487	0.9296079	0.8125157	1	0.01608103	83.49346	-0.1097808	0.0154977	0.9591616
2157	593.9549	590.3994	3.555566	17.85915	0.009271947	0.03193902	0.01472514	0.9483765	0.831746	1	0.01652457	74.75746	0.2753141	0.0146859	-4.439107
2158	598.2801	594.2466	4.033535	19.52924	0.008844735	-0.02461728	0.0141471	0.9408228	0.8237671	1	0.01581944	78.36834	-0.187555	0.01409756	2.565834
2159	596.9089	593.0047	3.904232	17.22113	0.009450407	0.002900056	0.01304842	0.9512389	0.8348757	1	0.01570432	73.34575	-0.3938423	0.01301739	7.74261
2160	594.6048	591.2793	3.325456	21.80532	0.008338924	-0.01268627	0.01709049	0.930438	0.8133282	1	0.01688291	83.1219	0.04315896	0.01700779	-0.7596534
2161	597.201	593.605	3.595912	19.45032	0.008863748	-0.002231779	0.01467119	0.9411814	0.8241377	1	0.0161271	78.20024	0.2942709	0.01462043	-4.746696
2162	595.9	592.7764	3.123534	17.49251	0.009373368	-0.06097128	0.01320027	0.9500232	0.8335386	1	0.01573093	73.94857	0.5524415	0.0131673	-11.72152
2163	598.0126	593.9645	4.04811	21.80023	0.008339972	-0.01547462	0.01434712	0.9304613	0.813351	1	0.01546962	83.11145	-0.1155454	0.01427774	1.323521
2164	595.8085	591.896	3.912578	22.61541	0.008176391	0.02857567	0.01466949	0.9267285	0.8097188	1	0.01548829	84.77422	0.0311121	0.01459074	-0.003504841
2165	598.0684	593.9726	4.095843	18.61667	0.009071458	-0.04150279	0.01421726	0.9449598	0.8280902	1	0.01606059	76.40967	0.01422098	0.01417419	-0.9981985
2166	597.8677	593.731	4.136727	15.50595	0.009980829	-0.01566709	0.01285133	0.9588434	0.8435439	1	0.01601668	69.44786	0.2712864	0.01282956	-6.700954
2167	597.093	592.6514	4.441645	15.34677	0.01003431	0.003960396	0.01283507	0.959541	0.8443689	1	0.01604936	69.07774	-0.06479271	0.01281406	1.634534
2168	596.5949	593.1468	3.448164	13.0557	0.01090479	-0.03445445	0.01234111	0.9693682	0.856692	1	0.01640593	63.56356	-0.5877116	0.01232953	17.47379
2169	594.2465	592.1072	2.139273	14.32652	0.01039707	0.004857763	0.01328758	0.9639707	0.849748	1	0.01662239	66.66755	-0.8008549	0.01327033	21.56187
2170	596.9202	593.5612	3.359007	20.93181	0.008523902	0.001897624	0.01431699	0.9344318	0.8172801	1	0.01562284	81.31806	-0.4673909	0.01425544	6.689872
2171	597.3657	592.9422	4.423485	13.71078	0.01063457	-0.03477911	0.01191567	0.9666047	0.8530766	1	0.01591967	65.1787	-0.3058445	0.01190238	7.811016
2172	596.8807	592.5963	4.284441	13.74067	0.01062268	-0.01125448	0.01344149	0.9664775	0.8529135	1	0.0168988	65.25163	-0.09161977	0.01342638	2.305736
2173	598.3046	594.0409	4.263634	16.42118	0.00968793	-0.01976933	0.01332573	0.954804	0.83887	1	0.01606853	71.5475	0.1166936	0.01329851	-2.902664
2174	597.856	593.3916	4.464459	13.57229	0.01069011	-0.0269093	0.0127788	0.9671924	0.8538344	1	0.01652918	64.84001	0.04067655	0.01276504	-2.01939
2175	595.9321	591.0803	4.851825	11.22758	0.01177625	-0.0399391	0.01106613	0.9768156	0.8672438	1	0.01614419	58.85977	-0.1641193	0.01106018	5.192081
2176	594.3446	589.5827	4.761886	9.161804	0.01305191	-0.01938836	0.01138652	0.9845793	0.8801831	1	0.01724041	53.10695	0.1178361	0.01138381	-8.780871
2177	593.9801	589.0889	4.891228	9.450542	0.01284923	-0.04991271	0.01101992	0.9835471	0.8782971	1	0.0168284	53.94466	-0.1191383	0.01101694	4.08837
2178	595.845	591.4717	4.37324	12.17951	0.01129864	-0.05225499	0.0129131	0.9729917	0.8616586	1	0.01708219	61.34782	0.09702855	0.01290368	-5.430295
2179	597.2614	593.8566	3.404771	22.77175	0.008145955	-0.02834963	0.01561047	0.9260122	0.8090281	1	0.01594755	85.09096	-0.3325389	0.01552502	3.778802
