Iteration	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	theta	V	Yr
17	595.7062	591.6097	4.096464	12.70953	0.01105567	-0.05295937	0.01318349	0.9708105	0.8586356	1	0.01707351	62.69608	-0.2946508	0.01317226	7.985416
18	596.2021	592.6557	3.546457	14.94974	0.01017124	-0.01609436	0.01191752	0.9612737	0.8464429	1	0.01557022	68.14778	-0.5909851	0.01189965	14.25397
19	598.1103	594.1861	3.924218	18.5886	0.009078679	-0.01875136	0.01406344	0.9450867	0.8282246	1	0.01597983	76.3489	0.2194474	0.01402103	-4.118276
20	598.2873	594.0088	4.278587	19.37541	0.008881895	-0.02591365	0.01356759	0.9415216	0.82449	1	0.01552456	78.04046	-0.05668998	0.01352119	0.4695954
21	593.8058	590.68	3.125879	25.33615	0.007684699	-0.07941341	0.01726939	0.9142581	0.7979477	1	0.01629172	90.19835	-0.212257	0.01714243	1.337086
22	596.4104	592.5017	3.908743	24.8009	0.007775494	0.01280451	0.01467428	0.9167108	0.8002236	1	0.01510627	89.1451	0.09666891	0.01457248	-0.9102372
23	594.8005	591.1713	3.629149	26.78049	0.007452313	-0.04825643	0.01422197	0.9076465	0.7918942	1	0.0145593	93.01101	-0.3931607	0.01410067	3.341449
24	596.9927	593.1734	3.81929	23.90553	0.007933588	-0.01950698	0.01420382	0.9208152	0.8040731	1	0.01501248	87.36869	0.2610581	0.01411476	-3.282111
25	597.437	593.4062	4.030839	21.1236	0.008482373	-0.009264409	0.013692	0.9335556	0.8164069	1	0.01524078	81.71618	-0.2696374	0.01363155	3.649025
26	593.7124	590.527	3.185411	14.53217	0.01032101	0.01448697	0.01405788	0.963084	0.8486505	1	0.01703476	67.15885	-0.528394	0.01403872	14.17745
27	596.3953	591.6444	4.750981	13.64679	0.01066013	-0.02229621	0.01128309	0.9668764	0.8534263	1	0.01550994	65.0224	0.1540633	0.01127071	-5.170226
28	595.7611	593.1188	2.642298	22.34206	0.008230317	-0.05219298	0.01415595	0.9279807	0.810931	1	0.01526486	84.21877	-0.6630473	0.01408253	7.818763
29	597.9015	594.1	3.801585	18.53777	0.009091798	-0.02941577	0.01349892	0.9453165	0.8284681	1	0.01566713	76.23873	-0.3960668	0.01345855	6.308899
30	595.658	592.6631	2.994824	21.33381	0.008437457	-0.05420357	0.01588898	0.9325948	0.8154534	1	0.01637453	82.1512	0.3964848	0.01581679	-6.289769
31	593.9226	591.7733	2.149384	33.68872	0.0065385	-0.06347276	0.01780125	0.8763167	0.7644288	1	0.01525735	106.0101	0.5046128	0.01752893	-4.088454
32	594.7747	591.8297	2.945	37.97179	0.006089838	-0.02776714	0.01821112	0.8572437	0.7483786	1	0.01489314	113.8203	-0.252066	0.01783998	1.319135
33	595.7998	591.7478	4.052025	13.67337	0.01064949	-0.05290576	0.01371029	0.9667636	0.8532809	1	0.01708845	65.08736	0.1863503	0.01369514	-7.01226
34	595.1226	592.0377	3.084914	20.85328	0.00854106	-0.04605603	0.01635339	0.9347905	0.8176386	1	0.01671378	81.15471	0.3233101	0.01628385	-5.340987
35	595.6808	592.7101	2.970705	23.42188	0.008022436	-0.04334587	0.01659667	0.9230324	0.8061755	1	0.01631844	86.40109	0.3458585	0.01649835	-4.710874
36	596.4826	593.3405	3.142135	21.7026	0.008360136	-0.01036351	0.01582262	0.9309081	0.8137896	1	0.01626525	82.91099	-0.4106755	0.01574708	5.383228
37	597.0906	593.1844	3.906171	19.02123	0.008969053	-0.0007439343	0.01327873	0.9431283	0.8261632	1	0.01543358	77.2821	-0.3727237	0.01323579	6.167959
38	597.2843	593.4664	3.817945	19.47881	0.008856872	-0.02241593	0.01529469	0.941052	0.8240038	1	0.01645984	78.26095	-0.003722945	0.01524154	-0.3208325
39	596.1429	592.986	3.156848	14.64065	0.01028151	-0.02641854	0.01390439	0.9626149	0.8480744	1	0.01690905	67.41688	-0.5574532	0.01388495	13.647
40	594.8289	590.4261	4.4028	10.82726	0.01199518	-0.02405094	0.0130459	0.9783827	0.8696577	1	0.01769112	57.78546	-0.06028951	0.0130398	1.616077
41	596.6178	593.0143	3.603491	22.97556	0.008106711	0.002684729	0.01606104	0.9250782	0.8081305	1	0.01613705	85.50288	-0.005227681	0.01597088	0.1003812
42	595.6735	590.8595	4.814047	11.6951	0.01153458	-0.008407371	0.01118334	0.9749537	0.8644745	1	0.01606207	60.09295	-0.1681927	0.01117632	6.211406
43	597.2381	593.561	3.677078	15.90375	0.009850559	-0.02042213	0.01398267	0.9570935	0.8414982	1	0.01659742	70.36628	0.337779	0.01395693	-8.010625
44	596.4511	593.6628	2.788355	21.47248	0.008408165	-0.04857331	0.01501268	0.9319607	0.8148265	1	0.01588893	82.43739	-0.5767407	0.01494318	7.18594
45	594.2736	590.3293	3.944267	14.10559	0.01048056	-0.06298225	0.01151315	0.9649195	0.8509349	1	0.01553475	66.13646	0.4524126	0.01149899	-14.23938
46	597.4479	593.9529	3.495003	15.84721	0.009868788	-0.02577245	0.01293138	0.9573427	0.8417876	1	0.01597605	70.2363	-0.5371545	0.01290785	11.45101
47	595.9174	592.6956	3.221813	26.50303	0.007495601	0.01019258	0.01525744	0.9089156	0.7930475	1	0.01512374	92.47386	-0.4319262	0.01513086	4.422019
48	597.4777	593.2627	4.214954	18.07906	0.009212519	-0.05530146	0.01342341	0.9473864	0.8306781	1	0.01572663	75.2397	0.1249923	0.01338625	-3.301762
49	597.1949	593.6894	3.505436	18.9774	0.00898	-0.03885988	0.01484231	0.943327	0.8263712	1	0.0163269	77.18788	0.3167849	0.01479464	-5.958593
50	597.0454	593.4191	3.626206	16.64823	0.009618864	-0.03422274	0.01254471	0.9537951	0.8377281	1	0.01553486	72.06123	0.4749924	0.01251793	-10.54581
51	597.3464	592.7568	4.589568	13.1033	0.0108845	-0.01200045	0.01219289	0.9691688	0.8564266	1	0.01629193	63.68207	-0.1321209	0.0121813	3.763949
52	591.6051	592.9559	-1.350801	12.78755	0.01102115	-0.03056799	0.01200658	0.9704866	0.8581955	1	0.01626815	62.89246	1.258623	0.01199612	-42.42289
53	595.0961	590.8119	4.284209	11.6955	0.01153438	-0.03876696	0.01341442	0.9749521	0.8644722	1	0.01759131	60.09399	0.05158021	0.01340601	-3.555396
54	596.8466	592.2361	4.610473	11.95094	0.01140824	-0.04318682	0.01195134	0.9739215	0.8629808	1	0.01651325	60.75849	0.1213019	0.01194322	-6.186133
55	594.6091	590.6894	3.919692	13.54788	0.01069999	-0.04318682	0.01442664	0.9672958	0.8539683	1	0.01757071	64.78018	0.1511179	0.01441121	-5.790156
56	597.6071	594.0112	3.595888	21.82128	0.008335642	-0.03717825	0.01464097	0.930365	0.8132566	1	0.01562318	83.15463	-0.3595397	0.01456997	4.269761
57	595.6551	591.7873	3.867866	15.82677	0.009875401	0.01085553	0.01414829	0.9574328	0.8418923	1	0.01671646	70.18927	-0.2721014	0.01412265	6.375202
58	596.8189	592.7667	4.052217	20.6164	0.008593369	0.00877459	0.01368505	0.9358717	0.8187232	1	0.01533628	80.6607	0.1896727	0.01362878	-2.631208
59	596.6993	592.9099	3.789318	21.86245	0.008327187	-0.05783593	0.01408198	0.9301765	0.8130719	1	0.01531426	83.23905	0.2779933	0.01401333	-4.531697
60	597.0218	593.7763	3.245486	25.25589	0.007698144	-0.03070623	0.01570332	0.9146258	0.7982878	1	0.01554904	90.04082	0.3364765	0.01558886	-3.964387
61	593.9795	590.2697	3.709731	29.37865	0.007074613	-0.03666293	0.01445795	0.8957955	0.7812989	1	0.01430275	97.97669	0.2881902	0.01430096	-2.829267
62	595.784	591.4538	4.330193	17.27245	0.009435705	0.01749104	0.01276152	0.9510092	0.8346221	1	0.01551863	73.46003	0.1509873	0.01273089	-2.573938
63	598.1017	593.706	4.395705	15.60027	0.00994951	-0.03504266	0.01265791	0.9584293	0.8430568	1	0.01587073	69.66646	0.153424	0.01263603	-4.380221
64	596.0757	591.6561	4.419633	11.3975	0.01168674	-0.0184933	0.01264323	0.9761427	0.8662312	1	0.01719058	59.31058	0.1325068	0.01263603	-6.196798
65	595.3183	590.5751	4.743198	16.14234	0.009774644	-0.03233299	0.01138453	0.9560395	0.8402819	1	0.01491843	70.91278	0.1424058	0.01136253	-3.832504
66	595.8322	590.9708	4.861428	13.94174	0.01054371	-0.03600306	0.0111226	0.9656206	0.8518204	1	0.01531492	65.74036	-0.1436191	0.01110945	2.986624
67	597.2503	593.2567	3.993569	13.97437	0.01053105	-0.01304533	0.01269002	0.9654811	0.8516437	1	0.01634865	65.8194	-0.3999625	0.0126749	10.80889
68	598.1243	594.0211	4.103221	17.76714	0.009297118	-0.03406709	0.0133013	0.9487902	0.8321944	1	0.01572665	74.55506	-0.2863205	0.01326641	4.639557
69	597.0406	593.1554	3.885142	16.44478	0.009680689	-0.001911131	0.01285272	0.9546993	0.838751	1	0.01577487	71.60102	0.366736	0.01282635	-7.771036
70	597.677	593.3211	4.355831	17.90327	0.009259939	-0.04962873	0.01310403	0.9481779	0.8315313	1	0.01557835	74.8544	0.07034177	0.01306884	-2.244705
71	597.1973	593.1162	4.081138	17.00854	0.009511972	0.00418314	0.01338773	0.9521891	0.8359294	1	0.01595893	72.87102	0.2191183	0.01335712	-4.276408
72	597.7574	593.8835	3.873875	19.17552	0.008930806	-0.02973275	0.01340154	0.9424287	0.8254327	1	0.01547169	77.61306	0.3245583	0.01335712	-5.829399
73	597.842	593.376	4.466022	14.37552	0.01037881	-0.02245752	0.01225269	0.9637598	0.8494859	1	0.01594793	66.78487	-0.2329181	0.01223659	5.574453
74	590.03	588.2314	1.798601	11.10035	0.01184457	-0.05951373	0.01060712	0.9773165	0.8680066	1	0.01585161	58.52023	-0.9660168	0.01060166	38.99709
75	597.2772	592.6682	4.609035	17.19018	0.009459303	-0.03377648	0.01226342	0.9513774	0.8350288	1	0.01523177	73.27677	-0.08563802	0.01223443	0.9809749
76	596.2745	593.062	3.212445	27.90954	0.007282296	-0.04037963	0.01698159	0.9024886	0.787246	1	0.01572673	95.1825	-0.2510852	0.01682013	1.909744
77	596.5115	593.0388	3.472694	30.21723	0.006962285	-0.02691877	0.01642428	0.891986	0.777952	1	0.01512286	99.55742	-0.1788534	0.01623266	1.227767
78	595.6562	592.0294	3.626814	18.91034	0.008996815	-0.02459796	0.01597425	0.9436308	0.8266897	1	0.0169539	77.04362	0.02629541	0.01592349	-0.8765618
79	596.0876	592.7412	3.34641	20.33512	0.008656589	-0.001824649	0.01324312	0.9371547	0.8200177	1	0.01514201	80.07163	0.498644	0.01319081	-7.464853
80	596.6871	592.9371	3.750022	14.86582	0.01020085	-0.04243901	0.01213076	0.9616385	0.8468844	1	0.01573175	67.94995	-0.5233008	0.01211291	12.01171
81	597.8942	593.5754	4.318796	17.41632	0.009394824	-0.005984918	0.01316665	0.9503648	0.8339131	1	0.01572885	73.77969	0.09609045	0.01313421	-1.960422
82	596.9266	593.7279	3.198675	16.4089	0.009691706	-0.04481317	0.01352359	0.9548585	0.838932	1	0.01619053	71.51962	0.5172953	0.01349603	-11.93485
83	597.3529	593.2638	4.089042	17.22687	0.009448758	-0.05581721	0.0138003	0.9512132	0.8348473	1	0.01614904	73.35855	-0.1989128	0.01376746	2.734167
84	595.8465	592.324	3.522511	22.21416	0.008255865	-0.05666628	0.01627206	0.9285664	0.8115002	1	0.01639146	83.95816	0.05507362	0.01618903	-1.509175
85	596.2563	592.637	3.619316	31.02778	0.006857652	-0.0273569	0.01619328	0.8883122	0.7747481	1	0.01490288	101.0765	-0.05096994	0.01599128	0.1604502
86	595.8826	593.2055	2.677125	24.6129	0.007808029	0.00672175	0.01587255	0.9175725	0.8010275	1	0.01574378	88.77364	-0.5447926	0.01576471	6.146111
87	596.7537	593.9239	2.829851	23.78432	0.00795562	-0.01731685	0.01507611	0.9213709	0.8045985	1	0.01548805	87.12674	-0.5657891	0.0149829	6.409648
88	595.8007	592.6531	3.147577	31.96696	0.006740935	-0.0178102	0.01800376	0.8840666	0.7710722	1	0.01557961	102.8266	-0.02338175	0.01776178	0.02467646
89	592.6514	592.6609	-0.009544156	31.81285	0.006759768	-0.02590124	0.01797767	0.8847625	0.7716728	1	0.01559005	102.5401	0.9040865	0.01773893	-7.166095
90	596.1028	592.9451	3.157714	30.48658	0.006927097	-0.01969687	0.01751386	0.8907642	0.776884	1	0.01557692	100.0632	0.1477475	0.01730487	-1.385123
91	596.7048	593.2391	3.465695	28.02261	0.007265788	-0.005063328	0.01665567	0.9019727	0.7867843	1	0.01555741	95.39876	0.02296167	0.01649561	-0.2629279
92	597.7097	593.941	3.768651	23.91487	0.007931896	-0.01908591	0.01541448	0.9207724	0.8040327	1	0.01563752	87.38732	-0.1190481	0.01531772	1.142661
93	597.8791	594.0653	3.813782	21.55551	0.008390754	-0.02922958	0.01435054	0.931581	0.8144519	1	0.01551849	82.60845	0.2419237	0.01428336	-3.721204
94	597.5313	593.6327	3.898595	23.78474	0.007955542	-0.006924943	0.01479707	0.921369	0.8045966	1	0.01534397	87.12759	0.09814769	0.01470558	-1.238127
95	596.7609	593.1242	3.636713	17.28489	0.009432151	-0.03877467	0.01477463	0.9509535	0.8345607	1	0.0166947	73.48771	0.2666184	0.01473909	-5.959987
96	595.3065	591.522	3.78453	21.77344	0.008345493	-0.06528801	0.01345778	0.9305839	0.8134713	1	0.01498745	83.05647	0.3425605	0.01339293	-5.532857
97	597.63	594.0446	3.585366	16.87951	0.009549875	-0.01693425	0.01354517	0.9527649	0.8365716	1	0.01608445	72.5818	-0.4635785	0.01351495	8.992186
98	597.1112	593.4051	3.706069	21.01743	0.008505296	-0.02191596	0.01573163	0.9340407	0.8168899	1	0.01635862	81.49595	-0.04354476	0.01566319	0.2843666
99	597.8597	593.9315	3.92814	23.39476	0.008027493	-0.01687915	0.01489614	0.9231568	0.8062939	1	0.01546471	86.34666	-0.07128669	0.01480818	0.6367462
100	597.9822	593.3912	4.590939	14.65472	0.01027642	-0.02931071	0.01223553	0.9625541	0.8479998	1	0.01585796	67.45027	-0.1249032	0.01221838	2.427909
101	595.1682	591.7914	3.376782	12.01601	0.01137673	-0.03108747	0.01123973	0.9736575	0.8626032	1	0.01599196	60.92677	-0.6690209	0.01123193	23.54783
102	596.7371	591.9279	4.809251	14.85029	0.01020636	-0.02727948	0.01153099	0.961706	0.8469662	1	0.01534206	67.91329	-0.03194775	0.01151408	0.08995817
103	597.9755	593.9962	3.97937	19.34161	0.008890115	-0.01648078	0.01466243	0.941675	0.8246491	1	0.01614625	77.9683	-0.07203561	0.01461255	0.8804695
104	595.8338	591.3469	4.486969	13.52093	0.01071092	-0.002675372	0.01154088	0.9674099	0.8541162	1	0.01572345	64.71405	-0.3159885	0.01152862	9.297757
105	591.3451	587.6626	3.682568	19.6385	0.008818591	-0.002675372	0.01160733	0.9403262	0.8232551	1	0.01430806	78.60067	-0.5764456	0.011566	9.038668
106	597.4123	592.7615	4.650866	13.63973	0.01066296	-0.04134995	0.01192645	0.9669064	0.8534649	1	0.01594812	65.00513	0.08970312	0.01191338	-3.87037
107	598.0124	593.8035	4.208892	18.98299	0.0089786	-0.007048671	0.01365402	0.9433016	0.8263446	1	0.01565848	77.19991	0.07724117	0.01361013	-1.409394
108	597.7232	593.7396	3.983586	19.57266	0.008834322	-0.003331089	0.01453401	0.9406255	0.8235635	1	0.01602486	78.46071	-0.1142335	0.01448277	1.753613
109	593.4711	590.5796	2.891519	24.70638	0.00779181	0.046187	0.01606443	0.917144	0.8006275	1	0.0158222	88.95843	-0.4380462	0.01595415	5.406231
110	596.5319	593.1265	3.405335	28.65309	0.007175371	-0.001304599	0.01636103	0.8990982	0.7842222	1	0.01532296	96.60088	-0.2272277	0.01619446	2.011811
111	595.4236	592.5122	2.911377	25.11695	0.007721559	-0.0258636	0.01723981	0.9152624	0.7988775	1	0.01631675	89.76777	-0.361819	0.01711602	3.602838
112	597.1227	593.6173	3.50542	18.41631	0.009123349	-0.0115253	0.01316227	0.9458652	0.829051	1	0.01549735	75.97508	0.4628993	0.01312369	-8.300865
113	597.1937	592.8199	4.373873	19.88572	0.008760187	-0.01694676	0.01294788	0.9392017	0.822101	1	0.0150616	79.1247	-0.1667925	0.01290002	2.297845
114	594.1949	590.8032	3.39175	10.95065	0.01192645	-0.01017635	0.01254497	0.9779025	0.8689093	1	0.01729838	58.11848	-0.5864477	0.01253884	25.49211
115	593.9534	589.4956	4.457797	9.93488	0.01252897	-0.01336078	0.01073862	0.9817736	0.875194	1	0.01640389	55.32355	-0.4129411	0.01073505	21.51025
116	596.4788	592.6112	3.867605	12.39861	0.01119637	-0.02790655	0.01173145	0.9720942	0.8604018	1	0.016208	61.90819	-0.5201319	0.01172232	17.11868
117	596.6036	592.1037	4.499949	15.76605	0.009895119	-0.02790655	0.01174875	0.9577003	0.8422038	1	0.0152483	70.0494	-0.2912045	0.01172773	5.933373
118	598.1729	593.6443	4.528589	14.96487	0.01016592	-0.03571901	0.01260086	0.9612078	0.8463635	1	0.01600621	68.1834	-0.0281371	0.0125819	-0.2235866
119	598.1005	594.2181	3.882399	19.51646	0.008847805	-0.02462934	0.01397553	0.9408809	0.8238271	1	0.01572595	78.34114	-0.309455	0.01392669	4.508371
120	597.6081	593.015	4.593139	13.44287	0.01074277	-0.01399275	0.01229768	0.96774	0.8545456	1	0.01625491	64.52219	-0.08171593	0.01228488	2.017576
121	598.1013	594.1694	3.93199	20.95629	0.008518571	-0.02832451	0.01473903	0.93432	0.8171685	1	0.01584648	81.36895	0.07853708	0.01467544	-1.548467
122	595.3805	591.2646	4.115973	11.6223	0.01157128	-0.05101738	0.01265465	0.9752458	0.8649023	1	0.01711318	59.90239	0.2966529	0.0126469	-13.74823
123	592.6672	589.2292	3.438002	8.942656	0.01321215	-0.03876828	0.01151589	0.9853493	0.8816336	1	0.01744418	52.46284	0.5844807	0.01151342	-41.95598
124	596.8417	592.5619	4.279761	12.84053	0.01099788	-0.03876828	0.01307705	0.9702662	0.8578973	1	0.01695994	63.02554	0.1529075	0.01306549	-6.29349
125	597.8317	593.271	4.560628	13.85377	0.01057806	-0.03325749	0.0121746	0.965996	0.8522978	1	0.0160489	65.52689	0.1202237	0.01216052	-4.393393
126	597.4958	593.3026	4.193194	19.98018	0.008738139	-0.05134276	0.0136319	0.9387717	0.8216615	1	0.01543486	79.32434	-0.1548756	0.01358079	1.536056
127	596.4107	592.2994	4.111306	20.28688	0.008667554	-0.000568204	0.01304102	0.9373746	0.8202404	1	0.01503554	79.97033	0.2576839	0.01298988	-3.866072
128	596.2631	592.8604	3.402745	30.11152	0.006976211	-0.04532623	0.01693986	0.8924657	0.7783721	1	0.01537374	99.3587	0.02450278	0.01674397	-0.6248623
129	597.9208	594.0076	3.913158	19.77675	0.008785804	-0.02842234	0.01484968	0.9396975	0.822609	1	0.01615341	78.89399	-0.1132991	0.01479568	1.294218
130	597.8656	593.9105	3.95506	23.20668	0.008062789	-0.01508334	0.01480616	0.9240189	0.8071163	1	0.01545179	85.96866	-0.05448953	0.01472068	0.4641418
131	596.3937	591.6689	4.724789	13.9102	0.01055599	-0.001558748	0.01174593	0.9657552	0.8519914	1	0.01574737	65.66389	-0.08638958	0.01173216	2.3908
132	596.7909	593.244	3.5469	18.45092	0.009114328	0.001592581	0.01334985	0.9457089	0.8288848	1	0.01559968	76.05028	-0.4871123	0.0133105	8.514451
133	595.8769	592.1734	3.703509	28.64423	0.007176624	0.01016836	0.01543832	0.8991386	0.7842581	1	0.0148859	96.58402	-0.1716381	0.01528126	1.630899
134	597.1493	593.6989	3.450352	21.44292	0.008414387	-0.004347201	0.01517712	0.9320959	0.81496	1	0.01598163	82.37643	0.3016981	0.01510714	-4.205324
135	593.4374	593.4237	0.01371103	14.81895	0.01021749	-0.02778843	0.01364399	0.9618421	0.8471315	1	0.01669774	67.83925	-1.104937	0.01362412	27.12377
136	594.7172	590.2175	4.499733	11.81496	0.01147489	-0.06581751	0.01226198	0.9744712	0.8637729	1	0.01677527	60.40555	-0.1766755	0.01225399	4.165796
137	598.0288	593.773	4.255813	15.81454	0.009879363	-0.01382381	0.0134028	0.9574867	0.841955	1	0.01627336	70.16112	0.09996811	0.01337857	-2.576651
138	595.673	591.1866	4.486438	10.8623	0.01197555	-0.02385004	0.01261797	0.9782466	0.8694448	1	0.01738431	57.88019	0.06904953	0.012612	-4.201526
139	597.5613	592.9084	4.652935	14.05286	0.01050077	-0.03835345	0.01196119	0.9651454	0.8512194	1	0.0158494	66.00919	0.07881687	0.01194666	-3.282871
140	597.5396	594.0845	3.455077	18.24441	0.009168507	-0.02100369	0.01343682	0.946641	0.8298788	1	0.01569685	75.60088	-0.5121355	0.01339856	8.69216
141	596.934	593.4195	3.514412	19.44464	0.008865119	0.004592882	0.01429384	0.9412072	0.8241643	1	0.01591959	78.18814	-0.4156318	0.01424443	6.731915
142	597.2918	593.3672	3.924581	15.09447	0.01012072	-0.009404237	0.01268823	0.9606433	0.8456841	1	0.01602586	68.48791	-0.4243122	0.01266857	10.11793
143	596.439	592.7796	3.659381	20.76094	0.008561351	-0.05608395	0.01360106	0.935212	0.8180608	1	0.01526063	80.96236	0.3774707	0.01354397	-6.31443
144	595.2146	593.3308	1.883733	16.84058	0.009561394	-0.002017361	0.01396989	0.9529385	0.8367658	1	0.01634452	72.49437	-0.8160436	0.01393895	16.48102
145	597.2998	594.127	3.172796	17.02737	0.009506476	-0.02207868	0.01338555	0.952105	0.8358358	1	0.01595302	72.91316	-0.5890583	0.01335484	11.24892
146	598.1087	593.8935	4.215129	16.75242	0.009587618	-0.0290241	0.01290594	0.9533313	0.8372063	1	0.01573132	72.29608	0.2277845	0.01287783	-5.275019
147	595.3472	591.9908	3.356355	23.71528	0.007968237	-0.0526348	0.01694983	0.9216874	0.8048981	1	0.01643534	86.98878	0.04812383	0.01684588	-1.238497
148	597.526	593.3897	4.136294	14.29083	0.01041043	-0.03830766	0.01240236	0.9641243	0.8499392	1	0.01606947	66.58199	0.3210075	0.0123864	-9.694539
149	595.6557	591.1489	4.506838	17.59744	0.009344034	-0.05597662	0.0121315	0.9495524	0.8330239	1	0.01505703	74.18072	-0.2173246	0.01210062	2.981003
150	597.0847	593.1843	3.90038	13.086	0.01089186	-0.03331809	0.01238326	0.9692413	0.856523	1	0.01642417	63.639	0.4056632	0.01237154	-13.86612
151	598.2755	594.0152	4.26026	18.27851	0.0091595	-0.01344239	0.01356686	0.9464872	0.8297143	1	0.01576487	75.67522	0.03722014	0.01352801	-0.9095162
152	597.1878	592.4	4.787861	12.77675	0.01102591	-0.0349737	0.01157533	0.9705314	0.8582564	1	0.01597676	62.86531	0.0135507	0.01156528	-1.6331
153	594.756	590.8048	3.951129	15.93784	0.009839611	-0.07045112	0.01458786	0.956943	0.8413239	1	0.01694337	70.44457	0.02087594	0.01456082	-2.1002
154	596.012	591.6237	4.388332	16.50115	0.009663451	-0.03002572	0.01173627	0.954449	0.8384671	1	0.01506073	71.72874	-0.3456652	0.01171192	6.583693
155	596.484	592.9861	3.49796	25.55349	0.007648582	0.005690211	0.01645321	0.9132625	0.7970287	1	0.01586466	90.62428	-0.0724213	0.01632943	0.8281294
156	595.3418	592.1255	3.216365	28.6636	0.007173888	-0.06549259	0.01717825	0.8990503	0.7841797	1	0.01569935	96.62086	0.1390541	0.01700319	-1.88717
157	598.0539	593.9077	4.146167	19.9593	0.008743002	-0.03870941	0.01380182	0.9388668	0.8217586	1	0.01553508	79.28023	-0.1671438	0.01375024	1.933751
158	596.4144	592.9662	3.448159	25.90687	0.007590751	0.01006174	0.01623771	0.9116442	0.7955407	1	0.01570073	91.31471	-0.1998428	0.01611095	2.17583
159	595.6948	592.1229	3.571844	20.45893	0.008628612	0.001690238	0.01607799	0.9365901	0.819447	1	0.01665717	80.33125	-0.1062958	0.01601334	1.596688
160	596.4628	593.1734	3.289381	29.76881	0.007021816	-0.01950741	0.01647392	0.894022	0.7797375	1	0.01521032	98.71337	-0.2893372	0.0162889	2.256754
161	592.7993	589.6257	3.173599	19.61993	0.008823021	-0.09722362	0.01478541	0.9404106	0.8233421	1	0.01615252	78.56121	-0.456149	0.01473291	5.567165
162	597.4647	593.1122	4.352504	14.4756	0.01034178	-0.006342943	0.01286858	0.9633283	0.8489518	1	0.01631466	67.02398	-0.1896575	0.01285127	4.809142
163	592.8064	592.8979	-0.09151777	23.0351	0.008095337	0.008952994	0.01438253	0.9248053	0.8078688	1	0.01525984	85.62302	1.037294	0.0143012	-12.63842
164	598.0961	594.0241	4.071951	21.85629	0.008328451	-0.02805944	0.01437121	0.9302047	0.8130996	1	0.01547191	83.22642	-0.00703374	0.0143012	-0.308282
