Iteration	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	V	Yr
19	427.4018	425.2497	2.152166	61.70404	0.004430741	-0.03682461	0.02239271	0.7573866	0.6677441	1	0.01408661	156.4405	0.02107465	-0.1517831
20	427.4551	425.0707	2.384451	57.39691	0.004663607	-0.05803224	0.02119785	0.77479	0.6816038	1	0.01406119	148.629	0.02012271	-0.2576806
21	428.8622	425.3406	3.521648	30.34205	0.006945926	0.01331723	0.01593276	0.8914197	0.7774567	1	0.01487735	99.7919	0.01574492	0.1226487
22	429.0028	425.9614	3.04143	42.3305	0.005697297	-0.04083956	0.0181701	0.838159	0.7326381	1	0.01438892	121.6625	0.01769418	-0.2523437
23	429.2757	425.435	3.840681	22.59882	0.008179638	-0.04190361	0.01481556	0.9268045	0.8097923	1	0.0155683	84.74057	0.01473619	-0.5724888
24	429.4729	425.3974	4.075529	22.59882	0.008179638	-0.04461657	0.01394429	0.9268045	0.8097923	1	0.01510359	84.74057	0.01386958	-0.6095533
25	426.933	423.2646	3.668427	33.89262	0.006515446	0.03719547	0.01521129	0.8754019	0.7636498	1	0.01407894	106.3852	0.01497513	0.2985237
26	428.5865	425.5018	3.084745	41.38638	0.005777675	-0.06237938	0.01790549	0.8422642	0.7360024	1	0.01438417	119.9699	0.01745999	-0.3954674
27	428.38	424.3072	4.072769	24.86623	0.007764269	-0.06937789	0.01387292	0.9164114	0.7999449	1	0.0146774	89.27398	0.01377599	-0.8299924
28	429.7244	426.0797	3.644724	31.54494	0.006792802	-0.0252041	0.01566813	0.8859729	0.7727193	1	0.01458976	102.0414	0.01546441	-0.221036
29	425.3527	422.1606	3.192106	54.69698	0.004821226	-0.06010113	0.01789734	0.7858556	0.6904357	1	0.01313675	143.7699	0.0170766	-0.280657
30	424.1407	421.9084	2.232258	63.43576	0.004342844	-0.1228216	0.02136579	0.7504735	0.6622449	1	0.01362265	159.6067	0.02003548	-0.4922186
31	422.3912	422.1125	0.2786541	83.94657	0.003486792	0.07851297	0.03081574	0.6719381	0.5996712	1	0.01465934	198.7922	0.02749921	0.2393237
32	426.2847	424.8043	1.48038	69.83191	0.004042611	-0.006759792	0.02559241	0.7253398	0.6422585	1	0.01438472	171.4603	0.02366176	-0.02461147
33	425.1782	423.5065	1.67169	81.09672	0.003589225	0.02908148	0.02515416	0.6825058	0.6081231	1	0.01343755	193.1189	0.02261855	0.09159687
34	426.251	424.7905	1.46047	71.93261	0.00395144	-0.01298945	0.02583323	0.7172177	0.6357967	1	0.01428835	175.4163	0.02376745	-0.04593445
35	427.2449	425.2687	1.976192	58.25795	0.004615317	0.002956905	0.02284385	0.7712867	0.6788113	1	0.01452113	150.1841	0.0216489	0.01292843
36	426.1234	424.2741	1.84928	50.66994	0.005075803	-4.662031e-05	0.02305994	0.8025915	0.7038393	1	0.01530018	136.5591	0.0221613	-0.0002361617
37	426.1815	422.7525	3.428995	42.07266	0.005719013	0.04023899	0.01623985	0.8392785	0.7335545	1	0.01362908	121.2005	0.01582035	0.2503648
38	425.6633	423.2302	2.433094	35.51627	0.006338257	0.01567615	0.02013968	0.8681412	0.757502	1	0.01597814	109.3593	0.01978952	0.1188859
39	423.4122	422.1856	1.22663	59.18615	0.004564265	-0.09309468	0.02578561	0.7675237	0.6758135	1	0.01534225	151.8639	0.02439202	-0.4004481
40	424.2403	423.2277	1.012563	74.77098	0.003833394	-0.09000669	0.02768792	0.7063434	0.6271392	1	0.01456974	180.8181	0.02530028	-0.3065033
41	425.1263	423.1448	1.981428	72.22237	0.003939126	-0.09000669	0.02331778	0.7161023	0.6349091	1	0.01355372	175.9647	0.02143842	-0.3170392
42	427.8254	425.3572	2.468188	52.24915	0.004972974	0.01841839	0.02049029	0.7959951	0.6985483	1	0.01427569	139.3828	0.01963753	0.09028404
43	428.9721	426.0576	2.914516	43.79828	0.00557689	-0.01457134	0.018677	0.8318086	0.7274535	1	0.01443327	124.2892	0.01814866	-0.08663548
44	426.5812	423.8077	2.773467	32.8707	0.006632902	0.02477268	0.0186886	0.8799932	0.7675702	1	0.01574545	104.5014	0.01841946	0.2064273
45	428.0657	425.3176	2.748097	37.64783	0.006121373	0.003956665	0.01906546	0.8586755	0.749571	1	0.01527788	113.2339	0.01868467	0.02799703
46	428.6113	425.4035	3.207805	34.6585	0.006430484	-0.06841735	0.01724923	0.8719717	0.7607378	1	0.01489436	107.7908	0.0169665	-0.5343925
47	427.8409	425.0826	2.758362	36.60194	0.006225694	0.008668032	0.01896864	0.8633104	0.7534435	1	0.01536834	111.3365	0.01861423	0.063414
48	428.7296	425.6059	3.123632	44.63747	0.005510392	-0.03647415	0.01792317	0.8281952	0.7245132	1	0.01405444	125.7891	0.01739413	-0.2123
49	429.3982	426.0579	3.340256	34.65452	0.006430919	-0.04597255	0.01684976	0.8719895	0.7607529	1	0.01472137	107.7835	0.01657365	-0.3591311
50	427.8537	424.2503	3.603382	41.30671	0.005784568	-0.02648378	0.01601806	0.8426113	0.7362874	1	0.01361305	119.827	0.01562127	-0.1682699
51	428.5966	425.6796	2.91706	46.0836	0.005399537	0.002620358	0.01865326	0.8219982	0.7194853	1	0.01419288	128.3716	0.01806223	0.01472097
52	426.6576	424.9703	1.687272	67.3578	0.004154489	0.004413741	0.02449528	0.7349885	0.6499317	1	0.01426642	166.843	0.02277495	0.01665491
53	424.3861	422.0377	2.348409	59.9076	0.004525281	0.07970931	0.02034769	0.7646087	0.6734922	1	0.01357048	153.1722	0.01922024	0.3386247
54	429.1867	425.7921	3.394632	32.5638	0.006669137	0.004560948	0.01650676	0.8813752	0.7687557	1	0.01483818	103.9336	0.01627448	0.03844851
55	424.9055	420.9832	3.922305	32.63885	0.006660234	0.0444646	0.01415385	0.8810371	0.7684655	1	0.01373084	104.0725	0.01395354	0.3737686
56	426.8776	423.8156	3.062027	27.39554	0.007358508	-0.05706859	0.01772446	0.9048354	0.7893534	1	0.01615089	94.1967	0.01756394	-0.5996828
57	429.5782	426.029	3.549198	33.94594	0.006509448	-0.01887922	0.01605584	0.8751628	0.7634463	1	0.01445784	106.4832	0.01580562	-0.1512307
58	427.956	424.7418	3.214125	47.43875	0.005299683	-0.03387942	0.01765697	0.8162251	0.7148164	1	0.01368038	130.7903	0.01706064	-0.1843528
59	428.1184	425.0171	3.101332	30.46647	0.00692971	0.002619718	0.01757953	0.8908554	0.7769637	1	0.01560904	100.0254	0.01737012	0.02400227
60	429.0441	425.6356	3.408513	28.04398	0.007262677	-0.04462682	0.01648053	0.9018751	0.7866971	1	0.01547209	95.43963	0.01632185	-0.4547963
61	426.6039	423.2077	3.396183	25.53503	0.007651633	0.03168906	0.0161543	0.9133471	0.7971066	1	0.01572303	90.58814	0.016033	0.3657009
62	427.102	424.07	3.032045	29.63234	0.007040176	0.01799075	0.01771174	0.8946421	0.7802828	1	0.01579201	98.45594	0.01751514	0.1707584
63	428.7303	425.3487	3.381559	29.55886	0.007050109	0.009162351	0.01647239	0.8949761	0.7805768	1	0.01524022	98.31722	0.0162907	0.08724062
64	427.8878	423.3144	4.573429	17.05032	0.009499787	-0.05042322	0.01203356	0.9520025	0.8357219	1	0.0151206	72.9645	0.01200583	-1.050539
65	429.4478	426.1829	3.264913	37.11999	0.006173534	-0.01621247	0.01718014	0.8610123	0.7515209	1	0.01456449	112.2772	0.01684826	-0.1166468
66	429.4879	425.3925	4.095383	24.11999	0.007894984	-0.01776916	0.01388315	0.919832	0.8031462	1	0.01480589	87.7959	0.01379392	-0.2216491
67	428.6223	424.7169	3.905486	21.62025	0.008377241	-0.001139017	0.01449357	0.9312848	0.8141602	1	0.01558308	82.74171	0.01442513	-0.01657591
68	427.9477	423.6417	4.306016	25.3342	0.007685024	-0.05494394	0.01308762	0.914267	0.7979559	1	0.01418299	90.19454	0.01299142	-0.6408729
69	429.5637	426.13	3.43367	30.20293	0.006964164	-0.02889643	0.01643449	0.8920508	0.7780088	1	0.0151296	99.53057	0.01624297	-0.2676856
70	427.7304	424.4379	3.292476	32.89406	0.006630162	-0.08766836	0.01674265	0.8798881	0.7674802	1	0.0149001	104.5445	0.0165011	-0.7298888
71	427.8249	424.9471	2.877772	36.70963	0.006214771	0.02592066	0.01836476	0.8628323	0.7530431	1	0.01510846	111.5322	0.01801923	0.1889707
72	429.1601	425.3726	3.787523	23.876	0.007938941	-0.05295376	0.01499676	0.9209506	0.804201	1	0.01543103	87.30978	0.01490305	-0.6698817
73	425.3895	422.2716	3.117898	55.5369	0.004771148	-0.06486156	0.0181883	0.7824001	0.6876755	1	0.01317415	145.2789	0.01732709	-0.2980772
74	427.3495	425.129	2.2205	58.6366	0.004594366	-0.05651115	0.0219209	0.7697499	0.6775868	1	0.01419244	150.8689	0.02075876	-0.2454337
75	426.5445	424.0535	2.490945	37.65583	0.006120591	-0.06265512	0.02008954	0.8586402	0.7495415	1	0.01568183	113.2484	0.0196881	-0.4432314
76	426.9753	424.6946	2.280647	61.5383	0.004439317	0.02358858	0.02156917	0.7580508	0.6682726	1	0.01383852	156.1383	0.02030652	0.09749393
77	427.4637	424.4425	3.021163	45.61167	0.00543521	0.03407912	0.01795681	0.8240164	0.7211208	1	0.01397133	127.5291	0.01740068	0.1936495
78	429.2332	426.0111	3.222099	36.96147	0.006189392	-0.04760315	0.01733883	0.8617151	0.7521083	1	0.01465038	111.9895	0.01700727	-0.3442395
79	427.1228	424.229	2.893751	35.51055	0.006338862	-0.08766928	0.01829971	0.8681667	0.7575235	1	0.0152315	109.3488	0.01798166	-0.665001
80	429.086	425.3585	3.727462	28.86091	0.00714616	0.00673701	0.01519338	0.8981516	0.7833822	1	0.01473597	96.99575	0.01503578	0.06614744
81	427.7542	424.0895	3.664713	39.68087	0.005929165	-0.04650432	0.01573569	0.8497203	0.7421416	1	0.01366013	116.9047	0.01538032	-0.3094519
82	429.6453	426.0551	3.59018	30.88943	0.006875248	-0.01152201	0.01582783	0.8889387	0.7752929	1	0.01475265	100.8178	0.0156326	-0.1037446
83	428.2485	423.8092	4.439264	18.10585	0.009205349	-0.01155533	0.0125359	0.9472657	0.8305484	1	0.01519193	75.29831	0.01250104	-0.2191236
84	427.4847	423.109	4.37566	14.46514	0.01034563	-0.03515804	0.01278523	0.9633734	0.8490075	1	0.01626476	66.99903	0.01276808	-0.9599045
85	427.6593	423.447	4.212318	18.98728	0.008977529	0.006611961	0.01329253	0.9432822	0.8263242	1	0.01544889	77.20913	0.01324977	0.1165764
86	429.6208	425.6252	3.995602	23.85668	0.007942448	-0.0187473	0.01425115	0.9210392	0.8042847	1	0.01504587	87.27123	0.0141623	-0.2374253
87	427.9021	423.5105	4.391554	18.25353	0.009166095	-0.06348346	0.01266542	0.9465999	0.8298348	1	0.01523761	75.62077	0.0126293	-1.188826
88	428.2813	423.7498	4.53151	18.64076	0.009065273	-0.04466208	0.01221715	0.9448509	0.827975	1	0.014883	76.46181	0.01217999	-0.8098419
89	428.7439	424.5427	4.201121	20.48117	0.008623612	-0.05853682	0.01341386	0.9364887	0.8193447	1	0.01521025	80.37783	0.01335975	-0.9216755
90	428.9897	424.8888	4.100887	19.14648	0.008937971	-0.02617791	0.01382988	0.9425604	0.82557	1	0.0157233	77.55085	0.01378425	-0.4557471
91	429.0857	425.3462	3.739521	34.17752	0.006483544	-0.017808	0.01534765	0.8741248	0.762564	1	0.01410724	106.9087	0.01510447	-0.1414735
92	427.8786	425.2152	2.663449	45.84286	0.005417675	0.02834208	0.01940887	0.8230273	0.720319	1	0.01450179	127.9418	0.018801	0.1601494
93	427.6307	425.2337	2.396964	55.32686	0.00478358	-0.0573759	0.02106705	0.7832631	0.6883647	1	0.01419689	144.9014	0.02007743	-0.2647261
94	426.566	424.5126	2.053419	70.46876	0.004014614	-0.003387307	0.0231665	0.7228707	0.6402945	1	0.01363852	172.656	0.0213873	-0.01222284
95	425.7841	424.0959	1.688234	78.91158	0.003670821	-0.04570305	0.02529809	0.6906797	0.6146506	1	0.01362826	188.8262	0.0228776	-0.1477532
96	426.324	423.8539	2.470039	65.62715	0.004235857	-0.04638082	0.02125659	0.7417924	0.6553417	1	0.01341938	163.638	0.01983938	-0.1796261
97	424.8704	422.7835	2.086856	39.92622	0.005906849	0.01329033	0.02163524	0.8486445	0.7412534	1	0.01598725	117.3464	0.02113961	0.08780873
98	428.7353	425.5191	3.216194	43.90207	0.005568576	-0.02036979	0.01753942	0.8313611	0.7270889	1	0.01397638	124.4748	0.01704062	-0.1207894
99	427.4168	424.3992	3.017637	50.84193	0.005064405	-0.05735902	0.01846117	0.801871	0.7032608	1	0.01367442	136.8665	0.01773647	-0.2895034
100	425.8719	423.3599	2.511939	50.68523	0.005074788	0.06774954	0.01958598	0.8025275	0.7037878	1	0.01409927	136.5864	0.01882222	0.3430833
101	427.9023	425.246	2.656325	39.83346	0.005915265	0.01174442	0.01941936	0.8490512	0.741589	1	0.01515722	117.1794	0.01897688	0.07780401
102	428.3091	425.0609	3.248196	27.38542	0.007360029	-0.03068264	0.01708154	0.9048816	0.789395	1	0.0158569	94.17724	0.01692699	-0.3225732
103	429.6775	426.0709	3.606595	28.16716	0.007244815	-0.01987472	0.01574752	0.9013133	0.7861951	1	0.01510549	95.67493	0.01559416	-0.201392
104	428.1573	425.48	2.677285	41.83907	0.005738838	0.01320275	0.01938153	0.8402938	0.7343863	1	0.01491492	120.7818	0.01888718	0.08266896
105	429.1302	425.815	3.315168	30.957	0.006866641	-0.004173859	0.01682363	0.8886327	0.7750267	1	0.01520012	100.9441	0.01661497	-0.03747832
106	429.2123	425.6734	3.538902	26.21129	0.007541792	-0.03820581	0.01597985	0.9102506	0.7942649	1	0.01552525	91.90749	0.01585113	-0.4256943
107	428.7033	425.0056	3.69767	23.10155	0.008082692	-0.05375286	0.01531647	0.9245007	0.8075771	1	0.0157352	85.75697	0.01522917	-0.7119652
108	429.0671	425.0675	3.999575	29.2355	0.007094222	-0.04146863	0.0143117	0.8964466	0.7818736	1	0.01424994	97.70587	0.01415823	-0.4004566
109	429.6467	426.1116	3.535111	28.90625	0.007139825	-0.02410027	0.01603143	0.8979452	0.7831993	1	0.01513021	97.08182	0.01586446	-0.2361502
110	428.6409	425.2985	3.342428	29.80621	0.007016806	0.01000622	0.01661631	0.8938521	0.7795883	1	0.01527046	98.78386	0.01642909	0.09426679
111	429.7122	425.7456	3.966655	24.96308	0.007747701	-0.03755167	0.01438314	0.9159676	0.7995321	1	0.01492891	89.46488	0.01428157	-0.4468711
112	429.205	425.134	4.070983	22.24945	0.008248794	-0.008815331	0.01392507	0.9284048	0.811343	1	0.01515685	84.03012	0.0138537	-0.1231273
113	429.3348	426.002	3.332893	31.52093	0.006795781	-0.04266827	0.01682478	0.8860814	0.7728132	1	0.015122	101.9967	0.01660643	-0.3745506
114	426.6436	421.9906	4.653078	21.56776	0.008388192	-0.021355	0.01178511	0.9315249	0.8143966	1	0.01406099	82.63368	0.01172985	-0.3118652
115	429.0603	425.1566	3.903685	22.52716	0.008193701	-0.00640171	0.01453485	0.9271328	0.8101096	1	0.01543335	84.59512	0.01445767	-0.08785446
116	428.2383	423.7881	4.450166	18.44851	0.009114955	-0.05489196	0.01248864	0.9457198	0.8288963	1	0.01508863	76.04504	0.01245184	-1.01127
117	428.4028	424.3925	4.01023	18.43938	0.009117333	-0.02250822	0.01415325	0.945761	0.8289402	1	0.01606486	76.02521	0.01411161	-0.4149823
118	427.6413	422.9763	4.665004	16.20207	0.009755889	-0.02589586	0.01170922	0.9557752	0.8399785	1	0.01511515	71.04911	0.01168631	-0.5855508
119	425.706	420.9924	4.713591	14.99896	0.01015398	-0.06817779	0.01140609	0.9610595	0.8461845	1	0.01521954	68.2636	0.0113888	-1.750818
120	427.3817	422.8751	4.506649	18.80259	0.009024011	-0.06473921	0.0122324	0.9441187	0.8272025	1	0.01485835	76.81143	0.01219421	-1.158512
121	428.5847	424.1089	4.475808	20.23054	0.008680409	-0.03495706	0.0124508	0.9376313	0.8205008	1	0.01470224	79.8519	0.01240236	-0.5604908
122	428.9357	424.7323	4.203436	23.60224	0.007989008	-0.008034995	0.01344582	0.9222056	0.8053895	1	0.01465734	86.76261	0.01336445	-0.103285
123	428.7366	425.1741	3.562437	25.35449	0.007681635	-0.001762533	0.01580582	0.9141741	0.79787	1	0.01558297	90.23433	0.01568939	-0.02053614
124	427.9992	424.224	3.775165	23.53392	0.008001629	-0.07638464	0.01490765	0.9225188	0.805687	1	0.01544574	86.62576	0.01481816	-0.9858479
125	428.4894	424.3442	4.145247	25.95076	0.007583643	-0.0598865	0.01367017	0.9114432	0.7953564	1	0.01439928	91.40029	0.01356296	-0.6762497
126	429.0076	425.8123	3.195356	39.15643	0.005977481	-0.05256487	0.01747437	0.8520235	0.7440461	1	0.01445356	115.9598	0.01709173	-0.3552243
127	429.1406	425.6987	3.441869	27.29828	0.00737315	-0.03272358	0.01635883	0.9052797	0.7897538	1	0.01553165	94.00965	0.01621206	-0.345476
128	427.653	424.6597	2.99327	33.87144	0.006517832	-0.0771223	0.01798039	0.8754969	0.7637306	1	0.01530968	106.3463	0.01770168	-0.619441
129	425.3875	423.457	1.930426	49.46879	0.005156817	-0.08870053	0.02247729	0.807638	0.7078954	1	0.01522572	134.4138	0.02164556	-0.4611127
130	429.0441	426.0504	2.993621	37.27848	0.00615777	-0.01406825	0.01820475	0.8603102	0.7509345	1	0.01497335	112.5646	0.01784952	-0.1007106
131	428.4832	425.1905	3.292733	38.71083	0.00601921	-0.06819389	0.0170182	0.8539842	0.7456708	1	0.01431336	115.1558	0.01665536	-0.4670308
132	427.1617	424.591	2.570631	45.66529	0.005431133	-0.08688781	0.01982205	0.8237869	0.7209347	1	0.01467353	127.6248	0.01920655	-0.4930838
133	428.5782	425.7603	2.817913	48.80146	0.005202932	-0.02893261	0.01922851	0.8104528	0.7101612	1	0.01414529	133.2224	0.01853766	-0.1526406
134	428.7054	425.7976	2.907814	38.91552	0.005999963	-0.05019505	0.01857076	0.8530831	0.7449237	1	0.01492809	115.5252	0.01816992	-0.3416561
135	429.0996	426.0973	3.002313	38.91552	0.005999963	-0.03730404	0.01823677	0.8530831	0.7449237	1	0.01479324	115.5252	0.01784314	-0.2539125
136	428.55	424.8104	3.73962	28.96246	0.00713199	-0.07317878	0.01513338	0.8976892	0.7829725	1	0.01469225	97.18847	0.01497497	-0.7152598
137	429.1915	425.2436	3.947901	29.66898	0.007035235	-0.01513221	0.0144927	0.8944756	0.7801363	1	0.01428003	98.52509	0.01433132	-0.1434001
138	428.347	424.7309	3.616066	37.98232	0.006088819	2.45327e-06	0.01581135	0.8571972	0.7483399	1	0.01387606	113.8393	0.01548892	1.717943e-05
139	427.2956	424.3722	2.923478	40.52083	0.005853508	-0.09254653	0.0182563	0.8460417	0.7391079	1	0.0146194	118.4157	0.01782357	-0.6011144
140	429.4042	425.932	3.472228	28.2079	0.00723893	-0.02235753	0.0162517	0.9011275	0.7860292	1	0.01533916	95.75271	0.01609283	-0.2261248
141	426.4086	424.617	1.791628	74.11096	0.003860341	-0.01057942	0.02452232	0.708862	0.6291451	1	0.01375969	179.5559	0.02244377	-0.03633817
142	427.376	425.084	2.291991	58.32044	0.004611847	0.01952216	0.02142427	0.7710329	0.6786091	1	0.01405742	150.2971	0.02030109	0.08526184
143	428.7159	425.7798	2.936126	46.72905	0.005351509	-0.03185356	0.01870626	0.8192444	0.7172565	1	0.01414968	129.5237	0.01809508	-0.1762245
144	427.7223	424.8025	2.919762	45.41954	0.005449871	-0.07830736	0.01853922	0.8248392	0.7217881	1	0.01421523	127.186	0.01797042	-0.4470599
145	429.2501	425.7248	3.525368	31.19222	0.006836875	-0.05753999	0.01605421	0.887568	0.7741018	1	0.01481625	101.3836	0.01585127	-0.511776
146	429.7497	426.1214	3.628345	31.19222	0.006836875	-0.02285574	0.0157199	0.887568	0.7741018	1	0.01466117	101.3836	0.01552119	-0.203285
147	429.0903	424.791	4.299275	21.44597	0.008413744	-0.0191698	0.01310492	0.9320819	0.8149462	1	0.01485001	82.38272	0.01304447	-0.2822489
148	429.1443	425.628	3.516295	32.23071	0.006708987	0.006957234	0.01603105	0.8828766	0.7700467	1	0.01466643	103.3162	0.01581113	0.0594009
149	428.9165	425.5896	3.326937	28.35825	0.007217313	-0.02006336	0.01679076	0.9004419	0.7854178	1	0.01556818	96.0395	0.01662433	-0.2015242
150	428.3482	424.5363	3.811944	35.75312	0.006313312	-0.03486056	0.01512317	0.8670856	0.7566131	1	0.01381863	109.7914	0.014856	-0.2622783
151	428.6479	425.0647	3.58319	38.6115	0.006028599	-0.01536749	0.01601291	0.8544217	0.7460337	1	0.01389499	114.9765	0.01567355	-0.1055617
152	429.7605	425.9811	3.779382	27.05451	0.007410161	-0.01902024	0.01508992	0.9063937	0.7907596	1	0.01495451	93.5401	0.0149577	-0.2031941
153	429.343	425.6932	3.649879	30.07658	0.006980828	-0.05561263	0.01558106	0.8926243	0.7785111	1	0.01474915	99.29297	0.01540141	-0.5179258
154	427.3645	425.1119	2.252622	49.39161	0.005162109	-0.0571575	0.02142004	0.8079632	0.7081569	1	0.01487095	134.276	0.02063011	-0.2976382
155	427.3912	425.0121	2.379111	46.72005	0.005352172	0.02739248	0.02055958	0.8192828	0.7172875	1	0.01483499	129.5076	0.01988813	0.1515765
156	429.4153	426.109	3.306331	36.23539	0.006263195	-0.008919955	0.01698028	0.8649392	0.7548092	1	0.01458429	110.6699	0.01667053	-0.066044
157	429.4577	426.1648	3.292933	33.12827	0.00660284	-0.01642775	0.01699313	0.8788345	0.7665782	1	0.01498018	104.9771	0.01674365	-0.135581
158	425.4603	422.5147	2.945526	30.96382	0.006865773	0.05285574	0.01765139	0.8886018	0.7749999	1	0.01556858	100.9569	0.01743234	0.4744757
159	425.5133	422.8555	2.657827	49.25846	0.005171265	0.07145911	0.01890164	0.8085243	0.7086085	1	0.0139818	134.0382	0.01820865	0.3732021
160	429.172	426.1102	3.061865	40.77375	0.00583113	-0.01188992	0.01802271	0.8449365	0.7381983	1	0.01449778	118.8701	0.01758936	-0.07667773
161	428.4653	425.2928	3.172509	45.68316	0.005429775	-0.03443016	0.01776636	0.8237105	0.7208727	1	0.01389009	127.6567	0.01721421	-0.1953046
162	428.6405	425.8054	2.835192	42.94606	0.005646146	0.007179222	0.01884857	0.8354911	0.7304571	1	0.01458916	122.7647	0.01833847	0.04364031
163	424.4967	422.7432	1.753486	45.8822	0.005414702	0.0003477517	0.02326422	0.822859	0.7201826	1	0.01587254	128.0121	0.02253421	0.001963135
164	428.3491	425.4362	2.912929	34.05553	0.006497161	-0.02789444	0.01846612	0.8746715	0.7630286	1	0.01549047	106.6846	0.01817607	-0.2225706
165	428.4814	425.7652	2.716257	44.21725	0.005543484	0.006774245	0.01934739	0.830003	0.7259834	1	0.01464595	125.0382	0.01878827	0.03984921
166	426.3196	424.7605	1.559009	74.20224	0.003856596	-0.00495081	0.02550702	0.7085133	0.6288674	1	0.01402642	179.7303	0.02333983	-0.01698469
167	426.6583	424.945	1.713277	68.95786	0.00408156	0.003534693	0.02447957	0.7287381	0.6449613	1	0.01413611	169.8241	0.02267829	0.01303056
168	426.11	424.6457	1.46428	65.84646	0.004225397	-0.003162917	0.02541311	0.7409277	0.6546541	1	0.01465473	164.0431	0.02370742	-0.01220863
169	424.7823	423.5858	1.196489	72.31044	0.003935395	0.06198489	0.02615176	0.7157636	0.6346395	1	0.01434695	176.1315	0.02403895	0.2180751
170	424.9147	423.8911	1.023558	79.29226	0.003656407	-0.06173772	0.02821604	0.6892512	0.6135104	1	0.01436449	189.5706	0.02549136	-0.198674
171	429.4398	426.0798	3.36	31.62157	0.006783315	-0.04004475	0.01672945	0.8856266	0.7724197	1	0.01506527	102.1841	0.01651061	-0.3501228
172	429.7952	425.9757	3.819505	28.01387	0.007267061	-0.02641953	0.0149665	0.9020126	0.78682	1	0.01474873	95.38205	0.0148228	-0.2696215
173	428.9948	425.8788	3.116005	33.11551	0.006604322	-0.01877307	0.01766408	0.8788919	0.7666273	1	0.01527477	104.9536	0.01740499	-0.1550108
174	429.335	425.7964	3.538635	26.94268	0.007427293	-0.01699172	0.015975	0.9069049	0.7912221	1	0.01540461	93.32433	0.01583655	-0.1825201
175	428.3143	425.6728	2.641537	41.08391	0.005803936	-0.01699172	0.01966202	0.8435827	0.7370853	1	0.01510742	119.4271	0.01918097	-0.1086307
176	425.7257	423.9793	1.746369	55.71708	0.004760531	0.04728819	0.02319317	0.7816604	0.687085	1	0.01486014	145.6029	0.0220875	0.2165809
177	424.4644	423.0065	1.457924	62.07241	0.004411785	0.07914679	0.0241065	0.7559121	0.666571	1	0.01458442	157.1126	0.02267026	0.3242553
