Iteration	Replicate_ID	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	V	Yr
627	1	357.1232	354.8743	2.248852	20.36745	0.00864926	-0.0462182	0.02075188	0.9370073	0.8198685	1	0.01894668	80.13948	0.02066954	-0.7337067
628	0	358.075	354.4319	3.643101	12.11539	0.01132908	-0.07215267	0.01533168	0.9732532	0.8620284	1	0.01863834	61.18299	0.01532071	-2.69762
629	1	358.678	355.8453	2.83265	16.16704	0.009766876	-0.03266457	0.01850195	0.9559302	0.8401563	1	0.01901085	70.96918	0.01846602	-0.7412015
630	0	358.5303	354.3997	4.130532	8.814601	0.0133085	-0.0462044	0.01364779	0.9857936	0.882489	1	0.01905947	52.08303	0.01364503	-3.252366
631	1	357.5231	354.6081	2.915	10.72324	0.01205403	-0.05805927	0.01809843	0.9787855	0.8702917	1	0.02088823	57.50337	0.01809029	-2.736771
632	0	358.742	355.8139	2.928138	16.01029	0.00981646	-0.02772171	0.01814079	0.9566232	0.8409541	1	0.01887211	70.6107	0.01810665	-0.6390912
633	1	358.7275	355.3554	3.372058	9.271943	0.0129735	-0.03281418	0.01645285	0.9841879	0.8794604	1	0.02066161	53.42793	0.01644873	-2.075255
634	0	358.6853	355.6307	3.054601	11.23509	0.01177225	-0.04699877	0.01761938	0.976786	0.8671988	1	0.02036761	58.87977	0.01760989	-2.024585
635	1	359.2096	355.935	3.274572	14.16289	0.01045873	-0.04801644	0.01681718	0.9646738	0.8506263	1	0.0187556	66.27453	0.01679619	-1.359232
636	0	358.83	355.9595	2.870508	15.30164	0.01004961	-0.04182927	0.01834445	0.9597385	0.8446034	1	0.0192018	68.97253	0.01831471	-1.038939
637	1	359.2041	355.4103	3.793775	10.89197	0.011959	-0.05091477	0.0148794	0.9781312	0.8692647	1	0.01886492	57.96032	0.01487228	-2.328188
638	0	356.0998	353.9959	2.103928	20.25822	0.008674087	-0.07207585	0.02118585	0.9375052	0.8203728	1	0.01917122	79.9101	0.0211031	-1.153309
639	1	359.3597	355.9534	3.406239	12.59529	0.01110678	-0.05421031	0.01630103	0.9712835	0.8592823	1	0.01902903	62.40756	0.01628759	-1.887774
640	0	356.4098	354.2909	2.118832	19.70383	0.008803057	-0.0627698	0.02118018	0.9400292	0.8229495	1	0.01931064	78.73937	0.02110401	-1.046672
641	1	358.8141	355.3572	3.456877	9.943317	0.0125236	-0.06488638	0.01605109	0.9817423	0.8751406	1	0.02005081	55.34729	0.01604574	-3.553916
642	0	355.7288	353.3519	2.376897	26.31784	0.007524842	-0.0346713	0.02036579	0.909763	0.7938197	1	0.0175071	92.11451	0.02019996	-0.3842248
643	1	355.5111	351.114	4.397132	7.849693	0.01410775	-0.06757255	0.01256818	0.9889965	0.8891374	1	0.01883129	49.13237	0.01256666	-6.141006
644	0	357.7231	354.6488	3.074313	13.94182	0.01054368	-0.08064157	0.01737744	0.9656202	0.85182	1	0.01914273	65.74056	0.0173569	-2.345608
645	1	357.8273	354.3186	3.508706	7.506095	0.01442851	-0.04937337	0.01591602	0.9900688	0.8915996	1	0.02143103	48.0401	0.01591445	-4.971538
646	0	358.3192	355.4488	2.870361	17.30312	0.00942695	-0.05498278	0.01832442	0.9508719	0.8344708	1	0.01858728	73.52826	0.01828019	-1.119172
647	1	358.9476	355.0752	3.872409	7.688325	0.01425574	-0.0443415	0.0145946	0.9895049	0.8902871	1	0.02039886	48.62232	0.01459299	-4.224971
648	0	356.8859	354.2794	2.606538	12.27467	0.0112539	-0.05137145	0.01929421	0.9726026	0.8611115	1	0.02083915	61.59174	0.01927972	-1.875051
649	1	358.3002	355.384	2.916256	17.03319	0.009504778	-0.0581827	0.01813621	0.952079	0.8358069	1	0.01856775	72.92618	0.01809456	-1.214139
650	0	359.62	356.0885	3.531421	10.51953	0.01217173	-0.03606518	0.01587011	0.9795688	0.8715418	1	0.01965536	56.94732	0.01586348	-1.765201
651	1	358.4607	354.5374	3.923276	11.51829	0.01162429	-0.04164606	0.01442971	0.9756617	0.8655157	1	0.01831585	59.62922	0.01442116	-1.711131
652	0	357.815	354.2498	3.565195	12.30988	0.01123747	-0.07715844	0.01558256	0.9724584	0.8609096	1	0.01871409	61.68178	0.01557074	-2.801522
653	1	358.1826	354.156	4.02652	10.02459	0.01247217	-0.0247437	0.01404756	0.9814397	0.8746271	1	0.01871916	55.57549	0.01404272	-1.333152
654	0	359.3114	355.8429	3.468514	12.66053	0.01107751	-0.02808493	0.01611255	0.9710135	0.8589126	1	0.01889375	62.57248	0.01609902	-0.9688969
655	1	358.4009	355.2616	3.139312	14.18393	0.01045074	-0.009331682	0.01729668	0.9645836	0.8505131	1	0.01901384	66.32517	0.01727499	-0.2634844
656	0	358.1091	354.6735	3.435516	9.104812	0.01309304	-0.06880175	0.01610275	0.9847807	0.8805587	1	0.02053455	52.94014	0.01609902	-4.52068
657	1	358.9448	354.9168	4.028035	9.199096	0.01302521	-0.04387481	0.01403108	0.9844471	0.879938	1	0.01911846	53.21583	0.01402769	-2.821002
658	0	358.425	355.0775	3.347468	10.14693	0.0123959	-0.06880175	0.01643195	0.9809816	0.8738579	1	0.0201836	55.91744	0.01642601	-3.617647
659	1	358.3826	354.3607	4.021854	7.695925	0.01424867	-0.05894851	0.01399773	0.9894811	0.8902327	1	0.01997243	48.64646	0.01399618	-5.60408
660	0	356.0658	353.1625	2.903363	13.17946	0.01085225	0.01362443	0.01803405	0.9688494	0.8560029	1	0.01978434	63.87128	0.01801655	0.4373731
661	1	359.303	355.4665	3.836526	10.42875	0.01222526	-0.03745892	0.01474832	0.9799154	0.8721025	1	0.01898958	56.69796	0.01474237	-1.86506
662	0	359.3961	355.9839	3.412182	10.71309	0.01205981	-0.03065943	0.01631137	0.9788247	0.8703537	1	0.01983492	57.47578	0.01630405	-1.447885
663	1	359.0468	355.7536	3.293205	11.35297	0.01171001	-0.06152754	0.01667942	0.9763195	0.8664959	1	0.01976442	59.19273	0.01667007	-2.598235
664	0	357.6144	354.9612	2.65315	13.29463	0.010804	-0.02986936	0.01915673	0.9683652	0.8553641	1	0.02034548	64.15656	0.01913756	-0.9441924
665	1	358.83	355.1447	3.685277	12.78068	0.01102418	-0.03274881	0.01531726	0.9705151	0.8582342	1	0.01837717	62.87519	0.01530394	-1.110698
666	0	359.0786	355.3608	3.717777	8.61787	0.01346063	-0.03113552	0.01517852	0.9864679	0.8838149	1	0.02021447	51.4944	0.01517574	-2.300863
667	1	359.3517	356.0341	3.317588	10.79968	0.01201071	-0.0359632	0.01665978	0.9784897	0.8698255	1	0.02000479	57.71077	0.01665207	-1.671904
668	0	356.4827	354.449	2.033661	21.69094	0.008362553	-0.04508376	0.02160861	0.9309614	0.8138421	1	0.01901069	82.88703	0.02150562	-0.6530226
669	1	359.1942	355.9354	3.258715	14.49871	0.01033328	-0.03960484	0.01689514	0.9632285	0.8488286	1	0.01868594	67.0791	0.01687229	-1.077053
670	0	358.1268	354.3543	3.772552	12.57377	0.01111648	-0.05964208	0.01493094	0.9713724	0.8594044	1	0.01821974	62.3531	0.0149187	-2.083376
671	1	358.1693	355.1501	3.019191	12.03242	0.01136882	-0.01554382	0.01775155	0.9735908	0.8625082	1	0.0200905	60.96914	0.01773917	-0.588576
672	0	358.7083	355.1537	3.554602	13.99398	0.01052346	-0.04562117	0.01578887	0.9653973	0.8515376	1	0.01822929	65.86686	0.01576996	-1.318427
673	1	357.182	353.3804	3.801609	12.46823	0.01116442	-0.008524961	0.01484168	0.9718077	0.8600046	1	0.01820433	62.08536	0.01482989	-0.3023864
674	0	359.0302	355.6277	3.402472	9.627449	0.0127295	-0.05437145	0.01629964	0.9829053	0.8771551	1	0.02037088	54.45203	0.01629488	-3.180597
675	1	357.0909	354.8295	2.261417	18.80607	0.009023129	-0.05169126	0.02066784	0.9441029	0.8271859	1	0.01931262	76.81894	0.02060327	-0.9247575
676	0	358.8734	354.8267	4.046665	7.983875	0.01398809	-0.04046796	0.01396348	0.9885675	0.8881901	1	0.01976474	49.55267	0.01396166	-3.539721
677	1	356.3543	354.2719	2.08238	18.17701	0.009186379	-0.03752306	0.02138605	0.946945	0.8302043	1	0.01982223	75.4538	0.02132585	-0.707248
678	0	357.665	353.3544	4.310633	7.177358	0.01475652	-0.04336889	0.01298323	0.9910573	0.8940072	1	0.01957485	46.97225	0.01298219	-4.849666
679	1	358.7093	355.6033	3.106012	14.80013	0.0102242	-0.01709642	0.01744991	0.9619238	0.8472308	1	0.01888975	67.79477	0.01742461	-0.4490051
680	0	357.593	353.5701	4.02289	7.80383	0.01414935	-0.01818736	0.01403977	0.9891418	0.889463	1	0.01993257	48.98792	0.01403812	-1.674995
681	1	357.4296	354.8291	2.600449	18.1686	0.009188614	-0.004916878	0.01933333	0.9469829	0.8302449	1	0.01884922	75.43544	0.01927899	-0.09274131
682	0	356.1365	352.2426	3.893904	8.735198	0.01336929	-0.08538879	0.01429113	0.986067	0.8830224	1	0.01954801	51.84621	0.01428836	-6.128525
683	1	358.9307	354.9879	3.942782	8.220507	0.01378418	-0.05436277	0.01430931	0.9877975	0.8865382	1	0.01986162	50.28571	0.01430718	-4.455041
684	0	358.7164	355.1889	3.527444	11.2121	0.0117845	-0.06940865	0.01577029	0.9768767	0.8673363	1	0.01927926	58.81857	0.01576186	-3.001674
685	1	359.1517	356.0498	3.101901	13.84642	0.01058094	-0.02878812	0.01747701	0.9660273	0.8523377	1	0.01923139	65.50904	0.01745684	-0.8473887
686	0	358.48	354.3373	4.142632	7.66793	0.01427477	-0.04847002	0.01359256	0.9895686	0.8904332	1	0.01969927	48.55749	0.01359108	-4.646531
687	1	358.8402	355.1365	3.703699	9.872098	0.01256917	-0.06563733	0.01513959	0.9820063	0.8755921	1	0.01950857	55.1466	0.01513469	-3.647805
688	0	358.4341	355.6357	2.798432	13.79866	0.01059973	-0.05078161	0.01858195	0.9662307	0.8525975	1	0.01984761	65.39289	0.01856076	-1.503782
689	1	359.2736	356.0349	3.238666	12.69883	0.01106043	-0.05545003	0.01691603	0.9708548	0.8586961	1	0.01934418	62.6691	0.01690166	-1.902546
690	0	359.4736	355.8741	3.599439	11.98675	0.01139086	-0.03944171	0.01562383	0.9737762	0.8627729	1	0.01886632	60.85115	0.01561309	-1.504045
691	1	357.5285	354.0273	3.501169	15.91256	0.009847727	-0.02198196	0.01600561	0.9570546	0.8414531	1	0.01775494	70.38651	0.01597609	-0.5118584
692	0	359.1324	355.7003	3.432129	13.75475	0.0106171	-0.03171061	0.01625435	0.9664177	0.8528367	1	0.01857816	65.28593	0.01623602	-0.9442647
693	1	357.7966	354.9202	2.876386	17.42986	0.009391001	-0.006758976	0.01829331	0.9503041	0.8338465	1	0.01853605	73.80972	0.01824813	-0.1360068
694	0	358.7037	355.5314	3.172318	12.74334	0.01104067	-0.01502053	0.01718456	0.9706702	0.8584447	1	0.01947969	62.78126	0.01716978	-0.5121247
695	1	358.5232	355.53	2.993267	12.58814	0.01111	-0.06228961	0.01779573	0.971313	0.8593228	1	0.0198852	62.38947	0.01778108	-2.171355
696	0	357.6794	353.4329	4.246516	6.537882	0.01546354	-0.04209659	0.01321928	0.9928663	0.8988503	1	0.02021964	44.82462	0.01321861	-5.901049
697	1	354.4815	351.8884	2.593119	22.42666	0.008213528	-0.09811819	0.01909232	0.9275931	0.8105552	1	0.01770962	84.39092	0.01899223	-1.355095
698	0	357.738	353.7519	3.986095	6.303184	0.01574946	-0.04447418	0.01417094	0.9934893	0.9006858	1	0.02112746	44.01084	0.01417034	-6.830987
699	1	359.4493	356.1672	3.282176	12.71527	0.01105312	-0.03252487	0.01680212	0.9707866	0.8586031	1	0.01927256	62.71056	0.01678778	-1.113356
700	0	358.2062	354.3434	3.862844	10.35776	0.0122676	-0.01575805	0.01463151	0.9801854	0.8725426	1	0.01894695	56.50227	0.01462577	-0.7952761
701	1	358.6737	355.4387	3.234982	9.778421	0.01262987	-0.04117841	0.01695464	0.9823521	0.8761884	1	0.02069468	54.8816	0.01694936	-2.333327
702	0	358.4335	355.0429	3.39061	9.736831	0.01265709	-0.06748481	0.01627911	0.982505	0.876454	1	0.02030006	54.76356	0.01627413	-3.857367
703	1	359.1103	355.258	3.852348	9.468324	0.01283704	-0.05698174	0.0146357	0.9834829	0.8781819	1	0.01938449	53.99586	0.01463171	-3.449869
704	0	358.1938	354.356	3.837831	11.22281	0.01177879	-0.06535077	0.01465524	0.9768344	0.8672723	1	0.01858069	58.84708	0.01464738	-2.821032
705	1	357.8834	354.9835	2.899935	11.86619	0.01144965	-0.02128735	0.0182097	0.9742644	0.863474	1	0.02042032	60.53872	0.01819764	-0.8271562
706	0	355.545	352.1133	3.431769	18.74547	0.009038517	-0.01380504	0.01626516	0.9443772	0.8274749	1	0.01714718	76.68815	0.01621484	-0.2481902
707	1	359.5858	355.9539	3.631942	9.578938	0.01276201	-0.04361961	0.01548637	0.983082	0.8774673	1	0.01988151	54.31333	0.01548193	-2.578291
708	0	358.5113	355.4356	3.075716	14.22269	0.01043608	-0.01213477	0.01754377	0.9644171	0.8503048	1	0.01913573	66.41838	0.01752155	-0.3410286
709	1	359.2178	355.593	3.624777	12.4885	0.01115517	-0.04499705	0.01552367	0.9717242	0.8598892	1	0.01861017	62.13685	0.01551126	-1.591365
710	0	355.8495	352.9053	2.944194	14.1513	0.01046313	-0.09991141	0.01766956	0.9647236	0.8506886	1	0.01922909	66.24662	0.01764758	-2.832242
711	1	357.5617	353.8836	3.678117	9.471084	0.01283516	-0.006609629	0.01527288	0.983473	0.878164	1	0.0198005	54.0038	0.01526871	-0.399928
712	0	356.5278	354.3438	2.183985	21.41441	0.0084204	-0.006283293	0.02097549	0.9322263	0.8150888	1	0.01879479	82.31761	0.02087914	-0.09270986
713	1	358.0411	355.245	2.796089	12.49411	0.01115261	-0.05006189	0.01858467	0.9717011	0.8598572	1	0.02036014	62.15111	0.01856979	-1.76904
714	0	355.8897	352.3529	3.536851	17.92007	0.009255379	-0.04491181	0.01588426	0.9481023	0.8314496	1	0.01714729	74.89128	0.01584148	-0.8653918
715	1	357.1952	354.221	2.974225	12.89691	0.01097327	-0.08445084	0.01771024	0.9700314	0.8575806	1	0.01971493	63.16687	0.01769434	-2.817979
716	0	358.457	355.5057	2.95131	14.36512	0.01038267	-0.06561003	0.01794546	0.9638045	0.8495415	1	0.01930398	66.75998	0.01792195	-1.812659
717	1	358.1575	353.979	4.178472	8.303319	0.01371486	-0.0321771	0.01348645	0.9875241	0.8859655	1	0.01923356	50.53986	0.01348435	-2.579137
718	0	356.4015	354.2225	2.178993	21.64351	0.0083724	-0.002897265	0.02098136	0.9311784	0.8140554	1	0.01874376	82.78954	0.02088198	-0.04209819
719	1	357.1727	353.5481	3.624593	8.990961	0.01317634	-0.08111881	0.01531719	0.9851806	0.8813124	1	0.02009102	52.60545	0.01531383	-5.473815
720	0	358.9456	355.7207	3.224954	15.36408	0.01002845	-0.03929432	0.01702675	0.9594652	0.844279	1	0.01847982	69.11806	0.01699877	-0.9693973
721	1	357.1885	354.3173	2.871156	12.23347	0.01127321	-0.07741277	0.01815084	0.9727712	0.8613481	1	0.02022959	61.48624	0.01813738	-2.843049
722	0	357.6272	354.8097	2.817506	19.26684	0.008908372	-0.01439953	0.01856151	0.9420144	0.8250015	1	0.01818531	77.80851	0.0184991	-0.2483295
723	1	357.3331	353.1022	4.230812	6.102387	0.016007	-0.04722072	0.01326392	0.9940039	0.9022831	1	0.02060658	43.30274	0.01326344	-7.87518
724	0	356.6267	352.1746	4.452142	7.006637	0.01493583	-0.04034541	0.01246284	0.9915555	0.8952787	1	0.01929471	46.40834	0.01246195	-4.777708
725	1	358.0769	354.1995	3.87745	6.755193	0.01521211	-0.05002995	0.01455722	0.9922693	0.8971795	1	0.021045	45.56548	0.01455635	-6.471567
726	0	357.3949	353.5598	3.835068	8.4436	0.01359975	-0.07631889	0.01458095	0.9870565	0.8850016	1	0.01991468	50.96765	0.01457851	-5.896296
727	1	358.3764	354.9448	3.431627	8.423233	0.01361628	-0.03592285	0.01622822	0.9871247	0.8851411	1	0.02102228	50.90575	0.01622553	-2.790061
728	0	357.5686	353.9419	3.626712	10.37879	0.01225501	-0.08099117	0.01531656	0.9801055	0.872412	1	0.01937548	56.56032	0.0153105	-4.071039
729	1	357.2244	354.5233	2.701147	20.95953	0.008517867	-0.01665154	0.01902687	0.9343052	0.8171537	1	0.0180038	81.37568	0.01894476	-0.2534683
730	0	359.6687	356.0667	3.601964	10.2396	0.01233903	-0.04484638	0.01559687	0.9806327	0.8732782	1	0.01961888	56.17517	0.01559102	-2.315576
731	1	358.8654	355.9686	2.896869	14.62438	0.01028741	-0.04630787	0.01823115	0.9626853	0.8481607	1	0.01936756	67.37823	0.01820576	-1.24101
732	0	358.5269	355.0964	3.430487	8.857864	0.01327572	-0.05826184	0.01617686	0.985644	0.8821994	1	0.02072484	52.21163	0.01617353	-4.05835
733	1	358.8337	355.7894	3.044309	13.92574	0.01054993	-0.06017387	0.01762449	0.9656888	0.8519071	1	0.01928404	65.70159	0.01760375	-1.75377
734	0	354.1758	352.5995	1.576269	31.80878	0.006760267	-0.0545224	0.02359366	0.8847808	0.7716887	1	0.01786054	102.5325	0.02328045	-0.473206
735	1	355.9363	352.044	3.892335	10.33483	0.01228137	0.003306287	0.01443965	0.9802725	0.872685	1	0.01883288	56.43892	0.01443403	0.1675975
736	0	356.2398	354.1766	2.06321	24.16971	0.007886101	-0.01532226	0.02152203	0.9196041	0.8029317	1	0.01842417	87.89478	0.02138293	-0.1905851
737	1	358.9212	355.999	2.922189	14.87964	0.01019595	-0.03414591	0.01815549	0.9615784	0.8468116	1	0.01924124	67.98257	0.01812869	-0.8887176
738	0	357.3225	354.8874	2.435093	15.24503	0.01006891	-0.04067612	0.01999396	0.959986	0.8448981	1	0.02006576	68.84036	0.01996195	-1.016547
739	1	359.4772	355.699	3.778179	9.022138	0.01315337	-0.04557839	0.01494313	0.9850714	0.8811056	1	0.01982688	52.6973	0.0149398	-3.053089
740	0	357.5225	354.8178	2.704683	19.45399	0.008862859	-0.01093174	0.01897761	0.9411647	0.8241204	1	0.01834098	78.20808	0.01891191	-0.1858023
741	1	359.2849	356.1242	3.160724	14.1181	0.01047578	-0.04363473	0.01724942	0.9648659	0.8508675	1	0.01901058	66.16662	0.01722812	-1.241949
742	0	355.8359	353.0157	2.820203	9.576452	0.01276368	-0.06082324	0.01843468	0.983091	0.8774833	1	0.02169306	54.30622	0.01842941	-3.597095
743	1	359.4847	355.9054	3.579328	9.785198	0.01262545	-0.05168138	0.01565911	0.9823271	0.8761452	1	0.01988483	54.90081	0.01565422	-2.924331
744	0	357.9307	355.2103	2.720322	13.47571	0.01072934	-0.02649391	0.01890195	0.9676012	0.8543648	1	0.02013978	64.60298	0.01888211	-0.8177426
745	1	356.5615	352.9718	3.589749	8.646029	0.01343854	-0.003285114	0.01557846	0.986372	0.8836242	1	0.02046225	51.57904	0.01557556	-0.2410564
746	0	359.0246	355.4684	3.556196	11.61747	0.01157373	-0.01962873	0.01577256	0.9752651	0.8649308	1	0.01910745	59.88972	0.01576291	-0.7935652
747	1	359.4733	355.6649	3.808413	9.75776	0.01264337	-0.03769971	0.01484827	0.9824281	0.8763203	1	0.0193769	54.82299	0.01484368	-2.14545
748	0	357.9398	353.7933	4.146515	6.695472	0.01527999	-0.05138357	0.01356499	0.9924352	0.897636	1	0.0203604	45.36305	0.01356421	-6.79246
749	1	358.6071	354.7702	3.836838	10.14032	0.01239999	-0.01958962	0.01473528	0.9810065	0.8738994	1	0.01911635	55.899	0.01472996	-1.031385
750	0	358.2246	354.467	3.757661	7.231882	0.01470059	-0.05443066	0.01498355	0.990896	0.8936042	1	0.02098891	47.15097	0.01498231	-5.978775
751	1	359.0003	355.7696	3.230729	13.82491	0.01058939	-0.05938477	0.01693508	0.9661189	0.8524547	1	0.01893844	65.45674	0.01691564	-1.752743
752	0	356.3464	352.9088	3.437556	8.940635	0.01321366	-0.08565194	0.01596459	0.9853563	0.8816471	1	0.02054024	52.45687	0.01596117	-5.849069
753	1	358.629	355.2762	3.352804	15.4758	0.009990896	-0.03620822	0.0165572	0.9589757	0.8436999	1	0.01818908	69.37788	0.01652933	-0.8826034
754	0	358.9409	355.7195	3.221318	11.09427	0.01184787	-0.02639653	0.01701606	0.9773404	0.8680431	1	0.02008004	58.50397	0.01700732	-1.164914
755	1	358.7814	355.6589	3.122498	10.81302	0.01200319	-0.04087865	0.01737726	0.9784379	0.8697443	1	0.02042462	57.74691	0.01736918	-1.895859
756	0	357.2634	353.3382	3.925238	13.08312	0.01089309	-0.03779436	0.01443533	0.9692534	0.8565391	1	0.01773388	63.63185	0.01442169	-1.229219
757	1	358.5103	354.7614	3.748874	7.558004	0.01437867	-0.03404028	0.01505957	0.9899093	0.8912242	1	0.02081041	48.20664	0.01505804	-3.373429
758	0	356.4111	353.3161	3.094964	9.67336	0.01269896	-0.07958476	0.01728613	0.9827376	0.8768604	1	0.02095309	54.58299	0.01728098	-4.610284
759	1	359.4966	356.2131	3.283431	12.70217	0.01105894	-0.03563692	0.0167963	0.970841	0.8586772	1	0.0192743	62.67753	0.01678202	-1.222157
760	0	358.0735	355.4864	2.587047	17.20316	0.009455567	-0.04907287	0.01941368	0.9513193	0.8349645	1	0.01916076	73.30572	0.01936767	-1.008055
761	1	359.2805	355.4677	3.812808	10.031	0.01246814	-0.05359843	0.01479652	0.9814157	0.8745867	1	0.01920859	55.59347	0.0147914	-2.884077
762	0	359.6295	356.1306	3.498857	10.40583	0.01223888	-0.04100739	0.01598391	0.9800027	0.8722444	1	0.01978005	56.63486	0.01597752	-2.050645
763	1	359.4699	355.995	3.474867	10.53464	0.01216288	-0.05359843	0.01603999	0.9795109	0.8714486	1	0.0197531	56.98876	0.01603326	-2.615951
764	0	358.3353	355.3561	2.979193	14.02236	0.0105125	-0.01152689	0.01790023	0.9652759	0.8513841	1	0.0193998	65.9355	0.01787865	-0.3319564
765	1	355.0465	350.6698	4.376686	10.52002	0.01217143	-0.03569041	0.01276253	0.9795669	0.8715387	1	0.01762602	56.94869	0.0127572	-1.746695
766	0	359.1812	356.0532	3.128007	11.90364	0.01143129	-0.04111736	0.01736211	0.974113	0.8632558	1	0.01992342	60.63594	0.01735048	-1.588337
767	1	358.4803	354.62	3.860263	7.498155	0.01443618	-0.03102379	0.0146511	0.9900931	0.8916571	1	0.02056725	48.01458	0.01464966	-3.131538
768	0	357.5537	353.6426	3.911112	11.3578	0.01170748	-0.01426359	0.01445465	0.9763003	0.8664672	1	0.01839715	59.20552	0.01444653	-0.6018477
769	1	359.2314	355.911	3.320352	11.89445	0.01143579	-0.05916945	0.01659335	0.9741502	0.8633094	1	0.01948117	60.61208	0.01658226	-2.288968
770	0	358.6313	355.1525	3.478801	11.97591	0.01139611	-0.01245658	0.01603965	0.9738202	0.8628358	1	0.01912013	60.82313	0.01602866	-0.4758087
771	1	359.349	356.1258	3.223261	13.749	0.01061938	-0.0456182	0.01701069	0.9664421	0.8528681	1	0.01900752	65.27192	0.01699153	-1.359389
772	0	357.8779	354.8507	3.027201	14.02238	0.0105125	-0.0779242	0.01757541	0.9652758	0.851384	1	0.01922298	65.93554	0.01755422	-2.244092
773	1	359.1384	355.7479	3.390463	11.46124	0.01165367	-0.06231531	0.01631688	0.9758892	0.8658532	1	0.01950136	59.47889	0.01630739	-2.584537
774	0	358.0285	354.6822	3.346272	8.570244	0.01349823	-0.03204384	0.01654495	0.9866296	0.8841381	1	0.02113422	51.35095	0.01654199	-2.396621
775	1	357.8567	353.6941	4.16263	8.144981	0.0138483	-0.02564066	0.01354061	0.9880451	0.8870629	1	0.01936567	50.05285	0.01353868	-2.144774
776	0	358.5244	355.6299	2.894459	15.84435	0.009869714	-0.05855473	0.01820612	0.9573554	0.8418023	1	0.01895728	70.22971	0.01817301	-1.373085
777	1	357.4494	353.5277	3.921636	6.207368	0.01587081	-0.03941233	0.0144154	0.993737	0.9014448	1	0.02139084	43.67435	0.01441483	-6.292925
778	0	359.2194	355.6002	3.619204	9.26155	0.01298084	-0.03008343	0.01554289	0.9842249	0.8795285	1	0.02008779	53.39772	0.01553902	-1.907024
779	1	359.1398	355.5873	3.552546	13.10524	0.01088367	-0.03393458	0.01580666	0.9691607	0.8564158	1	0.0185491	63.68689	0.01579163	-1.100368
780	0	355.1267	351.6752	3.451485	6.307544	0.01574401	-0.0287272	0.01614562	0.993478	0.9006514	1	0.02254758	44.02609	0.01614493	-4.40465
781	1	359.3891	355.9109	3.478266	10.20013	0.01236316	-0.05436498	0.01602306	0.9807816	0.8735248	1	0.01990456	56.06552	0.01601715	-2.828791
782	0	358.6596	355.8615	2.798193	15.45323	0.009998453	-0.04447652	0.01861222	0.9590746	0.8438167	1	0.01929214	69.32545	0.01858105	-1.086771
783	1	358.9789	355.364	3.614827	12.62078	0.01109532	-0.05436498	0.01553277	0.9711781	0.8591377	1	0.01856562	62.47204	0.01551987	-1.886235
784	0	356.2523	354.16	2.092307	25.08416	0.007727112	-0.02947734	0.02144861	0.9154127	0.7990169	1	0.01820636	89.70327	0.02129514	-0.3484842
785	1	359.0014	355.0578	3.943598	9.126174	0.01307758	-0.0309824	0.01435245	0.9847053	0.8804178	1	0.019375	53.00272	0.01434909	-2.025691
786	0	355.9106	353.8328	2.077797	19.32692	0.008893693	-0.001580223	0.02133663	0.9417417	0.8247183	1	0.01948135	77.93693	0.02126421	-0.02712442
787	1	358.8267	355.5918	3.234885	15.39341	0.01001856	-0.02869709	0.01699373	0.9593368	0.8441268	1	0.01845278	69.18634	0.01696563	-0.7057258
788	0	355.9736	353.3765	2.597079	24.70812	0.007791508	-0.03566849	0.01949418	0.9171361	0.8006201	1	0.01742923	88.96188	0.01936033	-0.4304464
789	1	356.9079	353.7323	3.175589	10.16364	0.01238559	-0.08170243	0.01697181	0.9809189	0.8737532	1	0.02050395	55.96398	0.01696563	-4.281842
790	0	351.8644	350.9467	0.917688	27.94117	0.007277669	-0.07430585	0.02607438	0.9023442	0.7871168	1	0.01948131	95.24302	0.02582572	-0.7608958
791	1	359.5808	355.9615	3.61933	10.93168	0.01193694	-0.034258	0.01554983	0.9779765	0.8690241	1	0.01926746	58.06739	0.01554229	-1.555518
792	0	351.7168	350.9613	0.7554705	41.60393	0.005758942	-0.006434259	0.02730084	0.8413168	0.735225	1	0.01773268	120.3602	0.0266134	-0.04054783
793	1	358.2047	355.0343	3.170355	16.25641	0.009738914	-0.06145279	0.01716625	0.9555346	0.839703	1	0.01828555	71.17295	0.01713231	-1.382036
794	0	355.0038	353.3956	1.608194	27.4557	0.007349488	-0.04659026	0.02339127	0.9045606	0.789106	1	0.01854259	94.31231	0.02317821	-0.4881657
795	1	359.6766	356.198	3.478564	10.9806	0.01190994	-0.04146764	0.0160606	0.9777855	0.8687282	1	0.01955918	58.19905	0.01605268	-1.866696
796	0	354.9359	353.0679	1.868085	28.88297	0.007143077	-0.05794531	0.02234354	0.8980512	0.7832932	1	0.01786626	97.03762	0.02211131	-0.5683764
797	1	359.1431	356.0135	3.129617	12.08306	0.01134452	-0.05082091	0.01733382	0.9733848	0.8622151	1	0.01983148	61.09976	0.01732154	-1.909473
798	0	356.9857	354.2657	2.720086	21.76439	0.00834736	-0.04745368	0.01896513	0.9306253	0.813512	1	0.01779375	83.03789	0.01887386	-0.6840202
799	1	358.8803	354.8675	4.012808	7.721991	0.01422449	-0.04418933	0.0140801	0.9893995	0.8900463	1	0.02001411	48.72916	0.01407852	-4.168619
800	0	358.1154	355.4485	2.666834	17.92437	0.009254214	-0.02342151	0.01913723	0.948083	0.8314287	1	0.0188202	74.90071	0.01908565	-0.4511338
