Iteration	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	theta	V	Yr
30	554.2542	552.1831	2.071085	7.87027	0.0140892	-0.04613336	0.01244766	0.9889311	0.8889916	1	0.01872846	49.19704	0.7976295	0.01244614	-75.43045
31	552.41	547.4699	4.940166	4.764001	0.01811909	-0.03129677	0.01047407	0.9969474	0.9136713	1	0.01948233	38.25509	0.1572327	0.01047397	-61.60327
32	556.221	551.8789	4.342126	8.6456	0.01343888	-0.04527185	0.01197524	0.9863735	0.8836272	1	0.01794067	51.57776	0.2768629	0.01197301	-23.36341
33	556.6489	552.5237	4.125147	11.6603	0.01155208	-0.03150984	0.01401898	0.9750934	0.8646789	1	0.01799713	60.00191	0.05162387	0.01401028	-3.286198
34	555.2531	551.6916	3.561496	8.288354	0.01372731	-0.036778	0.01372061	0.9875736	0.8860688	1	0.01940861	50.49402	-0.4526314	0.01371849	33.01278
35	554.5723	551.7791	2.793234	8.002074	0.01397209	-0.03610763	0.01347105	0.9885089	0.8880623	1	0.019402	49.60941	0.6129563	0.01346927	-55.87088
36	554.7932	550.6728	4.120333	10.47848	0.01219584	-0.06237806	0.01258059	0.9797257	0.871795	1	0.01751747	56.83471	0.2960667	0.01257541	-17.38369
37	555.692	551.3758	4.316193	8.571409	0.01349731	-0.05823884	0.01329214	0.9866256	0.8841302	1	0.01894245	51.35447	-0.04166018	0.01328976	-1.281244
38	553.0884	549.6458	3.442588	17.01397	0.009510386	-0.06358273	0.01644357	0.9521649	0.8359024	1	0.01768529	72.88318	-0.1250328	0.01640594	1.159589
39	554.2039	550.1689	4.035014	15.70927	0.009913655	-0.04706418	0.01426048	0.9579502	0.8424955	1	0.01681508	69.91843	0.08450332	0.01423526	-3.044343
40	555.1484	551.3299	3.818496	10.4693	0.01220126	-0.05799111	0.01274452	0.9797608	0.8718517	1	0.01763515	56.80949	0.3936767	0.0127393	-21.92276
41	556.4372	552.1718	4.265461	8.478895	0.01357123	-0.0487363	0.01239057	0.9869379	0.8847603	1	0.01833877	51.07475	-0.3147572	0.01238846	20.05117
42	556.3065	551.8181	4.488356	10.7429	0.01204284	-0.03101614	0.01257468	0.9787095	0.8701717	1	0.01740316	57.55677	0.08148611	0.01256898	-5.202668
43	555.8316	552.2243	3.607283	8.127019	0.01386369	-0.03101614	0.0120577	0.9881037	0.887188	1	0.01828465	49.99732	0.5110424	0.012056	-45.05422
44	554.6295	552.3119	2.317619	9.406558	0.01287951	-0.02152384	0.01279796	0.9837056	0.8785827	1	0.01815662	53.81783	0.7408665	0.01279457	-46.04765
45	555.2771	551.2531	4.024007	10.22049	0.0123507	-0.007072574	0.01386146	0.9807048	0.8733975	1	0.01850398	56.12212	0.1792064	0.0138563	-9.474964
46	554.6184	550.9367	3.68162	9.826309	0.01259873	-0.02990035	0.01488983	0.9821756	0.8758832	1	0.01936972	55.01721	-0.2785724	0.0148851	13.67261
47	552.4286	549.6618	2.766732	14.67619	0.01026866	-0.03959161	0.01697222	0.9624611	0.847886	1	0.01866986	67.50123	0.3755634	0.0169483	-10.68376
48	551.9132	548.7847	3.12849	21.64245	0.00837262	-0.01690917	0.01778825	0.9311832	0.8140602	1	0.01725887	82.78737	0.06704657	0.01770401	-1.152943
49	555.8789	552.0278	3.851117	13.33486	0.01078728	-0.03771008	0.01478178	0.9681957	0.8551416	1	0.01785806	64.25597	0.1318992	0.01476682	-5.201007
50	551.3785	547.9538	3.424729	15.31418	0.01004536	0.001645161	0.01352406	0.9596836	0.8445383	1	0.01648357	69.00176	0.4531574	0.01350207	-10.74607
51	557.0886	552.5438	4.544833	8.440119	0.01360257	-0.039401	0.0124392	0.9870681	0.8850255	1	0.01839593	50.95707	-0.09500467	0.01243712	4.204739
52	555.2643	551.118	4.146293	7.487989	0.01444602	-0.02957899	0.01344015	0.9901242	0.8917308	1	0.01970567	47.98188	0.1767688	0.01343884	-20.71756
53	555.5887	552.0718	3.516828	11.33155	0.01172125	-0.05021483	0.0143253	0.9764044	0.8666234	1	0.01832541	59.13597	0.3563342	0.01431733	-16.87355
54	554.4045	550.8651	3.539427	15.83893	0.009871466	-0.04738807	0.01587752	0.9573792	0.84183	1	0.01770505	70.21725	0.1447134	0.01584868	-4.362516
55	557.1681	552.7673	4.400771	9.438074	0.01285779	-0.03443535	0.01298685	0.9835921	0.878378	1	0.01827469	53.90874	-0.09970476	0.01298335	3.87822
56	555.2765	552.6375	2.638993	8.548507	0.0135155	-0.0389739	0.01276535	0.9867032	0.8842859	1	0.01857579	51.28536	0.6822431	0.01276309	-53.55748
57	556.8948	552.6188	4.276043	9.101086	0.01309574	-0.03309388	0.01335719	0.9847938	0.8805833	1	0.01870413	52.92922	-0.1386666	0.0133541	6.804077
58	554.69	552.174	2.516035	7.469181	0.01446427	-0.0360315	0.01208153	0.9901817	0.8918673	1	0.01869494	47.92133	0.7385725	0.01208036	-78.15507
59	554.0748	551.25	2.824875	6.651768	0.01533025	-0.04429592	0.01161692	0.9925557	0.8979713	1	0.01887274	45.21436	0.7030763	0.01161627	-99.69273
60	554.1211	550.3802	3.740813	10.46976	0.01220099	-0.05634852	0.01217548	0.979759	0.8718489	1	0.01723675	56.81075	0.4628303	0.01217049	-25.18704
61	554.932	550.4205	4.511517	8.632882	0.01344884	-0.03018701	0.01129335	0.9864168	0.8837132	1	0.01742885	51.53954	0.2832208	0.01129126	-22.78998
62	551.6559	551.6345	0.02144146	11.17136	0.0118063	-0.01042107	0.01349224	0.9770373	0.8675803	1	0.017849	58.70995	-1.107658	0.01348513	46.67573
63	554.7483	550.9691	3.77923	14.23656	0.01043084	-0.01764941	0.01399571	0.9643575	0.8502303	1	0.01708725	66.45171	0.2941019	0.01397793	-8.452526
64	556.5554	551.9153	4.640098	8.073451	0.01390986	-0.02268215	0.01214093	0.988278	0.887562	1	0.01837817	49.83137	-0.001258114	0.01213926	-1.828931
65	552.3416	548.0818	4.259801	10.15098	0.0123934	-0.05907955	0.01144319	0.9809664	0.8738325	1	0.01684162	55.92872	-0.4130727	0.01143905	18.18528
66	554.2445	550.8129	3.431562	9.567121	0.01276996	-0.05281776	0.01459966	0.9831249	0.8775435	1	0.01930995	54.2795	-0.4130727	0.0145955	20.93529
67	556.2448	551.5872	4.657548	7.645113	0.01429616	-0.03588545	0.0115173	0.9896396	0.8905969	1	0.0181468	48.48487	0.1724561	0.01151607	-19.93698
68	555.15	551.2045	3.945533	9.681744	0.01269341	-0.01881192	0.01444838	0.9827069	0.8768066	1	0.01915198	54.60687	0.1241855	0.01444405	-8.144852
69	556.5554	552.4633	4.092124	10.20611	0.0123595	-0.02862656	0.01395729	0.980759	0.8734874	1	0.01857445	56.08215	0.1121436	0.01395212	-7.204021
70	556.5108	552.148	4.362769	9.705927	0.01267742	-0.05344635	0.01305068	0.9826183	0.8766517	1	0.0181906	54.67571	-0.1115754	0.01304674	3.232694
71	556.8163	552.4068	4.409523	8.945286	0.0132102	-0.02347806	0.0130223	0.9853401	0.8816161	1	0.0185487	52.47061	-0.00780056	0.0130195	-1.077214
72	556.9244	552.3814	4.542965	9.408269	0.01287833	-0.02815382	0.01250726	0.9836995	0.8785715	1	0.01794841	53.82277	-0.06471112	0.01250394	2.177993
73	556.3965	551.7081	4.688372	7.630504	0.0143099	-0.04837791	0.01190274	0.989685	0.8907019	1	0.01845681	48.43831	0.01385406	0.01190147	-6.019309
74	554.0655	549.2486	4.816928	5.321799	0.01714246	-0.02676544	0.01141606	0.995829	0.9087539	1	0.0197838	40.43451	0.02712607	0.01141586	-12.89325
75	554.4175	550.4775	3.939999	7.581236	0.01435652	-0.009710315	0.01233571	0.9898376	0.8910565	1	0.01882009	48.28099	0.3930002	0.01233444	-39.23456
76	556.8658	552.5373	4.328497	10.05129	0.01245541	-0.04192829	0.01289388	0.98134	0.8744589	1	0.01792197	55.65029	-0.2031951	0.01288939	8.43917
77	556.3133	552.0276	4.285681	10.20095	0.01236266	-0.01485396	0.01336823	0.9807784	0.8735196	1	0.01818059	56.06782	0.0654745	0.01336329	-4.113606
78	556.487	552.1471	4.339924	7.819648	0.01413496	-0.02604938	0.01237223	0.9890918	0.8893506	1	0.01870192	49.03779	0.2303345	0.01237076	-23.27342
79	554.3889	550.8309	3.557964	7.407591	0.01452452	-0.01369134	0.01246769	0.990369	0.8923155	1	0.01903088	47.72254	-0.5491224	0.01246653	55.04516
80	555.1525	550.5853	4.567204	9.626254	0.0127303	-0.05095473	0.01180797	0.9829096	0.8771628	1	0.01733891	54.44861	0.1765553	0.01180452	-13.13562
81	554.4356	550.9201	3.515508	14.69462	0.01026201	-0.03139528	0.01617716	0.9623812	0.8477884	1	0.01822143	67.54495	0.09933754	0.01615426	-3.375865
82	555.9694	552.0047	3.964626	8.659326	0.01342815	-0.05296778	0.01259602	0.9863267	0.8835343	1	0.01839245	51.61897	-0.413293	0.01259366	25.9391
83	556.0127	551.6172	4.395554	11.77074	0.01149681	-0.04500243	0.01302061	0.9746495	0.8640313	1	0.01730292	60.29039	-0.08464662	0.01301224	1.479193
84	555.3679	551.2361	4.131778	8.951638	0.01320547	-0.02093625	0.01186365	0.9853179	0.8815738	1	0.01770114	52.48938	0.3727434	0.01186109	-26.44092
85	556.0235	552.2185	3.805035	8.779459	0.01333531	-0.03018934	0.01215426	0.9859148	0.8827248	1	0.01800449	51.97834	0.4511525	0.01215185	-33.72244
86	556.0052	551.7971	4.208037	10.98052	0.01190999	-0.05801717	0.01364684	0.9777859	0.8687287	1	0.01802962	58.19883	-0.09595823	0.0136401	1.612011
87	555.7083	551.7176	3.990722	8.04287	0.01393642	-0.03563404	0.01354162	0.9883771	0.8877761	1	0.0194279	49.73639	0.2495191	0.01353979	-24.28418
88	553.319	549.9651	3.353924	12.25198	0.01126452	-0.0643855	0.01300531	0.9726955	0.8612418	1	0.01711716	61.53366	-0.5594592	0.01299562	17.57212
89	555.043	550.9108	4.132194	7.477618	0.01445608	-0.01837365	0.01311678	0.9901559	0.8918061	1	0.01947394	47.9485	0.2347828	0.01311551	-25.48181
90	555.306	551.0067	4.299294	8.842041	0.01328768	-0.04428977	0.01158714	0.9856987	0.8823052	1	0.01754801	52.16463	0.3362424	0.01158477	-26.27207
91	553.8245	551.6245	2.200006	8.419437	0.01361937	-0.0154864	0.01249322	0.9871374	0.8851671	1	0.01844721	50.89421	0.7748497	0.01249115	-60.66971
92	556.2741	552.5385	3.735681	9.236601	0.01299851	-0.02670557	0.01331571	0.9843138	0.8796919	1	0.01860561	53.32513	-0.4318763	0.01331244	25.39787
93	555.3594	550.5003	4.859102	7.251446	0.01468067	-0.04327353	0.01105102	0.9908379	0.8934599	1	0.01801313	47.21495	0.09955895	0.01105009	-15.48988
94	554.8826	550.4962	4.386385	6.34064	0.01570277	-0.0447681	0.0126095	0.9933915	0.9003907	1	0.01989996	44.1417	0.1572387	0.01260895	-30.41026
95	555.031	552.6073	2.423631	10.00885	0.01248208	-0.04409097	0.01312784	0.9814984	0.8747264	1	0.01810319	55.53137	-0.7589211	0.01312334	37.8772
96	550.8959	547.9464	2.949461	6.706432	0.01526747	-0.04621009	0.01411943	0.9924049	0.8975521	1	0.02076381	45.40026	0.5360489	0.01411861	-76.12597
97	554.1631	549.4234	4.739695	10.84078	0.0119876	-0.04278995	0.01176031	0.9783302	0.8695755	1	0.01679154	57.82204	-0.02718681	0.01175479	-0.7472269
98	556.4232	551.7642	4.659019	8.875843	0.01326217	-0.04278995	0.01191216	0.9855816	0.8820792	1	0.01777533	52.26499	-0.1306823	0.01190969	5.965176
99	554.6296	550.1932	4.436394	10.27894	0.01231511	-0.060653	0.01219012	0.9804841	0.8730328	1	0.01732759	56.28428	0.1889858	0.01218548	-12.60256
100	555.16	551.1846	3.975368	11.57792	0.01159381	-0.06449628	0.01413702	0.9754234	0.8651637	1	0.01810536	59.78596	-0.2003048	0.01412848	5.325631
101	556.2729	552.1339	4.13898	10.04084	0.01246196	-0.01717471	0.01361163	0.981379	0.8745247	1	0.01841888	55.62104	-0.2039564	0.01360691	9.826746
102	554.7254	551.004	3.721406	9.875487	0.012567	-0.00979196	0.0125016	0.9819938	0.8755706	1	0.01772611	55.15616	-0.501714	0.01249754	26.81789
103	554.0027	549.9945	4.008112	11.47066	0.0116488	0.001649469	0.01309452	0.9758516	0.8657975	1	0.01746628	59.50373	-0.3446257	0.01308688	13.99487
104	555.7644	551.5143	4.250119	12.86402	0.0109876	-0.0202917	0.01358702	0.9701684	0.8577653	1	0.0172794	63.08447	0.03504965	0.01357493	-1.820076
105	554.7724	551.0096	3.762838	11.3889	0.01169122	-0.03167558	0.01544345	0.9761769	0.8662823	1	0.01900278	59.28782	-0.05334135	0.01543468	0.8561021
106	556.1949	552.0916	4.103372	9.672431	0.01269958	-0.02557963	0.01403435	0.982741	0.8768664	1	0.01888016	54.58034	-0.1296663	0.01403017	5.901181
107	556.6691	552.277	4.392023	8.552298	0.01351248	-0.02431472	0.01245188	0.9866903	0.8842601	1	0.01834425	51.2968	0.1883862	0.01244967	-15.79255
108	556.5859	552.3106	4.275242	11.26224	0.01175783	-0.04413683	0.01332696	0.9766787	0.8670366	1	0.01770288	58.95199	0.09092976	0.01331971	-5.700627
109	555.8529	551.1907	4.66224	8.079343	0.01390476	-0.01524496	0.01203903	0.9882588	0.8875208	1	0.01829753	49.84964	-0.06110249	0.01203737	3.844607
110	554.129	549.7969	4.332036	6.041933	0.01608703	-0.02891186	0.01084531	0.9941553	0.9027691	1	0.01867988	43.08732	-0.4465943	0.01084494	71.01687
111	555.8939	551.5029	4.390966	6.838951	0.0151184	-0.04026574	0.01253564	0.9920342	0.8965425	1	0.01946889	45.84791	-0.2250289	0.01253485	22.9695
112	553.1462	549.4492	3.69699	14.02024	0.01051332	-0.0768001	0.01545307	0.965285	0.8513956	1	0.01802571	65.93037	-0.08887658	0.01543444	0.2589982
113	556.0178	551.8369	4.180923	9.273908	0.01297211	-0.01884728	0.01240534	0.9841809	0.8794476	1	0.01794009	53.43364	-0.3550573	0.01240223	20.89833
114	554.7709	551.0712	3.699718	6.239902	0.01582929	-0.03829721	0.01165212	0.9936534	0.9011865	1	0.0192065	43.78889	0.5131712	0.01165165	-86.37852
115	555.6652	551.6731	3.992076	8.468639	0.0135795	-0.03093405	0.0117331	0.9869724	0.8848304	1	0.01785103	51.04365	-0.4827381	0.01173111	34.19784
116	554.8691	552.0726	2.796476	9.946862	0.01252134	-0.05305006	0.01374717	0.9817291	0.8751181	1	0.01855441	55.35726	0.59377	0.01374258	-34.80792
117	556.4691	552.4094	4.059666	9.332167	0.0129312	-0.04779116	0.01336934	0.9839726	0.879067	1	0.01859471	53.60269	0.2344708	0.0133659	-17.37679
118	555.868	551.681	4.186936	12.38958	0.01120054	-0.02413884	0.01336252	0.9721313	0.8604534	1	0.01730129	61.88518	-0.2212626	0.01335214	6.852039
119	556.0708	551.8192	4.251564	10.58392	0.01213416	-0.01213831	0.01340663	0.979322	0.8711454	1	0.01803764	57.12361	0.09439785	0.0134009	-5.057752
120	555.4177	551.7847	3.633032	12.20236	0.01128785	-0.01408333	0.01388412	0.9728984	0.8615271	1	0.01770434	61.40647	0.3603452	0.01387392	-13.45538
121	555.9168	552.1006	3.8162	12.93966	0.01095471	-0.04207708	0.01430203	0.9698531	0.8573409	1	0.01770168	63.27388	0.2360201	0.01428904	-8.988718
122	554.3491	551.4038	2.945252	12.93966	0.01095471	-0.0238077	0.0154848	0.9698531	0.8573409	1	0.0184191	63.27388	-0.4986799	0.01547073	15.25327
123	554.0927	551.2712	2.821515	6.641333	0.01534232	-0.04375252	0.01235172	0.9925844	0.8980516	1	0.01946813	45.17878	-0.7212596	0.01235104	90.64131
124	554.7998	550.0359	4.763914	9.754804	0.0126453	-0.04874783	0.01162177	0.9824389	0.8763392	1	0.01714414	54.8146	0.01156656	0.01161819	-3.422984
125	553.9835	549.8268	4.15662	6.305022	0.01574716	-0.04284861	0.0107862	0.9934846	0.9006713	1	0.01843106	44.01727	0.4488713	0.01078574	-75.02106
126	554.8491	551.8108	3.038382	8.139687	0.01385283	-0.03674115	0.01170756	0.9880623	0.8870998	1	0.01801016	50.03649	0.6584413	0.01170589	-57.57598
127	555.8843	551.7388	4.145532	10.60862	0.01211984	-0.05402558	0.01289067	0.9792271	0.8709937	1	0.0176767	57.19111	0.2527684	0.01288511	-14.5162
128	555.7078	551.9597	3.748103	8.903272	0.01324157	-0.02139913	0.01356157	0.9854864	0.8818961	1	0.01895133	52.3463	-0.4041218	0.01355871	25.96577
129	553.3147	550.4624	2.852246	12.73467	0.01104451	-0.03463381	0.01281611	0.9707062	0.8584936	1	0.01682544	62.75942	-0.6927646	0.01280511	21.77376
130	556.4262	551.7655	4.660642	7.078374	0.0148597	-0.04146033	0.01180882	0.9913475	0.8947426	1	0.01873369	46.6461	-0.1588553	0.01180793	13.40886
131	556.0318	552.0381	3.993709	13.40397	0.01075874	-0.0316688	0.01442209	0.9679043	0.85476	1	0.0176161	64.42641	0.08797743	0.01440723	-3.639813
132	553.8793	551.2641	2.615198	15.11242	0.0101145	-0.02083244	0.0148726	0.960565	0.8455902	1	0.01734526	68.53002	0.5715623	0.01484947	-14.45048
133	557.0213	552.7024	4.318839	9.381733	0.01289669	-0.04027584	0.01327583	0.9837949	0.8787441	1	0.01850483	53.74612	-0.1038518	0.01327235	3.819346
134	556.0696	551.7382	4.331477	7.576841	0.0143607	-0.04971937	0.01208945	0.9898512	0.8910882	1	0.018634	48.26693	0.2656099	0.0120882	-30.80496
135	554.9671	550.5247	4.44232	8.296158	0.01372081	-0.05716462	0.01164837	0.9875478	0.8860149	1	0.01787877	50.51793	-0.3180426	0.01164657	20.63232
136	553.3108	549.1791	4.13175	7.340771	0.01459074	-0.06545894	0.01327884	0.9905707	0.8928038	1	0.01968493	47.50596	-0.2467335	0.01327766	18.9778
137	556.7945	552.4715	4.323036	9.710536	0.01267439	-0.04831678	0.01325773	0.9826014	0.8766222	1	0.01833213	54.68882	-0.09374095	0.01325371	2.517057
138	556.0334	551.6082	4.425136	8.450614	0.01359407	-0.03238747	0.01168134	0.9870329	0.8849536	1	0.01782116	50.98895	0.2768957	0.01167938	-23.57456
139	556.0057	551.168	4.837619	7.82609	0.01412911	-0.03048895	0.01137682	0.9890714	0.8893049	1	0.01793011	49.05808	0.002528818	0.01137546	-3.018693
140	554.6325	552.4165	2.216046	8.551503	0.01351312	-0.03388317	0.01328764	0.986693	0.8842655	1	0.01895033	51.2944	0.7355257	0.01328529	-57.08445
141	554.7141	551.8181	2.895954	11.04445	0.01187496	-0.04657441	0.01284138	0.9775357	0.868343	1	0.01746373	58.3705	-0.6803499	0.0128349	27.53227
142	556.5559	552.0964	4.459495	7.620839	0.01431901	-0.0281448	0.01215412	0.989715	0.8907714	1	0.01865663	48.40749	-0.2489734	0.01215283	21.22199
143	556.6219	552.4481	4.173743	8.240753	0.01376714	-0.02875513	0.01265231	0.9877308	0.8863979	1	0.01866473	50.34796	0.2756697	0.01265041	-24.53648
144	554.6831	549.8571	4.826078	7.080293	0.01485768	-0.0566563	0.01124515	0.9913419	0.8947283	1	0.01827987	46.65244	-0.1148923	0.01124431	6.611282
145	555.7397	551.1615	4.578234	6.873777	0.01507994	-0.02155638	0.01210786	0.9919357	0.8962788	1	0.01910946	45.96485	-0.1669726	0.01210707	17.86502
146	555.8725	551.7459	4.126592	8.214646	0.01378912	-0.03250433	0.01170166	0.9878167	0.8865788	1	0.01796417	50.26768	-0.4428069	0.01169992	33.23478
147	555.0162	551.3483	3.667914	14.57021	0.01030711	-0.04686613	0.01541241	0.9629196	0.8484483	1	0.01782456	67.24941	0.1400714	0.01539122	-4.901347
148	553.8419	550.7891	3.052735	13.12523	0.01087518	-0.02338192	0.01595504	0.9690769	0.8563045	1	0.01862869	63.7366	-0.4251758	0.01593979	12.56815
149	555.078	551.5021	3.575891	11.4332	0.01166818	-0.01784032	0.01296226	0.9760008	0.8660194	1	0.0173923	59.40489	-0.5103656	0.0129548	20.0122
150	553.6992	550.1021	3.597079	14.93265	0.01017725	-0.001325089	0.01602665	0.961348	0.8465327	1	0.0180614	68.10753	-0.05424547	0.0160027	1.314904
151	551.6907	548.956	2.734767	16.46138	0.009675605	0.004342606	0.01698724	0.9546256	0.8386674	1	0.01813074	71.63864	0.3797407	0.01695227	-7.893601
152	554.0185	550.7805	3.237963	15.54823	0.009966757	-0.05117575	0.01589652	0.9586579	0.8433254	1	0.01780094	69.54591	-0.3581794	0.01586935	7.067752
153	556.496	552.5406	3.955384	8.76207	0.01334863	-0.03834501	0.01326453	0.9859747	0.8828417	1	0.01881825	51.92647	0.2990018	0.01326192	-23.75366
154	556.9781	552.5084	4.469746	8.065293	0.01391693	-0.03541946	0.01258165	0.9883044	0.8876191	1	0.01871352	49.80604	0.0963877	0.01257993	-11.17346
155	552.5878	549.7987	2.789063	5.460526	0.01692307	-0.03985494	0.01145793	0.9955259	0.9075711	1	0.0196928	40.95873	0.717596	0.0114577	-168.5805
156	556.9622	552.6421	4.320156	10.29928	0.0123028	-0.04170104	0.01320229	0.9804071	0.8729061	1	0.0180236	56.34061	-0.13168	0.01319722	4.460751
157	554.3212	552.325	1.996177	8.145795	0.01384761	-0.03769602	0.01308821	0.9880424	0.8870572	1	0.01903893	50.05537	-0.8371111	0.01308634	66.01702
158	556.5001	552.3274	4.172706	10.27595	0.01231693	-0.01957843	0.0133629	0.9804954	0.8730515	1	0.01814331	56.27598	0.174168	0.01335782	-9.75921
159	556.1996	551.8005	4.399081	7.719302	0.01422698	-0.02468723	0.01294683	0.989408	0.8900655	1	0.01919345	48.72063	0.06448073	0.01294538	-8.35391
160	555.0215	550.9384	4.083124	14.74932	0.01024236	-0.01895562	0.01423548	0.9621442	0.8474991	1	0.01707659	67.67456	-0.07945588	0.01421508	1.518719
161	554.9668	551.6471	3.319758	13.56394	0.01069349	-0.03557977	0.01392335	0.9672277	0.8538801	1	0.01725626	64.81956	0.4568418	0.0139084	-14.56872
162	551.0678	551.3144	-0.2466059	9.672156	0.01269976	-0.008487949	0.01292181	0.982742	0.8768681	1	0.0181165	54.57956	1.104893	0.01291796	-63.4089
163	554.5014	550.8452	3.656192	8.78676	0.01332973	-0.008390735	0.01237992	0.9858896	0.8826758	1	0.01816705	52.00011	-0.5283777	0.01237745	36.32307
164	556.6234	552.6324	3.990997	9.808732	0.01261013	-0.04252346	0.01352093	0.9822404	0.8759952	1	0.01846623	54.96747	-0.3056058	0.01351667	14.50792
