Iteration	Replicate_ID	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	V	Yr
5072	0	587.247	581.4262	5.820844	6.867219	0.01508716	-0.003274872	0.004940687	0.9919542	0.8963284	1	0.01220991	45.94285	0.004940367	-0.4070311
5073	1	586.6712	580.834	5.83717	10.64113	0.01210107	-0.001987866	0.00547421	0.9791021	0.8707942	1	0.01151033	57.27983	0.00547182	-0.09512271
5074	0	587.7125	581.9522	5.760212	6.535727	0.01546609	-0.01286545	0.004382726	0.9928721	0.898867	1	0.01164334	44.81722	0.004382503	-1.804937
5075	1	586.7063	580.8861	5.820181	7.873661	0.01408615	-0.02091888	0.004741038	0.9889203	0.8889676	1	0.01155707	49.2077	0.004740456	-1.888033
5076	0	587.3483	581.6727	5.675635	6.067474	0.01605308	-0.006322902	0.00405317	0.9940915	0.9025635	1	0.01140753	43.17846	0.004053029	-1.07014
5077	1	587.2934	581.5508	5.742577	8.276439	0.01373725	-0.001434709	0.004351223	0.987613	0.8861511	1	0.01093378	50.4575	0.004350555	-0.1158241
5078	0	587.572	581.7452	5.826801	9.223062	0.01300813	-0.01188468	0.004866323	0.9843619	0.8797807	1	0.01125182	53.2857	0.004865133	-0.7599843
5079	1	585.983	580.3487	5.634219	4.403093	0.01884743	-0.009151553	0.003915736	0.9975814	0.9170072	1	0.0121492	36.77675	0.003915713	-3.783876
5080	0	587.4623	581.6389	5.823308	9.549217	0.01278204	0.0008778336	0.005038817	0.98319	0.8776589	1	0.01134957	54.2282	0.005037393	0.05222084
5081	1	586.2912	580.4648	5.826414	6.529583	0.01547338	-0.001724737	0.005076442	0.9928887	0.8989147	1	0.01253393	44.7961	0.005076185	-0.2425338
5082	0	587.2858	581.4939	5.791903	6.253138	0.0158125	0.0005033738	0.004697502	0.9936192	0.9010816	1	0.01218846	43.83541	0.004697311	0.07888901
5083	1	585.3199	579.4832	5.836697	14.75267	0.01024116	-0.009158876	0.005828689	0.9621297	0.8474814	1	0.01092635	67.68248	0.005820329	-0.2418483
5084	0	587.5376	581.7681	5.769441	5.789174	0.01643505	-0.00278627	0.004505757	0.9947706	0.9048273	1	0.01216983	42.17494	0.004505633	-0.5328112
5085	1	583.3635	577.5103	5.853225	17.46461	0.009381209	-0.02175567	0.005700194	0.9501483	0.8336756	1	0.01034164	73.88677	0.005686028	-0.4364079
5086	0	585.1937	579.4376	5.756171	4.56443	0.01851118	0.001567939	0.004475946	0.997307	0.9154997	1	0.01287284	37.44478	0.004475913	0.5822272
5087	1	586.9872	581.1397	5.847432	9.915999	0.01254102	-0.01465661	0.005172134	0.9818437	0.8753136	1	0.01138981	55.27038	0.005170429	-0.8072469
5088	0	587.6025	581.8098	5.792707	6.250872	0.01581537	-0.01173388	0.004588063	0.9936251	0.9010995	1	0.01204673	43.82745	0.004587877	-1.840628
5089	1	584.8809	579.0253	5.855569	9.501177	0.01281462	-0.02418528	0.005503057	0.9833641	0.8779692	1	0.01187599	54.09033	0.005501534	-1.453803
5090	0	587.7742	581.9865	5.787725	8.645256	0.01343915	-0.001170359	0.00462635	0.9863746	0.8836295	1	0.01115116	51.57672	0.004625492	-0.0858957
5091	1	587.877	582.1218	5.755273	5.975394	0.01617651	-0.007229136	0.00439065	0.9943201	0.9033067	1	0.01191851	42.84898	0.004390509	-1.272758
5092	0	587.3893	581.5543	5.834996	8.082088	0.01390238	-0.01362406	0.004965106	0.9882499	0.8875017	1	0.01174962	49.85816	0.004964421	-1.159488
5093	1	587.8706	582.1166	5.754023	5.948678	0.01621286	-0.006194353	0.004390647	0.9943857	0.9035234	1	0.01193189	42.75293	0.004390509	-1.103319
5094	0	587.423	581.6612	5.761807	7.677881	0.01426548	-0.01362406	0.004381582	0.9895375	0.8903619	1	0.01118082	48.58914	0.004381102	-1.302182
5095	1	585.7869	580.0435	5.743362	9.419076	0.01287087	-0.0113483	0.00429396	0.9836605	0.8785013	1	0.01051351	53.85396	0.004292814	-0.6945338
5096	0	587.4942	581.669	5.825247	9.620191	0.01273435	-0.0108155	0.004857181	0.9829317	0.8772018	1	0.01112232	54.4313	0.004855766	-0.6336613
5097	1	584.0654	578.2528	5.812603	4.436039	0.01877728	-0.01029893	0.00479031	0.9975266	0.9166971	1	0.01341261	36.91414	0.004790281	-4.163858
5098	0	586.9218	581.0843	5.837485	7.233625	0.01469881	-0.0108155	0.005065314	0.9908908	0.8935913	1	0.01220279	47.15668	0.005064894	-1.187321
5099	1	587.4543	581.6709	5.783365	5.90821	0.01626838	-0.002703868	0.004598651	0.9944845	0.9038526	1	0.01223214	42.60701	0.004598511	-0.4902286
5100	0	586.1945	580.3486	5.845913	12.82775	0.01100348	-0.009715679	0.005226401	0.9703194	0.8579692	1	0.01072461	62.99346	0.005221797	-0.3273411
5101	1	585.3401	579.6373	5.702782	4.21349	0.01926698	-0.001001806	0.004196435	0.997885	0.9188143	1	0.01271634	35.97591	0.004196416	-0.4736627
5102	0	586.7557	581.1119	5.643788	5.424639	0.01697902	-0.001380385	0.003970291	0.9956052	0.9078757	1	0.01161134	40.82375	0.003970214	-0.3140979
5103	1	587.1819	581.473	5.708943	5.062469	0.01757646	-0.005477922	0.004190233	0.9963692	0.9110065	1	0.01213668	39.4361	0.004190178	-1.508757
5104	0	586.9073	581.2418	5.665511	6.122402	0.01598077	-0.01107305	0.004000423	0.9939534	0.9021227	1	0.01130751	43.37383	0.004000277	-1.831273
5105	1	586.4529	580.6405	5.812471	8.295941	0.01372099	0.008595954	0.005104594	0.9875485	0.8860164	1	0.01183555	50.51727	0.005103802	0.6903559
5106	0	586.5894	580.9662	5.623172	5.853135	0.01634487	-0.00517653	0.003888809	0.9946177	0.9043023	1	0.01127493	42.40764	0.003888696	-0.9617656
5107	1	586.9453	581.1371	5.808247	10.30898	0.01229694	-0.008592476	0.004707982	0.9803704	0.8728458	1	0.01076046	56.36745	0.004706168	-0.4377307
5108	0	584.3352	578.6322	5.703012	5.042981	0.01761042	0.01070477	0.004277916	0.9964084	0.9111781	1	0.01227484	39.36006	0.00427786	2.980539
5109	1	587.1726	581.3365	5.836159	9.040366	0.01314	-0.002895704	0.005244869	0.9850074	0.8809848	1	0.01174032	52.75093	0.00524369	-0.1931426
5110	0	587.6641	581.9582	5.705908	6.305077	0.01574709	-0.007423161	0.004161142	0.9934844	0.9006709	1	0.01144779	44.01747	0.004160965	-1.139293
5111	1	586.5361	580.8043	5.731826	4.694064	0.01825365	-0.004248967	0.004301424	0.9970759	0.9143077	1	0.0125313	37.97308	0.004301387	-1.453099
5112	0	586.4559	580.7005	5.755462	4.952365	0.01777093	-0.01407303	0.004364409	0.9965881	0.9119802	1	0.01245468	39.00456	0.004364358	-4.124649
5113	1	585.6721	579.8221	5.849983	13.74077	0.01062264	-0.01183104	0.005314552	0.9664771	0.8529129	1	0.01062587	65.25187	0.00530858	-0.3529241
5114	0	586.7995	580.9765	5.822953	9.413325	0.01287484	-0.0184883	0.004769445	0.9836813	0.8785387	1	0.01108204	53.83736	0.004768175	-1.132949
5115	1	586.0981	580.2833	5.814862	11.24947	0.0117646	-0.01183104	0.004733466	0.9767292	0.8671129	1	0.01055342	58.91803	0.004730903	-0.5084064
5116	0	586.1837	580.355	5.828737	6.188034	0.01589563	-0.00527862	0.005038219	0.9937865	0.9015987	1	0.01265588	43.60615	0.005038024	-0.8495463
5117	1	586.3087	580.5066	5.802147	10.4095	0.0122367	-0.01336899	0.004621557	0.9799887	0.8722217	1	0.01063509	56.64496	0.004619706	-0.6680733
5118	0	586.8337	581.1381	5.695681	5.413506	0.01699649	-0.01427926	0.004100322	0.9956297	0.9079703	1	0.01180602	40.78179	0.004100244	-3.267349
5119	1	586.8615	581.0528	5.808741	5.755956	0.01648248	-0.01067944	0.004728386	0.9948493	0.9051011	1	0.01248483	42.05358	0.00472826	-2.073398
5120	0	585.6913	579.9956	5.695691	4.565699	0.01850861	-0.01623837	0.004100274	0.9973048	0.915488	1	0.01231993	37.44999	0.004100244	-6.024882
5121	1	587.434	581.6412	5.792789	9.414741	0.01287386	-0.004470329	0.004626968	0.9836762	0.8785295	1	0.01091485	53.84145	0.004625735	-0.2738528
5122	0	586.7479	580.9804	5.767583	5.024287	0.01764317	-0.01038083	0.004448077	0.9964459	0.911343	1	0.01252822	39.28699	0.004448021	-2.920766
5123	1	587.8276	582.0193	5.808307	9.038902	0.01314107	-0.004470329	0.004759343	0.9850126	0.8809945	1	0.01118417	52.74663	0.004758274	-0.2982718
5124	0	586.9924	581.2228	5.769545	5.657162	0.01662598	-0.01534258	0.00442846	0.9950802	0.9059199	1	0.01213487	41.69061	0.004428353	-3.118558
5125	1	586.7164	580.928	5.788442	9.95228	0.0125179	0.006198119	0.004721201	0.981709	0.8750838	1	0.01087194	55.3725	0.004719621	0.3388613
5126	0	586.9909	581.259	5.73199	5.246782	0.0172647	-0.0002609806	0.004323975	0.9959888	0.9093998	1	0.01221901	40.14823	0.004323905	-0.06506278
5127	1	587.4648	581.6937	5.771082	8.420002	0.01361891	0.003077024	0.004555424	0.9871355	0.8851632	1	0.01113911	50.89592	0.00455467	0.2391876
5128	0	587.8649	582.1153	5.74958	6.997187	0.01494595	-0.0001377959	0.004403661	0.9915828	0.8953496	1	0.01147318	46.37693	0.004403349	-0.01637065
5129	1	584.7681	579.1015	5.666596	4.737557	0.01816961	0.007051593	0.004100914	0.9969963	0.9139114	1	0.01220754	38.1487	0.004100877	2.347651
5130	0	588.0232	582.2195	5.803711	7.295967	0.01463564	-0.008847635	0.004685659	0.990705	0.8931324	1	0.01171133	47.36021	0.004685255	-0.9518747
5131	1	587.323	581.5455	5.777559	5.541883	0.01679824	-0.009351477	0.004509397	0.9953438	0.9068845	1	0.01230853	41.26309	0.004509299	-2.008393
5132	0	587.6163	581.8805	5.735848	5.530378	0.01681572	-0.007511805	0.004295011	0.9953698	0.9069813	1	0.01201863	41.22018	0.004294919	-1.622334
5133	1	582.7917	576.9922	5.799517	3.847372	0.02016313	-0.009965217	0.004686614	0.9984118	0.9224224	1	0.0137475	34.37696	0.004686602	-6.274475
5134	0	587.5051	581.6707	5.834381	7.990258	0.01398247	-0.009532861	0.005018668	0.9885469	0.8881453	1	0.01184681	49.57258	0.00501801	-0.8323408
5135	1	582.5915	576.7839	5.807544	14.828	0.01021427	-0.0004628268	0.004782578	0.9618028	0.8470837	1	0.009884388	67.86065	0.0047756	-0.01211676
5136	0	587.3165	581.5308	5.785679	8.439616	0.01360298	0.005938044	0.004701863	0.9870698	0.8850289	1	0.01131011	50.95554	0.004701077	0.4592394
5137	1	587.2663	581.4363	5.829958	7.704852	0.01424037	-0.01571405	0.004879481	0.9894532	0.8901688	1	0.01178861	48.67479	0.004878938	-1.489938
5138	0	585.9382	580.1192	5.819066	12.04388	0.01136331	0.009598109	0.00540874	0.9735442	0.8624418	1	0.01108703	60.99872	0.005404954	0.3627982
5139	1	581.7438	575.9825	5.761345	13.03808	0.01091233	-0.01466965	0.006686518	0.9694419	0.8567904	1	0.01208019	63.51964	0.006680274	-0.4800575
5140	0	587.8526	582.0343	5.818345	9.025035	0.01315124	-0.005177721	0.00485446	0.9850612	0.8810864	1	0.01129975	52.70583	0.004853377	-0.346596
5141	1	583.6157	577.8428	5.772902	16.20555	0.009754801	-0.004265617	0.006518105	0.9557598	0.8399609	1	0.01127677	71.05703	0.006505348	-0.09641953
5142	0	587.439	581.6241	5.814887	6.501542	0.0155068	-0.009452804	0.00478933	0.9929642	0.8991324	1	0.01218747	44.69957	0.004789093	-1.343535
5143	1	580.3153	574.59	5.725341	14.41891	0.01036271	-0.02157938	0.006986784	0.9635728	0.8492541	1	0.01203345	66.88861	0.006977513	-0.5923973
5144	0	585.5589	579.8908	5.668087	7.223532	0.01470912	0.008855789	0.00410636	0.9909208	0.8936658	1	0.01099099	47.12365	0.004106021	0.9753924
5145	1	583.9016	578.0576	5.844	17.32712	0.009420115	-0.01806062	0.005855418	0.9507645	0.8343524	1	0.01050321	73.58161	0.005841223	-0.3668207
5146	0	586.8362	581.0609	5.775288	5.847545	0.01635269	-0.017154	0.004452109	0.9946311	0.9043481	1	0.01206681	42.38735	0.004451981	-3.195081
5147	1	584.7753	578.9748	5.800535	13.33548	0.01078703	0.008496763	0.005986143	0.9681931	0.8551381	1	0.01136421	64.25749	0.005980087	0.2671359
5148	0	587.0738	581.2751	5.798685	9.38522	0.01289427	0.006672756	0.004833107	0.9837823	0.8787214	1	0.01116417	53.7562	0.004831835	0.4114499
5149	1	585.8359	579.9992	5.836669	13.93151	0.01054769	-0.002090514	0.005599469	0.9656642	0.8518759	1	0.01086844	65.71556	0.005592867	-0.06088445
5150	0	581.4128	575.6221	5.790701	18.03274	0.00922495	0.0230409	0.005486405	0.9475951	0.8309026	1	0.010061	75.13831	0.005471338	0.4396708
5151	1	587.1433	581.3867	5.756619	7.91302	0.0140509	-0.01425641	0.004351058	0.9887947	0.8886894	1	0.01105769	49.33115	0.004350512	-1.272295
5152	0	582.5026	576.7271	5.775516	13.89051	0.01056367	0.02816981	0.005312717	0.9658392	0.8520983	1	0.01059451	65.61612	0.005306518	0.8246248
5153	1	587.7006	581.9642	5.736352	6.232479	0.01583874	-6.665314e-05	0.004339984	0.9936725	0.9012454	1	0.01172517	43.76278	0.00433981	-0.0105339
5154	0	584.466	578.6401	5.825929	11.57797	0.01159379	-0.01402189	0.006044017	0.9754232	0.8651635	1	0.01183833	59.78609	0.006040367	-0.5705345
5155	1	586.2431	580.4989	5.74421	5.610194	0.01669552	0.006382669	0.004442401	0.9951884	0.9063117	1	0.01217934	41.51695	0.004442298	1.326514
5156	0	587.1626	581.3983	5.76422	7.484599	0.0144493	0.006974286	0.004559564	0.9901346	0.8917554	1	0.0114789	47.97097	0.00455912	0.7069427
5157	1	587.5781	581.8599	5.718188	5.51822	0.01683426	-0.004929028	0.004229231	0.9953971	0.9070837	1	0.01193281	41.17479	0.004229142	-1.070855
5158	0	587.7736	581.9824	5.791203	7.285412	0.01464628	-0.01337591	0.004559511	0.9907366	0.89321	1	0.01155681	47.32581	0.00455912	-1.443952
5159	1	586.8015	580.9741	5.827424	10.88042	0.01196543	0.003912162	0.005263465	0.9781761	0.8693348	1	0.01122316	57.92914	0.005260958	0.1792606
5160	0	587.6234	581.8783	5.745092	5.728055	0.01652263	-0.01041172	0.004323073	0.994915	0.9053316	1	0.01195228	41.95139	0.004322962	-2.04753
5161	1	586.6604	580.8347	5.825723	10.88042	0.01196543	0.005259179	0.005298871	0.9781761	0.8693348	1	0.01126084	57.92914	0.005296348	0.2409827
5162	0	587.4911	581.7007	5.790396	5.998488	0.01614529	-0.01113575	0.004578121	0.9942631	0.9031198	1	0.01215854	42.93185	0.00457797	-1.941085
5163	1	587.2474	581.4678	5.779641	7.709338	0.01423621	0.006654345	0.004667349	0.9894392	0.8901367	1	0.01152782	48.68903	0.004666828	0.630097
5164	0	588.043	582.2602	5.782783	7.43958	0.01449314	-0.001450063	0.004594518	0.9902718	0.8920825	1	0.01154028	47.82589	0.004594083	-0.1490584
5165	1	587.1068	581.3138	5.79301	9.744255	0.01265221	0.003113706	0.004716324	0.9824777	0.8764066	1	0.01092446	54.78465	0.004714876	0.1776995
5166	0	587.262	581.4348	5.827227	10.62336	0.01211132	-0.004382115	0.004971059	0.9791704	0.8709032	1	0.01097325	57.23136	0.004968902	-0.2103797
5167	1	584.9558	579.1311	5.824783	13.37973	0.01076873	-0.005799821	0.004897798	0.9680065	0.8548937	1	0.01027064	64.36667	0.004892785	-0.1812814
5168	0	587.2557	581.4791	5.776575	7.398647	0.01453334	0.006327818	0.004640876	0.990396	0.8923807	1	0.01161442	47.69361	0.004640448	0.6588763
5169	1	585.7857	579.9635	5.822197	11.90535	0.01143046	0.004210022	0.005715916	0.974106	0.8632459	1	0.01143115	60.64037	0.005712084	0.162587
5170	0	586.1783	580.5124	5.665863	5.843301	0.01635864	-0.01658751	0.003987378	0.9946413	0.9043829	1	0.01142174	42.37194	0.003987264	-3.095446
5171	1	586.2239	580.3916	5.83229	11.79545	0.01148455	-0.01192603	0.00491711	0.9745499	0.8638869	1	0.0106274	60.35476	0.004913925	-0.4686043
5172	0	586.6791	580.8299	5.849135	8.828311	0.01329809	-0.01549803	0.005235961	0.9857462	0.8823972	1	0.0118007	52.12381	0.005234897	-1.087293
5173	1	587.9412	582.1216	5.819598	8.124282	0.01386603	-0.00790215	0.004839943	0.9881126	0.8872071	1	0.01158541	49.98886	0.004839259	-0.6647509
5174	0	586.1899	580.3392	5.850679	11.3789	0.01169644	-0.01464147	0.005531652	0.9762166	0.8663417	1	0.01137547	59.26137	0.005528523	-0.615617
5175	1	587.3507	581.6125	5.738192	5.680951	0.01659108	0.0002999218	0.004355721	0.995025	0.9057221	1	0.01202216	41.7783	0.004355613	0.06028635
5176	0	587.2547	581.433	5.821672	9.633445	0.0127255	0.00325935	0.005079419	0.9828834	0.8771166	1	0.01136997	54.46915	0.005077931	0.1904203
5177	1	587.0612	581.2291	5.832164	9.790678	0.01262188	0.0006442261	0.005273695	0.9823069	0.8761102	1	0.0115381	54.91634	0.005272044	0.03641121
5178	0	586.7576	580.9374	5.820237	7.649921	0.01429164	-0.02044797	0.004745651	0.9896247	0.8905624	1	0.01164673	48.50018	0.00474514	-1.970823
5179	1	585.4001	579.6483	5.751815	7.518149	0.01441689	-0.02422278	0.004300342	0.9900318	0.8915123	1	0.01113531	48.07882	0.004299915	-2.430015
5180	0	587.9856	582.1699	5.815748	8.335161	0.01368848	-0.00682323	0.004809883	0.9874184	0.885746	1	0.01147519	50.63726	0.004809122	-0.5423194
5181	1	587.6923	581.8598	5.832538	9.014463	0.01315901	-0.00734429	0.005014391	0.9850983	0.8811565	1	0.01148777	52.6747	0.005013278	-0.4928485
5182	0	587.3859	581.5466	5.839334	9.201234	0.01302368	-0.01296605	0.005031382	0.9844395	0.8799239	1	0.01144789	53.22207	0.005030164	-0.8332666
5183	1	585.8767	580.0445	5.832273	6.218965	0.01585597	-0.005469868	0.005105057	0.9937073	0.9013527	1	0.01272365	43.71522	0.005104855	-0.8692362
5184	0	587.5212	581.6877	5.833495	9.801873	0.01261459	-0.004536377	0.0050875	0.9822657	0.8760389	1	0.01132932	54.94805	0.0050859	-0.2557966
5185	1	588.068	582.3058	5.762216	6.563978	0.01543269	-0.007374094	0.004423601	0.9927956	0.8986483	1	0.01168487	44.91422	0.004423372	-1.023549
5186	0	586.4318	580.745	5.686817	5.063239	0.01757512	-0.01501528	0.004067739	0.9963677	0.9109998	1	0.01195751	39.43911	0.004067686	-4.133817
5187	1	586.329	580.6501	5.67881	5.223158	0.01730374	-0.01587176	0.004036129	0.9960385	0.9096041	1	0.01181864	40.05765	0.004036066	-4.006532
5188	0	587.7784	581.9656	5.81278	6.945585	0.01500154	-0.006921566	0.004791273	0.991731	0.8957371	1	0.0119897	46.20506	0.004790945	-0.837051
5189	1	587.0469	581.3217	5.725249	5.443637	0.01694933	-0.01407161	0.004219011	0.9955633	0.9077143	1	0.01195905	40.89526	0.004218928	-3.171663
5190	0	587.4536	581.751	5.702518	6.945585	0.01500154	-0.005339732	0.004154628	0.991731	0.8957371	1	0.01116475	46.20506	0.004154344	-0.6457539
5191	1	584.76	579.054	5.706049	4.080718	0.01957801	0.0001863713	0.004218944	0.9980851	0.920104	1	0.0128529	35.40437	0.004218928	0.09732898
5192	0	586.0876	580.2696	5.817949	5.608274	0.01669838	-0.01461034	0.004783966	0.9951928	0.9063278	1	0.01263998	41.50984	0.004783855	-3.039256
5193	1	586.7055	580.8905	5.814929	9.028452	0.01314874	-0.01957308	0.004693639	0.9850492	0.8810637	1	0.01110994	52.71588	0.00469259	-1.309169
5194	0	587.7648	582.0026	5.762284	7.956866	0.01401193	-0.007446716	0.004415986	0.9886543	0.8883802	1	0.01112443	49.46834	0.004415417	-0.6563458
5195	1	586.5833	580.7958	5.787547	10.38509	0.01225125	-0.001461399	0.004614088	0.9800816	0.8723729	1	0.01063281	56.57769	0.004612258	-0.07336923
5196	0	587.2875	581.4727	5.814725	6.308986	0.0157422	-0.008784147	0.004797234	0.9934742	0.9006401	1	0.01228975	44.03114	0.00479703	-1.346069
5197	1	587.527	581.8091	5.71789	6.535115	0.01546682	0.001074508	0.004259013	0.9928737	0.8988718	1	0.0114781	44.81512	0.004258797	0.1507813
5198	0	587.2847	581.4827	5.801954	9.167219	0.01304802	-0.01287694	0.004628676	0.9845601	0.8801475	1	0.01099046	53.12277	0.004627573	-0.8340048
5199	1	584.6994	579.0645	5.634903	3.973944	0.01983936	-0.01439068	0.003905878	0.9982386	0.9211564	1	0.0124491	34.93799	0.003905866	-8.17005
5200	0	585.2909	579.4617	5.829229	8.188624	0.01381114	0.001543913	0.005541742	0.9879022	0.8867594	1	0.01237237	50.18754	0.005540931	0.1276192
5201	1	585.8792	580.2854	5.593773	4.743327	0.01815855	-0.003288081	0.003816783	0.9969857	0.913859	1	0.01177347	38.17194	0.003816748	-1.090821
5202	0	584.6321	578.9724	5.659787	6.139608	0.01595832	-0.02241651	0.003955464	0.9939098	0.9019851	1	0.01123588	43.43485	0.003955317	-3.680756
5203	1	586.3477	580.7207	5.627014	6.363746	0.01567418	-0.007309117	0.003890724	0.9933308	0.900209	1	0.0110439	44.22223	0.003890551	-1.095946
5204	0	587.8504	582.108	5.742352	6.846835	0.01510967	-0.009552569	0.00430742	0.9920119	0.8964828	1	0.01140909	45.87441	0.004307145	-1.195854
5205	1	587.6735	581.8801	5.7934	8.274838	0.01373858	-0.01231783	0.004575095	0.9876183	0.8861621	1	0.01121208	50.45259	0.004574394	-0.9948439
5206	0	586.6629	580.8806	5.782299	5.694147	0.01657182	-0.01708181	0.004495576	0.9949943	0.9056126	1	0.01220655	41.82686	0.004495464	-3.412486
5207	1	586.697	580.853	5.844052	7.938811	0.01402794	-0.01062443	0.005232508	0.9887122	0.8885074	1	0.01211621	49.41189	0.005231841	-0.9412303
5208	0	585.9957	580.2254	5.770259	9.114266	0.01308619	-0.01807799	0.004403123	0.9847473	0.8804964	1	0.010735	52.96785	0.004402098	-1.185233
5209	1	587.3506	581.5506	5.799966	8.126253	0.01386434	-0.0162522	0.004599471	0.9881062	0.8871934	1	0.01129324	49.99495	0.00459882	-1.366442
5210	0	585.0732	579.2313	5.841935	6.036825	0.01609385	-0.01419633	0.005127367	0.994168	0.9028102	1	0.01284672	43.06907	0.005127192	-2.434222
5211	1	587.1193	581.2914	5.827963	10.76443	0.01203063	0.0006026116	0.005111652	0.9786262	0.8700403	1	0.01109021	57.61521	0.005109317	0.02819395
5212	0	585.8532	580.0412	5.812008	12.04006	0.01136514	-0.002432924	0.004807382	0.9735598	0.8624639	1	0.01045338	60.98886	0.004804021	-0.09201597
5213	1	584.2356	578.4332	5.802314	16.95802	0.009526765	0.006924195	0.006027418	0.9524146	0.8361806	1	0.01071651	72.75787	0.00601377	0.145511
5214	0	585.4537	579.6057	5.847984	11.29881	0.01173849	-0.02436077	0.005038559	0.9765341	0.8668185	1	0.01087613	59.04912	0.005035785	-1.038134
5215	1	587.3305	581.4893	5.841217	9.465462	0.012839	-0.007666049	0.005199187	0.9834933	0.8782004	1	0.01155443	53.98762	0.005197771	-0.4644194
5216	0	585.2378	579.427	5.810793	12.90167	0.0109712	0.0136965	0.005326029	0.9700116	0.8575539	1	0.01081045	63.1788	0.005321239	0.4567261
5217	1	583.9667	578.1795	5.787215	12.16182	0.01130702	0.01102112	0.006091235	0.9730639	0.8617606	1	0.01173659	61.30238	0.006086816	0.4091583
5218	0	587.4965	581.6858	5.810644	9.387342	0.0128928	0.002161599	0.004883278	0.9837747	0.8787076	1	0.01122133	53.76233	0.004881992	0.133224
5219	1	587.122	581.3342	5.787843	7.026288	0.01491486	-0.0181799	0.004515508	0.9914987	0.8951316	1	0.01160588	46.47358	0.004515181	-2.138484
5220	0	585.7846	580.0533	5.731228	5.034804	0.01762472	0.004986252	0.004363846	0.9964248	0.9112502	1	0.01240255	39.32812	0.00436379	1.394689
5221	1	587.7707	581.997	5.773702	6.034249	0.01609729	-0.004150088	0.004519166	0.9941744	0.902831	1	0.01206203	43.05986	0.004519012	-0.7123922
5222	0	585.927	580.3436	5.58339	5.504118	0.01685584	-0.007422821	0.003771573	0.9954287	0.9072026	1	0.01127591	41.12208	0.003771495	-1.623805
5223	1	586.6787	580.9313	5.747464	6.684801	0.01529222	-0.01910954	0.004295331	0.9924647	0.8977178	1	0.01146169	45.32679	0.004295087	-2.536004
5224	0	587.6309	581.8342	5.796664	7.551857	0.01438454	0.002726146	0.004758653	0.9899282	0.8912685	1	0.01170052	48.18694	0.00475817	0.270672
5225	1	586.9474	581.1403	5.807165	10.55836	0.01214903	-0.002653892	0.004762773	0.97942	0.8713026	1	0.01075761	57.0537	0.004760756	-0.1289551
5226	0	583.3837	577.8013	5.582421	6.128929	0.01597224	-0.02081889	0.003738054	0.9939369	0.9020705	1	0.0109275	43.39699	0.003737917	-3.433678
5227	1	583.9523	578.299	5.653255	8.771543	0.01334137	-0.009526827	0.003957499	0.9859421	0.882778	1	0.01027603	51.95473	0.003956716	-0.6776829
5228	0	587.8294	582.0187	5.81066	7.915605	0.0140486	-0.01220612	0.004711464	0.9887865	0.8886711	1	0.0115056	49.33925	0.004710872	-1.088517
5229	1	587.9554	582.1777	5.777628	6.615217	0.01537265	-0.01030052	0.004495032	0.992656	0.8982526	1	0.0117559	45.08963	0.00449479	-1.40257
5230	0	587.9978	582.1872	5.810569	7.44082	0.01449192	-0.007220112	0.004761362	0.9902681	0.8920735	1	0.01174745	47.82989	0.004760911	-0.7418996
5231	1	587.4055	581.6056	5.799901	6.931413	0.01501692	-0.01601039	0.004608311	0.9917716	0.8958438	1	0.01176458	46.15774	0.004607999	-1.945737
5232	0	587.3003	581.6108	5.689484	5.499243	0.01686332	-0.009764102	0.00409235	0.9954397	0.9072437	1	0.01174824	41.10385	0.004092265	-2.141092
5233	1	586.8764	581.1134	5.763067	6.931413	0.01501692	0.007936261	0.004567424	0.9917716	0.8958438	1	0.01171227	46.15774	0.004567115	0.964491
5234	0	585.9764	580.1223	5.85412	12.45405	0.01117091	-0.01723843	0.005343172	0.9718661	0.8600854	1	0.01092594	62.04931	0.005338943	-0.6127284
5235	1	587.9751	582.1917	5.783379	8.029465	0.01394811	-0.00175283	0.00459202	0.9884204	0.88787	1	0.01131813	49.6947	0.004591404	-0.1513727
5236	0	587.7049	581.9683	5.73662	7.099039	0.01483799	0.00037617	0.00433978	0.9912872	0.8945886	1	0.01134844	46.71437	0.004339451	0.04317441
5237	1	587.1145	581.333	5.78149	5.704929	0.01655613	-0.001036395	0.004603993	0.9949692	0.9055231	1	0.01234701	41.86649	0.004603876	-0.206008
5238	0	586.254	580.4131	5.840834	8.208279	0.0137945	-0.02231906	0.004966176	0.9878377	0.886623	1	0.01170521	50.24808	0.004965442	-1.835097
5239	1	584.6397	578.8284	5.811351	13.45829	0.01073646	0.002942088	0.004884673	0.9676748	0.8544607	1	0.01024149	64.56014	0.004879569	0.09101535
5240	0	586.4201	580.5859	5.834212	6.670573	0.01530856	-0.006693583	0.005103315	0.992504	0.8978269	1	0.01249995	45.2784	0.005103029	-0.8929504
5241	1	586.3967	580.5976	5.799121	10.98535	0.01190733	0.002478723	0.004756581	0.977767	0.8686995	1	0.01064314	58.21182	0.00475423	0.1114884
5242	0	587.6197	581.8349	5.784857	8.551723	0.01351294	-0.009967372	0.004531656	0.9866923	0.884264	1	0.01106671	51.29507	0.004530854	-0.7489919
5243	1	586.9899	581.1985	5.791472	6.145374	0.01595081	-0.01679757	0.004551803	0.9938952	0.901939	1	0.01205031	43.45528	0.004551634	-2.751529
