Iteration	Replicate_ID	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	V	Yr
7181	1	585.4397	579.6152	5.824471	9.210404	0.01301714	0.003833104	0.005619812	0.9844069	0.8798637	1	0.01209577	53.2488	0.005618445	0.245821
7182	0	587.8969	582.0927	5.804202	8.646161	0.01343844	-0.001844487	0.004756366	0.9863716	0.8836234	1	0.01130647	51.57944	0.004755482	-0.135341
7183	1	587.6247	581.7903	5.834351	9.325262	0.01293603	-0.008232059	0.005024847	0.9839974	0.879112	1	0.01140189	53.58268	0.00502356	-0.514419
7184	0	587.8522	582.0476	5.804598	8.109186	0.01387901	0.0002301948	0.004793626	0.9881618	0.8873124	1	0.01153523	49.94213	0.004792954	0.01944509
7185	1	584.8681	579.0227	5.845341	9.940675	0.01252528	-0.01781842	0.005749768	0.9817521	0.8751573	1	0.01200145	55.33985	0.005747853	-0.9764646
7186	0	580.9071	575.0984	5.808712	11.98765	0.01139043	-0.03613519	0.004608517	0.9737726	0.8627676	1	0.01024627	60.85349	0.004605347	-1.377763
7187	1	586.0965	580.2555	5.840972	12.72331	0.01104955	-0.007174497	0.005654103	0.9707533	0.8585578	1	0.01117813	62.7308	0.005649266	-0.2453097
7188	0	584.9102	579.1044	5.805835	13.73025	0.01062682	0.01298236	0.005734482	0.9665219	0.8529703	1	0.01103987	65.22621	0.005728055	0.3877862
7189	1	586.1732	580.3289	5.844268	12.89341	0.01097479	-0.007969924	0.005569907	0.970046	0.8576003	1	0.011057	63.15812	0.00556491	-0.2660719
7190	0	584.1254	578.3325	5.792905	13.19434	0.01084598	0.02118805	0.005535158	0.9687869	0.8559202	1	0.01095757	63.90821	0.005529765	0.678819
7191	1	586.0638	580.2088	5.854965	11.5963	0.01158446	-0.01908076	0.005352861	0.9753499	0.8650554	1	0.01113643	59.83421	0.005349608	-0.7740636
7192	0	583.479	577.7093	5.769747	17.54447	0.00935881	-0.004817593	0.006558399	0.9497901	0.8332836	1	0.0110796	74.0636	0.006541865	-0.09594911
7193	1	587.1305	581.2969	5.833543	10.44455	0.01221589	-0.01171639	0.004945661	0.9798552	0.8720047	1	0.01099233	56.74144	0.004943654	-0.5816088
7194	0	586.2904	580.5825	5.707952	4.654245	0.01833161	-0.001135182	0.004213507	0.9971479	0.9146721	1	0.01242903	37.81159	0.004213473	-0.3980155
7195	1	587.2685	581.4503	5.818207	10.15089	0.01239346	-0.008458866	0.004803754	0.9809668	0.8738331	1	0.01091193	55.92847	0.004802014	-0.4444262
7196	0	586.8847	581.0741	5.8106	7.901929	0.01406081	0.006300877	0.004995311	0.9888302	0.8887677	1	0.01185227	49.29639	0.004994688	0.5640969
7197	1	587.6279	581.9171	5.710822	6.572815	0.01542228	-0.001463048	0.004211538	0.9927716	0.8985799	1	0.0113975	44.94452	0.004211318	-0.2024017
7198	0	587.0453	581.2015	5.843802	10.5923	0.0121293	-0.007312528	0.005313061	0.9792898	0.8710939	1	0.01135286	57.14652	0.005310782	-0.3530885
7199	1	586.6049	580.8373	5.767596	4.899587	0.01786645	-0.007859597	0.004465053	0.9966907	0.9124508	1	0.01263128	38.79601	0.004465004	-2.374987
7200	0	587.106	581.2964	5.809505	6.932762	0.01501545	-0.01761962	0.00467354	0.9917677	0.8958337	1	0.01184697	46.16225	0.004673223	-2.140304
7201	1	588.1315	582.3394	5.792026	7.318192	0.01461332	-0.004819198	0.004630172	0.9906385	0.8929693	1	0.0116329	47.43256	0.004629766	-0.5147877
7202	0	587.5938	581.8121	5.781754	6.477348	0.0155358	0.000770168	0.00461815	0.9930292	0.8993206	1	0.01197887	44.61612	0.004617925	0.1104841
7203	1	588.1004	582.2973	5.803044	7.630899	0.01430952	-0.006142543	0.004703308	0.9896838	0.890699	1	0.0116019	48.43957	0.004702808	-0.5954263
7204	0	586.9114	581.125	5.786415	7.145853	0.01478913	0.007354613	0.00474089	0.9911501	0.8942407	1	0.01184176	46.86868	0.004740518	0.8310366
7205	1	586.9659	581.1303	5.835606	11.33495	0.01171946	-0.00194347	0.005218527	0.9763909	0.8666031	1	0.01105968	59.14498	0.005215618	-0.08231881
7206	0	587.1217	581.3268	5.794953	5.924088	0.01624653	-0.001587985	0.004701145	0.9944458	0.9037233	1	0.01235939	42.66432	0.004701	-0.2859076
7207	1	587.289	581.591	5.697974	7.093633	0.01484366	-0.002761412	0.004149267	0.991303	0.8946289	1	0.01109868	46.69652	0.004148953	-0.3175124
7208	0	587.4662	581.6674	5.798825	9.013324	0.01315985	0.003594854	0.004782	0.9851023	0.881164	1	0.01121877	52.67135	0.004780939	0.2413022
7209	1	587.883	582.1241	5.758944	6.823168	0.01513593	-0.01099798	0.004383516	0.9920787	0.8966623	1	0.01151943	45.79482	0.004383241	-1.388405
7210	0	587.5183	581.7123	5.805998	8.674624	0.01341622	0.003618555	0.004861841	0.9862744	0.8834309	1	0.01142169	51.66486	0.004860925	0.263636
7211	1	587.8489	582.0564	5.792494	8.599477	0.01347512	-0.0016312	0.004658353	0.9865304	0.8839396	1	0.01120463	51.43905	0.004657508	-0.1211024
7212	0	587.6244	581.8055	5.81894	9.57141	0.01276707	-0.00145861	0.004918219	0.9831093	0.8775158	1	0.01120636	54.29178	0.004916816	-0.08635607
7213	1	585.5281	579.8953	5.632792	6.030845	0.01610184	-0.0167199	0.003883214	0.9941829	0.9028584	1	0.01118275	43.04769	0.003883082	-2.874268
7214	0	587.5311	581.7902	5.740901	5.570517	0.01675495	-0.01027876	0.004304616	0.9952789	0.906644	1	0.0120103	41.36969	0.00430452	-2.177211
7215	1	587.6558	581.9317	5.724031	5.60845	0.01669812	-0.007321784	0.004241643	0.9951924	0.9063263	1	0.01190189	41.51049	0.004241545	-1.522956
7216	0	587.2197	581.4515	5.768197	5.576044	0.01674664	-0.01291049	0.004432896	0.9952664	0.9065976	1	0.01218492	41.39023	0.004432797	-2.727396
7217	1	587.3252	581.5101	5.815135	6.500206	0.0155084	-0.004945795	0.004847198	0.9929678	0.8991428	1	0.01226151	44.69497	0.004846958	-0.7033087
7218	0	587.488	581.7014	5.786597	5.826708	0.01638195	-0.005978967	0.004592516	0.9946811	0.9045189	1	0.01226657	42.31164	0.004592386	-1.124099
7219	1	587.3876	581.6674	5.720187	7.516655	0.01441833	-0.001296345	0.004249116	0.9900364	0.8915231	1	0.01106934	48.07403	0.004248694	-0.1301084
7220	0	585.7181	579.941	5.777088	8.891729	0.01325023	-0.02163376	0.004430527	0.9855265	0.8819731	1	0.01083563	52.3121	0.004429599	-1.494713
7221	1	587.1287	581.2903	5.838339	11.00478	0.01189666	-0.006559003	0.005126426	0.977691	0.8685822	1	0.01104421	58.26402	0.005123875	-0.2940075
7222	0	587.695	581.9243	5.770724	6.018203	0.01611878	-0.002502501	0.004514293	0.9942143	0.9029605	1	0.01206357	43.00247	0.004514142	-0.4325323
7223	1	587.8257	582.0941	5.731609	6.212912	0.01586371	-0.002209015	0.004302104	0.9937228	0.9014008	1	0.01168309	43.69389	0.004301935	-0.3519119
7224	0	586.6292	580.8814	5.747871	5.124367	0.01746989	0.0003975337	0.004412204	0.9962434	0.9104637	1	0.01241618	39.67667	0.004412141	0.1058238
7225	1	586.4732	580.6308	5.842308	10.48576	0.01219156	-0.01915943	0.004991013	0.9796979	0.8717501	1	0.01103161	56.85468	0.004988955	-0.9437168
7226	0	587.2401	581.403	5.837066	9.240192	0.01299596	-0.003601527	0.005236971	0.984301	0.8796684	1	0.011667	53.33558	0.005235681	-0.2294114
7227	1	586.5593	580.7362	5.823106	10.87208	0.01197009	0.006659069	0.005288754	0.9782086	0.8693854	1	0.01125228	57.9066	0.005286243	0.3055821
7228	0	586.8335	580.9928	5.84073	11.63491	0.0115649	-0.007634325	0.005148228	0.9751952	0.8648282	1	0.01091226	59.93544	0.005145061	-0.3077764
7229	1	585.9881	580.1711	5.817026	5.443023	0.01695029	-0.006782098	0.004859752	0.9955647	0.9077195	1	0.01283543	40.89295	0.004859657	-1.529116
7230	0	586.2055	580.3611	5.844398	11.47191	0.01164815	-0.01002699	0.005622419	0.9758466	0.86579	1	0.01144472	59.50705	0.005619139	-0.4151383
7231	1	587.7499	581.9537	5.796221	7.708832	0.01423668	-0.01337248	0.004591631	0.9894408	0.8901403	1	0.01143412	48.68742	0.004591119	-1.266424
7232	0	586.6259	580.9267	5.699239	7.419459	0.01451286	-0.01224187	0.004111322	0.990333	0.892229	1	0.01092401	47.76091	0.004110937	-1.266352
7233	1	585.5999	579.8486	5.751311	7.025672	0.01491552	-0.02388908	0.004300785	0.9915005	0.8951362	1	0.01132682	46.47154	0.004300475	-2.810639
7234	0	587.6041	581.8488	5.755287	5.781216	0.01644637	-0.0109959	0.004371089	0.9947895	0.9048928	1	0.01199071	42.1459	0.00437097	-2.110342
7235	1	587.2149	581.4314	5.78344	6.704821	0.01526931	0.004422279	0.004674775	0.9924093	0.8975644	1	0.01194827	45.3948	0.004674506	0.5825934
7236	0	584.7859	579.1986	5.587229	4.119046	0.01948669	-0.01286899	0.003774011	0.9980284	0.9197296	1	0.0121279	35.57029	0.003773996	-6.527238
7237	1	587.924	582.1728	5.751222	6.051633	0.01607411	-0.006490264	0.00437332	0.9941311	0.9026909	1	0.01185725	43.12195	0.004373169	-1.105876
7238	0	587.2421	581.5008	5.741335	5.243774	0.01726966	-0.0103722	0.004308673	0.9959951	0.9094258	1	0.01219912	40.1367	0.004308604	-2.589903
7239	1	585.1722	579.4721	5.700156	3.951621	0.01989533	-0.006490264	0.004158896	0.9982698	0.9213782	1	0.01286411	34.8397	0.004158884	-3.751249
7240	0	585.4089	579.5528	5.856102	11.73468	0.01151478	-0.02444262	0.005246626	0.9747946	0.8642425	1	0.01099215	60.19633	0.005243293	-0.9697379
7241	1	587.1877	581.4695	5.718201	5.235326	0.0172836	-0.01116902	0.004201575	0.9960129	0.9094988	1	0.01205142	40.10433	0.004201509	-2.80132
7242	0	584.8843	579.0973	5.786988	7.47866	0.01445506	-0.02807368	0.004482238	0.9901527	0.8917985	1	0.01138341	47.95186	0.004481803	-2.850909
7243	1	587.86	582.1377	5.722313	6.281395	0.01577681	-0.005235592	0.004241062	0.993546	0.9008579	1	0.0115681	43.93455	0.004240885	-0.8112192
7244	0	587.7972	581.9798	5.817463	7.863769	0.01409506	-0.002362157	0.004899149	0.9889518	0.8890377	1	0.01175192	49.17662	0.004898551	-0.2138039
7245	1	585.7482	580.0913	5.656924	7.24267	0.0146896	0.005815539	0.004045588	0.990864	0.8935246	1	0.01090212	47.18626	0.00404525	0.63655
7246	0	584.5802	578.8642	5.716008	9.166162	0.01304878	-0.01662433	0.004157461	0.9845638	0.8801545	1	0.01041631	53.11968	0.004156471	-1.076974
7247	1	587.0642	581.3248	5.739453	8.181777	0.01381695	0.00349074	0.004374285	0.9879246	0.886807	1	0.01099448	50.16643	0.004373647	0.2890797
7248	0	585.3304	579.5623	5.768091	7.557379	0.01437926	0.01592648	0.004728399	0.9899112	0.8912287	1	0.01166112	48.20464	0.004727918	1.578633
7249	1	587.3257	581.5588	5.76693	8.878051	0.01326051	-0.00114215	0.004485652	0.985574	0.8820644	1	0.01090706	52.27154	0.004484718	-0.07917287
7250	0	587.1395	581.321	5.818462	8.521262	0.01353723	0.004278361	0.005064329	0.9867952	0.8844713	1	0.01170957	51.20302	0.005063446	0.3240008
7251	1	585.4978	579.6503	5.847523	10.76049	0.01203286	-0.01673022	0.005690632	0.9786415	0.8700644	1	0.01170253	57.60452	0.005688036	-0.7833034
7252	0	587.2207	581.3777	5.84306	8.71629	0.01338389	-0.01185578	0.00514045	0.9861318	0.8831498	1	0.01173024	51.78966	0.005139461	-0.8548924
7253	1	585.3347	579.4918	5.842818	11.99435	0.01138719	-0.01621618	0.005805889	0.9737454	0.8627288	1	0.01149893	60.87081	0.005801887	-0.6176507
7254	0	587.774	581.9457	5.828343	8.93745	0.01321603	-0.008218421	0.004935967	0.9853674	0.8816683	1	0.01142225	52.44745	0.00493491	-0.5616521
7255	1	586.4049	580.7141	5.690866	7.908777	0.01405469	0.0007551463	0.004138318	0.9888083	0.8887193	1	0.01078543	49.31786	0.0041378	0.06747365
7256	0	585.9801	580.1623	5.817828	10.21798	0.01235223	0.0097086	0.005421694	0.9807143	0.8734132	1	0.01157325	56.11514	0.005419677	0.5034087
7257	1	587.8595	582.0649	5.794576	6.957381	0.01498878	-0.001213826	0.004691978	0.9916972	0.8956484	1	0.01185977	46.2444	0.004691655	-0.1461949
7258	0	581.7269	575.897	5.829831	8.382414	0.01364961	-0.03956599	0.004816742	0.9872611	0.8854211	1	0.01146705	50.78148	0.004815961	-3.105922
7259	1	586.1032	580.2714	5.831859	6.373449	0.01566222	-0.01774039	0.004902669	0.9933052	0.9001328	1	0.01239247	44.25601	0.00490245	-2.649883
7260	0	584.9553	579.1701	5.785153	6.13047	0.01597023	0.01139439	0.004816138	0.993933	0.9020582	1	0.01240281	43.40246	0.004815961	1.878079
7261	1	585.6311	579.7908	5.840331	9.981542	0.01249933	-0.009738954	0.005706684	0.9816001	0.8748988	1	0.01194402	55.45473	0.005704752	-0.5292948
7262	0	586.2521	580.4035	5.848611	12.13276	0.01132081	-0.01193189	0.005537602	0.9731824	0.8619281	1	0.01119733	61.22769	0.005533619	-0.4449279
7263	1	587.4967	581.6643	5.832392	7.751381	0.01419737	-0.008410679	0.005008761	0.9893072	0.8898365	1	0.01192571	48.82223	0.005008188	-0.7865767
7264	0	587.7488	581.9569	5.791944	8.722341	0.01337921	-0.0002106919	0.004669621	0.9861111	0.883109	1	0.01117818	51.80777	0.00466872	-0.0151698
7265	1	586.9357	581.0967	5.838926	8.152943	0.0138415	-0.0176847	0.00497709	0.988019	0.8870075	1	0.01173801	50.07745	0.004976375	-1.476066
7266	0	588.0521	582.2488	5.803266	7.285077	0.01464662	-0.007621334	0.00469333	0.9907376	0.8932124	1	0.01172531	47.32472	0.004692927	-0.8228249
7267	1	586.9178	581.0833	5.834431	6.967125	0.01497826	-0.0122781	0.004991045	0.9916692	0.8955752	1	0.01222761	46.27688	0.004990699	-1.473828
7268	0	587.6857	581.8684	5.817272	7.233319	0.01469912	-0.01193993	0.004780713	0.9908918	0.8935936	1	0.01185515	47.15568	0.004780317	-1.310892
7269	1	587.3397	581.6322	5.707564	6.262902	0.01580014	-0.0122781	0.004148102	0.993594	0.9010042	1	0.01144907	43.86969	0.004147932	-1.916645
7270	0	587.5545	581.8366	5.717963	5.521258	0.01682962	-0.00411261	0.00423276	0.9953903	0.9070581	1	0.01193614	41.18614	0.00423267	-0.8921609
7271	1	585.7824	580.13	5.652401	4.288613	0.01909743	-0.01124825	0.003966925	0.9977672	0.9180935	1	0.01230919	36.29531	0.003966905	-5.037704
7272	0	587.5627	581.8055	5.757233	6.969879	0.01497529	0.003484681	0.004479798	0.9916613	0.8955545	1	0.01158329	46.28605	0.004479486	0.4178943
7273	1	585.9239	580.2609	5.663007	4.872441	0.01791619	0.002892098	0.004060817	0.9967429	0.9126938	1	0.0120627	38.68831	0.004060774	0.8879292
7274	0	586.3724	580.5879	5.784481	7.287174	0.01464451	-0.0220706	0.004479871	0.9907313	0.893197	1	0.01145474	47.33155	0.004479486	-2.381205
7275	1	585.2652	579.605	5.660131	5.163762	0.01740307	-0.01966851	0.003965584	0.9961623	0.91012	1	0.01174847	39.82902	0.003965525	-5.125117
7276	0	586.8336	581.0581	5.77549	5.961724	0.01619508	0.003694621	0.004610967	0.9943537	0.9034175	1	0.01222088	42.79986	0.00461082	0.6543453
7277	1	585.0381	579.2048	5.833294	15.65052	0.009932938	-0.007535631	0.005866261	0.9582085	0.8427979	1	0.0107953	69.7827	0.005856015	-0.1803151
7278	0	587.5101	581.8218	5.688374	5.961724	0.01619508	-0.006590576	0.004098816	0.9943537	0.9034175	1	0.01152221	42.79986	0.004098686	-1.167241
7279	1	586.6408	580.82	5.820829	11.51384	0.01162657	-0.0001057156	0.004957286	0.9756795	0.865542	1	0.0107365	59.61749	0.004954353	-0.004346763
7280	0	583.5639	577.7326	5.831234	7.053156	0.01488633	-0.002475957	0.00564908	0.9914208	0.8949308	1	0.01296874	46.56265	0.005648664	-0.2886005
7281	1	587.5065	581.6759	5.830633	8.522508	0.01353624	-0.0140003	0.004896282	0.986791	0.8844628	1	0.01151323	51.20679	0.004895427	-1.059906
7282	0	587.5568	581.74	5.816715	9.631468	0.01272682	-0.000207768	0.004912244	0.9828906	0.8771293	1	0.01118188	54.4635	0.004910806	-0.0121435
7283	1	586.9784	581.2174	5.761026	8.669792	0.01341999	-0.01152772	0.004383308	0.9862909	0.8834636	1	0.01084656	51.65037	0.004382484	-0.8408826
7284	0	586.0577	580.3065	5.751173	4.66448	0.01831147	-0.001923471	0.004416476	0.9971295	0.9145783	1	0.01271788	37.85316	0.004416439	-0.6700778
7285	1	587.8715	582.0622	5.809246	8.78159	0.01333368	-0.00203596	0.004802433	0.9859075	0.8827105	1	0.01131672	51.9847	0.00480148	-0.1444708
7286	0	585.5726	579.7446	5.827993	5.538855	0.01680283	-0.009953054	0.004954794	0.9953506	0.9069099	1	0.01290384	41.2518	0.004954687	-2.140736
7287	1	580.74	574.8884	5.851613	21.5458	0.008392785	-0.01804941	0.00572653	0.9316254	0.8144956	1	0.009804237	82.58846	0.005699758	-0.2639781
7288	0	587.2342	581.4445	5.789727	8.761938	0.01334873	-0.01381896	0.004539007	0.9859751	0.8828425	1	0.01100818	51.92607	0.004538114	-0.9853169
7289	1	584.8339	578.9798	5.854046	13.22269	0.01083407	-0.02416944	0.005655405	0.9686678	0.8557628	1	0.01106987	63.97849	0.005649853	-0.7713932
7290	0	586.2204	580.4509	5.769423	7.723388	0.01422319	-0.02159417	0.004393532	0.9893951	0.8900363	1	0.01117945	48.73358	0.004393038	-2.036254
7291	1	587.3862	581.6153	5.77088	5.509714	0.01684727	-0.008802215	0.00447239	0.9954162	0.9071554	1	0.01227579	41.14301	0.004472296	-1.92029
7292	0	588.0061	582.1967	5.809362	7.483021	0.01445083	-0.008428759	0.004737137	0.9901394	0.8917669	1	0.0117009	47.9659	0.004736677	-0.854792
7293	1	587.8368	582.016	5.820844	8.736014	0.01336866	-0.003136713	0.004920354	0.9860642	0.8830169	1	0.01146984	51.84865	0.004919399	-0.2250829
7294	0	587.4762	581.646	5.830161	10.06761	0.01244519	-0.007539451	0.004962496	0.9812789	0.8743561	1	0.01111389	55.69597	0.004960757	-0.4027257
7295	1	586.9495	581.1269	5.822582	11.01455	0.0118913	0.001555317	0.005029552	0.9776528	0.8685232	1	0.0109369	58.29027	0.00502704	0.06959784
7296	0	585.271	579.4344	5.836513	13.11995	0.01087742	-0.01219963	0.004965498	0.969099	0.8563339	1	0.01039344	63.72347	0.004960757	-0.3947978
7297	1	586.0244	580.1694	5.854962	11.01455	0.0118913	-0.02105744	0.005282233	0.9776528	0.8685232	1	0.01120827	58.29027	0.005279595	-0.9422852
7298	0	586.1974	580.3576	5.839832	11.90973	0.01142832	-0.01402401	0.004999285	0.9740883	0.8632204	1	0.01068957	60.65173	0.004995928	-0.5412234
7299	1	585.674	579.8435	5.830428	14.07971	0.01049046	0.0004634034	0.005684125	0.9650304	0.8510745	1	0.01092054	66.07402	0.005677174	0.01325162
7300	0	585.8026	579.9691	5.833482	8.430111	0.01361069	-0.000704772	0.005501668	0.9871017	0.885094	1	0.01223777	50.92666	0.005500753	-0.0546406
7301	1	587.5097	581.6782	5.831493	8.088505	0.01389684	-0.005018735	0.005059278	0.9882291	0.8874568	1	0.01185816	49.87805	0.005058577	-0.4263673
7302	0	587.8695	582.1096	5.759881	7.693385	0.01425103	-0.001391384	0.004447326	0.9894891	0.8902509	1	0.01125868	48.63839	0.004446835	-0.1323752
7303	1	586.3563	580.5134	5.842821	7.279128	0.01465263	-0.01068287	0.005206201	0.9907554	0.8932562	1	0.01235188	47.30532	0.005205756	-1.155575
7304	0	586.4834	580.6411	5.842376	12.42311	0.0111851	-0.005019354	0.005440606	0.9719934	0.8602619	1	0.01103211	61.97061	0.005436338	-0.1792205
7305	1	587.1553	581.3457	5.809627	6.565146	0.01543131	-0.0003582849	0.004854723	0.9927924	0.8986392	1	0.01224049	44.91823	0.00485447	-0.04970929
7306	0	585.4357	579.5879	5.84779	12.37095	0.01120914	-0.02032848	0.005060184	0.9722078	0.86056	1	0.01065085	61.83769	0.005056276	-0.731446
7307	1	586.5627	580.8037	5.759004	8.858038	0.01327559	-0.01353322	0.0043627	0.9856434	0.8821982	1	0.01076266	52.21215	0.0043618	-0.9426452
7308	0	587.3697	581.5308	5.838881	8.437519	0.01360468	-0.008648184	0.005121897	0.9870769	0.8850432	1	0.01180523	50.94917	0.005121042	-0.6692012
7309	1	587.8337	582.0299	5.803845	7.523432	0.01441181	-0.0003238102	0.004783	0.9900156	0.8914741	1	0.01174152	48.09578	0.004782523	-0.03243169
7310	0	586.4827	580.6631	5.819632	5.88258	0.01630384	-0.006026036	0.004894312	0.9945466	0.9040616	1	0.01263298	42.51434	0.004894167	-1.105013
7311	1	586.5517	580.7239	5.827832	8.227982	0.01377788	-0.02171641	0.00480901	0.9877729	0.8864864	1	0.01151156	50.3087	0.004808291	-1.776085
7312	0	588.0144	582.2197	5.794707	7.046921	0.01489294	-0.009677695	0.004610612	0.9914389	0.8949773	1	0.01171884	46.542	0.004610274	-1.130428
7313	1	586.4222	580.5986	5.823637	11.71442	0.01152491	-0.005735366	0.004891991	0.9748761	0.8643613	1	0.01061883	60.14342	0.004888903	-0.2282833
7314	0	587.5454	581.7167	5.828703	7.743718	0.01420442	-0.00533932	0.005007032	0.9893313	0.8898911	1	0.01192661	48.79798	0.005006462	-0.500467
7315	1	587.4572	581.6474	5.809874	8.16739	0.01382919	0.003437641	0.004910775	0.9879718	0.886907	1	0.01165436	50.12205	0.004910064	0.2857978
7316	0	587.9612	582.1976	5.763534	7.330408	0.01460109	-0.00900917	0.004416446	0.9906018	0.8928797	1	0.01135649	47.47229	0.004416056	-0.9586069
7317	1	587.7098	581.8825	5.827262	8.236617	0.01377061	-0.004478266	0.004994168	0.9877444	0.8864265	1	0.01172798	50.33525	0.004993418	-0.365407
7318	0	587.446	581.6921	5.7539	5.87398	0.01631579	-0.01330326	0.004352419	0.9945674	0.9041319	1	0.01191748	42.48321	0.004352291	-2.448796
7319	1	587.4262	581.6802	5.745945	8.180774	0.0138178	-0.001593372	0.004367669	0.9879279	0.8868139	1	0.0109865	50.16334	0.004367032	-0.1319883
7320	0	585.6095	579.7938	5.81575	5.170398	0.01739188	-0.01219401	0.004789722	0.9961486	0.9100622	1	0.01290754	39.85463	0.004789651	-3.166114
7321	1	587.5669	581.8453	5.721558	5.550426	0.01678529	-0.003726069	0.004250636	0.9953245	0.9068126	1	0.01194556	41.29492	0.004250543	-0.7969334
7322	0	586.63	580.9273	5.702715	8.044408	0.01393508	-0.001754503	0.004170394	0.9883721	0.8877653	1	0.01078098	49.74117	0.004169831	-0.1508874
7323	1	587.7994	582.0326	5.766713	8.107576	0.01388039	-0.005710617	0.004451857	0.988167	0.8873236	1	0.01111697	49.93715	0.004451233	-0.4826028
7324	0	586.8169	581.081	5.735887	7.743139	0.01420496	-0.0147196	0.00425162	0.9893331	0.8898953	1	0.01099037	48.79615	0.004251136	-1.379938
7325	1	587.0847	581.3022	5.782453	7.102119	0.01483476	0.006546168	0.004693669	0.9912782	0.8945657	1	0.0118008	46.72454	0.004693312	0.7505526
7326	0	583.7538	578.0658	5.687996	3.574911	0.02091752	-0.01379664	0.004087782	0.9987521	0.9252202	1	0.01307717	33.13716	0.004087775	-11.05579
7327	1	587.9333	582.1254	5.80789	8.385906	0.01364675	-0.009209585	0.004709793	0.9872495	0.8853971	1	0.01133784	50.79212	0.004709028	-0.72229
7328	0	587.8358	582.0454	5.790359	8.625372	0.01345474	-0.005675817	0.004601864	0.9864424	0.8837641	1	0.01112806	51.51697	0.004601019	-0.4186438
7329	1	585.3342	579.7617	5.57253	4.80777	0.01803637	-0.0001736942	0.003771009	0.9968656	0.9132755	1	0.01166322	38.43053	0.003770972	-0.05541585
7330	0	587.1179	581.3094	5.808468	6.075062	0.01604303	-0.0043871	0.004789368	0.9940725	0.9025025	1	0.01239645	43.2055	0.004789199	-0.7401278
7331	1	586.945	581.2665	5.678569	5.264249	0.01723601	-0.0006921504	0.004095011	0.9959518	0.909249	1	0.01188122	40.21506	0.004094943	-0.1709784
7332	0	586.7981	580.9532	5.844946	8.331175	0.01369177	-0.0106874	0.005255472	0.9874317	0.8857735	1	0.01199639	50.62508	0.005254642	-0.8503438
7333	1	587.6329	581.8069	5.826029	7.515096	0.01441983	-0.006777978	0.004942766	0.9900412	0.8915344	1	0.01193933	48.06902	0.004942276	-0.6806021
7334	0	587.6212	581.8914	5.729813	7.238857	0.01469348	-0.008440747	0.004253113	0.9908753	0.8935527	1	0.01117972	47.17379	0.004252759	-0.9250442
7335	1	587.7901	581.9872	5.802889	7.515096	0.01441983	0.0003115798	0.004782948	0.9900412	0.8915344	1	0.01174473	48.06902	0.004782474	0.03128689
7336	0	587.4554	581.647	5.808379	7.220017	0.01471271	-0.0157216	0.004672971	0.9909312	0.8936917	1	0.01172621	47.11214	0.004672587	-1.733595
7337	1	587.8083	582.0412	5.767094	6.322251	0.01572565	-0.001116487	0.004501278	0.9934396	0.9005355	1	0.01189836	44.0775	0.004501085	-0.1701856
7338	0	587.697	581.9389	5.758138	8.06384	0.01391819	-0.001754893	0.004432702	0.9883092	0.8876293	1	0.01110812	49.80153	0.004432096	-0.1501083
7339	1	586.3007	580.531	5.769731	10.07928	0.01243791	0.003283712	0.004541669	0.9812353	0.8742827	1	0.0106291	55.72858	0.00454007	0.1749942
7340	0	587.3089	581.4692	5.839695	10.32737	0.01228586	-0.006586534	0.005172776	0.9803007	0.8727314	1	0.01127404	56.41831	0.005170768	-0.3343541
7341	1	587.7649	581.9522	5.812722	8.778372	0.01333614	-9.678702e-05	0.004871647	0.9859185	0.8827321	1	0.01139903	51.9751	0.004870681	-0.006873369
7342	0	587.619	581.8097	5.809217	9.466952	0.01283798	-0.006106872	0.004746279	0.9834879	0.8781908	1	0.01103926	53.99191	0.004744985	-0.3698418
7343	1	588.0127	582.2277	5.78505	8.055135	0.01392575	-0.003067575	0.00459092	0.9883374	0.8876902	1	0.0113077	49.7745	0.004590295	-0.263026
7344	0	587.2916	581.5167	5.774902	9.018556	0.01315601	0.001718391	0.004563735	0.9850839	0.8811293	1	0.01095815	52.68675	0.004562719	0.1152041
7345	1	587.3922	581.6776	5.714596	7.355963	0.01457561	-0.006426567	0.004196819	0.9905249	0.8926926	1	0.01106085	47.55529	0.004196442	-0.6782614
7346	0	585.7625	579.9265	5.836007	13.4061	0.01075787	-0.003393161	0.005141831	0.9678953	0.8547483	1	0.01051809	64.43165	0.005136532	-0.1056904
7347	1	587.9393	582.1275	5.811796	7.414518	0.01451771	-0.009350997	0.004751063	0.990348	0.892265	1	0.01174517	47.74494	0.00475062	-0.96881
7348	0	586.2058	580.3756	5.830243	12.72021	0.01105093	0.002972366	0.005285957	0.9707662	0.8585753	1	0.01080877	62.72299	0.00528144	0.1016756
7349	1	587.3536	581.5277	5.825916	9.545899	0.01278429	-0.0132483	0.004839766	0.983202	0.8776803	1	0.01112411	54.21869	0.0048384	-0.788684
7350	0	588.1056	582.3398	5.765807	7.139868	0.01479535	-0.004040698	0.004463897	0.9911677	0.8942851	1	0.01149304	46.84898	0.004463549	-0.4574885
7351	1	588.1392	582.3606	5.778595	7.075014	0.01486324	-0.006987682	0.0045205	0.9913573	0.8947676	1	0.01159218	46.63499	0.004520162	-0.8085031
7352	0	587.626	581.809	5.817009	6.984827	0.01495921	-0.005207735	0.004858732	0.9916184	0.8954423	1	0.01205676	46.33582	0.00485839	-0.6213261
