Iteration	Replicate_ID	Posterior	Likelihood	Prior	abs_jacobian	alpha	beta	eta	p	rho	rho_probability_density	sigma	t_half	theta	V	Yr
5806	0	555.9331	551.2267	4.706409	6.695423	0.01528005	-0.04742756	0.01185621	0.9924353	0.8976364	1	0.01903489	45.36288	-0.02823229	0.01185553	-2.565725
5807	1	556.0975	551.8296	4.267867	7.245161	0.01468706	-0.03622304	0.01171245	0.9908566	0.8935063	1	0.01854839	47.1944	-0.3913719	0.01171147	38.45058
5808	0	556.3096	551.6215	4.688056	9.076221	0.01311381	-0.0388953	0.01185521	0.9848814	0.8807476	1	0.01763332	52.85628	-0.1140365	0.0118525	4.856079
5809	1	556.553	552.2709	4.28215	8.10583	0.0138819	-0.02756771	0.01289005	0.9881727	0.8873358	1	0.01891763	49.93174	-0.2386777	0.01288824	17.61075
5810	0	555.6765	552.7641	2.912343	9.559192	0.01277531	-0.03799329	0.0130447	0.9831537	0.8775946	1	0.01825651	54.25679	-0.6663323	0.013041	36.63211
5811	1	554.7077	550.5356	4.172056	7.942565	0.01402461	-0.02019897	0.01384085	0.9887002	0.8884809	1	0.01970343	49.42364	-0.09830112	0.01383909	6.813487
5812	0	556.4633	552.6296	3.83365	11.12884	0.01182918	-0.03605353	0.01388821	0.9772046	0.8678354	1	0.01812656	58.59641	-0.3355996	0.01388099	12.80503
5813	1	555.0992	550.3371	4.762114	7.452532	0.01448049	-0.01396788	0.01159222	0.9902324	0.8919883	1	0.01832271	47.86767	-0.099473	0.01159111	8.654502
5814	0	552.9254	548.7146	4.210787	5.5651	0.01676312	-0.02349187	0.01246134	0.9952912	0.9066894	1	0.02043971	41.34954	-0.3343972	0.01246107	65.69255
5815	1	555.8841	552.5504	3.333662	8.429043	0.01361156	-0.03012902	0.01271553	0.9871053	0.8851013	1	0.01860528	50.92341	-0.5905095	0.01271341	42.86754
5816	0	549.4217	551.8671	-2.445342	10.64488	0.01209891	-0.05682082	0.01333704	0.9790877	0.8707713	1	0.01796461	57.29005	1.333249	0.01333121	-65.13803
5817	1	556.3384	551.904	4.434425	7.548299	0.01438795	-0.02930684	0.01288155	0.9899392	0.8912943	1	0.019253	48.17554	-0.08568593	0.01288024	5.518144
5818	0	556.417	552.0591	4.357936	7.939494	0.01402734	-0.03412741	0.0131943	0.98871	0.8885026	1	0.01923959	49.41403	0.01086505	0.01319261	-3.974293
5819	1	555.8038	551.915	3.888779	9.000344	0.01316941	-0.05121301	0.01233179	0.9851477	0.8812502	1	0.01802234	52.63311	0.408247	0.01232907	-30.5271
5820	0	556.1211	551.3729	4.748249	6.530455	0.01547235	-0.03789177	0.01165975	0.9928863	0.8989079	1	0.01899493	44.79909	-0.09278015	0.01165916	7.623112
5821	1	555.3749	550.6294	4.745512	7.259613	0.01467238	-0.05113941	0.01133079	0.9908136	0.8933998	1	0.01823456	47.24162	0.1330086	0.01132983	-19.91262
5822	0	555.5109	551.8473	3.663677	7.874233	0.01408564	-0.05084425	0.01225569	0.9889185	0.8889636	1	0.01858113	49.20949	-0.5336692	0.01225419	43.03652
5823	1	556.3978	552.6849	3.712918	9.291992	0.01295937	-0.04075354	0.0132492	0.9841163	0.8793293	1	0.01853112	53.48617	0.3896389	0.01324585	-26.70689
5824	0	556.8214	552.4254	4.395931	9.228285	0.01300442	-0.04822689	0.01286235	0.9843434	0.8797464	1	0.01829029	53.30091	-0.1418098	0.0128592	5.835399
5825	1	554.8322	551.5466	3.285537	14.11311	0.01047769	-0.02657038	0.01424962	0.9648873	0.8508944	1	0.01728022	66.15459	-0.4966299	0.01423205	12.89054
5826	0	556.6444	552.2843	4.360122	9.831865	0.01259514	-0.05159859	0.01315213	0.9821551	0.8758479	1	0.0182018	55.03293	0.005629577	0.01314794	-3.201338
5827	1	554.4109	551.5044	2.906535	11.84919	0.01145801	-0.05813808	0.01358561	0.9743331	0.8635731	1	0.01764449	60.49456	0.5778535	0.01357666	-24.20079
5828	0	554.9434	550.7749	4.168548	8.125785	0.01386474	-0.04603652	0.01134661	0.9881077	0.8871966	1	0.01773797	49.9935	0.4020852	0.011345	-37.27963
5829	1	556.9249	552.4724	4.45249	9.713118	0.01267268	-0.02477395	0.01286777	0.982592	0.8766057	1	0.0180593	54.69617	-0.0383868	0.01286387	0.7435996
5830	0	554.5158	550.0801	4.435726	6.769836	0.01519561	-0.04618005	0.01092672	0.9922284	0.8970678	1	0.01822296	45.61498	0.3468457	0.01092606	-50.22499
5831	1	554.8894	551.2963	3.593151	11.82091	0.01147195	-0.02684806	0.01281252	0.9744472	0.8637381	1	0.01714553	60.42103	0.4630111	0.01280416	-18.70747
5832	0	553.9091	549.1659	4.743245	6.526617	0.01547691	-0.02173261	0.01073585	0.9928967	0.8989377	1	0.01822952	44.78589	0.2388627	0.01073531	-36.44756
5833	1	556.2067	552.6135	3.593177	9.238575	0.01299711	-0.0269607	0.01299986	0.9843068	0.879679	1	0.01838263	53.33087	-0.5024324	0.01299666	29.79544
5834	0	556.0462	551.5369	4.509355	9.15889	0.01305401	-0.01273216	0.01261593	0.9845896	0.8802023	1	0.01814874	53.09843	-0.06435996	0.01261293	3.285831
5835	1	556.0362	552.2998	3.736416	8.898241	0.01324534	-0.02208311	0.01309278	0.9855039	0.8819296	1	0.01862355	52.3314	-0.4509529	0.01309003	29.13414
5836	0	554.2638	550.833	3.430791	8.138007	0.01385427	-0.0098234	0.01234917	0.9880678	0.8871115	1	0.01849804	50.0313	0.5343374	0.01234741	-45.07018
5837	1	553.2242	551.2902	1.934009	10.09427	0.01242857	-0.04616942	0.01473626	0.9811792	0.8741885	1	0.01913899	55.77049	0.7152596	0.01473104	-39.74145
5838	0	556.5295	552.3072	4.222324	9.379408	0.0128983	-0.0259962	0.01369969	0.9838032	0.8787592	1	0.01879908	53.7394	0.02155026	0.0136961	-2.913999
5839	1	555.2651	550.7544	4.510749	9.535905	0.01279105	-0.01979925	0.01185085	0.9832383	0.8777448	1	0.01741177	54.19003	-0.2661106	0.01184752	14.42877
5840	0	555.9814	552.3748	3.606628	9.189672	0.01303194	-0.04469466	0.01249471	0.9844805	0.8799999	1	0.01804607	53.18833	-0.5340336	0.0124917	30.9966
5841	1	556.5348	552.3056	4.229164	10.29117	0.0123077	-0.04636212	0.01289724	0.9804378	0.8729566	1	0.01781771	56.31816	-0.2661106	0.0128923	10.96722
5842	0	556.3302	552.071	4.259143	11.6486	0.01155798	-0.01917555	0.01354822	0.9751403	0.8647476	1	0.0176969	59.9713	-0.08808205	0.01353985	2.683738
5843	1	552.1386	549.2587	2.879846	9.587107	0.01275652	-0.07835848	0.0131723	0.9830523	0.8774147	1	0.01833209	54.33671	0.5993046	0.01316852	-39.38613
5844	0	556.1863	552.415	3.771344	10.49658	0.01218519	-0.02912525	0.01293277	0.9796565	0.8716833	1	0.01775322	56.88439	-0.4541297	0.01292742	20.43733
5845	1	553.4885	548.9553	4.533159	6.256073	0.01580878	-0.06172867	0.01161892	0.9936116	0.9010583	1	0.01916669	43.84572	-0.2706794	0.01161845	32.43729
5846	0	556.3239	552.3994	3.924504	8.463285	0.01358382	-0.04272293	0.01232438	0.9869904	0.884867	1	0.01829821	51.02741	-0.4541297	0.01232229	31.16921
5847	1	554.9404	552.0718	2.868622	9.160784	0.01305264	-0.05274973	0.01336777	0.9845829	0.8801899	1	0.01868073	53.10396	0.600067	0.0133646	-41.74359
5848	0	555.4118	550.9879	4.423806	9.276036	0.01297061	-0.05264684	0.01190792	0.9841733	0.8794337	1	0.01757572	53.43982	-0.2974597	0.01190493	15.17087
5849	1	555.1412	551.5104	3.630827	13.03524	0.01091354	-0.01883063	0.01525912	0.9694538	0.8568062	1	0.01824999	63.51257	0.1980238	0.01524488	-6.901197
5850	0	556.03	552.5448	3.485209	8.894563	0.0132481	-0.04491094	0.01297899	0.9855166	0.8819542	1	0.01854438	52.3205	0.4776924	0.01297627	-35.60532
5851	1	554.9141	550.6796	4.234509	10.16081	0.01238734	-0.06919288	0.01325402	0.9809295	0.8737709	1	0.01812081	55.95612	-0.1715981	0.0132492	5.198219
5852	0	553.5614	549.8925	3.668946	8.540812	0.01352163	-0.03109707	0.01472107	0.9867292	0.8843382	1	0.01995258	51.26212	-0.3075863	0.01471848	20.52678
5853	1	554.7694	550.9022	3.867144	13.10596	0.01088336	-0.0219339	0.01327464	0.9691577	0.8564118	1	0.01699839	63.68869	0.3359288	0.01326201	-11.26704
5854	0	555.8074	551.8876	3.919792	7.104024	0.01483276	-0.04049999	0.01196351	0.9912726	0.8945515	1	0.01883889	46.73083	0.4304892	0.0119626	-53.53644
5855	1	553.7161	548.9991	4.717004	5.656362	0.01662716	-0.05444734	0.01155727	0.9950821	0.9059266	1	0.01960431	41.68766	0.09874895	0.01155699	-31.05189
5856	0	553.8931	549.2405	4.652597	8.830258	0.01329661	-0.01142937	0.01140543	0.9857395	0.8823841	1	0.01741572	52.1296	-0.2471324	0.01140311	16.28125
5857	1	555.6351	552.0287	3.606453	8.998472	0.01317079	-0.04430897	0.01379498	0.9851543	0.8812626	1	0.01906258	52.62759	0.3755554	0.01379194	-27.90631
5858	0	556.3884	552.0243	4.364107	10.44957	0.01221292	-0.05245377	0.01300846	0.979836	0.8719737	1	0.01782533	56.75526	-0.1290486	0.01300317	3.669551
5859	1	555.2609	552.0483	3.212592	11.8943	0.01143586	-0.02532451	0.01474149	0.9741508	0.8633102	1	0.01836201	60.6117	0.4237567	0.01473164	-16.94933
5860	0	556.0755	552.2582	3.817298	8.926136	0.01322447	-0.02909376	0.01224391	0.9854068	0.8817436	1	0.01799551	52.41399	-0.4952383	0.0122413	31.4474
5861	1	553.0381	549.6886	3.349491	7.265452	0.01466646	-0.01296549	0.01337058	0.9907962	0.8933568	1	0.019804	47.26069	-0.5407072	0.01336945	56.7986
5862	0	556.077	552.0804	3.996632	11.48947	0.0116391	-0.04654205	0.01328683	0.9757767	0.8656861	1	0.01758674	59.55331	-0.3317286	0.01327903	11.44149
5863	1	555.9518	551.7802	4.171603	12.23595	0.01127204	-0.04884599	0.01351714	0.9727611	0.8613339	1	0.01745656	61.4926	0.1390619	0.01350711	-6.759443
5864	0	553.18	549.2452	3.934803	7.853223	0.01410456	-0.07083571	0.01312464	0.9889853	0.8891124	1	0.01924148	49.14347	-0.3600966	0.01312305	25.90123
5865	1	556.8164	552.474	4.342374	11.05454	0.01186946	-0.03477723	0.01322475	0.9774962	0.8682822	1	0.01771839	58.39755	0.03905236	0.01321805	-3.24171
5866	0	554.4037	549.7538	4.649908	6.235179	0.0158353	-0.05659847	0.01178713	0.9936656	0.901224	1	0.01932111	43.77228	-0.1590666	0.01178665	16.01726
5867	1	554.0623	552.4535	1.608801	10.28389	0.01231211	-0.02376636	0.01376028	0.9804654	0.873002	1	0.0184075	56.29799	-0.8723211	0.01375503	42.56617
5868	0	556.9292	552.4704	4.458845	8.682407	0.01341016	-0.0259087	0.0128375	0.9862478	0.8833784	1	0.01855548	51.68819	-0.0445432	0.01283507	1.310479
5869	1	556.6422	552.6317	4.010417	10.62532	0.01211019	-0.02790459	0.01365726	0.9791629	0.8708912	1	0.01818746	57.23671	-0.2800464	0.01365133	11.82058
5870	0	554.744	549.8551	4.888916	7.920883	0.01404389	-0.02213358	0.01107786	0.9887696	0.8886339	1	0.01763952	49.35578	0.06052169	0.01107646	-7.299422
5871	1	553.7702	551.3426	2.427601	15.08578	0.01012373	-0.03788271	0.01477207	0.9606812	0.8457296	1	0.01729442	68.46754	-0.6727867	0.01474923	15.47479
5872	0	555.4693	550.7836	4.685649	7.326018	0.01460548	-0.01475784	0.01195797	0.990615	0.8929119	1	0.01868967	47.45802	-0.01203635	0.01195692	-0.3020188
5873	1	555.8074	551.7157	4.091689	7.160312	0.01477414	-0.04321241	0.01262808	0.9911076	0.8941335	1	0.01931679	46.91624	0.310495	0.01262709	-39.4657
5874	0	555.6327	551.1962	4.436525	12.1669	0.01130461	-0.02542607	0.01293618	0.9730432	0.8617313	1	0.01710196	61.31543	-0.009400313	0.01292678	-0.6038977
5875	1	556.8384	552.3842	4.454157	10.46526	0.01220364	-0.03534037	0.01282626	0.9797762	0.8718767	1	0.01769334	56.79838	0.02313654	0.01282102	-2.868352
5876	0	556.268	551.9389	4.3291	8.569843	0.01349855	-0.05398587	0.01285014	0.9866309	0.8841408	1	0.01862569	51.34974	-0.2015932	0.01284784	10.83937
5877	1	555.9872	552.4381	3.549091	10.04683	0.0124582	-0.03614642	0.01401702	0.9813566	0.8744869	1	0.01868833	55.63782	0.376897	0.01401215	-21.77806
5878	0	555.0516	550.834	4.217603	7.340788	0.01459072	-0.02089138	0.01145937	0.9905706	0.8928037	1	0.01828663	47.50602	-0.4329188	0.01145835	43.26318
5879	1	555.7864	552.0196	3.766859	8.053645	0.01392704	-0.05023772	0.01266382	0.9883422	0.8877006	1	0.01878135	49.76987	-0.4732857	0.01266209	35.81554
5880	0	552.2767	548.0676	4.209096	5.565221	0.01676293	-0.03298405	0.01302508	0.995291	0.9066884	1	0.02089682	41.34999	-0.259151	0.01302479	47.76912
5881	1	556.0339	551.8194	4.214491	10.28485	0.01231153	-0.02347734	0.01251938	0.9804617	0.872996	1	0.01755749	56.30064	0.2740081	0.0125146	-14.95179
5882	0	556.6972	552.5281	4.169079	11.61614	0.0115744	-0.03762637	0.0138344	0.9752704	0.8649386	1	0.01789552	59.88624	-0.1116348	0.01382594	2.881079
5883	1	553.9545	551.4479	2.506624	11.35392	0.01170951	-0.06151433	0.01366081	0.9763157	0.8664902	1	0.01788639	59.19525	0.6573574	0.01365315	-29.69491
5884	0	555.4023	550.8828	4.519503	6.678148	0.01529986	-0.04298488	0.01124038	0.9924831	0.8977688	1	0.01854595	45.30416	-0.3366369	0.01123974	38.72883
5885	1	556.145	552.0727	4.072312	9.76767	0.01263689	-0.0283437	0.01415993	0.9823916	0.876257	1	0.01891758	54.85111	0.07195931	0.01415554	-5.624362
5886	0	556.0672	551.5585	4.508706	9.953701	0.01251699	-0.04669053	0.01223948	0.9817037	0.8750748	1	0.01750437	55.37649	-0.1941964	0.01223538	7.867868
5887	1	555.7119	551.9652	3.746676	11.02845	0.0118837	-0.05523071	0.01393874	0.9775984	0.8684394	1	0.0182013	58.32757	-0.360029	0.01393174	13.24607
5888	0	556.3906	551.992	4.398593	7.393923	0.014538	-0.04430089	0.01217621	0.9904103	0.8924152	1	0.01881583	47.67832	-0.2769693	0.01217509	23.98546
5889	1	555.6378	552.0242	3.613664	10.90348	0.01195259	-0.02392608	0.01450041	0.9780864	0.8691949	1	0.01861813	57.99136	-0.360029	0.01449344	14.97758
5890	0	556.9138	552.5681	4.345709	10.49728	0.01218478	-0.03330465	0.01304717	0.9796539	0.871679	1	0.01783126	56.88631	-0.1551297	0.01304177	5.832499
5891	1	556.6831	552.1589	4.524151	7.95571	0.01401296	-0.02542708	0.01233399	0.988658	0.8883883	1	0.01859224	49.46473	0.1092888	0.0123324	-11.76831
5892	0	556.5532	552.7216	3.8316	9.367223	0.01290677	-0.03832182	0.01329459	0.983847	0.8788385	1	0.01852513	53.70417	-0.3990744	0.01329112	21.93435
5893	1	556.7675	552.5438	4.223735	9.13466	0.01307145	-0.03214979	0.01250944	0.9846753	0.8803619	1	0.01808405	53.02756	0.2702935	0.0125065	-19.46537
5894	0	555.4885	551.4788	4.009713	6.878738	0.01507449	-0.04342259	0.0116662	0.9919216	0.8962413	1	0.01875431	45.98148	-0.4803865	0.01166544	53.60988
5895	1	555.844	552.5662	3.277819	10.0566	0.01245209	-0.02644968	0.01364555	0.9813201	0.8744254	1	0.01843451	55.66515	-0.542305	0.01364079	27.07326
5896	0	554.8933	551.1266	3.766732	10.08543	0.01243408	-0.0379601	0.01492073	0.9812123	0.8742441	1	0.01926269	55.74577	0.1651917	0.01491546	-10.64782
5897	1	556.0016	551.2991	4.702492	8.224919	0.01378046	-0.05272375	0.01183098	0.987783	0.8865076	1	0.01805748	50.29928	0.01579381	0.01182921	-5.592565
5898	0	556.7465	552.6472	4.099367	10.13324	0.01240437	-0.03930502	0.01302234	0.981033	0.8739438	1	0.01797409	55.87927	-0.3185255	0.01301766	14.40289
5899	1	556.7594	552.2403	4.519123	9.478437	0.01283013	-0.03995514	0.01234926	0.9834464	0.8781164	1	0.01780127	54.02495	0.1082946	0.01234588	-8.847438
5900	0	555.8413	552.1481	3.693194	9.918489	0.01253943	-0.02559498	0.01409161	0.9818345	0.8752978	1	0.01879898	55.2774	0.3174409	0.01408696	-18.56644
5901	1	555.3159	550.6259	4.69004	7.712568	0.01423321	-0.0167034	0.01155946	0.9894291	0.8901136	1	0.01813991	48.69928	0.1394897	0.01155817	-14.63621
5902	0	556.045	551.877	4.167953	8.405306	0.01363089	-0.02895739	0.01359657	0.9871847	0.885264	1	0.01925271	50.85121	-0.1837628	0.01359434	11.89594
5903	1	555.773	552.0269	3.746192	8.528411	0.01353152	-0.05160439	0.01307734	0.9867711	0.8844226	1	0.01881256	51.22464	-0.444736	0.01307505	29.27285
5904	0	552.6532	549.1738	3.479444	10.0466	0.01245835	-0.02029248	0.01562007	0.9813575	0.8744884	1	0.01972817	55.63715	-0.2815918	0.01561464	13.73473
5905	1	556.8028	552.2007	4.602128	7.661496	0.01428079	-0.04270519	0.01224196	0.9895886	0.8904794	1	0.01869892	48.53702	-0.07522122	0.01224063	3.0479
5906	0	555.7897	551.3199	4.469794	9.940407	0.01252545	-0.01000868	0.01275865	0.9817531	0.875159	1	0.0178778	55.3391	0.01244151	0.0127544	-1.217915
5907	1	555.5604	551.4305	4.129854	7.615209	0.01432432	-0.0254431	0.01161072	0.9897325	0.8908119	1	0.01823819	48.38953	0.3950484	0.0116095	-40.5585
5908	0	556.341	552.3493	3.99174	7.84492	0.01411206	-0.03577357	0.01218643	0.9890117	0.8891713	1	0.01854592	49.11735	-0.4450938	0.01218495	36.80532
5909	1	554.8457	552.2882	2.557501	7.633387	0.01430718	-0.03902787	0.01229563	0.9896761	0.8906812	1	0.01875718	48.4475	0.7206779	0.01229432	-72.86613
5910	0	555.647	551.2307	4.416313	8.215858	0.0137881	-0.01437058	0.01214734	0.9878128	0.8865704	1	0.01830239	50.27141	0.2191367	0.01214553	-18.94085
5911	1	556.8357	552.2837	4.55199	8.236609	0.01377062	-0.02702915	0.0122965	0.9877445	0.8864266	1	0.01840274	50.33522	0.09030025	0.01229465	-9.483288
5912	0	555.9515	552.4781	3.473399	10.04315	0.01246051	-0.02767488	0.0138503	0.9813704	0.8745101	1	0.01857858	55.62751	0.4163856	0.0138455	-23.41987
5913	1	556.5567	552.6579	3.898859	10.78117	0.01202116	-0.0400919	0.01364281	0.9785614	0.8699383	1	0.0181109	57.6606	0.2803512	0.01363654	-14.66667
5914	0	554.4051	552.2161	2.189003	7.821894	0.01413292	-0.0377273	0.01200533	0.9890847	0.8893346	1	0.0184212	49.04487	-0.8526222	0.0120039	73.80342
5915	1	555.6985	550.9429	4.755664	7.778946	0.01417207	-0.01748047	0.01169929	0.9892204	0.88964	1	0.01821006	48.90938	-0.02550308	0.01169793	0.7187383
5916	0	553.1435	549.2205	3.923009	8.390171	0.01364325	-0.001958462	0.01381855	0.9872352	0.8853678	1	0.01941803	50.80512	0.2400285	0.0138163	-18.71738
5917	1	551.7923	548.1563	3.636015	6.054374	0.01607047	-0.03834676	0.01354023	0.9941243	0.9026689	1	0.02086135	43.13174	-0.4429198	0.01353977	68.41199
5918	0	553.7443	549.9898	3.754547	6.526879	0.0154766	-0.05281298	0.01119318	0.992896	0.8989357	1	0.01861356	44.7868	-0.5804148	0.01119262	73.68758
5919	1	554.1863	549.5962	4.590065	9.932732	0.01253034	-0.05757818	0.01175025	0.9817816	0.8752076	1	0.01716011	55.3175	0.1656878	0.01174635	-12.08929
5920	0	555.748	552.4775	3.270495	11.59788	0.01158366	-0.04036104	0.01374304	0.9753436	0.8650462	1	0.01784347	59.83833	-0.5367233	0.01373468	19.59444
5921	1	556.1472	551.601	4.546228	6.820567	0.01513882	-0.03691231	0.01243499	0.992086	0.896682	1	0.01940366	45.78606	0.03875934	0.01243421	-9.523012
5922	0	555.7917	551.1352	4.656503	6.280537	0.01577789	-0.03597159	0.01198437	0.9935482	0.9008647	1	0.01944675	43.93154	-0.1074816	0.01198387	10.97633
5923	1	556.4695	551.9068	4.562712	8.123627	0.0138666	-0.03059924	0.01181012	0.9881148	0.8872117	1	0.01809785	49.98683	0.1863764	0.01180845	-18.0695
5924	0	554.3022	549.5215	4.780727	5.369675	0.01706579	-0.03109287	0.01121091	0.9957255	0.908344	1	0.01956134	40.61618	0.1377448	0.01121071	-39.36073
5925	1	556.6164	552.3243	4.292042	8.941358	0.01321312	-0.02241404	0.013122	0.9853538	0.8816422	1	0.01862163	52.459	0.1316972	0.01311918	-10.39057
5926	0	556.4604	551.8618	4.598612	9.444514	0.01285336	-0.03214638	0.01209478	0.9835689	0.8783362	1	0.01763285	53.92729	0.09822875	0.01209151	-7.836414
5927	1	555.1603	551.5485	3.611787	13.31154	0.01079696	-0.02254733	0.01536776	0.968294	0.8552706	1	0.01821676	64.19834	-0.2471065	0.01535231	6.835438
5928	0	555.4015	551.548	3.853496	14.54846	0.01031505	-0.04309873	0.01508488	0.9630136	0.8485639	1	0.01764094	67.19764	-0.07202794	0.01506424	0.7101312
5929	1	555.234	552.397	2.837014	12.01286	0.01137824	-0.02813354	0.01398022	0.9736702	0.8626215	1	0.0178365	60.91864	0.5746804	0.01397053	-22.32009
5930	0	555.8722	552.1155	3.756723	8.985944	0.01318005	-0.05241264	0.0131881	0.9851981	0.8813458	1	0.01864509	52.59065	0.3768927	0.01318521	-28.62655
5931	1	555.402	551.4789	3.923079	10.62793	0.01210868	-0.05907816	0.01422564	0.9791529	0.8708752	1	0.01856091	57.24383	0.1723593	0.01421945	-10.92929
5932	0	556.1512	551.806	4.34517	7.624644	0.01431542	-0.02715315	0.0129768	0.9897032	0.890744	1	0.01927529	48.41963	0.1177349	0.01297543	-13.95345
5933	1	555.3332	551.483	3.850144	15.03441	0.0101416	-0.02922791	0.01506797	0.960905	0.8459986	1	0.01748218	68.34694	-0.1043482	0.01504494	1.817135
5934	0	554.0479	550.0582	3.98974	8.42638	0.01361373	-0.0543141	0.01431562	0.9871142	0.8851195	1	0.01974279	50.91532	0.09932019	0.01431324	-11.82341
5935	1	556.0392	551.947	4.092238	11.18902	0.01179683	-0.0155805	0.01420296	0.9769677	0.8674745	1	0.01830573	58.75706	-0.05608181	0.01419543	1.702374
5936	0	553.1831	549.2459	3.937207	8.145688	0.0138477	0.001393906	0.01266226	0.9880427	0.887058	1	0.01872663	50.05504	-0.4153727	0.01266045	34.43933
5937	1	555.581	551.3606	4.220449	8.259418	0.01375148	-0.04875059	0.01369337	0.9876693	0.8862687	1	0.01940639	50.40528	-0.01674892	0.01369129	-2.612025
5938	0	557.0505	552.7275	4.322988	9.643496	0.0127188	-0.04072157	0.01326227	0.9828467	0.877052	1	0.01836737	54.49783	-0.1029261	0.01325837	3.523465
5939	1	556.5875	552.2239	4.363577	10.18924	0.01236984	-0.05183552	0.01315176	0.9808225	0.8735929	1	0.01803802	56.03525	-0.0132816	0.01314692	-2.023658
5940	0	555.7516	551.2505	4.501093	7.968564	0.01400159	-0.05602905	0.01202257	0.9886167	0.8882978	1	0.01834858	49.50488	0.1780988	0.01202101	-20.38958
5941	1	554.0436	551.3045	2.739091	8.11883	0.01387071	-0.05419458	0.01191305	0.9881304	0.8872451	1	0.01817924	49.97199	0.7031949	0.01191137	-63.10591
5942	0	555.7769	551.9233	3.853585	8.823696	0.01330159	-0.04268893	0.01198645	0.9857622	0.8824281	1	0.01785715	52.11009	0.4483143	0.01198402	-34.03754
5943	1	556.7625	552.7688	3.993721	9.7672	0.01263719	-0.03600166	0.01336735	0.9823933	0.87626	1	0.01838074	54.84977	-0.3254736	0.0133632	16.11558
5944	0	556.0512	551.4812	4.570069	8.197286	0.0138038	-0.02362243	0.01175058	0.9878738	0.8866993	1	0.01801125	50.21423	0.1915555	0.01174885	-17.55328
5945	1	556.9581	552.4006	4.557458	8.618048	0.01346049	-0.04064392	0.01227084	0.9864673	0.8838137	1	0.01817534	51.49494	0.08741795	0.01226859	-9.375718
5946	0	555.8529	551.4799	4.372952	9.066574	0.01312084	-0.01105177	0.01314402	0.9849153	0.8808114	1	0.01857206	52.82795	-0.02261487	0.01314103	0.7439315
5947	1	554.3113	550.0067	4.304614	6.915527	0.01503421	-0.01711591	0.01308502	0.9918169	0.8959635	1	0.01983547	46.10465	-0.1800309	0.01308414	19.72871
5948	0	556.2438	551.9334	4.31035	9.066574	0.01312084	-0.01750954	0.01339292	0.9849153	0.8808114	1	0.01874707	52.82795	-0.03353203	0.01338987	1.028638
5949	1	555.3427	551.3254	4.017285	14.23724	0.01043058	-0.04326499	0.0141809	0.9643546	0.8502267	1	0.01719972	66.45334	-0.1800309	0.01416289	3.656818
5950	0	555.5831	552.3168	3.26634	8.658055	0.01342914	-0.0487522	0.01272683	0.986331	0.8835429	1	0.0184884	51.61515	-0.6035322	0.01272445	39.98319
5951	1	556.7215	552.4467	4.274795	9.030611	0.01314715	-0.02386462	0.01286884	0.9850417	0.8810494	1	0.01839503	52.72223	-0.2474084	0.01286596	14.69702
5952	0	554.6118	551.1076	3.504255	7.380211	0.01455155	-0.0465483	0.01140527	0.9904518	0.8925153	1	0.01821891	47.63391	0.574324	0.01140423	-64.45071
5953	1	555.7171	551.2377	4.479369	10.58614	0.01213287	-0.04756288	0.01234774	0.9793135	0.8711318	1	0.01730974	57.12968	-0.1948366	0.01234245	6.924471
5954	0	555.2304	551.5406	3.68977	11.66548	0.01154947	-0.05886743	0.01439106	0.9750726	0.8646484	1	0.01823234	60.01549	0.2761702	0.01438212	-13.16438
5955	1	553.4731	548.8965	4.576608	5.745714	0.01649718	-0.05356783	0.01229961	0.9948735	0.9051856	1	0.02014492	42.0161	-0.06748729	0.01229929	2.647687
5956	0	555.135	551.081	4.053978	9.9581	0.0125142	-0.01538594	0.01227108	0.9816873	0.875047	1	0.01752499	55.38886	0.3623391	0.01226696	-20.26411
5957	1	556.301	552.2371	4.063938	11.76292	0.0115007	-0.03001042	0.01340227	0.974681	0.8640771	1	0.01755765	60.26999	-0.2884431	0.01339368	9.918612
5958	0	555.9491	552.3032	3.645887	10.28753	0.01230991	-0.03535775	0.01423194	0.9804516	0.8729793	1	0.01871865	56.30806	-0.3752272	0.0142265	17.01083
5959	1	556.0838	552.0929	3.990895	12.16948	0.01130339	-0.02622593	0.01356761	0.9730327	0.8617164	1	0.01751342	61.32206	-0.3035217	0.01355774	9.979131
5960	0	555.0048	550.6864	4.318387	8.377635	0.01365352	-0.01602258	0.01168059	0.9872771	0.8854539	1	0.01785952	50.76691	-0.3752272	0.0116787	27.85759
5961	1	555.7335	551.8718	3.861741	12.68977	0.01106446	-0.04204158	0.01503992	0.9708924	0.8587472	1	0.01824328	62.64626	-0.0769537	0.01502718	1.122461
5962	0	555.9491	551.9852	3.963907	7.565825	0.0143712	-0.0391068	0.01291706	0.9898852	0.8911677	1	0.0192683	48.23168	0.3318552	0.01291573	-36.34326
5963	1	552.2475	548.0645	4.183063	13.99493	0.01052309	0.01563066	0.01372715	0.9653932	0.8515325	1	0.01699718	65.86915	0.008381786	0.01371071	0.2178459
5964	0	556.8561	552.2052	4.650874	8.331842	0.01369122	-0.02920987	0.0120984	0.9874295	0.8857689	1	0.01820121	50.62712	-0.05799745	0.01209649	2.232085
5965	1	554.3235	550.0038	4.31972	9.987559	0.01249553	0.003616335	0.01328168	0.9815777	0.8748608	1	0.01821876	55.47163	-0.05036363	0.01327717	2.879783
